inventory_movement_id,movement_datetime,plant_id,item_id,product_id,movement_type,quantity,uom,location_code,source_system
IM-0002166,2026-02-26 16:04:00,P01,MAT-030,PRD-062,RM_ISSUE,-851,EA,RM-A,WMS
IM-0002167,2026-01-03 02:57:00,P03,PRD-004,PRD-004,FG_SHIP,-2057,EA,RM-B,WMS
IM-0002168,2026-02-21 12:22:00,P01,MAT-026,PRD-028,RM_RECEIPT,3642,EA,RM-A,WMS
IM-0002169,2026-01-15 22:12:00,P01,PRD-044,PRD-044,FG_SHIP,-3320,EA,RM-B,WMS
IM-0002170,2025-12-14 04:34:00,P01,MAT-029,PRD-045,RM_ISSUE,-852,EA,FG-02,WMS
IM-0002171,2025-11-17 07:54:00,P03,MAT-037,PRD-051,RM_RECEIPT,1633,EA,RM-B,WMS
IM-0002172,2025-11-01 19:02:00,P03,MAT-029,PRD-031,RM_ISSUE,-3878,EA,RM-B,WMS
IM-0002173,2025-12-27 01:05:00,P02,MAT-027,PRD-061,RM_RECEIPT,605,EA,RM-B,WMS
IM-0002174,2025-12-25 12:51:00,P01,PRD-008,PRD-008,ADJUSTMENT,3508,EA,FG-02,WMS
IM-0002175,2025-11-13 01:19:00,P02,PRD-063,PRD-063,FG_RECEIPT,2452,EA,WIP-01,WMS
IM-0002176,2026-06-23 21:46:00,P03,PRD-038,PRD-038,FG_SHIP,-8357,EA,RM-A,WMS
IM-0002177,2026-03-16 22:20:00,P03,MAT-019,PRD-071,RM_ISSUE,-5273,EA,WIP-01,WMS
IM-0002178,2025-12-12 12:06:00,P01,PRD-065,PRD-065,FG_SHIP,-1312,EA,RM-A,WMS
IM-0002179,2026-07-22 18:42:00,P03,MAT-001,PRD-039,RM_RECEIPT,4489,EA,WIP-01,WMS
IM-0002180,2026-01-06 00:58:00,P01,MAT-032,PRD-015,RM_RECEIPT,1062,EA,FG-01,WMS
IM-0002181,2025-12-16 23:57:00,P03,MAT-024,PRD-003,RM_ISSUE,-554,EA,FG-01,WMS
IM-0002182,2025-08-11 19:21:00,P01,PRD-065,PRD-065,FG_RECEIPT,797,EA,FG-02,WMS
IM-0002183,2025-08-30 11:31:00,P02,MAT-012,PRD-006,RM_RECEIPT,2223,EA,WIP-01,WMS
IM-0002184,2025-11-07 23:45:00,P03,MAT-019,PRD-004,RM_RECEIPT,760,EA,FG-01,WMS
IM-0002185,2025-10-26 20:10:00,P02,MAT-026,PRD-046,RM_RECEIPT,3048,EA,RM-B,WMS
IM-0002186,2025-08-16 12:19:00,P02,MAT-029,PRD-031,RM_RECEIPT,1645,EA,FG-02,WMS
IM-0002187,2026-07-01 07:50:00,P01,MAT-018,PRD-026,RM_RECEIPT,2147,EA,WIP-01,WMS
IM-0002188,2025-12-30 19:45:00,P02,MAT-025,PRD-035,RM_RECEIPT,3777,EA,FG-02,WMS
IM-0002189,2025-08-04 01:42:00,P02,MAT-022,PRD-042,RM_ISSUE,-1981,EA,RM-B,WMS
IM-0002190,2025-11-02 11:56:00,P02,PRD-054,PRD-054,FG_SHIP,-2047,EA,FG-01,WMS
IM-0002191,2026-07-04 00:44:00,P03,PRD-004,PRD-004,FG_RECEIPT,2025,EA,FG-01,WMS
IM-0002192,2025-10-12 19:20:00,P01,PRD-068,PRD-068,FG_RECEIPT,1636,EA,RM-B,WMS
IM-0002193,2026-07-28 22:35:00,P03,MAT-022,PRD-042,RM_RECEIPT,2197,EA,WIP-01,WMS
IM-0002194,2026-03-04 17:41:00,P01,MAT-004,PRD-048,RM_RECEIPT,2074,EA,WIP-01,WMS
IM-0002195,2025-10-15 15:13:00,P03,MAT-022,PRD-073,RM_RECEIPT,1789,EA,FG-02,WMS
IM-0002196,2025-10-07 00:31:00,P03,MAT-017,PRD-079,RM_ISSUE,-1237,EA,RM-A,WMS
IM-0002197,2026-01-16 07:12:00,P02,MAT-026,PRD-059,RM_ISSUE,-1900,EA,WIP-01,WMS
IM-0002198,2026-01-23 08:28:00,P02,MAT-024,PRD-003,RM_ISSUE,-4946,EA,FG-01,WMS
IM-0002199,2026-05-14 04:38:00,P02,PRD-040,PRD-040,FG_SHIP,-4116,EA,RM-A,WMS
IM-0002200,2026-01-29 20:27:00,P03,MAT-022,PRD-023,RM_ISSUE,-2095,EA,RM-A,WMS
IM-0002201,2025-08-26 16:00:00,P01,MAT-006,PRD-001,RM_RECEIPT,981,EA,RM-B,WMS
IM-0002202,2025-12-02 21:59:00,P03,MAT-027,PRD-072,RM_ISSUE,-3804,EA,FG-01,WMS
IM-0002203,2026-07-28 01:09:00,P03,MAT-018,PRD-050,RM_ISSUE,-2574,EA,RM-B,WMS
IM-0002204,2026-05-28 05:35:00,P02,MAT-022,PRD-042,RM_RECEIPT,783,EA,RM-B,WMS
IM-0002205,2026-05-12 05:38:00,P01,MAT-018,PRD-054,RM_ISSUE,-2633,EA,RM-A,WMS
IM-0002206,2026-05-09 22:43:00,P01,MAT-003,PRD-049,RM_RECEIPT,1173,EA,FG-02,WMS
IM-0002207,2026-07-26 12:35:00,P02,PRD-013,PRD-013,FG_RECEIPT,1951,EA,FG-02,WMS
IM-0002208,2026-07-18 05:22:00,P01,MAT-001,PRD-039,RM_ISSUE,-3676,EA,RM-B,WMS
IM-0002209,2025-11-19 14:34:00,P03,MAT-015,PRD-025,RM_RECEIPT,1279,EA,FG-02,WMS
IM-0002210,2026-07-31 05:06:00,P02,MAT-012,PRD-006,RM_RECEIPT,634,EA,FG-02,WMS
IM-0002211,2026-07-01 23:38:00,P03,PRD-013,PRD-013,FG_SHIP,-1590,EA,RM-B,WMS
IM-0002212,2025-10-14 23:55:00,P03,PRD-032,PRD-032,FG_RECEIPT,3852,EA,WIP-01,WMS
IM-0002213,2026-06-19 22:14:00,P03,MAT-033,PRD-044,RM_ISSUE,-3638,EA,FG-01,WMS
IM-0002214,2025-10-01 18:20:00,P01,MAT-006,PRD-001,RM_ISSUE,-2435,EA,FG-01,WMS
IM-0002215,2026-01-05 04:21:00,P02,MAT-016,PRD-029,RM_RECEIPT,716,EA,FG-01,WMS
IM-0002216,2025-10-23 21:10:00,P03,PRD-042,PRD-042,FG_RECEIPT,989,EA,FG-02,WMS
IM-0002217,2025-11-28 16:08:00,P03,PRD-013,PRD-013,ADJUSTMENT,2818,EA,FG-02,WMS
IM-0002218,2026-03-15 17:19:00,P02,MAT-001,PRD-074,RM_ISSUE,-2347,EA,FG-02,WMS
IM-0002219,2026-07-25 19:56:00,P01,MAT-008,PRD-036,RM_ISSUE,-1286,EA,RM-A,WMS
IM-0002220,2026-06-07 05:00:00,P01,PRD-001,PRD-001,FG_RECEIPT,3713,EA,FG-02,WMS
IM-0002221,2025-08-17 07:07:00,P02,PRD-035,PRD-035,FG_RECEIPT,436,EA,WIP-01,WMS
IM-0002222,2025-10-30 05:41:00,P02,MAT-014,PRD-070,RM_RECEIPT,1241,EA,RM-B,WMS
IM-0002223,2026-06-30 12:01:00,P03,PRD-041,PRD-041,FG_SHIP,-2514,EA,FG-02,WMS
IM-0002224,2025-11-10 23:57:00,P03,PRD-031,PRD-031,ADJUSTMENT,4997,EA,WIP-01,WMS
IM-0002225,2025-12-02 06:50:00,P02,MAT-005,PRD-058,RM_RECEIPT,1429,EA,RM-A,WMS
IM-0002226,2025-09-10 10:53:00,P02,PRD-062,PRD-062,FG_RECEIPT,2495,EA,RM-B,WMS
IM-0002227,2026-06-20 03:15:00,P03,MAT-035,PRD-016,RM_RECEIPT,1129,EA,WIP-01,WMS
IM-0002228,2026-06-04 19:18:00,P01,PRD-011,PRD-011,FG_RECEIPT,2084,EA,FG-02,WMS
IM-0002229,2026-06-07 08:50:00,P02,PRD-063,PRD-063,ADJUSTMENT,9719,EA,FG-02,WMS
IM-0002230,2025-12-15 08:09:00,P03,MAT-007,PRD-055,RM_RECEIPT,1098,EA,FG-01,WMS
IM-0002231,2026-06-26 07:27:00,P03,MAT-010,PRD-027,RM_ISSUE,-9513,EA,WIP-01,WMS
IM-0002232,2026-05-13 15:11:00,P01,MAT-004,PRD-048,RM_RECEIPT,1727,EA,FG-01,WMS
IM-0002233,2025-12-05 20:58:00,P02,PRD-050,PRD-050,FG_SHIP,-3918,EA,FG-01,WMS
IM-0002234,2026-04-09 00:40:00,P03,MAT-035,PRD-066,RM_RECEIPT,1864,EA,RM-A,WMS
IM-0002235,2025-10-30 18:44:00,P03,MAT-026,PRD-028,RM_RECEIPT,3032,EA,FG-01,WMS
IM-0002236,2025-08-25 00:02:00,P03,MAT-001,PRD-039,RM_ISSUE,-3882,EA,FG-02,WMS
IM-0002237,2025-12-09 09:07:00,P02,MAT-030,PRD-012,RM_RECEIPT,1823,EA,FG-02,WMS
IM-0002238,2025-10-05 06:33:00,P01,MAT-012,PRD-011,RM_ISSUE,-828,EA,WIP-01,WMS
IM-0002239,2026-01-02 12:59:00,P03,MAT-033,PRD-017,RM_ISSUE,-2387,EA,WIP-01,WMS
IM-0002240,2026-06-10 21:44:00,P02,MAT-025,PRD-035,RM_RECEIPT,3223,EA,RM-A,WMS
IM-0002241,2025-12-18 23:48:00,P03,MAT-030,PRD-062,RM_RECEIPT,1899,EA,FG-02,WMS
IM-0002242,2025-10-03 07:20:00,P02,MAT-018,PRD-067,RM_ISSUE,-4921,EA,RM-A,WMS
IM-0002243,2026-01-20 13:17:00,P02,MAT-022,PRD-023,RM_RECEIPT,1638,EA,RM-B,WMS
IM-0002244,2026-06-15 20:57:00,P01,PRD-039,PRD-039,FG_SHIP,-878,EA,RM-A,WMS
IM-0002245,2026-05-25 04:55:00,P01,PRD-004,PRD-004,FG_SHIP,-6172,EA,RM-A,WMS
IM-0002246,2026-02-11 04:12:00,P03,PRD-037,PRD-037,FG_RECEIPT,6562,EA,RM-B,WMS
IM-0002247,2026-05-20 10:56:00,P02,MAT-033,PRD-044,RM_ISSUE,-4518,EA,RM-B,WMS
IM-0002248,2025-08-06 17:58:00,P01,PRD-069,PRD-069,ADJUSTMENT,3016,EA,FG-01,WMS
IM-0002249,2025-11-18 12:49:00,P01,PRD-053,PRD-053,FG_RECEIPT,1904,EA,FG-02,WMS
IM-0002250,2025-09-26 13:07:00,P01,MAT-012,PRD-011,RM_ISSUE,-515,EA,FG-01,WMS
IM-0002251,2026-05-05 16:48:00,P01,MAT-018,PRD-026,RM_ISSUE,-4070,EA,WIP-01,WMS
IM-0002252,2025-08-24 08:03:00,P01,MAT-022,PRD-042,RM_ISSUE,-1251,EA,FG-02,WMS
IM-0002253,2026-04-13 13:05:00,P02,MAT-003,PRD-014,RM_RECEIPT,2642,EA,RM-A,WMS
IM-0002254,2026-06-13 10:08:00,P03,PRD-015,PRD-015,FG_SHIP,-1292,EA,RM-B,WMS
IM-0002255,2025-10-28 21:20:00,P03,PRD-078,PRD-078,FG_RECEIPT,1422,EA,RM-B,WMS
IM-0002256,2026-02-18 17:18:00,P02,MAT-022,PRD-023,RM_RECEIPT,3544,EA,FG-02,WMS
IM-0002257,2025-11-11 01:56:00,P01,MAT-030,PRD-041,RM_RECEIPT,842,EA,FG-01,WMS
IM-0002258,2025-12-03 03:11:00,P03,PRD-040,PRD-040,ADJUSTMENT,510,EA,WIP-01,WMS
IM-0002259,2025-11-05 12:39:00,P02,MAT-026,PRD-028,RM_ISSUE,-2589,EA,RM-A,WMS
IM-0002260,2026-03-27 11:49:00,P02,MAT-008,PRD-065,RM_ISSUE,-2507,EA,FG-02,WMS
IM-0002261,2026-07-12 04:45:00,P01,MAT-004,PRD-032,RM_RECEIPT,2315,EA,FG-02,WMS
IM-0002262,2026-05-03 01:33:00,P01,PRD-056,PRD-056,FG_RECEIPT,743,EA,WIP-01,WMS
IM-0002263,2025-09-21 14:36:00,P03,PRD-016,PRD-016,FG_SHIP,-3430,EA,FG-01,WMS
IM-0002264,2026-04-23 20:56:00,P02,MAT-024,PRD-013,RM_RECEIPT,881,EA,RM-B,WMS
IM-0002265,2026-07-27 02:32:00,P02,MAT-036,PRD-020,RM_RECEIPT,14300,EA,FG-01,WMS
IM-0002266,2026-05-19 13:42:00,P01,MAT-031,PRD-008,RM_RECEIPT,1107,EA,RM-A,WMS
IM-0002267,2026-06-09 12:46:00,P03,MAT-004,PRD-040,RM_RECEIPT,317,EA,RM-A,WMS
IM-0002268,2026-02-14 14:23:00,P01,PRD-024,PRD-024,FG_RECEIPT,747,EA,FG-02,WMS
IM-0002269,2026-01-29 20:09:00,P01,MAT-030,PRD-064,RM_ISSUE,-2161,EA,FG-01,WMS
IM-0002270,2026-05-17 01:49:00,P03,MAT-020,PRD-010,RM_RECEIPT,1142,EA,RM-B,WMS
IM-0002271,2026-04-01 04:31:00,P01,PRD-078,PRD-078,FG_SHIP,-780,EA,FG-02,WMS
IM-0002272,2025-09-21 00:51:00,P03,PRD-061,PRD-061,FG_RECEIPT,4967,EA,WIP-01,WMS
IM-0002273,2025-10-05 20:32:00,P01,PRD-062,PRD-062,FG_SHIP,-1005,EA,WIP-01,WMS
IM-0002274,2025-08-03 13:47:00,P03,MAT-035,PRD-016,RM_RECEIPT,4219,EA,WIP-01,WMS
IM-0002275,2025-09-25 04:00:00,P03,MAT-018,PRD-078,RM_ISSUE,-1779,EA,FG-02,WMS
IM-0002276,2025-08-22 04:25:00,P01,PRD-039,PRD-039,FG_RECEIPT,6146,EA,RM-B,WMS
IM-0002277,2026-03-22 16:44:00,P03,PRD-041,PRD-041,FG_RECEIPT,4721,EA,FG-01,WMS
IM-0002278,2025-09-16 21:31:00,P03,PRD-021,PRD-021,FG_RECEIPT,2055,EA,RM-B,WMS
IM-0002279,2025-11-10 19:49:00,P03,PRD-021,PRD-021,FG_SHIP,-3243,EA,FG-02,WMS
IM-0002280,2026-04-19 07:10:00,P02,MAT-030,PRD-062,RM_RECEIPT,745,EA,RM-B,WMS
IM-0002281,2025-11-10 09:17:00,P01,MAT-022,PRD-042,RM_RECEIPT,2831,EA,FG-01,WMS
IM-0002282,2026-03-19 02:37:00,P02,MAT-031,PRD-052,RM_RECEIPT,1332,EA,WIP-01,WMS
IM-0002283,2025-12-29 11:34:00,P01,PRD-006,PRD-006,FG_SHIP,-4917,EA,RM-A,WMS
IM-0002284,2026-07-17 01:48:00,P01,PRD-018,PRD-018,FG_SHIP,-2364,EA,FG-02,WMS
IM-0002285,2025-08-16 11:24:00,P02,PRD-002,PRD-002,ADJUSTMENT,1692,EA,RM-A,WMS
IM-0002286,2026-04-20 08:04:00,P02,MAT-033,PRD-044,RM_ISSUE,-9593,EA,FG-01,WMS
IM-0002287,2026-04-21 16:26:00,P01,PRD-078,PRD-078,FG_SHIP,-1020,EA,FG-01,WMS
IM-0002288,2026-06-12 02:34:00,P03,MAT-029,PRD-045,RM_RECEIPT,1937,EA,WIP-01,WMS
IM-0002289,2026-06-10 09:35:00,P03,PRD-030,PRD-030,FG_RECEIPT,759,EA,RM-B,WMS
IM-0002290,2026-07-01 00:06:00,P01,PRD-070,PRD-070,FG_SHIP,-1068,EA,RM-B,WMS
IM-0002291,2025-11-22 15:31:00,P03,PRD-040,PRD-040,FG_RECEIPT,1117,EA,RM-A,WMS
IM-0002292,2025-10-15 12:43:00,P02,MAT-018,PRD-050,RM_ISSUE,-692,EA,FG-02,WMS
IM-0002293,2026-05-03 23:44:00,P02,MAT-035,PRD-016,RM_ISSUE,-2399,EA,FG-01,WMS
IM-0002294,2025-11-13 16:28:00,P03,MAT-010,PRD-027,RM_RECEIPT,4529,EA,FG-01,WMS
IM-0002295,2025-10-31 07:25:00,P03,MAT-005,PRD-033,RM_ISSUE,-3579,EA,FG-01,WMS
IM-0002296,2026-03-17 12:17:00,P01,PRD-080,PRD-080,FG_RECEIPT,1218,EA,FG-01,WMS
IM-0002297,2026-05-11 03:14:00,P02,PRD-029,PRD-029,FG_SHIP,-1920,EA,RM-A,WMS
IM-0002298,2025-12-14 13:24:00,P01,MAT-004,PRD-032,RM_ISSUE,-1932,EA,FG-01,WMS
IM-0002299,2025-11-23 18:36:00,P02,PRD-041,PRD-041,FG_RECEIPT,1247,EA,RM-A,WMS
IM-0002300,2026-03-14 16:57:00,P01,PRD-008,PRD-008,FG_RECEIPT,1394,EA,RM-B,WMS
IM-0002301,2026-02-25 17:17:00,P02,MAT-003,PRD-014,RM_ISSUE,-1493,EA,FG-02,WMS
IM-0002302,2026-06-01 10:06:00,P02,MAT-037,PRD-018,RM_ISSUE,-1595,EA,FG-01,WMS
IM-0002303,2026-02-19 10:06:00,P02,PRD-039,PRD-039,FG_SHIP,-924,EA,FG-02,WMS
IM-0002304,2026-04-08 17:15:00,P01,MAT-035,PRD-066,RM_ISSUE,-2005,EA,FG-01,WMS
IM-0002305,2026-01-20 15:16:00,P02,MAT-030,PRD-064,RM_ISSUE,-2605,EA,FG-01,WMS
IM-0002306,2025-10-22 21:29:00,P02,PRD-044,PRD-044,FG_SHIP,-2534,EA,RM-A,WMS
IM-0002307,2025-09-21 13:21:00,P03,PRD-046,PRD-046,ADJUSTMENT,1810,EA,RM-A,WMS
IM-0002308,2025-11-14 18:39:00,P03,MAT-025,PRD-035,RM_RECEIPT,2549,EA,RM-A,WMS
IM-0002309,2025-10-22 08:43:00,P02,MAT-005,PRD-033,RM_RECEIPT,1726,EA,RM-A,WMS
IM-0002310,2026-04-18 13:01:00,P03,PRD-004,PRD-004,FG_RECEIPT,4054,EA,WIP-01,WMS
IM-0002311,2026-04-22 10:40:00,P01,PRD-028,PRD-028,FG_RECEIPT,1305,EA,RM-B,WMS
IM-0002312,2026-03-19 07:34:00,P01,MAT-001,PRD-039,RM_ISSUE,-2224,EA,RM-A,WMS
IM-0002313,2026-02-13 15:46:00,P01,MAT-014,PRD-068,RM_RECEIPT,727,EA,WIP-01,WMS
IM-0002314,2025-12-11 14:24:00,P03,MAT-031,PRD-043,RM_ISSUE,-1416,EA,WIP-01,WMS
IM-0002315,2026-05-17 10:25:00,P01,MAT-010,PRD-037,RM_RECEIPT,7709,EA,RM-A,WMS
IM-0002316,2026-06-13 18:10:00,P01,MAT-026,PRD-046,RM_RECEIPT,3861,EA,RM-A,WMS
IM-0002317,2025-08-05 21:45:00,P01,MAT-001,PRD-056,RM_RECEIPT,1301,EA,WIP-01,WMS
IM-0002318,2026-01-31 21:24:00,P03,PRD-040,PRD-040,FG_SHIP,-317,EA,FG-01,WMS
IM-0002319,2025-12-31 08:50:00,P01,MAT-032,PRD-077,RM_ISSUE,-1436,EA,WIP-01,WMS
IM-0002320,2025-10-15 01:35:00,P02,MAT-010,PRD-063,RM_RECEIPT,885,EA,FG-02,WMS
IM-0002321,2025-10-17 01:46:00,P03,MAT-029,PRD-031,RM_RECEIPT,931,EA,WIP-01,WMS
IM-0002322,2026-04-02 17:55:00,P03,PRD-003,PRD-003,FG_SHIP,-4057,EA,FG-02,WMS
IM-0002323,2025-10-19 06:41:00,P01,MAT-036,PRD-020,RM_RECEIPT,1402,EA,RM-A,WMS
IM-0002324,2025-12-10 22:24:00,P03,MAT-027,PRD-061,RM_ISSUE,-1725,EA,WIP-01,WMS
IM-0002325,2026-05-17 02:20:00,P01,PRD-048,PRD-048,FG_SHIP,-2495,EA,FG-02,WMS
IM-0002326,2025-08-19 08:13:00,P02,MAT-022,PRD-042,RM_ISSUE,-1982,EA,WIP-01,WMS
IM-0002327,2026-07-12 01:44:00,P01,MAT-031,PRD-043,RM_ISSUE,-1224,EA,FG-02,WMS
IM-0002328,2026-05-08 01:33:00,P03,MAT-018,PRD-026,RM_RECEIPT,1799,EA,RM-A,WMS
IM-0002329,2025-10-14 17:25:00,P02,MAT-024,PRD-013,RM_ISSUE,-2390,EA,WIP-01,WMS
IM-0002330,2025-08-25 23:56:00,P02,MAT-013,PRD-075,RM_RECEIPT,899,EA,WIP-01,WMS
IM-0002331,2026-02-19 15:04:00,P03,MAT-013,PRD-075,RM_RECEIPT,4600,EA,RM-A,WMS
IM-0002332,2026-01-14 12:32:00,P03,PRD-037,PRD-037,FG_SHIP,-761,EA,RM-A,WMS
IM-0002333,2026-06-29 11:09:00,P03,MAT-004,PRD-048,RM_RECEIPT,1412,EA,RM-A,WMS
IM-0002334,2025-10-28 11:53:00,P01,PRD-070,PRD-070,FG_SHIP,-1281,EA,WIP-01,WMS
IM-0002335,2025-12-07 14:56:00,P03,PRD-056,PRD-056,FG_SHIP,-3273,EA,WIP-01,WMS
IM-0002336,2026-07-15 20:59:00,P01,PRD-065,PRD-065,FG_RECEIPT,1910,EA,FG-01,WMS
IM-0002337,2025-08-28 02:20:00,P01,PRD-034,PRD-034,FG_RECEIPT,1134,EA,WIP-01,WMS
IM-0002338,2026-05-26 06:52:00,P02,MAT-001,PRD-074,RM_RECEIPT,8005,EA,FG-01,WMS
IM-0002339,2026-03-20 00:02:00,P02,MAT-001,PRD-056,RM_RECEIPT,2250,EA,RM-A,WMS
IM-0002340,2026-06-04 02:59:00,P02,MAT-012,PRD-011,RM_ISSUE,-3940,EA,FG-01,WMS
IM-0002341,2025-11-19 21:00:00,P01,PRD-041,PRD-041,FG_SHIP,-1792,EA,FG-02,WMS
IM-0002342,2026-06-17 23:08:00,P01,PRD-005,PRD-005,FG_RECEIPT,3175,EA,WIP-01,WMS
IM-0002343,2025-10-17 19:30:00,P02,PRD-048,PRD-048,FG_RECEIPT,2589,EA,FG-02,WMS
IM-0002344,2025-12-04 15:41:00,P02,PRD-013,PRD-013,FG_RECEIPT,1635,EA,RM-B,WMS
IM-0002345,2026-06-03 08:03:00,P02,MAT-013,PRD-075,RM_RECEIPT,5780,EA,RM-B,WMS
IM-0002346,2025-10-08 01:46:00,P01,MAT-008,PRD-036,RM_RECEIPT,3831,EA,RM-B,WMS
IM-0002347,2026-01-21 06:51:00,P03,MAT-036,PRD-020,RM_ISSUE,-1460,EA,FG-02,WMS
IM-0002348,2025-09-03 15:33:00,P02,MAT-018,PRD-067,RM_RECEIPT,5560,EA,FG-02,WMS
IM-0002349,2026-06-10 10:33:00,P03,PRD-041,PRD-041,FG_SHIP,-32366,EA,FG-02,WMS
IM-0002350,2026-05-16 23:36:00,P03,MAT-024,PRD-003,RM_RECEIPT,7670,EA,WIP-01,WMS
IM-0002351,2026-02-25 13:31:00,P01,PRD-027,PRD-027,FG_SHIP,-2081,EA,FG-01,WMS
IM-0002352,2026-07-14 00:24:00,P01,PRD-072,PRD-072,FG_RECEIPT,2341,EA,FG-01,WMS
IM-0002353,2026-03-13 18:34:00,P02,PRD-050,PRD-050,FG_SHIP,-2637,EA,FG-02,WMS
IM-0002354,2025-09-26 09:09:00,P02,MAT-007,PRD-055,RM_ISSUE,-6803,EA,WIP-01,WMS
IM-0002355,2026-07-26 07:07:00,P01,MAT-029,PRD-045,RM_RECEIPT,2292,EA,FG-02,WMS
IM-0002356,2025-09-13 04:27:00,P02,MAT-032,PRD-038,RM_RECEIPT,537,EA,WIP-01,WMS
IM-0002357,2025-10-29 12:18:00,P01,MAT-031,PRD-043,RM_ISSUE,-3644,EA,RM-B,WMS
IM-0002358,2026-05-27 20:35:00,P02,MAT-022,PRD-023,RM_RECEIPT,3007,EA,FG-02,WMS
IM-0002359,2026-05-10 09:28:00,P01,PRD-077,PRD-077,FG_SHIP,-983,EA,FG-01,WMS
IM-0002360,2026-02-15 15:50:00,P03,PRD-080,PRD-080,FG_RECEIPT,1178,EA,FG-02,WMS
IM-0002361,2025-11-13 06:26:00,P02,PRD-059,PRD-059,FG_RECEIPT,1615,EA,FG-02,WMS
IM-0002362,2026-03-28 02:05:00,P02,PRD-039,PRD-039,FG_RECEIPT,1610,EA,RM-A,WMS
IM-0002363,2025-11-23 13:55:00,P03,PRD-024,PRD-024,FG_RECEIPT,814,EA,FG-02,WMS
IM-0002364,2025-08-01 21:44:00,P03,MAT-013,PRD-075,RM_RECEIPT,783,EA,RM-A,WMS
IM-0002365,2025-09-01 03:19:00,P02,PRD-001,PRD-001,FG_SHIP,-1316,EA,FG-01,WMS
IM-0002366,2026-02-27 08:23:00,P03,PRD-021,PRD-021,FG_RECEIPT,4465,EA,RM-B,WMS
IM-0002367,2026-05-19 09:45:00,P01,PRD-016,PRD-016,FG_SHIP,-1337,EA,FG-02,WMS
IM-0002368,2026-01-07 12:08:00,P02,MAT-001,PRD-074,RM_RECEIPT,645,EA,RM-A,WMS
IM-0002369,2026-04-16 14:41:00,P01,PRD-059,PRD-059,FG_RECEIPT,767,EA,RM-B,WMS
IM-0002370,2026-06-04 21:27:00,P03,MAT-029,PRD-045,RM_ISSUE,-1349,EA,FG-02,WMS
IM-0002371,2025-12-10 02:53:00,P01,MAT-037,PRD-080,RM_ISSUE,-1173,EA,RM-B,WMS
IM-0002372,2026-03-06 19:31:00,P02,MAT-010,PRD-037,RM_RECEIPT,5610,EA,RM-A,WMS
IM-0002373,2026-07-22 19:10:00,P03,PRD-011,PRD-011,ADJUSTMENT,3388,EA,FG-02,WMS
IM-0002374,2026-01-15 05:11:00,P01,MAT-035,PRD-066,RM_ISSUE,-748,EA,WIP-01,WMS
IM-0002375,2026-05-30 05:28:00,P03,PRD-010,PRD-010,ADJUSTMENT,2463,EA,FG-01,WMS
IM-0002376,2025-10-20 19:18:00,P02,PRD-018,PRD-018,FG_SHIP,-513,EA,RM-A,WMS
IM-0002377,2026-04-10 18:25:00,P02,MAT-022,PRD-073,RM_RECEIPT,1882,EA,RM-B,WMS
IM-0002378,2025-09-13 09:25:00,P01,PRD-049,PRD-049,FG_RECEIPT,935,EA,WIP-01,WMS
IM-0002379,2026-07-23 16:46:00,P03,PRD-044,PRD-044,FG_SHIP,-2559,EA,RM-B,WMS
IM-0002380,2026-03-14 16:22:00,P03,PRD-004,PRD-004,FG_SHIP,-2435,EA,FG-01,WMS
IM-0002381,2026-04-12 10:46:00,P01,PRD-039,PRD-039,FG_SHIP,-2333,EA,FG-01,WMS
IM-0002382,2025-10-10 17:59:00,P03,PRD-027,PRD-027,FG_RECEIPT,744,EA,WIP-01,WMS
IM-0002383,2025-09-14 06:44:00,P01,PRD-030,PRD-030,FG_SHIP,-1522,EA,FG-02,WMS
IM-0002384,2026-03-17 12:29:00,P03,PRD-008,PRD-008,ADJUSTMENT,805,EA,WIP-01,WMS
IM-0002385,2026-07-03 00:02:00,P02,MAT-014,PRD-068,RM_ISSUE,-3903,EA,RM-A,WMS
IM-0002386,2026-06-20 14:05:00,P03,MAT-037,PRD-018,RM_ISSUE,-826,EA,FG-02,WMS
IM-0002387,2026-03-01 07:17:00,P03,PRD-052,PRD-052,FG_SHIP,-3941,EA,FG-02,WMS
IM-0002388,2026-01-29 06:15:00,P01,PRD-011,PRD-011,FG_SHIP,-13272,EA,RM-B,WMS
IM-0002389,2026-02-15 08:51:00,P02,PRD-017,PRD-017,FG_SHIP,-5526,EA,FG-01,WMS
IM-0002390,2026-04-05 22:03:00,P03,PRD-042,PRD-042,FG_RECEIPT,892,EA,FG-02,WMS
IM-0002391,2026-01-31 10:06:00,P03,MAT-018,PRD-067,RM_RECEIPT,4740,EA,RM-A,WMS
IM-0002392,2026-07-18 18:06:00,P03,PRD-033,PRD-033,FG_RECEIPT,596,EA,FG-01,WMS
IM-0002393,2025-12-14 18:33:00,P01,PRD-041,PRD-041,FG_SHIP,-3127,EA,RM-B,WMS
IM-0002394,2025-11-24 05:53:00,P01,PRD-045,PRD-045,FG_RECEIPT,1645,EA,FG-01,WMS
IM-0002395,2025-10-09 20:58:00,P02,PRD-049,PRD-049,FG_RECEIPT,1292,EA,FG-01,WMS
IM-0002396,2026-01-12 17:00:00,P02,MAT-032,PRD-005,RM_ISSUE,-1423,EA,WIP-01,WMS
IM-0002397,2026-07-08 06:01:00,P01,PRD-066,PRD-066,FG_SHIP,-538,EA,RM-B,WMS
IM-0002398,2026-06-13 19:59:00,P02,PRD-020,PRD-020,FG_SHIP,-3043,EA,WIP-01,WMS
