sales_order_id,order_line_id,customer_id,product_id,order_date,requested_delivery_date,promised_delivery_date,ordered_quantity,unit_price,discount_pct,customer_priority,order_status,source_system,load_timestamp
SO-001214,SOL-001214-01,CUST-0100,PRD-023,2025-08-03,2025-08-29,2025-08-31,2857,462.73,0.0,normal,completed,ERP,2025-08-04 09:10:00
SO-001215,SOL-001215-01,CUST-0002,PRD-041,2026-04-02,2026-04-12,2026-04-11,10718,812.98,0.0,low,completed,ERP,2026-04-04 03:16:00
SO-001216,SOL-001216-01,CUST-0002,PRD-014,2026-05-06,2026-05-31,2026-06-02,4087,682.94,10.0,low,completed,ERP,2026-05-08 21:48:00
SO-001217,SOL-001217-01,CUST-0056,PRD-065,2025-12-08,2026-01-04,2026-01-06,4450,1088.52,2.0,normal,completed,ERP,2025-12-08 03:11:00
SO-001218,SOL-001218-01,CUST-0005,PRD-022,2025-09-06,2025-09-24,2025-09-27,2329,497.22,5.0,high,open,ERP,2025-09-07 08:49:00
SO-001219,SOL-001219-01,CUST-0044,PRD-049,2025-09-15,2025-09-26,2025-09-24,2572,322.9,2.0,normal,open,ERP,2025-09-16 23:51:00
SO-001220,SOL-001220-01,CUST-0092,PRD-055,2026-04-17,2026-05-09,2026-05-09,1984,591.28,8.0,normal,completed,ERP,2026-04-19 15:03:00
SO-001221,SOL-001221-01,CUST-0101,PRD-020,2025-08-09,2025-09-07,2025-09-10,2226,703.26,8.0,high,completed,ERP,2025-08-09 13:02:00
SO-001222,SOL-001222-01,CUST-0013,PRD-014,2026-03-09,2026-04-07,2026-04-08,1128,666.57,4.0,low,completed,ERP,2026-03-10 00:33:00
SO-001223,SOL-001223-01,CUST-0065,PRD-005,2025-11-19,2025-12-16,2025-12-17,3703,213.82,0.0,high,completed,ERP,2025-11-20 12:19:00
SO-001224,SOL-001224-01,CUST-0103,PRD-037,2026-02-08,2026-02-18,2026-02-17,8873,144.56,5.0,high,open,ERP,2026-02-10 01:30:00
SO-001225,SOL-001225-01,CUST-0025,PRD-058,2026-02-08,2026-03-08,2026-03-08,2174,434.83,2.5,normal,completed,ERP,2026-02-10 13:23:00
SO-001226,SOL-001226-01,CUST-0079,PRD-016,2025-12-21,2026-01-05,2026-01-06,6418,232.72,5.0,high,open,ERP,2025-12-23 00:12:00
SO-001227,SOL-001227-01,CUST-0095,PRD-019,2025-11-03,2025-11-18,2025-11-18,3457,348.71,3.0,high,cancelled,ERP,2025-11-04 12:17:00
SO-001228,SOL-001228-01,CUST-0064,PRD-049,2025-12-02,2026-01-02,2026-01-02,4576,330.32,3.0,normal,completed,ERP,2025-12-04 22:11:00
SO-001229,SOL-001229-01,CUST-0093,PRD-049,2026-04-16,2026-05-06,2026-05-06,5351,351.09,2.5,normal,completed,ERP,2026-04-17 05:56:00
SO-001230,SOL-001230-01,CUST-0022,PRD-008,2025-12-19,2026-01-13,2026-01-14,4192,193.35,3.0,normal,completed,ERP,2025-12-20 20:18:00
SO-001231,SOL-001231-01,CUST-0041,PRD-033,2026-03-11,2026-04-15,2026-04-18,7748,507.74,0.0,normal,completed,ERP,2026-03-11 04:00:00
SO-001232,SOL-001232-01,CUST-0058,PRD-053,2025-08-23,2025-09-01,2025-08-30,17596,498.68,3.0,high,completed,ERP,2025-08-23 03:18:00
SO-001233,SOL-001233-01,CUST-0096,PRD-007,2026-06-13,2026-07-04,2026-07-02,1580,305.54,2.0,high,completed,ERP,2026-06-13 08:41:00
SO-001234,SOL-001234-01,CUST-0113,PRD-049,2025-11-25,2025-12-20,2025-12-23,8311,341.27,1.5,low,completed,ERP,2025-11-27 08:09:00
SO-001235,SOL-001235-01,CUST-0084,PRD-061,2026-05-19,2026-06-07,2026-06-07,3039,471.5,3.0,high,completed,ERP,2026-05-21 12:03:00
SO-001236,SOL-001236-01,CUST-0047,PRD-004,2025-08-04,2025-08-26,2025-08-26,3296,529.87,5.0,high,completed,ERP,2025-08-06 03:43:00
SO-001237,SOL-001237-01,CUST-0071,PRD-034,2026-01-16,2026-01-24,2026-01-24,3252,523.95,10.0,low,completed,ERP,2026-01-18 15:40:00
SO-001238,SOL-001238-01,CUST-0109,PRD-066,2025-08-04,2025-09-08,2025-09-11,3414,106.16,2.0,high,completed,ERP,2025-08-06 12:44:00
SO-001239,SOL-001239-01,CUST-0098,PRD-023,2026-05-26,2026-06-14,2026-06-14,4005,432.03,0.0,normal,completed,ERP,2026-05-27 01:16:00
SO-001240,SOL-001240-01,CUST-0016,PRD-024,2025-11-29,2025-12-16,2025-12-17,2132,805.98,5.0,low,open,ERP,2025-11-30 08:12:00
SO-001241,SOL-001241-01,CUST-0047,PRD-031,2026-01-24,2026-02-14,2026-02-12,4288,836.88,0.0,high,completed,ERP,2026-01-25 20:32:00
SO-001242,SOL-001242-01,CUST-0116,PRD-078,2026-05-08,2026-05-17,2026-05-17,10227,605.32,5.0,low,completed,ERP,2026-05-09 00:03:00
SO-001243,SOL-001243-01,CUST-0082,PRD-070,2026-05-06,2026-06-08,2026-06-08,16228,527.27,0.0,low,completed,ERP,2026-05-07 09:22:00
SO-001244,SOL-001244-01,CUST-0117,PRD-053,2025-12-31,2026-01-21,2026-01-22,4354,539.6,0.0,normal,completed,ERP,2026-01-01 05:15:00
SO-001245,SOL-001245-01,CUST-0055,PRD-014,2025-09-11,2025-09-30,2025-09-30,5253,681.31,2.0,high,cancelled,ERP,2025-09-11 04:35:00
SO-001246,SOL-001246-01,CUST-0072,PRD-042,2026-03-20,2026-04-22,2026-04-25,3239,43.07,5.0,normal,completed,ERP,2026-03-20 14:46:00
SO-001247,SOL-001247-01,CUST-0075,PRD-001,2026-03-25,2026-04-10,2026-04-08,3955,353.97,8.0,high,completed,ERP,2026-03-27 17:38:00
SO-001248,SOL-001248-01,CUST-0101,PRD-066,2026-04-27,2026-05-18,2026-05-18,1719,103.41,0.0,high,completed,ERP,2026-04-28 17:41:00
SO-001249,SOL-001249-01,CUST-0029,PRD-057,2026-02-23,2026-03-27,2026-03-27,5373,479.27,3.0,low,completed,ERP,2026-02-25 13:28:00
SO-001250,SOL-001250-01,CUST-0094,PRD-020,2026-04-23,2026-05-28,2026-05-27,3622,736.19,0.0,normal,completed,ERP,2026-04-25 11:22:00
SO-001251,SOL-001251-01,CUST-0053,PRD-057,2025-12-03,2025-12-11,2025-12-09,4623,531.97,5.0,normal,completed,ERP,2025-12-05 21:07:00
SO-001252,SOL-001252-01,CUST-0096,PRD-034,2026-05-23,2026-06-15,2026-06-15,4470,458.06,3.0,high,completed,ERP,2026-05-25 18:44:00
SO-001253,SOL-001253-01,CUST-0077,PRD-004,2025-08-12,2025-09-15,2025-09-15,4432,540.18,3.0,high,completed,ERP,2025-08-13 01:41:00
SO-001254,SOL-001254-01,CUST-0055,PRD-021,2026-05-06,2026-05-19,2026-05-20,2628,574.26,5.0,high,completed,ERP,2026-05-07 12:33:00
SO-001255,SOL-001255-01,CUST-0110,PRD-005,2026-02-15,2026-02-28,2026-02-27,3457,229.26,0.0,normal,completed,ERP,2026-02-15 11:17:00
SO-001256,SOL-001256-01,CUST-0041,PRD-063,2025-08-10,2025-09-12,2025-09-11,3809,735.03,1.0,normal,completed,ERP,2025-08-10 07:41:00
SO-001257,SOL-001257-01,CUST-0058,PRD-024,2025-10-06,2025-10-22,2025-10-22,4888,904.77,0.0,high,completed,ERP,2025-10-06 11:32:00
SO-001258,SOL-001258-01,CUST-0026,PRD-016,2025-12-01,2025-12-11,2025-12-11,1103,219.78,1.0,high,completed,ERP,2025-12-03 07:04:00
SO-001259,SOL-001259-01,CUST-0050,PRD-012,2026-03-14,2026-04-16,2026-04-16,6481,440.11,3.0,high,open,ERP,2026-03-14 11:53:00
SO-001260,SOL-001260-01,CUST-0054,PRD-055,2025-09-18,2025-10-23,2025-10-23,10719,652.12,10.0,high,completed,ERP,2025-09-20 12:13:00
SO-001261,SOL-001261-01,CUST-0002,PRD-072,2026-02-02,2026-02-17,2026-02-18,2043,561.48,1.0,low,completed,ERP,2026-02-02 18:38:00
SO-001262,SOL-001262-01,CUST-0022,PRD-034,2026-01-22,2026-02-09,2026-02-10,5050,508.15,0.0,normal,completed,ERP,2026-01-24 06:48:00
SO-001263,SOL-001263-01,CUST-0084,PRD-043,2026-06-10,2026-07-09,2026-07-07,1584,438.14,10.0,high,completed,ERP,2026-06-12 05:12:00
SO-001264,SOL-001264-01,CUST-0073,PRD-015,2025-09-06,2025-10-03,2025-10-04,2843,1032.67,2.5,normal,open,ERP,2025-09-07 22:23:00
SO-001265,SOL-001265-01,CUST-0067,PRD-037,2026-05-24,2026-06-28,2026-06-28,2470,144.63,3.0,normal,open,ERP,2026-05-24 09:47:00
SO-001266,SOL-001266-01,CUST-0025,PRD-017,2025-08-30,2025-09-26,2025-09-27,2142,211.44,2.5,normal,completed,ERP,2025-08-30 18:47:00
SO-001267,SOL-001267-01,CUST-0089,PRD-055,2026-06-17,2026-06-25,2026-06-23,3356,629.77,2.0,high,completed,ERP,2026-06-17 00:28:00
SO-001268,SOL-001268-01,CUST-0017,PRD-058,2025-11-27,2025-12-06,2025-12-06,4619,397.11,1.0,low,completed,ERP,2025-11-28 19:05:00
SO-001269,SOL-001269-01,CUST-0054,PRD-010,2025-09-25,2025-10-16,2025-10-16,10295,426.09,0.0,high,completed,ERP,2025-09-25 20:25:00
SO-001270,SOL-001270-01,CUST-0074,PRD-056,2026-04-23,2026-05-21,2026-05-24,1266,379.98,0.0,high,completed,ERP,2026-04-25 16:35:00
SO-001271,SOL-001271-01,CUST-0020,PRD-007,2025-08-02,2025-08-22,2025-08-20,1989,282.19,0.0,normal,completed,ERP,2025-08-03 22:40:00
SO-001272,SOL-001272-01,CUST-0111,PRD-031,2025-12-12,2026-01-06,2026-01-05,1415,787.08,3.0,high,completed,ERP,2025-12-12 12:41:00
SO-001273,SOL-001273-01,CUST-0110,PRD-066,2026-01-28,2026-02-27,2026-02-27,3429,114.76,2.0,normal,completed,ERP,2026-01-29 13:19:00
SO-001274,SOL-001274-01,CUST-0022,PRD-033,2025-08-02,2025-09-06,2025-09-08,4111,498.36,5.0,normal,completed,ERP,2025-08-02 09:51:00
SO-001275,SOL-001275-01,CUST-0111,PRD-050,2026-06-14,2026-07-09,2026-07-08,5860,381.5,5.0,high,completed,ERP,2026-06-14 15:15:00
SO-001276,SOL-001276-01,CUST-0107,PRD-023,2025-10-01,2025-10-24,2025-10-24,2765,450.18,0.5,low,completed,ERP,2025-10-02 21:05:00
SO-001277,SOL-001277-01,CUST-0079,PRD-062,2026-04-16,2026-05-01,2026-05-02,2123,58.82,3.0,high,completed,ERP,2026-04-16 01:35:00
SO-001278,SOL-001278-01,CUST-0032,PRD-014,2025-11-07,2025-11-23,2025-11-23,1999,618.97,5.0,high,completed,ERP,2025-11-08 15:58:00
SO-001279,SOL-001279-01,CUST-0068,PRD-002,2026-03-14,2026-04-04,2026-04-07,2538,652.68,3.0,high,completed,ERP,2026-03-16 19:12:00
SO-001280,SOL-001280-01,CUST-0074,PRD-024,2025-12-15,2026-01-10,2026-01-13,4594,935.89,8.0,high,completed,ERP,2025-12-15 01:00:00
SO-001281,SOL-001281-01,CUST-0012,PRD-034,2026-02-17,2026-03-06,2026-03-06,8040,463.95,2.0,normal,completed,ERP,2026-02-18 10:02:00
SO-001282,SOL-001282-01,CUST-0087,PRD-066,2026-06-02,2026-06-20,2026-06-20,2678,99.13,2.0,normal,completed,ERP,2026-06-03 13:50:00
SO-001283,SOL-001283-01,CUST-0059,PRD-005,2025-11-03,2025-12-01,2025-12-01,9455,231.3,10.0,normal,completed,ERP,2025-11-03 16:55:00
SO-001284,SOL-001284-01,CUST-0025,PRD-080,2025-11-20,2025-12-12,2025-12-14,2002,653.48,2.5,normal,completed,ERP,2025-11-22 11:55:00
SO-001285,SOL-001285-01,CUST-0080,PRD-044,2026-02-05,2026-02-26,2026-02-26,2045,718.21,10.0,normal,completed,ERP,2026-02-06 21:13:00
SO-001286,SOL-001286-01,CUST-0040,PRD-039,2025-10-09,2025-11-02,2025-11-02,1867,629.35,5.0,low,completed,ERP,2025-10-10 20:22:00
SO-001287,SOL-001287-01,CUST-0029,PRD-049,2025-12-10,2026-01-14,2026-01-15,2658,325.26,2.0,low,completed,ERP,2025-12-10 05:46:00
SO-001288,SOL-001288-01,CUST-0081,PRD-071,2026-05-28,2026-06-08,2026-06-08,1430,54.01,2.0,high,completed,ERP,2026-05-29 08:12:00
SO-001289,SOL-001289-01,CUST-0090,PRD-025,2025-12-14,2025-12-30,2025-12-29,3812,199.11,1.0,normal,completed,ERP,2025-12-16 17:47:00
SO-001290,SOL-001290-01,CUST-0105,PRD-068,2026-04-19,2026-04-26,2026-04-25,4321,283.44,2.0,high,open,ERP,2026-04-21 23:53:00
SO-001291,SOL-001291-01,CUST-0044,PRD-056,2026-05-06,2026-05-31,2026-05-29,8149,360.32,8.0,normal,completed,ERP,2026-05-06 12:59:00
SO-001292,SOL-001292-01,CUST-0038,PRD-053,2025-12-23,2026-01-11,2026-01-11,3261,487.02,5.0,low,completed,ERP,2025-12-25 02:38:00
SO-001293,SOL-001293-01,CUST-0093,PRD-001,2025-09-26,2025-10-19,2025-10-22,3707,349.52,1.0,normal,completed,ERP,2025-09-27 17:37:00
SO-001294,SOL-001294-01,CUST-0092,PRD-077,2026-05-06,2026-05-30,2026-05-29,752,227.2,10.0,normal,completed,ERP,2026-05-08 18:28:00
SO-001295,SOL-001295-01,CUST-0108,PRD-027,2025-08-23,2025-09-18,2025-09-16,5120,743.06,1.0,high,open,ERP,2025-08-24 21:36:00
SO-001296,SOL-001296-01,CUST-0073,PRD-060,2025-08-04,2025-09-06,2025-09-09,5373,503.32,0.0,normal,completed,ERP,2025-08-06 21:13:00
SO-001297,SOL-001297-01,CUST-0011,PRD-065,2025-09-29,2025-10-14,2025-10-14,6462,1058.59,2.0,normal,open,ERP,2025-10-01 06:10:00
SO-001298,SOL-001298-01,CUST-0097,PRD-071,2025-09-30,2025-10-22,2025-10-22,3787,57.36,0.0,normal,completed,ERP,2025-09-30 22:11:00
SO-001299,SOL-001299-01,CUST-0043,PRD-045,2025-09-30,2025-10-31,2025-10-31,6300,506.12,3.0,high,completed,ERP,2025-10-02 20:08:00
SO-001300,SOL-001300-01,CUST-0105,PRD-010,2026-02-02,2026-02-19,2026-02-19,3028,464.97,1.0,high,cancelled,ERP,2026-02-04 19:58:00
SO-001301,SOL-001301-01,CUST-0040,PRD-041,2025-08-04,2025-08-17,2025-08-16,4399,876.66,10.0,low,completed,ERP,2025-08-06 20:40:00
SO-001302,SOL-001302-01,CUST-0047,PRD-023,2026-06-03,2026-06-12,2026-06-13,2456,474.27,5.0,high,completed,ERP,2026-06-05 19:35:00
SO-001303,SOL-001303-01,CUST-0058,PRD-018,2025-12-16,2025-12-26,2025-12-26,2483,151.54,3.0,high,open,ERP,2025-12-16 06:55:00
SO-001304,SOL-001304-01,CUST-0067,PRD-048,2025-10-31,2025-11-17,2025-11-17,3963,242.71,3.0,normal,completed,ERP,2025-10-31 21:34:00
SO-001305,SOL-001305-01,CUST-0085,PRD-070,2025-09-19,2025-10-02,2025-10-02,4103,554.42,10.0,low,completed,ERP,2025-09-20 11:02:00
SO-001306,SOL-001306-01,CUST-0052,PRD-044,2026-04-05,2026-04-13,2026-04-11,4203,667.74,0.0,high,completed,ERP,2026-04-05 08:04:00
SO-001307,SOL-001307-01,CUST-0002,PRD-067,2025-12-17,2026-01-08,2026-01-10,718,42.56,2.0,low,completed,ERP,2025-12-18 14:11:00
SO-001308,SOL-001308-01,CUST-0046,PRD-024,2025-12-11,2026-01-15,2026-01-15,11562,891.59,0.5,normal,completed,ERP,2025-12-12 15:44:00
SO-001309,SOL-001309-01,CUST-0036,PRD-032,2026-05-30,2026-06-26,2026-06-26,21905,633.34,10.0,high,completed,ERP,2026-05-30 07:31:00
SO-001310,SOL-001310-01,CUST-0110,PRD-077,2026-02-06,2026-03-01,2026-03-04,3251,220.97,0.0,normal,completed,ERP,2026-02-06 17:42:00
SO-001311,SOL-001311-01,CUST-0033,PRD-050,2026-02-02,2026-02-26,2026-03-01,3513,410.92,0.0,normal,open,ERP,2026-02-03 00:24:00
SO-001312,SOL-001312-01,CUST-0051,PRD-058,2025-10-08,2025-11-12,2025-11-10,2140,432.26,8.0,high,open,ERP,2025-10-10 07:03:00
SO-001313,SOL-001313-01,CUST-0116,PRD-017,2026-02-27,2026-04-01,2026-04-01,7827,217.12,5.0,low,open,ERP,2026-02-27 19:37:00
SO-001314,SOL-001314-01,CUST-0082,PRD-006,2026-03-08,2026-03-27,2026-03-27,1688,505.45,0.0,low,completed,ERP,2026-03-08 06:54:00
SO-001315,SOL-001315-01,CUST-0084,PRD-051,2026-06-09,2026-07-12,2026-07-12,3038,415.54,8.0,high,completed,ERP,2026-06-10 13:44:00
SO-001316,SOL-001316-01,CUST-0105,PRD-021,2026-05-08,2026-06-02,2026-06-04,8682,583.96,8.0,high,completed,ERP,2026-05-09 03:14:00
SO-001317,SOL-001317-01,CUST-0051,PRD-063,2025-12-23,2026-01-13,2026-01-14,1516,799.42,3.0,high,completed,ERP,2025-12-25 08:45:00
SO-001318,SOL-001318-01,CUST-0010,PRD-017,2025-09-04,2025-09-29,2025-09-28,3513,201.56,2.0,normal,open,ERP,2025-09-05 02:23:00
SO-001319,SOL-001319-01,CUST-0072,PRD-080,2025-10-09,2025-11-02,2025-11-04,13964,611.0,10.0,normal,completed,ERP,2025-10-10 01:19:00
SO-001320,SOL-001320-01,CUST-0018,PRD-014,2025-11-23,2025-12-05,2025-12-08,1252,686.83,1.0,normal,completed,ERP,2025-11-23 08:44:00
SO-001321,SOL-001321-01,CUST-0081,PRD-042,2025-12-11,2026-01-08,2026-01-09,1452,44.8,10.0,high,open,ERP,2025-12-13 05:19:00
SO-001322,SOL-001322-01,CUST-0027,PRD-030,2026-06-09,2026-07-10,2026-07-11,3087,626.02,5.0,low,open,ERP,2026-06-09 14:05:00
SO-001323,SOL-001323-01,CUST-0105,PRD-008,2026-06-02,2026-06-13,2026-06-16,2704,177.82,8.0,high,open,ERP,2026-06-02 04:01:00
SO-001324,SOL-001324-01,CUST-0028,PRD-043,2025-12-16,2025-12-25,2025-12-25,1459,473.34,8.0,normal,completed,ERP,2025-12-16 06:33:00
SO-001325,SOL-001325-01,CUST-0079,PRD-008,2026-05-21,2026-06-07,2026-06-05,2227,187.89,8.0,high,completed,ERP,2026-05-22 20:24:00
SO-001326,SOL-001326-01,CUST-0007,PRD-054,2026-04-10,2026-04-17,2026-04-17,1694,444.6,2.0,high,completed,ERP,2026-04-12 05:19:00
SO-001327,SOL-001327-01,CUST-0109,PRD-004,2025-08-29,2025-09-22,2025-09-23,2387,571.06,10.0,high,completed,ERP,2025-08-30 12:43:00
SO-001328,SOL-001328-01,CUST-0094,PRD-055,2026-04-13,2026-04-28,2026-04-30,2250,562.96,4.0,normal,completed,ERP,2026-04-13 03:40:00
SO-001329,SOL-001329-01,CUST-0097,PRD-050,2025-09-21,2025-10-26,2025-10-26,1536,368.68,0.0,normal,completed,ERP,2025-09-21 06:53:00
SO-001330,SOL-001330-01,CUST-0050,PRD-026,2026-01-27,2026-02-22,2026-02-21,4250,297.55,8.0,high,completed,ERP,2026-01-27 17:10:00
SO-001331,SOL-001331-01,CUST-0107,PRD-032,2025-09-21,2025-10-16,2025-10-14,2429,630.03,1.0,low,completed,ERP,2025-09-23 07:06:00
SO-001332,SOL-001332-01,CUST-0031,PRD-032,2025-11-20,2025-11-30,2025-11-29,4656,653.31,2.0,high,open,ERP,2025-11-22 08:57:00
SO-001333,SOL-001333-01,CUST-0008,PRD-031,2026-05-03,2026-05-28,2026-05-30,2781,791.91,0.0,normal,completed,ERP,2026-05-03 11:40:00
SO-001334,SOL-001334-01,CUST-0119,PRD-023,2025-11-12,2025-12-17,2025-12-19,3042,423.42,5.0,normal,completed,ERP,2025-11-14 06:45:00
SO-001335,SOL-001335-01,CUST-0105,PRD-023,2025-10-23,2025-11-21,2025-11-20,3452,464.11,8.0,high,open,ERP,2025-10-24 22:23:00
SO-001336,SOL-001336-01,CUST-0109,PRD-027,2025-10-05,2025-10-17,2025-10-17,4002,798.9,5.0,high,completed,ERP,2025-10-06 20:33:00
SO-001337,SOL-001337-01,CUST-0062,PRD-068,2026-04-24,2026-05-25,2026-05-25,4962,276.44,5.0,normal,completed,ERP,2026-04-24 13:21:00
SO-001338,SOL-001338-01,CUST-0005,PRD-004,2025-10-28,2025-12-02,2025-12-02,3966,508.49,8.0,high,completed,ERP,2025-10-30 10:05:00
SO-001339,SOL-001339-01,CUST-0078,PRD-023,2026-03-05,2026-04-03,2026-04-03,4314,447.54,3.0,high,completed,ERP,2026-03-06 04:59:00
SO-001340,SOL-001340-01,CUST-0120,PRD-041,2025-08-27,2025-09-14,2025-09-14,2546,822.82,1.0,normal,completed,ERP,2025-08-29 15:04:00
SO-001341,SOL-001341-01,CUST-0049,PRD-054,2026-03-13,2026-04-01,2026-03-31,614,415.41,0.0,normal,completed,ERP,2026-03-13 11:06:00
SO-001342,SOL-001342-01,CUST-0081,PRD-043,2026-06-06,2026-07-04,2026-07-03,2136,461.15,8.0,high,completed,ERP,2026-06-07 16:10:00
SO-001343,SOL-001343-01,CUST-0074,PRD-002,2026-01-26,2026-02-17,2026-02-19,3191,659.33,0.0,high,open,ERP,2026-01-26 18:26:00
SO-001344,SOL-001344-01,CUST-0116,PRD-023,2025-12-28,2026-01-09,2026-01-12,1810,475.02,3.0,low,completed,ERP,2025-12-28 21:12:00
SO-001345,SOL-001345-01,CUST-0106,PRD-038,2026-02-14,2026-02-25,2026-02-26,1698,395.17,2.0,high,completed,ERP,2026-02-14 10:22:00
SO-001346,SOL-001346-01,CUST-0041,PRD-079,2025-11-30,2025-12-30,2025-12-30,1697,350.07,5.0,normal,completed,ERP,2025-12-01 17:36:00
SO-001347,SOL-001347-01,CUST-0112,PRD-045,2025-12-05,2026-01-03,2026-01-04,5260,510.31,0.0,high,open,ERP,2025-12-07 09:54:00
SO-001348,SOL-001348-01,CUST-0096,PRD-069,2025-09-24,2025-10-13,2025-10-12,1494,1003.01,2.0,high,completed,ERP,2025-09-25 05:24:00
SO-001349,SOL-001349-01,CUST-0077,PRD-028,2025-08-03,2025-08-16,2025-08-15,3779,690.59,2.0,high,completed,ERP,2025-08-05 22:50:00
SO-001350,SOL-001350-01,CUST-0039,PRD-065,2026-03-30,2026-04-15,2026-04-13,1827,1055.1,1.0,high,completed,ERP,2026-04-01 05:20:00
SO-001351,SOL-001351-01,CUST-0050,PRD-078,2025-08-15,2025-08-31,2025-09-01,3142,542.66,10.0,high,completed,ERP,2025-08-17 08:23:00
SO-001352,SOL-001352-01,CUST-0087,PRD-050,2026-04-06,2026-04-28,2026-04-30,4951,400.95,0.0,normal,completed,ERP,2026-04-08 08:23:00
SO-001353,SOL-001353-01,CUST-0068,PRD-047,2026-04-24,2026-05-28,2026-05-26,2101,969.24,1.0,high,open,ERP,2026-04-25 09:14:00
SO-001354,SOL-001354-01,CUST-0013,PRD-021,2026-02-01,2026-02-08,2026-02-10,8726,542.37,2.5,low,completed,ERP,2026-02-03 03:59:00
SO-001355,SOL-001355-01,CUST-0052,PRD-080,2026-01-04,2026-01-19,2026-01-19,12544,648.96,3.0,high,completed,ERP,2026-01-05 12:41:00
SO-001356,SOL-001356-01,CUST-0036,PRD-015,2025-08-28,2025-09-25,2025-09-24,12429,1004.81,3.0,high,completed,ERP,2025-08-30 18:46:00
SO-001357,SOL-001357-01,CUST-0048,PRD-078,2026-02-10,2026-02-24,2026-02-25,3775,579.71,3.0,normal,completed,ERP,2026-02-10 23:29:00
SO-001358,SOL-001358-01,CUST-0091,PRD-052,2025-11-25,2025-12-04,2025-12-06,5067,633.72,0.0,normal,cancelled,ERP,2025-11-26 12:03:00
SO-001359,SOL-001359-01,CUST-0035,PRD-002,2026-05-14,2026-06-12,2026-06-15,8277,691.07,2.0,high,completed,ERP,2026-05-14 01:54:00
SO-001360,SOL-001360-01,CUST-0106,PRD-064,2026-02-28,2026-03-08,2026-03-10,7777,113.59,5.0,high,completed,ERP,2026-02-28 21:54:00
SO-001361,SOL-001361-01,CUST-0053,PRD-068,2026-05-15,2026-05-27,2026-05-26,5384,264.48,0.0,normal,completed,ERP,2026-05-17 19:54:00
SO-001362,SOL-001362-01,CUST-0031,PRD-001,2026-05-01,2026-05-24,2026-05-24,2084,352.98,3.0,high,completed,ERP,2026-05-01 20:06:00
SO-001363,SOL-001363-01,CUST-0069,PRD-073,2026-05-09,2026-05-24,2026-05-24,3671,689.86,2.0,high,completed,ERP,2026-05-11 02:45:00
SO-001364,SOL-001364-01,CUST-0115,PRD-058,2025-10-15,2025-11-11,2025-11-12,3088,442.36,1.5,normal,open,ERP,2025-10-17 09:51:00
SO-001365,SOL-001365-01,CUST-0095,PRD-003,2026-06-01,2026-07-06,2026-07-07,3648,458.1,8.0,high,completed,ERP,2026-06-01 02:51:00
SO-001366,SOL-001366-01,CUST-0060,PRD-058,2025-12-09,2025-12-29,2025-12-29,2598,388.9,2.0,normal,completed,ERP,2025-12-11 01:17:00
SO-001367,SOL-001367-01,CUST-0005,PRD-003,2026-03-26,2026-04-14,2026-04-14,2009,467.3,1.0,high,open,ERP,2026-03-28 00:52:00
SO-001368,SOL-001368-01,CUST-0050,PRD-032,2025-10-30,2025-11-20,2025-11-19,14350,711.53,10.0,high,completed,ERP,2025-11-01 06:14:00
SO-001369,SOL-001369-01,CUST-0067,PRD-033,2026-01-04,2026-01-12,2026-01-11,9470,499.3,8.0,normal,completed,ERP,2026-01-04 08:45:00
SO-001370,SOL-001370-01,CUST-0078,PRD-053,2025-11-11,2025-12-11,2025-12-12,1772,504.2,5.0,high,completed,ERP,2025-11-11 17:15:00
SO-001371,SOL-001371-01,CUST-0111,PRD-058,2025-12-01,2025-12-31,2025-12-31,5922,401.33,2.0,high,completed,ERP,2025-12-02 22:08:00
SO-001372,SOL-001372-01,CUST-0069,PRD-046,2025-08-04,2025-08-19,2025-08-17,9515,730.92,8.0,high,completed,ERP,2025-08-05 06:30:00
SO-001373,SOL-001373-01,CUST-0096,PRD-031,2026-03-02,2026-03-20,2026-03-22,4475,822.53,0.0,high,completed,ERP,2026-03-02 00:13:00
SO-001374,SOL-001374-01,CUST-0037,PRD-015,2025-10-20,2025-11-13,2025-11-15,3482,1046.29,2.5,low,open,ERP,2025-10-20 20:43:00
SO-001375,SOL-001375-01,CUST-0042,PRD-049,2026-01-21,2026-02-02,2026-02-03,2486,316.85,2.0,normal,completed,ERP,2026-01-23 12:51:00
SO-001376,SOL-001376-01,CUST-0063,PRD-037,2026-05-27,2026-06-29,2026-07-01,3632,156.89,0.0,low,open,ERP,2026-05-29 07:06:00
SO-001377,SOL-001377-01,CUST-0030,PRD-068,2025-10-29,2025-12-01,2025-11-29,2397,257.84,3.0,normal,open,ERP,2025-10-29 20:58:00
SO-001378,SOL-001378-01,CUST-0018,PRD-008,2025-09-12,2025-09-30,2025-09-28,4605,183.85,0.5,normal,completed,ERP,2025-09-12 02:00:00
SO-001379,SOL-001379-01,CUST-0014,PRD-017,2025-09-22,2025-10-07,2025-10-07,1051,217.34,2.0,high,open,ERP,2025-09-24 01:06:00
SO-001380,SOL-001380-01,CUST-0086,PRD-034,2025-09-21,2025-10-02,2025-10-02,2741,458.82,1.0,normal,completed,ERP,2025-09-23 00:10:00
SO-001381,SOL-001381-01,CUST-0031,PRD-020,2025-12-18,2026-01-07,2026-01-07,1867,733.72,8.0,high,completed,ERP,2025-12-20 02:51:00
SO-001382,SOL-001382-01,CUST-0030,PRD-013,2025-12-26,2026-01-06,2026-01-07,5038,372.27,3.0,normal,open,ERP,2025-12-28 07:02:00
