inspection_id,run_id,work_order_id,product_id,machine_id,inspection_datetime,sample_size,defect_count,defect_code,measurement_1,measurement_2,lower_spec_limit,upper_spec_limit,pass_fail,inspector_id,source_system
QI-0000615,RUN-000615,WO-000308,PRD-022,MCH-026,2025-08-20 17:47:32,200,11,DIMENSION,10.1943,5.131,10.095,10.335,pass,INS-013,QMS
QI-0000616,RUN-000616,WO-000308,PRD-022,MCH-030,2025-08-20 23:04:04,200,4,SOLDER_VOID,10.2061,5.1249,10.095,10.335,pass,INS-010,QMS
QI-0000617,RUN-000617,WO-000309,PRD-008,MCH-030,2025-08-20 23:56:57,200,11,MISSING_PART,10.1801,5.1393,10.05,10.29,pass,INS-019,QMS
QI-0000618,RUN-000618,WO-000309,PRD-008,MCH-026,2025-08-21 03:13:55,125,0,NONE,10.1922,5.101,10.05,10.29,pass,INS-005,QMS
QI-0000619,RUN-000619,WO-000310,PRD-010,MCH-026,2025-08-20 09:11:01,125,6,SURFACE_DENT,10.338,5.1985,10.225,10.465,pass,INS-007,QMS
QI-0000620,RUN-000620,WO-000310,PRD-010,MCH-029,2025-08-20 12:33:03,80,3,CONTAMINATION,10.358,5.1761,10.225,10.465,pass,INS-015,QMS
QI-0000621,RUN-000621,WO-000311,PRD-035,MCH-034,2025-08-20 13:20:03,80,4,CONTAMINATION,10.183,5.138,10.095,10.335,pass,INS-018,QMS
QI-0000622,RUN-000622,WO-000311,PRD-035,MCH-032,2025-08-20 16:58:06,80,5,SOLDER_VOID,10.154,5.0837,10.095,10.335,fail,INS-009,QMS
QI-0000623,RUN-000623,WO-000312,PRD-073,MCH-032,2025-08-21 03:17:40,50,1,SURFACE_DENT,10.2012,5.0791,10.05,10.29,pass,INS-021,QMS
QI-0000624,RUN-000624,WO-000312,PRD-073,MCH-033,2025-08-21 07:12:20,50,1,MISSING_PART,10.1594,5.0965,10.05,10.29,pass,INS-005,QMS
QI-0000625,RUN-000625,WO-000313,PRD-073,MCH-033,2025-08-20 11:09:36,80,1,SURFACE_DENT,10.1567,5.0676,10.05,10.29,pass,INS-003,QMS
QI-0000626,RUN-000626,WO-000313,PRD-073,MCH-035,2025-08-20 14:39:13,100,0,NONE,10.1647,5.0693,10.05,10.29,pass,INS-001,QMS
QI-0000627,RUN-000627,WO-000314,PRD-060,MCH-003,2025-08-21 14:47:37,100,8,DIMENSION,10.3248,5.1818,10.215,10.455,fail,INS-021,QMS
QI-0000628,RUN-000628,WO-000314,PRD-060,MCH-006,2025-08-21 18:50:14,80,7,SURFACE_DENT,10.4161,5.2063,10.215,10.455,fail,INS-016,QMS
QI-0000629,RUN-000629,WO-000315,PRD-060,MCH-004,2025-08-21 19:47:37,200,12,SOLDER_VOID,10.3481,5.1909,10.215,10.455,pass,INS-022,QMS
QI-0000630,RUN-000630,WO-000315,PRD-060,MCH-003,2025-08-21 23:14:14,125,8,SCRATCH,10.3916,5.1933,10.215,10.455,fail,INS-017,QMS
QI-0000631,RUN-000631,WO-000316,PRD-052,MCH-001,2025-08-21 07:34:10,200,14,DIMENSION,10.3634,5.2225,10.24,10.48,fail,INS-001,QMS
QI-0000632,RUN-000632,WO-000316,PRD-052,MCH-004,2025-08-21 12:48:21,125,11,SURFACE_DENT,10.4988,5.1972,10.24,10.48,fail,INS-015,QMS
QI-0000633,RUN-000633,WO-000317,PRD-004,MCH-010,2025-08-21 11:45:15,100,1,SCRATCH,10.1822,5.079,10.075,10.315,pass,INS-015,QMS
QI-0000634,RUN-000634,WO-000317,PRD-004,MCH-008,2025-08-21 15:26:31,125,0,NONE,10.2068,5.1105,10.075,10.315,pass,INS-024,QMS
QI-0000635,RUN-000635,WO-000318,PRD-004,MCH-012,2025-08-21 22:47:42,125,1,SURFACE_DENT,10.2111,5.1541,10.075,10.315,pass,INS-004,QMS
QI-0000636,RUN-000636,WO-000318,PRD-004,MCH-010,2025-08-22 02:03:24,80,2,SCRATCH,10.1458,5.1281,10.075,10.315,pass,INS-011,QMS
QI-0000637,RUN-000637,WO-000319,PRD-024,MCH-007,2025-08-21 10:21:55,125,9,SURFACE_DENT,10.4503,5.2544,10.26,10.5,fail,INS-009,QMS
QI-0000638,RUN-000638,WO-000319,PRD-024,MCH-010,2025-08-21 14:18:51,50,4,CONTAMINATION,10.3983,5.2661,10.26,10.5,fail,INS-005,QMS
QI-0000639,RUN-000639,WO-000320,PRD-057,MCH-018,2025-08-21 18:03:45,80,4,MISSING_PART,10.2781,5.2133,10.16,10.4,pass,INS-018,QMS
QI-0000640,RUN-000640,WO-000320,PRD-057,MCH-015,2025-08-21 21:05:30,50,3,CONTAMINATION,10.2614,5.2092,10.16,10.4,pass,INS-009,QMS
QI-0000641,RUN-000641,WO-000321,PRD-027,MCH-017,2025-08-22 01:55:24,80,5,SCRATCH,10.3806,5.1993,10.235,10.475,fail,INS-006,QMS
QI-0000642,RUN-000642,WO-000321,PRD-027,MCH-018,2025-08-22 05:14:49,50,4,SCRATCH,10.4754,5.206,10.235,10.475,fail,INS-008,QMS
QI-0000643,RUN-000643,WO-000322,PRD-070,MCH-018,2025-08-21 09:23:38,100,5,SOLDER_VOID,10.166,5.0883,10.075,10.315,pass,INS-007,QMS
QI-0000644,RUN-000644,WO-000322,PRD-070,MCH-014,2025-08-21 13:07:16,80,1,CONTAMINATION,10.2083,5.1214,10.075,10.315,pass,INS-003,QMS
QI-0000645,RUN-000645,WO-000323,PRD-017,MCH-021,2025-08-21 15:30:02,80,4,MISSING_PART,10.2221,5.1284,10.095,10.335,pass,INS-006,QMS
QI-0000646,RUN-000646,WO-000323,PRD-017,MCH-024,2025-08-21 18:44:04,125,3,SOLDER_VOID,10.2363,5.1484,10.095,10.335,pass,INS-004,QMS
QI-0000647,RUN-000647,WO-000324,PRD-017,MCH-021,2025-08-22 02:59:04,100,2,SOLDER_VOID,10.2746,5.0956,10.095,10.335,pass,INS-006,QMS
QI-0000648,RUN-000648,WO-000324,PRD-017,MCH-020,2025-08-22 06:37:09,50,2,SOLDER_VOID,10.1732,5.1503,10.095,10.335,pass,INS-016,QMS
QI-0000649,RUN-000649,WO-000325,PRD-059,MCH-022,2025-08-21 10:26:06,125,5,SOLDER_VOID,10.308,5.1782,10.175,10.415,pass,INS-003,QMS
QI-0000650,RUN-000650,WO-000325,PRD-059,MCH-019,2025-08-21 12:37:13,200,8,SOLDER_VOID,10.3299,5.1916,10.175,10.415,pass,INS-021,QMS
QI-0000651,RUN-000651,WO-000326,PRD-077,MCH-029,2025-08-21 14:42:37,50,1,SCRATCH,10.0791,5.0875,9.965,10.205,pass,INS-007,QMS
QI-0000652,RUN-000652,WO-000326,PRD-077,MCH-028,2025-08-21 17:57:15,125,2,SCRATCH,10.0919,5.088,9.965,10.205,pass,INS-003,QMS
QI-0000653,RUN-000653,WO-000327,PRD-006,MCH-027,2025-08-21 20:32:29,80,3,CONTAMINATION,10.326,5.2488,10.245,10.485,pass,INS-014,QMS
QI-0000654,RUN-000654,WO-000327,PRD-006,MCH-025,2025-08-21 23:36:58,100,5,SOLDER_VOID,10.3463,5.2101,10.245,10.485,pass,INS-005,QMS
QI-0000655,RUN-000655,WO-000328,PRD-045,MCH-029,2025-08-21 04:00:45,100,2,MISSING_PART,10.0769,5.0457,10.005,10.245,pass,INS-018,QMS
QI-0000656,RUN-000656,WO-000328,PRD-045,MCH-026,2025-08-21 08:32:31,100,1,DIMENSION,10.1114,5.0661,10.005,10.245,pass,INS-024,QMS
QI-0000657,RUN-000657,WO-000329,PRD-042,MCH-032,2025-08-21 18:48:43,50,1,SURFACE_DENT,10.0606,5.0493,9.95,10.19,pass,INS-019,QMS
QI-0000658,RUN-000658,WO-000329,PRD-042,MCH-033,2025-08-21 22:57:26,125,1,SURFACE_DENT,10.0872,5.031,9.95,10.19,pass,INS-010,QMS
QI-0000659,RUN-000659,WO-000330,PRD-006,MCH-032,2025-08-21 21:31:57,50,4,SOLDER_VOID,10.415,5.231,10.245,10.485,fail,INS-002,QMS
QI-0000660,RUN-000660,WO-000330,PRD-006,MCH-034,2025-08-22 00:49:54,125,5,DIMENSION,10.3058,5.2155,10.245,10.485,pass,INS-014,QMS
QI-0000661,RUN-000661,WO-000331,PRD-042,MCH-034,2025-08-22 03:59:18,80,1,DIMENSION,10.0597,5.0631,9.95,10.19,pass,INS-020,QMS
QI-0000662,RUN-000662,WO-000331,PRD-042,MCH-036,2025-08-22 06:53:36,200,0,NONE,10.0531,5.0468,9.95,10.19,pass,INS-007,QMS
QI-0000663,RUN-000663,WO-000332,PRD-028,MCH-003,2025-08-22 14:56:12,200,7,CONTAMINATION,10.3269,5.1799,10.2,10.44,pass,INS-006,QMS
QI-0000664,RUN-000664,WO-000332,PRD-028,MCH-006,2025-08-22 18:25:24,50,2,CONTAMINATION,10.322,5.1821,10.2,10.44,pass,INS-020,QMS
QI-0000665,RUN-000665,WO-000333,PRD-068,MCH-004,2025-08-23 00:09:07,200,10,DIMENSION,10.1334,5.0878,9.995,10.235,pass,INS-017,QMS
QI-0000666,RUN-000666,WO-000333,PRD-068,MCH-003,2025-08-23 03:14:14,125,8,SCRATCH,10.1364,5.0522,9.995,10.235,fail,INS-012,QMS
QI-0000667,RUN-000667,WO-000334,PRD-028,MCH-004,2025-08-22 09:56:49,80,2,MISSING_PART,10.3377,5.2262,10.2,10.44,pass,INS-007,QMS
QI-0000668,RUN-000668,WO-000334,PRD-028,MCH-003,2025-08-22 14:24:38,100,6,SCRATCH,10.2788,5.1428,10.2,10.44,pass,INS-011,QMS
QI-0000669,RUN-000669,WO-000335,PRD-030,MCH-009,2025-08-22 13:25:04,200,8,DIMENSION,10.1756,5.1278,10.06,10.3,pass,INS-008,QMS
QI-0000670,RUN-000670,WO-000335,PRD-030,MCH-007,2025-08-22 17:56:09,200,10,CONTAMINATION,10.1937,5.1207,10.06,10.3,pass,INS-007,QMS
QI-0000671,RUN-000671,WO-000336,PRD-079,MCH-010,2025-08-23 01:13:29,100,5,MISSING_PART,10.1272,5.059,10.045,10.285,pass,INS-008,QMS
QI-0000672,RUN-000672,WO-000336,PRD-079,MCH-007,2025-08-23 03:53:59,125,5,DIMENSION,10.1572,5.0569,10.045,10.285,pass,INS-009,QMS
QI-0000673,RUN-000673,WO-000337,PRD-024,MCH-012,2025-08-22 05:34:03,50,4,SOLDER_VOID,10.4077,5.2115,10.26,10.5,fail,INS-005,QMS
QI-0000674,RUN-000674,WO-000337,PRD-024,MCH-009,2025-08-22 09:53:07,50,4,MISSING_PART,10.3416,5.2407,10.26,10.5,fail,INS-011,QMS
QI-0000675,RUN-000675,WO-000338,PRD-045,MCH-018,2025-08-22 18:26:11,50,0,NONE,10.1208,5.0646,10.005,10.245,pass,INS-016,QMS
QI-0000676,RUN-000676,WO-000338,PRD-045,MCH-017,2025-08-22 21:29:23,200,3,MISSING_PART,10.0689,5.039,10.005,10.245,pass,INS-009,QMS
QI-0000677,RUN-000677,WO-000339,PRD-003,MCH-015,2025-08-22 21:52:27,50,2,MISSING_PART,10.1967,5.1286,10.12,10.36,pass,INS-007,QMS
QI-0000678,RUN-000678,WO-000339,PRD-003,MCH-013,2025-08-23 01:34:55,100,1,SCRATCH,10.2144,5.1462,10.12,10.36,pass,INS-007,QMS
QI-0000679,RUN-000679,WO-000340,PRD-003,MCH-015,2025-08-22 07:27:27,125,6,SURFACE_DENT,10.2282,5.1415,10.12,10.36,pass,INS-016,QMS
QI-0000680,RUN-000680,WO-000340,PRD-003,MCH-014,2025-08-22 11:13:54,50,1,DIMENSION,10.2454,5.1959,10.12,10.36,pass,INS-006,QMS
QI-0000681,RUN-000681,WO-000341,PRD-021,MCH-019,2025-08-22 17:46:26,50,0,NONE,10.1559,5.0808,10.03,10.27,pass,INS-017,QMS
QI-0000682,RUN-000682,WO-000341,PRD-021,MCH-024,2025-08-22 21:23:52,125,2,CONTAMINATION,10.144,5.094,10.03,10.27,pass,INS-017,QMS
QI-0000683,RUN-000683,WO-000342,PRD-066,MCH-023,2025-08-23 00:23:32,50,4,MISSING_PART,10.3404,5.2584,10.26,10.5,fail,INS-019,QMS
QI-0000684,RUN-000684,WO-000342,PRD-066,MCH-021,2025-08-23 03:38:05,200,9,SURFACE_DENT,10.4097,5.2216,10.26,10.5,pass,INS-021,QMS
QI-0000685,RUN-000685,WO-000343,PRD-036,MCH-019,2025-08-23 04:46:38,80,2,SURFACE_DENT,10.1617,5.1398,10.085,10.325,pass,INS-011,QMS
QI-0000686,RUN-000686,WO-000343,PRD-036,MCH-022,2025-08-23 07:54:17,125,2,MISSING_PART,10.2347,5.113,10.085,10.325,pass,INS-022,QMS
QI-0000687,RUN-000687,WO-000344,PRD-064,MCH-026,2025-08-22 17:52:59,200,8,SOLDER_VOID,10.2696,5.1739,10.125,10.365,pass,INS-008,QMS
QI-0000688,RUN-000688,WO-000344,PRD-064,MCH-029,2025-08-22 22:10:58,80,2,MISSING_PART,10.213,5.1733,10.125,10.365,pass,INS-020,QMS
QI-0000689,RUN-000689,WO-000345,PRD-052,MCH-030,2025-08-22 23:49:24,200,13,SCRATCH,10.343,5.2153,10.24,10.48,fail,INS-018,QMS
QI-0000690,RUN-000690,WO-000345,PRD-052,MCH-025,2025-08-23 02:34:48,80,5,SCRATCH,10.3133,5.2228,10.24,10.48,fail,INS-019,QMS
QI-0000691,RUN-000691,WO-000346,PRD-052,MCH-028,2025-08-22 04:32:10,100,9,SOLDER_VOID,10.3619,5.2199,10.24,10.48,fail,INS-001,QMS
QI-0000692,RUN-000692,WO-000346,PRD-052,MCH-025,2025-08-22 08:03:21,100,10,SCRATCH,10.329,5.2006,10.24,10.48,fail,INS-007,QMS
QI-0000693,RUN-000693,WO-000347,PRD-058,MCH-033,2025-08-22 17:13:44,125,12,SOLDER_VOID,10.4331,5.2816,10.32,10.56,fail,INS-021,QMS
QI-0000694,RUN-000694,WO-000347,PRD-058,MCH-036,2025-08-22 21:19:28,80,11,SCRATCH,10.474,5.2996,10.32,10.56,fail,INS-014,QMS
QI-0000695,RUN-000695,WO-000348,PRD-058,MCH-032,2025-08-23 00:51:45,200,27,SURFACE_DENT,10.4447,5.2696,10.32,10.56,fail,INS-019,QMS
QI-0000696,RUN-000696,WO-000348,PRD-058,MCH-031,2025-08-23 03:33:30,200,20,SCRATCH,10.4416,5.2733,10.32,10.56,fail,INS-012,QMS
QI-0000697,RUN-000697,WO-000349,PRD-058,MCH-032,2025-08-22 11:18:28,200,27,SURFACE_DENT,10.45,5.2388,10.32,10.56,fail,INS-009,QMS
QI-0000698,RUN-000698,WO-000349,PRD-058,MCH-031,2025-08-22 14:22:57,50,6,SURFACE_DENT,10.4267,5.2239,10.32,10.56,fail,INS-024,QMS
QI-0000699,RUN-000699,WO-000350,PRD-063,MCH-010,2025-08-23 12:47:40,125,9,SCRATCH,10.2811,5.1403,10.165,10.405,fail,INS-001,QMS
QI-0000700,RUN-000700,WO-000350,PRD-063,MCH-011,2025-08-23 16:33:21,125,9,DIMENSION,10.3436,5.1722,10.165,10.405,fail,INS-009,QMS
QI-0000701,RUN-000701,WO-000351,PRD-008,MCH-009,2025-08-23 05:03:00,200,9,SURFACE_DENT,10.1441,5.1119,10.05,10.29,pass,INS-016,QMS
QI-0000702,RUN-000702,WO-000351,PRD-008,MCH-007,2025-08-23 09:15:01,100,4,SOLDER_VOID,10.1527,5.1092,10.05,10.29,pass,INS-015,QMS
QI-0000703,RUN-000703,WO-000352,PRD-042,MCH-013,2025-08-24 03:24:58,80,0,NONE,10.0861,5.0622,9.95,10.19,pass,INS-007,QMS
QI-0000704,RUN-000704,WO-000352,PRD-042,MCH-018,2025-08-24 07:51:56,80,0,NONE,10.0577,5.021,9.95,10.19,pass,INS-009,QMS
QI-0000705,RUN-000705,WO-000353,PRD-067,MCH-022,2025-08-23 18:30:21,80,4,DIMENSION,10.1794,5.0998,10.105,10.345,pass,INS-014,QMS
QI-0000706,RUN-000706,WO-000353,PRD-067,MCH-021,2025-08-23 22:33:43,100,8,DIMENSION,10.2407,5.1108,10.105,10.345,fail,INS-024,QMS
QI-0000707,RUN-000707,WO-000354,PRD-067,MCH-020,2025-08-23 08:22:42,100,3,SCRATCH,10.1974,5.1445,10.105,10.345,pass,INS-023,QMS
QI-0000708,RUN-000708,WO-000354,PRD-067,MCH-024,2025-08-23 11:31:24,80,7,SURFACE_DENT,10.2021,5.12,10.105,10.345,fail,INS-018,QMS
QI-0000709,RUN-000709,WO-000355,PRD-064,MCH-031,2025-08-23 14:49:59,100,3,DIMENSION,10.2631,5.2345,10.125,10.365,pass,INS-017,QMS
QI-0000710,RUN-000710,WO-000355,PRD-064,MCH-036,2025-08-23 18:31:59,80,3,SCRATCH,10.2483,5.1336,10.125,10.365,pass,INS-006,QMS
QI-0000711,RUN-000711,WO-000356,PRD-064,MCH-031,2025-08-24 01:26:41,200,6,MISSING_PART,10.2324,5.1549,10.125,10.365,pass,INS-013,QMS
QI-0000712,RUN-000712,WO-000356,PRD-064,MCH-032,2025-08-24 04:18:23,50,1,SURFACE_DENT,10.2351,5.1128,10.125,10.365,pass,INS-001,QMS
QI-0000713,RUN-000713,WO-000357,PRD-017,MCH-035,2025-08-23 08:21:35,100,2,MISSING_PART,10.2732,5.1208,10.095,10.335,pass,INS-007,QMS
QI-0000714,RUN-000714,WO-000357,PRD-017,MCH-036,2025-08-23 12:30:11,200,7,CONTAMINATION,10.2493,5.1362,10.095,10.335,pass,INS-003,QMS
QI-0000715,RUN-000715,WO-000358,PRD-061,MCH-005,2025-08-24 11:39:04,100,2,SOLDER_VOID,10.2358,5.1449,10.12,10.36,pass,INS-013,QMS
QI-0000716,RUN-000716,WO-000358,PRD-061,MCH-006,2025-08-24 16:31:08,50,4,DIMENSION,10.2958,5.1465,10.12,10.36,fail,INS-016,QMS
QI-0000717,RUN-000717,WO-000359,PRD-062,MCH-010,2025-08-24 15:59:59,50,6,DIMENSION,10.312,5.2142,10.22,10.46,fail,INS-011,QMS
QI-0000718,RUN-000718,WO-000359,PRD-062,MCH-009,2025-08-24 18:31:58,100,14,DIMENSION,10.3692,5.189,10.22,10.46,fail,INS-017,QMS
QI-0000719,RUN-000719,WO-000360,PRD-062,MCH-011,2025-08-25 00:34:35,80,7,CONTAMINATION,10.3416,5.2423,10.22,10.46,fail,INS-022,QMS
QI-0000720,RUN-000720,WO-000360,PRD-062,MCH-010,2025-08-25 03:50:11,50,5,SCRATCH,10.3077,5.1938,10.22,10.46,fail,INS-014,QMS
QI-0000721,RUN-000721,WO-000361,PRD-023,MCH-017,2025-08-24 16:26:52,125,4,SCRATCH,10.1613,5.1468,10.13,10.37,pass,INS-024,QMS
QI-0000722,RUN-000722,WO-000361,PRD-023,MCH-018,2025-08-24 20:40:44,50,2,SURFACE_DENT,10.2426,5.1456,10.13,10.37,pass,INS-003,QMS
QI-0000723,RUN-000723,WO-000362,PRD-023,MCH-017,2025-08-24 20:11:06,200,8,CONTAMINATION,10.2294,5.1878,10.13,10.37,pass,INS-022,QMS
QI-0000724,RUN-000724,WO-000362,PRD-023,MCH-016,2025-08-24 22:33:12,200,11,SCRATCH,10.2556,5.1403,10.13,10.37,pass,INS-019,QMS
QI-0000725,RUN-000725,WO-000363,PRD-023,MCH-014,2025-08-24 04:32:21,100,2,NONE,10.2199,5.0975,10.13,10.37,pass,INS-023,QMS
QI-0000726,RUN-000726,WO-000363,PRD-023,MCH-013,2025-08-24 08:44:43,100,4,MISSING_PART,10.2182,5.1352,10.13,10.37,pass,INS-008,QMS
QI-0000727,RUN-000727,WO-000364,PRD-003,MCH-021,2025-08-24 08:16:37,100,3,SURFACE_DENT,10.2327,5.1613,10.12,10.36,pass,INS-005,QMS
QI-0000728,RUN-000728,WO-000364,PRD-003,MCH-023,2025-08-24 13:07:14,200,3,SOLDER_VOID,10.1856,5.1338,10.12,10.36,pass,INS-002,QMS
QI-0000729,RUN-000729,WO-000365,PRD-075,MCH-028,2025-08-24 12:43:16,200,12,DIMENSION,10.3673,5.2393,10.22,10.46,pass,INS-013,QMS
QI-0000730,RUN-000730,WO-000365,PRD-075,MCH-027,2025-08-24 16:05:33,50,2,SOLDER_VOID,10.3321,5.1604,10.22,10.46,pass,INS-007,QMS
QI-0000731,RUN-000731,WO-000366,PRD-010,MCH-025,2025-08-24 22:33:10,80,5,DIMENSION,10.3814,5.1948,10.225,10.465,fail,INS-018,QMS
QI-0000732,RUN-000732,WO-000366,PRD-010,MCH-028,2025-08-25 01:19:21,200,9,SOLDER_VOID,10.3542,5.2044,10.225,10.465,pass,INS-011,QMS
QI-0000733,RUN-000733,WO-000367,PRD-017,MCH-036,2025-08-24 05:38:08,100,4,DIMENSION,10.2117,5.1792,10.095,10.335,pass,INS-006,QMS
QI-0000734,RUN-000734,WO-000367,PRD-017,MCH-031,2025-08-24 09:16:16,125,2,CONTAMINATION,10.2167,5.1227,10.095,10.335,pass,INS-019,QMS
QI-0000735,RUN-000735,WO-000368,PRD-074,MCH-005,2025-08-25 13:13:58,200,10,NONE,10.3573,5.1923,10.2,10.44,pass,INS-012,QMS
QI-0000736,RUN-000736,WO-000368,PRD-074,MCH-001,2025-08-25 15:54:56,50,1,SOLDER_VOID,10.3221,5.1928,10.2,10.44,pass,INS-009,QMS
QI-0000737,RUN-000737,WO-000369,PRD-064,MCH-002,2025-08-25 23:09:02,200,8,SCRATCH,10.272,5.1993,10.125,10.365,pass,INS-018,QMS
QI-0000738,RUN-000738,WO-000369,PRD-064,MCH-005,2025-08-26 02:31:04,80,2,CONTAMINATION,10.2738,5.1211,10.125,10.365,pass,INS-021,QMS
QI-0000739,RUN-000739,WO-000370,PRD-074,MCH-001,2025-08-26 03:01:17,80,3,SURFACE_DENT,10.3038,5.2004,10.2,10.44,pass,INS-003,QMS
QI-0000740,RUN-000740,WO-000370,PRD-074,MCH-004,2025-08-26 06:02:34,100,4,MISSING_PART,10.3213,5.2009,10.2,10.44,pass,INS-021,QMS
QI-0000741,RUN-000741,WO-000371,PRD-079,MCH-012,2025-08-25 14:30:52,200,5,DIMENSION,10.1574,5.1054,10.045,10.285,pass,INS-014,QMS
QI-0000742,RUN-000742,WO-000371,PRD-079,MCH-007,2025-08-25 19:33:45,125,6,CONTAMINATION,10.1136,5.0875,10.045,10.285,pass,INS-014,QMS
QI-0000743,RUN-000743,WO-000372,PRD-079,MCH-010,2025-08-25 21:45:58,50,3,DIMENSION,10.0827,5.1346,10.045,10.285,pass,INS-001,QMS
QI-0000744,RUN-000744,WO-000372,PRD-079,MCH-009,2025-08-26 01:48:57,80,4,DIMENSION,10.1464,5.0621,10.045,10.285,pass,INS-014,QMS
QI-0000745,RUN-000745,WO-000373,PRD-079,MCH-010,2025-08-25 10:55:52,50,4,SOLDER_VOID,10.1704,5.1021,10.045,10.285,fail,INS-001,QMS
QI-0000746,RUN-000746,WO-000373,PRD-079,MCH-011,2025-08-25 15:24:45,50,4,CONTAMINATION,10.1508,5.0888,10.045,10.285,fail,INS-019,QMS
QI-0000747,RUN-000747,WO-000374,PRD-024,MCH-018,2025-08-25 12:28:27,200,18,DIMENSION,10.3737,5.2488,10.26,10.5,fail,INS-010,QMS
QI-0000748,RUN-000748,WO-000374,PRD-024,MCH-017,2025-08-25 15:56:54,200,23,SCRATCH,10.4375,5.2211,10.26,10.5,fail,INS-004,QMS
QI-0000749,RUN-000749,WO-000375,PRD-024,MCH-013,2025-08-25 20:32:31,50,5,SURFACE_DENT,10.3839,5.2282,10.26,10.5,fail,INS-006,QMS
QI-0000750,RUN-000750,WO-000375,PRD-024,MCH-014,2025-08-26 00:29:03,100,10,DIMENSION,10.3515,5.2477,10.26,10.5,fail,INS-005,QMS
QI-0000751,RUN-000751,WO-000376,PRD-024,MCH-016,2025-08-25 06:33:38,80,6,CONTAMINATION,10.2787,5.2306,10.26,10.5,fail,INS-017,QMS
QI-0000752,RUN-000752,WO-000376,PRD-024,MCH-014,2025-08-25 10:39:17,200,17,CONTAMINATION,10.4215,5.2296,10.26,10.5,fail,INS-017,QMS
QI-0000753,RUN-000753,WO-000377,PRD-010,MCH-020,2025-08-25 18:40:56,80,5,SURFACE_DENT,10.3563,5.1896,10.225,10.465,fail,INS-017,QMS
QI-0000754,RUN-000754,WO-000377,PRD-010,MCH-023,2025-08-25 22:21:53,80,2,CONTAMINATION,10.3122,5.1983,10.225,10.465,pass,INS-017,QMS
QI-0000755,RUN-000755,WO-000378,PRD-010,MCH-022,2025-08-25 23:21:29,200,4,CONTAMINATION,10.3258,5.2386,10.225,10.465,pass,INS-009,QMS
QI-0000756,RUN-000756,WO-000378,PRD-010,MCH-023,2025-08-26 03:06:58,80,2,SURFACE_DENT,10.3109,5.2001,10.225,10.465,pass,INS-002,QMS
QI-0000757,RUN-000757,WO-000379,PRD-010,MCH-020,2025-08-26 03:56:03,50,1,SOLDER_VOID,10.3662,5.2534,10.225,10.465,pass,INS-008,QMS
QI-0000758,RUN-000758,WO-000379,PRD-010,MCH-024,2025-08-26 05:51:07,80,4,DIMENSION,10.3474,5.1853,10.225,10.465,pass,INS-022,QMS
QI-0000759,RUN-000759,WO-000380,PRD-013,MCH-026,2025-08-25 16:32:58,125,2,SURFACE_DENT,10.2404,5.1493,10.125,10.365,pass,INS-020,QMS
QI-0000760,RUN-000760,WO-000380,PRD-013,MCH-027,2025-08-25 19:44:57,50,2,CONTAMINATION,10.243,5.1664,10.125,10.365,pass,INS-015,QMS
QI-0000761,RUN-000761,WO-000381,PRD-013,MCH-027,2025-08-25 18:56:51,100,3,MISSING_PART,10.3144,5.172,10.125,10.365,pass,INS-017,QMS
QI-0000762,RUN-000762,WO-000381,PRD-013,MCH-030,2025-08-25 23:00:43,50,1,SURFACE_DENT,10.2505,5.1389,10.125,10.365,pass,INS-007,QMS
QI-0000763,RUN-000763,WO-000382,PRD-013,MCH-026,2025-08-25 05:18:07,200,5,SOLDER_VOID,10.2455,5.1245,10.125,10.365,pass,INS-010,QMS
QI-0000764,RUN-000764,WO-000382,PRD-013,MCH-028,2025-08-25 09:42:14,50,1,DIMENSION,10.2236,5.1503,10.125,10.365,pass,INS-002,QMS
QI-0000765,RUN-000765,WO-000383,PRD-064,MCH-036,2025-08-25 18:02:09,50,2,DIMENSION,10.2376,5.1447,10.125,10.365,pass,INS-003,QMS
QI-0000766,RUN-000766,WO-000383,PRD-064,MCH-034,2025-08-25 21:22:18,50,1,SURFACE_DENT,10.2564,5.1059,10.125,10.365,pass,INS-007,QMS
QI-0000767,RUN-000767,WO-000384,PRD-040,MCH-031,2025-08-25 20:15:13,80,7,SURFACE_DENT,10.4625,5.2417,10.3,10.54,fail,INS-015,QMS
QI-0000768,RUN-000768,WO-000384,PRD-040,MCH-035,2025-08-25 23:13:27,100,10,SOLDER_VOID,10.3784,5.2489,10.3,10.54,fail,INS-006,QMS
QI-0000769,RUN-000769,WO-000385,PRD-040,MCH-031,2025-08-25 10:39:12,50,5,CONTAMINATION,10.4182,5.2535,10.3,10.54,fail,INS-020,QMS
QI-0000770,RUN-000770,WO-000385,PRD-040,MCH-033,2025-08-25 13:57:25,100,10,SURFACE_DENT,10.4032,5.2588,10.3,10.54,fail,INS-024,QMS
QI-0000771,RUN-000771,WO-000386,PRD-060,MCH-002,2025-08-26 13:25:39,100,7,DIMENSION,10.3746,5.1964,10.215,10.455,fail,INS-013,QMS
QI-0000772,RUN-000772,WO-000386,PRD-060,MCH-004,2025-08-26 18:14:18,50,3,SURFACE_DENT,10.3033,5.1642,10.215,10.455,pass,INS-004,QMS
QI-0000773,RUN-000773,WO-000387,PRD-068,MCH-003,2025-08-27 02:53:38,50,3,MISSING_PART,10.1002,5.1117,9.995,10.235,pass,INS-020,QMS
