image_id,relative_path,defect_class,severity_level,product_id,run_id,split,image_note
IMG-00177,01_raw/images/defect_images/dent/IMG-00177.png,dent,2,PRD-035,RUN-009779,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00178,01_raw/images/defect_images/dent/IMG-00178.png,dent,1,PRD-022,RUN-001577,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00179,01_raw/images/defect_images/dent/IMG-00179.png,dent,1,PRD-004,RUN-009197,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00180,01_raw/images/defect_images/dent/IMG-00180.png,dent,4,PRD-072,RUN-007226,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00181,01_raw/images/defect_images/contamination/IMG-00181.png,contamination,4,PRD-007,RUN-008376,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00182,01_raw/images/defect_images/contamination/IMG-00182.png,contamination,2,PRD-077,RUN-001464,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00183,01_raw/images/defect_images/contamination/IMG-00183.png,contamination,4,PRD-050,RUN-010958,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00184,01_raw/images/defect_images/contamination/IMG-00184.png,contamination,2,PRD-055,RUN-010712,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00185,01_raw/images/defect_images/contamination/IMG-00185.png,contamination,1,PRD-075,RUN-001826,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00186,01_raw/images/defect_images/contamination/IMG-00186.png,contamination,1,PRD-033,RUN-008174,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00187,01_raw/images/defect_images/contamination/IMG-00187.png,contamination,2,PRD-002,RUN-009469,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00188,01_raw/images/defect_images/contamination/IMG-00188.png,contamination,4,PRD-068,RUN-000262,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00189,01_raw/images/defect_images/contamination/IMG-00189.png,contamination,3,PRD-059,RUN-003661,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00190,01_raw/images/defect_images/contamination/IMG-00190.png,contamination,2,PRD-039,RUN-003445,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00191,01_raw/images/defect_images/contamination/IMG-00191.png,contamination,4,PRD-042,RUN-008355,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00192,01_raw/images/defect_images/contamination/IMG-00192.png,contamination,2,PRD-052,RUN-009694,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00193,01_raw/images/defect_images/contamination/IMG-00193.png,contamination,1,PRD-031,RUN-003997,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00194,01_raw/images/defect_images/contamination/IMG-00194.png,contamination,3,PRD-075,RUN-005258,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00195,01_raw/images/defect_images/contamination/IMG-00195.png,contamination,2,PRD-045,RUN-008642,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00196,01_raw/images/defect_images/contamination/IMG-00196.png,contamination,1,PRD-008,RUN-000918,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00197,01_raw/images/defect_images/contamination/IMG-00197.png,contamination,1,PRD-004,RUN-003265,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00198,01_raw/images/defect_images/contamination/IMG-00198.png,contamination,2,PRD-019,RUN-008668,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00199,01_raw/images/defect_images/contamination/IMG-00199.png,contamination,5,PRD-009,RUN-007186,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00200,01_raw/images/defect_images/contamination/IMG-00200.png,contamination,1,PRD-044,RUN-008350,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00201,01_raw/images/defect_images/contamination/IMG-00201.png,contamination,5,PRD-004,RUN-006539,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00202,01_raw/images/defect_images/contamination/IMG-00202.png,contamination,4,PRD-032,RUN-003561,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00203,01_raw/images/defect_images/contamination/IMG-00203.png,contamination,3,PRD-020,RUN-004798,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00204,01_raw/images/defect_images/contamination/IMG-00204.png,contamination,5,PRD-008,RUN-010969,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00205,01_raw/images/defect_images/contamination/IMG-00205.png,contamination,3,PRD-037,RUN-006807,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00206,01_raw/images/defect_images/contamination/IMG-00206.png,contamination,4,PRD-050,RUN-010843,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00207,01_raw/images/defect_images/contamination/IMG-00207.png,contamination,3,PRD-039,RUN-005276,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00208,01_raw/images/defect_images/contamination/IMG-00208.png,contamination,2,PRD-054,RUN-005896,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00209,01_raw/images/defect_images/contamination/IMG-00209.png,contamination,2,PRD-018,RUN-009431,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00210,01_raw/images/defect_images/contamination/IMG-00210.png,contamination,4,PRD-036,RUN-010622,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00211,01_raw/images/defect_images/contamination/IMG-00211.png,contamination,1,PRD-012,RUN-000978,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00212,01_raw/images/defect_images/contamination/IMG-00212.png,contamination,5,PRD-020,RUN-004507,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00213,01_raw/images/defect_images/contamination/IMG-00213.png,contamination,1,PRD-040,RUN-003158,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00214,01_raw/images/defect_images/contamination/IMG-00214.png,contamination,3,PRD-073,RUN-007643,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00215,01_raw/images/defect_images/contamination/IMG-00215.png,contamination,5,PRD-013,RUN-000005,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00216,01_raw/images/defect_images/contamination/IMG-00216.png,contamination,5,PRD-024,RUN-004262,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00217,01_raw/images/defect_images/contamination/IMG-00217.png,contamination,4,PRD-022,RUN-009581,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00218,01_raw/images/defect_images/contamination/IMG-00218.png,contamination,4,PRD-075,RUN-007233,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00219,01_raw/images/defect_images/contamination/IMG-00219.png,contamination,4,PRD-080,RUN-001186,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00220,01_raw/images/defect_images/contamination/IMG-00220.png,contamination,3,PRD-028,RUN-002556,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00221,01_raw/images/defect_images/contamination/IMG-00221.png,contamination,1,PRD-063,RUN-004614,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00222,01_raw/images/defect_images/contamination/IMG-00222.png,contamination,2,PRD-031,RUN-011357,train,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00223,01_raw/images/defect_images/contamination/IMG-00223.png,contamination,2,PRD-072,RUN-007115,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00224,01_raw/images/defect_images/contamination/IMG-00224.png,contamination,3,PRD-033,RUN-011040,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00225,01_raw/images/defect_images/contamination/IMG-00225.png,contamination,1,PRD-019,RUN-003379,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00226,01_raw/images/defect_images/contamination/IMG-00226.png,contamination,5,PRD-027,RUN-006782,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00227,01_raw/images/defect_images/contamination/IMG-00227.png,contamination,3,PRD-034,RUN-005233,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00228,01_raw/images/defect_images/contamination/IMG-00228.png,contamination,3,PRD-002,RUN-003180,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00229,01_raw/images/defect_images/contamination/IMG-00229.png,contamination,5,PRD-079,RUN-007233,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00230,01_raw/images/defect_images/contamination/IMG-00230.png,contamination,3,PRD-034,RUN-006077,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00231,01_raw/images/defect_images/contamination/IMG-00231.png,contamination,5,PRD-001,RUN-003552,validation,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00232,01_raw/images/defect_images/contamination/IMG-00232.png,contamination,1,PRD-002,RUN-000028,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00233,01_raw/images/defect_images/contamination/IMG-00233.png,contamination,2,PRD-073,RUN-005628,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00234,01_raw/images/defect_images/contamination/IMG-00234.png,contamination,1,PRD-061,RUN-009062,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00235,01_raw/images/defect_images/contamination/IMG-00235.png,contamination,5,PRD-028,RUN-009725,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00236,01_raw/images/defect_images/contamination/IMG-00236.png,contamination,3,PRD-029,RUN-006276,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00237,01_raw/images/defect_images/contamination/IMG-00237.png,contamination,4,PRD-010,RUN-006703,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00238,01_raw/images/defect_images/contamination/IMG-00238.png,contamination,1,PRD-055,RUN-011200,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00239,01_raw/images/defect_images/contamination/IMG-00239.png,contamination,5,PRD-066,RUN-009896,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
IMG-00240,01_raw/images/defect_images/contamination/IMG-00240.png,contamination,1,PRD-020,RUN-003075,test,synthetic grayscale surface image generated for CNN/transfer-learning lab
