sales_order_id,late_delivery_flag,delay_days,root_cause,material_shortage_flag,quality_hold_flag,production_delay_days
SO-000693,1,1,quality_hold,0,0,3
SO-000694,1,4,quality_hold,0,0,2
SO-000695,0,0,on_time,0,0,0
SO-000696,1,5,material_shortage,0,0,6
SO-000697,1,5,production_delay,0,0,7
SO-000698,1,6,material_shortage,0,0,7
SO-000699,0,0,on_time,0,0,-1
SO-000700,1,5,production_delay,0,0,7
SO-000701,1,3,logistics,0,0,3
SO-000702,1,2,logistics,0,0,3
SO-000703,1,1,logistics,0,0,1
SO-000704,1,1,production_delay,0,0,-1
SO-000705,0,0,on_time,0,0,-1
SO-000706,1,6,production_delay,0,0,6
SO-000707,1,7,production_delay,0,0,6
SO-000708,1,6,production_delay,0,0,6
SO-000709,1,2,quality_hold,0,0,0
SO-000710,0,0,on_time,0,0,-1
SO-000711,1,7,logistics,0,0,5
SO-000712,1,3,logistics,0,0,2
SO-000713,1,5,quality_hold,0,0,6
SO-000714,1,1,logistics,0,0,1
SO-000715,1,6,material_shortage,0,0,6
SO-000716,1,3,production_delay,0,0,3
SO-000717,1,5,production_delay,0,0,4
SO-000718,1,5,logistics,0,0,5
SO-000719,1,2,logistics,0,0,1
SO-000720,1,1,logistics,0,1,2
SO-000721,0,0,on_time,0,0,1
SO-000722,1,1,production_delay,0,0,2
SO-000723,0,0,on_time,0,0,2
SO-000724,0,0,on_time,0,0,-1
SO-000725,1,4,production_delay,0,0,6
SO-000726,0,0,on_time,0,0,-1
SO-000727,1,7,production_delay,0,1,8
SO-000728,1,4,quality_hold,0,1,3
SO-000729,1,1,production_delay,0,0,1
SO-000730,1,3,logistics,0,1,3
SO-000731,1,2,logistics,0,0,0
SO-000732,1,1,production_delay,0,0,0
SO-000733,1,2,quality_hold,0,1,2
SO-000734,1,12,material_shortage,1,1,11
SO-000735,1,5,production_delay,0,0,6
SO-000736,1,7,production_delay,0,0,7
SO-000737,1,1,material_shortage,0,0,-1
SO-000738,1,8,production_delay,0,1,7
SO-000739,0,0,on_time,0,0,1
SO-000740,1,1,production_delay,0,0,3
SO-000741,1,7,production_delay,0,0,7
SO-000742,1,2,logistics,0,0,1
SO-000743,1,1,production_delay,0,0,2
SO-000744,1,5,quality_hold,0,0,3
SO-000745,1,6,material_shortage,0,0,4
SO-000746,1,5,material_shortage,0,1,3
SO-000748,1,9,logistics,0,0,7
SO-000749,1,5,logistics,0,0,5
SO-000750,1,3,production_delay,0,0,2
SO-000751,0,0,on_time,0,0,-1
SO-000752,1,10,logistics,0,1,8
SO-000753,1,6,production_delay,0,0,5
SO-000754,1,4,material_shortage,1,0,4
SO-000755,0,0,on_time,0,0,-1
SO-000756,1,7,logistics,0,0,6
SO-000757,1,4,production_delay,0,0,2
SO-000758,1,7,production_delay,0,0,5
SO-000759,1,5,material_shortage,0,0,4
SO-000760,1,5,production_delay,0,1,3
SO-000761,0,0,on_time,0,0,0
SO-000762,1,9,quality_hold,0,1,10
SO-000763,1,7,quality_hold,0,1,8
SO-000764,1,6,production_delay,0,0,6
SO-000765,0,0,on_time,0,0,1
SO-000766,1,4,production_delay,0,0,2
SO-000767,1,5,logistics,0,0,4
SO-000768,1,5,quality_hold,0,0,5
SO-000770,1,7,production_delay,0,0,7
SO-000771,0,0,on_time,0,0,0
SO-000772,1,6,logistics,0,0,5
SO-000773,1,6,logistics,0,0,6
SO-000774,0,0,on_time,0,0,1
SO-000775,1,8,production_delay,0,0,7
SO-000776,1,7,quality_hold,0,0,7
SO-000777,0,0,on_time,0,0,-1
SO-000779,1,2,quality_hold,0,0,2
SO-000780,1,7,production_delay,0,1,5
SO-000781,1,5,logistics,0,0,5
SO-000784,1,3,logistics,0,0,3
SO-000785,1,3,production_delay,0,0,5
SO-000786,0,0,on_time,0,0,-1
SO-000787,1,6,logistics,0,0,5
SO-000788,1,6,logistics,0,0,6
SO-000789,1,1,logistics,0,0,0
SO-000790,1,2,production_delay,0,0,3
SO-000791,1,2,logistics,0,0,2
SO-000792,1,8,production_delay,0,1,7
SO-000793,1,4,quality_hold,0,0,4
SO-000794,1,5,production_delay,0,1,6
SO-000795,1,9,logistics,0,0,7
SO-000796,1,6,material_shortage,0,0,4
SO-000797,0,0,on_time,0,0,0
SO-000799,1,5,production_delay,0,0,5
SO-000801,1,1,logistics,0,0,0
SO-000802,1,9,quality_hold,0,0,7
SO-000803,1,2,production_delay,0,0,1
SO-000804,0,0,on_time,0,0,-1
SO-000805,1,1,logistics,0,0,2
SO-000807,0,0,on_time,0,0,0
SO-000808,1,2,material_shortage,1,0,4
SO-000809,0,0,on_time,0,0,-1
SO-000810,1,12,production_delay,1,0,11
SO-000811,1,4,logistics,0,0,6
SO-000812,0,0,on_time,0,0,1
SO-000813,1,2,quality_hold,0,0,4
SO-000814,0,0,on_time,0,0,1
SO-000815,1,2,production_delay,0,0,2
SO-000816,0,0,on_time,0,0,-1
SO-000817,1,9,logistics,0,0,7
SO-000818,1,3,production_delay,0,0,2
SO-000819,1,8,production_delay,0,0,7
SO-000820,1,1,logistics,0,0,1
SO-000821,1,2,production_delay,0,0,4
SO-000822,0,0,on_time,0,0,1
SO-000823,0,0,on_time,0,0,-1
SO-000824,1,4,production_delay,0,0,2
SO-000825,1,8,production_delay,0,0,7
SO-000826,1,5,production_delay,0,0,5
SO-000827,1,8,production_delay,1,0,10
SO-000828,1,6,production_delay,0,0,7
SO-000829,0,0,on_time,0,0,0
SO-000830,1,5,quality_hold,0,0,6
SO-000831,1,5,logistics,0,0,5
SO-000832,1,5,production_delay,0,0,5
SO-000833,1,1,material_shortage,0,0,1
SO-000834,1,3,production_delay,0,0,1
SO-000835,1,4,material_shortage,0,0,4
SO-000836,1,5,logistics,0,0,7
SO-000837,1,3,production_delay,0,0,2
SO-000838,1,5,material_shortage,0,0,7
SO-000839,1,4,production_delay,0,0,5
SO-000840,1,1,logistics,0,0,3
SO-000841,1,3,production_delay,0,0,1
SO-000842,1,5,logistics,0,0,5
SO-000843,1,3,material_shortage,0,0,3
SO-000844,1,2,production_delay,0,0,1
SO-000845,0,0,on_time,0,0,-1
SO-000846,1,1,production_delay,0,0,3
SO-000847,1,5,material_shortage,0,0,7
SO-000848,1,4,material_shortage,0,1,6
SO-000849,1,6,production_delay,0,0,6
SO-000850,1,2,production_delay,0,0,4
SO-000851,1,5,material_shortage,1,0,4
SO-000852,1,9,production_delay,0,0,7
SO-000853,1,6,logistics,0,0,7
SO-000854,1,2,production_delay,0,0,1
SO-000855,1,2,logistics,0,0,4
SO-000856,1,8,production_delay,0,1,8
SO-000858,1,5,production_delay,1,0,5
SO-000860,1,3,logistics,0,0,2
SO-000861,1,6,production_delay,0,0,6
SO-000862,1,5,production_delay,0,0,6
SO-000863,0,0,on_time,0,0,0
SO-000864,1,4,logistics,0,0,4
SO-000865,1,2,logistics,0,0,3
SO-000866,1,1,material_shortage,0,0,-1
SO-000867,1,3,quality_hold,0,0,5
SO-000868,1,1,production_delay,0,0,1
SO-000869,1,2,logistics,0,0,1
SO-000870,0,0,on_time,0,0,-1
SO-000871,1,2,quality_hold,0,0,0
SO-000872,1,4,logistics,0,1,6
SO-000873,0,0,on_time,0,0,0
SO-000874,1,1,material_shortage,0,0,3
SO-000875,1,4,material_shortage,1,0,5
SO-000876,1,4,logistics,0,0,2
SO-000877,0,0,on_time,0,0,0
SO-000878,1,7,material_shortage,0,0,7
SO-000879,1,4,logistics,1,0,5
SO-000880,1,7,quality_hold,0,1,7
SO-000881,1,1,production_delay,0,0,2
SO-000882,1,5,production_delay,0,1,5
SO-000883,1,9,logistics,0,0,7
SO-000884,1,6,production_delay,1,1,6
SO-000886,1,4,production_delay,0,0,2
SO-000887,0,0,on_time,0,0,-1
SO-000888,1,4,production_delay,0,0,6
SO-000889,1,5,production_delay,0,0,3
SO-000890,1,8,production_delay,0,0,7
SO-000891,1,2,production_delay,0,0,2
SO-000892,1,5,quality_hold,0,0,4
SO-000893,1,6,production_delay,0,1,8
SO-000894,1,1,production_delay,0,0,0
SO-000895,1,6,production_delay,0,0,6
SO-000896,0,0,on_time,0,0,-1
SO-000897,1,8,production_delay,0,0,7
SO-000898,1,7,production_delay,0,0,7
SO-000899,0,0,on_time,0,0,0
SO-000900,1,8,material_shortage,0,1,10
SO-000901,1,4,production_delay,0,0,2
SO-000902,1,3,production_delay,0,0,2
SO-000903,1,1,production_delay,0,0,0
SO-000904,1,4,quality_hold,0,0,4
SO-000905,1,2,logistics,0,0,3
SO-000906,1,6,logistics,0,0,4
SO-000907,1,4,production_delay,0,0,4
SO-000908,1,3,quality_hold,1,0,3
SO-000909,1,6,production_delay,0,0,7
SO-000910,1,4,logistics,0,0,6
SO-000911,1,9,logistics,1,0,9
SO-000912,0,0,on_time,0,0,0
SO-000913,1,4,logistics,0,0,5
SO-000914,1,5,production_delay,0,0,4
SO-000916,1,9,production_delay,0,0,7
SO-000917,1,3,quality_hold,0,0,5
SO-000918,1,4,production_delay,0,0,4
SO-000919,1,1,production_delay,0,0,0
SO-000921,1,6,quality_hold,0,0,7
SO-000922,1,7,quality_hold,0,1,5
SO-000923,0,0,on_time,0,0,0
SO-000924,0,0,on_time,0,0,-1
SO-000925,0,0,on_time,0,1,2
SO-000926,1,9,logistics,0,0,7
SO-000927,1,6,production_delay,0,0,7
SO-000928,0,0,on_time,0,0,1
SO-000929,1,9,production_delay,0,0,7
SO-000930,0,0,on_time,0,0,0
SO-000931,1,3,material_shortage,0,0,2
SO-000932,1,4,production_delay,0,0,5
SO-000933,0,0,on_time,0,0,-1
SO-000934,1,8,production_delay,0,0,6
SO-000935,1,8,logistics,0,0,7
SO-000936,1,1,production_delay,0,0,1
SO-000937,1,5,material_shortage,1,0,6
SO-000938,1,1,production_delay,0,0,1
SO-000939,0,0,on_time,0,0,0
SO-000940,1,4,production_delay,0,0,5
SO-000941,0,0,on_time,0,0,-1
SO-000942,1,4,quality_hold,0,0,5
SO-000943,1,6,material_shortage,0,0,4
SO-000944,1,6,production_delay,0,0,5
SO-000945,1,1,production_delay,0,0,0
SO-000946,1,7,material_shortage,0,0,6
SO-000947,1,1,logistics,0,0,-1
SO-000948,1,4,logistics,0,0,4
SO-000949,1,3,quality_hold,0,0,1
SO-000950,1,5,production_delay,0,0,6
SO-000951,1,5,production_delay,0,0,3
SO-000952,0,0,on_time,0,0,1
SO-000953,1,3,logistics,0,0,1
SO-000954,1,5,production_delay,0,0,3
SO-000955,1,2,production_delay,0,0,2
SO-000956,0,0,on_time,0,0,1
SO-000957,1,6,production_delay,0,0,4
SO-000958,1,6,production_delay,0,0,5
SO-000959,1,4,logistics,0,0,6
SO-000960,1,2,logistics,0,0,4
SO-000961,0,0,on_time,0,0,1
SO-000962,0,0,on_time,0,0,0
SO-000964,0,0,on_time,0,0,-1
SO-000965,1,9,quality_hold,0,0,7
SO-000966,1,6,production_delay,0,0,6
SO-000967,1,7,quality_hold,0,1,5
SO-000968,1,6,production_delay,0,1,6
SO-000969,1,3,material_shortage,1,0,3
SO-000970,1,2,production_delay,0,0,1
SO-000971,1,5,material_shortage,0,0,7
SO-000972,1,1,logistics,0,0,3
SO-000973,1,9,logistics,0,0,7
SO-000974,0,0,on_time,0,0,0
SO-000975,0,0,on_time,0,0,0
SO-000976,1,2,production_delay,0,0,2
SO-000977,0,0,on_time,0,0,-1
SO-000978,1,3,quality_hold,0,1,3
SO-000979,1,2,production_delay,0,0,0
SO-000980,1,1,quality_hold,0,0,-1
SO-000981,1,2,production_delay,0,0,1
SO-000982,1,10,production_delay,0,1,9
SO-000983,1,3,logistics,0,0,3
SO-000984,1,9,material_shortage,1,0,9
SO-000985,1,1,production_delay,0,0,3
SO-000986,1,4,logistics,0,0,6
SO-000987,0,0,on_time,0,0,0
SO-000988,1,7,production_delay,0,0,6
SO-000989,1,8,production_delay,0,0,7
SO-000990,1,9,logistics,0,1,9
SO-000991,1,4,production_delay,0,0,5
SO-000992,1,1,quality_hold,0,0,1
SO-000993,1,6,production_delay,1,0,8
SO-000994,1,2,production_delay,0,0,2
SO-000995,1,6,material_shortage,0,0,6
SO-000996,1,6,production_delay,0,0,6
SO-000997,1,5,production_delay,0,0,4
SO-000998,1,1,material_shortage,0,0,0
SO-000999,0,0,on_time,0,0,0
SO-001000,1,3,production_delay,0,0,1
SO-001001,1,7,production_delay,0,0,7
SO-001002,1,3,production_delay,0,0,1
SO-001003,1,7,logistics,0,0,7
SO-001004,0,0,on_time,0,0,-1
SO-001005,1,5,logistics,0,0,5
SO-001006,1,2,production_delay,0,0,4
SO-001007,1,4,quality_hold,0,0,2
SO-001008,1,6,material_shortage,0,0,7
SO-001009,1,2,logistics,0,0,0
SO-001010,1,6,material_shortage,0,0,6
SO-001011,1,1,logistics,0,0,1
SO-001012,0,0,on_time,0,0,-1
SO-001013,1,5,production_delay,0,0,7
SO-001014,0,0,on_time,0,0,-1
SO-001015,1,3,material_shortage,0,0,3
SO-001016,0,0,on_time,0,0,-1
SO-001017,0,0,on_time,0,0,0
SO-001018,0,0,on_time,0,0,-1
SO-001019,1,3,quality_hold,0,0,5
SO-001020,0,0,on_time,0,0,0
SO-001021,1,4,quality_hold,0,0,2
SO-001022,1,3,material_shortage,0,0,3
SO-001024,0,0,on_time,0,0,-1
SO-001025,0,0,on_time,0,0,-1
SO-001026,0,0,on_time,0,0,1
SO-001027,1,4,quality_hold,0,0,6
SO-001028,1,1,logistics,0,0,2
SO-001029,1,9,quality_hold,1,0,10
SO-001030,1,5,production_delay,0,0,7
SO-001031,1,7,logistics,0,1,5
SO-001032,1,2,logistics,0,0,2
SO-001033,1,6,logistics,0,0,6
SO-001034,1,7,logistics,0,0,6
SO-001035,1,6,logistics,0,0,7
SO-001036,0,0,on_time,0,0,0
SO-001037,1,7,production_delay,0,0,7
SO-001038,1,3,production_delay,0,0,4
SO-001039,1,1,material_shortage,0,0,2
SO-001040,0,0,on_time,0,0,0
SO-001041,1,3,production_delay,0,0,1
SO-001042,1,6,production_delay,0,0,5
SO-001043,1,5,production_delay,0,0,5
SO-001044,0,0,on_time,0,0,0
SO-001045,1,6,logistics,0,0,4
SO-001046,1,3,production_delay,0,0,3
SO-001047,1,2,production_delay,0,0,2
SO-001048,1,2,quality_hold,0,0,3
SO-001049,1,2,quality_hold,0,0,2
SO-001050,1,4,production_delay,0,0,2
SO-001051,1,2,logistics,0,0,0
SO-001052,0,0,on_time,0,0,0
SO-001053,1,5,logistics,0,0,7
SO-001054,1,5,logistics,0,0,5
SO-001055,1,7,production_delay,0,0,7
SO-001056,1,1,logistics,0,0,3
SO-001057,0,0,on_time,0,0,0
SO-001058,1,3,production_delay,0,0,3
SO-001059,1,6,quality_hold,1,0,7
SO-001060,1,4,material_shortage,0,0,5
SO-001061,0,0,on_time,0,0,1
SO-001062,0,0,on_time,0,0,-1
SO-001063,1,4,production_delay,0,0,4
SO-001064,1,9,logistics,0,0,7
SO-001065,1,6,production_delay,0,1,6
SO-001066,1,5,quality_hold,0,0,5
SO-001067,1,2,production_delay,0,0,2
SO-001068,1,7,production_delay,0,0,6
SO-001069,1,6,production_delay,0,0,4
SO-001070,1,5,production_delay,0,0,3
SO-001071,0,0,on_time,0,0,-1
SO-001072,1,3,production_delay,0,0,3
SO-001073,1,6,production_delay,0,0,4
SO-001074,1,8,production_delay,0,0,7
SO-001075,1,8,logistics,0,0,7
SO-001076,1,3,quality_hold,0,0,5
SO-001077,1,3,material_shortage,0,0,3
SO-001078,0,0,on_time,0,0,2
SO-001079,0,0,on_time,0,0,-1
SO-001080,1,5,quality_hold,0,0,3
SO-001081,1,2,production_delay,0,1,2
SO-001082,1,8,production_delay,0,1,6
SO-001083,1,4,material_shortage,0,0,6
SO-001084,0,0,on_time,0,0,-1
SO-001086,1,7,quality_hold,0,1,8
SO-001087,1,8,production_delay,0,0,6
SO-001088,1,8,quality_hold,0,0,7
SO-001089,0,0,on_time,0,0,1
SO-001090,1,5,production_delay,0,1,5
SO-001091,1,7,quality_hold,0,1,7
SO-001092,1,4,logistics,0,0,2
SO-001093,1,6,production_delay,0,0,7
SO-001094,1,4,production_delay,0,0,3
SO-001096,0,0,on_time,0,0,-1
SO-001097,0,0,on_time,0,0,-1
SO-001098,1,5,production_delay,0,0,3
SO-001100,1,3,quality_hold,0,0,1
SO-001101,1,3,production_delay,0,0,3
SO-001102,1,4,production_delay,0,0,6
SO-001103,1,5,production_delay,0,0,3
SO-001104,1,6,logistics,0,0,6
SO-001105,1,1,production_delay,0,0,3
SO-001106,1,7,quality_hold,0,1,9
SO-001107,1,5,production_delay,0,0,4
SO-001108,1,8,production_delay,0,0,6
SO-001109,1,10,production_delay,0,1,9
SO-001110,1,8,production_delay,0,1,8
SO-001111,1,6,logistics,0,0,6
SO-001112,0,0,on_time,0,0,2
SO-001113,1,6,logistics,0,0,7
SO-001114,1,3,quality_hold,0,0,4
SO-001115,1,1,production_delay,0,0,1
SO-001116,1,3,material_shortage,0,0,5
SO-001117,1,2,material_shortage,0,0,2
SO-001118,1,1,logistics,0,0,-1
SO-001119,0,0,on_time,0,0,0
SO-001120,1,3,production_delay,0,0,3
SO-001121,1,2,production_delay,0,0,0
SO-001122,1,7,production_delay,1,0,5
SO-001123,1,8,logistics,0,0,7
SO-001124,0,0,on_time,0,0,-1
SO-001125,1,9,logistics,0,0,7
SO-001126,1,4,logistics,0,0,4
SO-001127,1,5,production_delay,0,0,5
SO-001128,1,10,production_delay,0,1,9
SO-001129,0,0,on_time,0,0,-1
SO-001130,0,0,on_time,0,0,-1
SO-001131,0,0,on_time,0,0,-1
SO-001132,1,5,logistics,0,1,4
SO-001133,1,4,material_shortage,0,0,5
SO-001134,1,1,production_delay,0,0,0
SO-001135,0,0,on_time,0,0,1
SO-001136,1,6,logistics,0,0,6
SO-001137,0,0,on_time,0,0,-1
SO-001138,1,7,production_delay,0,0,7
SO-001139,1,9,quality_hold,0,0,7
SO-001140,1,4,production_delay,0,0,4
SO-001141,1,1,production_delay,0,0,1
SO-001142,1,9,material_shortage,1,0,10
SO-001143,1,2,production_delay,0,1,2
SO-001144,1,4,quality_hold,0,0,4
SO-001145,0,0,on_time,0,0,1
SO-001146,1,2,production_delay,0,0,2
SO-001147,1,8,material_shortage,0,0,6
SO-001148,1,2,material_shortage,0,0,2
SO-001149,0,0,on_time,0,0,1
SO-001150,1,1,production_delay,1,0,3
SO-001151,1,10,quality_hold,0,1,8
SO-001152,1,1,production_delay,0,0,0
SO-001153,1,5,production_delay,0,0,4
SO-001154,1,3,logistics,0,0,2
SO-001155,0,0,on_time,0,0,-1
SO-001156,1,4,logistics,0,0,4
SO-001157,1,10,production_delay,0,1,10
SO-001158,1,4,material_shortage,0,0,2
SO-001160,1,5,logistics,0,0,3
SO-001161,1,8,production_delay,0,0,6
SO-001162,1,5,production_delay,0,0,3
SO-001163,1,2,production_delay,0,0,2
SO-001164,1,3,logistics,0,1,2
SO-001165,1,3,production_delay,0,0,3
SO-001166,1,1,production_delay,0,0,3
SO-001167,1,2,production_delay,0,0,2
SO-001168,1,7,quality_hold,0,0,7
SO-001169,1,7,production_delay,0,0,5
SO-001170,1,1,logistics,0,0,2
SO-001171,1,3,production_delay,0,0,3
SO-001172,1,9,material_shortage,1,0,9
SO-001173,1,9,logistics,0,0,7
SO-001174,1,5,logistics,0,0,6
SO-001175,0,0,on_time,0,0,-1
SO-001176,1,8,quality_hold,0,1,7
SO-001177,1,3,production_delay,0,0,3
SO-001178,1,6,production_delay,0,0,5
SO-001179,1,5,production_delay,0,0,5
SO-001180,1,7,logistics,0,0,7
SO-001181,1,9,material_shortage,1,0,10
SO-001183,1,5,production_delay,0,0,3
SO-001184,1,3,production_delay,0,0,2
SO-001185,1,6,production_delay,0,0,4
SO-001186,1,7,quality_hold,0,0,7
SO-001187,1,5,production_delay,0,0,6
SO-001188,1,8,production_delay,0,0,7
SO-001189,1,1,logistics,0,0,1
SO-001190,1,6,logistics,0,0,6
SO-001191,1,1,logistics,0,0,1
SO-001192,1,2,quality_hold,0,0,2
SO-001193,1,7,production_delay,0,0,7
SO-001194,1,2,quality_hold,0,0,0
SO-001195,0,0,on_time,0,0,1
SO-001196,0,0,on_time,0,0,1
SO-001197,1,4,quality_hold,0,0,4
SO-001198,1,9,production_delay,0,1,7
SO-001199,1,1,quality_hold,0,0,2
SO-001200,1,5,production_delay,0,0,6
SO-001201,1,7,logistics,0,0,7
SO-001202,1,5,production_delay,0,0,7
SO-001204,1,8,logistics,0,1,6
SO-001205,1,2,logistics,0,0,1
SO-001207,1,7,quality_hold,0,0,5
SO-001208,1,6,logistics,0,0,6
SO-001209,1,4,quality_hold,0,1,5
SO-001210,1,6,production_delay,0,1,8
SO-001211,1,8,production_delay,0,0,6
SO-001212,1,2,material_shortage,1,0,4
SO-001213,1,2,production_delay,0,0,4
SO-001214,0,0,on_time,0,0,-1
SO-001215,1,8,production_delay,0,0,7
SO-001216,1,5,production_delay,0,0,3
SO-001217,0,0,on_time,0,0,-1
SO-001218,1,3,logistics,0,0,2
SO-001219,0,0,on_time,0,0,1
SO-001220,0,0,on_time,0,0,1
SO-001221,1,2,production_delay,0,0,4
SO-001222,0,0,on_time,0,0,0
SO-001223,1,5,production_delay,0,0,7
SO-001224,1,6,production_delay,0,0,7
SO-001225,1,7,production_delay,0,0,6
SO-001226,0,0,on_time,0,0,0
SO-001228,1,8,logistics,0,0,6
SO-001229,1,3,logistics,0,0,5
SO-001230,1,4,quality_hold,0,0,2
SO-001231,1,1,logistics,0,0,-1
SO-001232,1,2,logistics,0,0,4
SO-001233,1,2,material_shortage,0,0,0
SO-001234,1,2,production_delay,0,0,1
SO-001235,1,4,material_shortage,0,0,4
SO-001236,1,3,logistics,0,0,2
SO-001237,1,4,production_delay,0,0,3
SO-001238,1,3,production_delay,0,0,4
SO-001239,1,5,production_delay,0,1,5
SO-001240,1,1,production_delay,0,0,3
SO-001241,1,7,logistics,0,1,7
SO-001242,1,2,logistics,0,1,4
SO-001243,1,1,production_delay,0,0,1
SO-001244,0,0,on_time,0,0,0
SO-001246,1,2,logistics,0,0,1
SO-001247,1,2,logistics,0,0,3
SO-001248,1,4,production_delay,0,0,3
SO-001249,1,7,logistics,0,0,7
SO-001250,1,3,production_delay,0,0,3
SO-001251,1,6,logistics,0,0,4
SO-001252,1,6,quality_hold,0,0,5
SO-001253,1,3,production_delay,0,1,3
SO-001254,1,6,logistics,0,0,4
SO-001255,1,4,production_delay,0,0,6
SO-001256,1,7,production_delay,0,0,5
SO-001257,1,4,production_delay,0,0,4
SO-001258,1,1,production_delay,0,0,1
SO-001259,1,9,logistics,1,0,11
SO-001260,1,6,production_delay,1,0,7
SO-001261,1,4,logistics,0,0,4
SO-001262,1,7,production_delay,0,0,6
SO-001263,1,4,material_shortage,0,0,2
SO-001264,1,5,logistics,0,0,5
SO-001265,0,0,on_time,0,0,0
SO-001266,1,7,material_shortage,0,0,7
SO-001267,1,2,logistics,0,0,4
SO-001268,1,7,quality_hold,0,0,7
SO-001269,1,6,production_delay,0,0,6
SO-001270,1,2,logistics,0,0,2
SO-001271,0,0,on_time,0,0,0
SO-001272,1,1,quality_hold,0,0,3
SO-001273,1,3,quality_hold,0,0,5
SO-001274,1,7,quality_hold,0,0,6
SO-001275,0,0,on_time,0,0,-1
SO-001276,0,0,on_time,0,0,0
SO-001277,1,9,production_delay,0,0,7
SO-001278,1,3,production_delay,0,0,1
SO-001279,1,7,logistics,0,0,7
SO-001280,1,1,quality_hold,0,0,1
SO-001281,1,2,production_delay,0,0,2
SO-001282,1,3,logistics,0,0,3
SO-001283,1,6,production_delay,0,0,4
SO-001284,1,2,quality_hold,0,0,4
SO-001285,1,3,logistics,0,0,5
SO-001286,1,2,production_delay,0,0,4
SO-001287,1,2,logistics,0,0,2
SO-001288,1,8,production_delay,0,0,6
SO-001289,1,5,production_delay,0,0,5
SO-001290,1,7,quality_hold,0,0,6
SO-001291,1,5,production_delay,0,0,5
SO-001292,1,1,logistics,0,0,-1
SO-001293,1,7,material_shortage,0,0,6
SO-001294,1,2,production_delay,0,0,2
SO-001295,1,9,production_delay,1,0,11
SO-001296,0,0,on_time,0,0,2
SO-001297,1,6,production_delay,0,0,6
SO-001298,1,4,quality_hold,0,0,4
SO-001299,1,2,logistics,0,0,1
SO-001301,1,6,material_shortage,0,0,6
SO-001302,0,0,on_time,0,0,-1
SO-001303,1,6,material_shortage,0,0,6
SO-001304,1,6,production_delay,0,0,6
SO-001305,0,0,on_time,0,0,-1
SO-001306,0,0,on_time,0,0,0
SO-001307,1,1,production_delay,0,0,2
SO-001308,1,1,quality_hold,0,0,1
SO-001309,0,0,on_time,0,0,0
SO-001310,1,3,production_delay,0,0,4
SO-001311,0,0,on_time,0,0,-1
SO-001312,1,3,quality_hold,0,0,3
SO-001313,1,5,production_delay,0,0,6
SO-001314,1,6,production_delay,0,0,6
SO-001315,1,8,production_delay,0,0,7
SO-001316,1,7,logistics,0,1,7
SO-001317,1,1,production_delay,0,0,1
SO-001318,0,0,on_time,0,0,0
SO-001319,1,2,quality_hold,0,1,2
SO-001320,1,2,quality_hold,0,0,4
SO-001321,0,0,on_time,0,0,0
SO-001322,1,1,production_delay,0,0,-1
SO-001323,1,4,production_delay,0,0,5
SO-001324,1,9,production_delay,0,0,7
SO-001325,1,2,logistics,0,0,2
SO-001326,0,0,on_time,0,0,-1
SO-001327,1,10,logistics,0,1,9
SO-001328,1,6,production_delay,0,0,4
SO-001329,0,0,on_time,0,0,0
SO-001330,1,8,production_delay,0,0,7
SO-001331,1,8,production_delay,0,0,7
SO-001332,0,0,on_time,0,0,0
SO-001333,1,6,quality_hold,0,1,5
SO-001334,1,2,logistics,0,0,2
SO-001335,1,4,material_shortage,0,0,6
SO-001336,1,3,production_delay,0,0,3
SO-001337,1,2,logistics,0,0,0
SO-001338,1,6,production_delay,0,0,4
SO-001339,1,6,production_delay,0,0,6
SO-001340,0,0,on_time,0,0,2
SO-001341,0,0,on_time,0,0,0
SO-001342,1,1,production_delay,0,0,1
SO-001343,1,8,quality_hold,0,0,7
SO-001344,1,7,logistics,0,0,6
SO-001345,1,2,production_delay,0,0,3
SO-001346,1,5,logistics,0,0,4
SO-001347,0,0,on_time,0,0,-1
SO-001348,1,6,material_shortage,0,0,7
SO-001349,0,0,on_time,0,0,-1
SO-001350,1,3,logistics,0,0,1
SO-001351,1,8,production_delay,0,0,7
SO-001352,1,1,production_delay,0,0,3
SO-001353,1,3,quality_hold,0,0,5
SO-001354,1,7,production_delay,0,0,6
SO-001355,1,1,quality_hold,0,0,3
SO-001356,1,7,production_delay,0,0,5
SO-001357,1,2,production_delay,0,0,2
SO-001359,1,9,material_shortage,1,0,9
SO-001360,1,5,production_delay,0,0,3
SO-001361,1,4,material_shortage,0,0,6
SO-001362,1,3,production_delay,0,0,3
SO-001363,1,5,logistics,0,0,4
SO-001364,1,11,production_delay,1,0,10
SO-001365,0,0,on_time,0,0,2
SO-001366,1,15,material_shortage,1,1,14
SO-001367,1,2,production_delay,0,0,1
SO-001368,1,5,production_delay,0,0,7
SO-001369,1,2,material_shortage,0,0,2
SO-001370,1,1,production_delay,0,0,3
SO-001371,1,7,material_shortage,1,0,8
SO-001372,0,0,on_time,0,0,0
SO-001373,1,3,logistics,0,0,4
SO-001374,1,6,logistics,0,0,4
SO-001375,1,2,production_delay,0,1,3
SO-001376,1,4,production_delay,0,0,5
SO-001377,1,3,production_delay,0,0,3
SO-001378,1,7,production_delay,0,1,5
SO-001379,1,9,production_delay,0,0,7
SO-001380,1,1,logistics,0,0,2
SO-001381,1,5,production_delay,0,0,3
SO-001382,0,0,on_time,0,1,2
SO-001383,1,2,quality_hold,0,0,1
SO-001384,0,0,on_time,0,0,1
SO-001385,1,4,production_delay,0,1,5
