run_id,defect_rate,high_defect_risk,dominant_defect_code,risk_prob
RUN-003122,0.03,0,DIMENSION,0.0433
RUN-003123,0.01,0,SCRATCH,0.0345
RUN-003124,0.016,0,SCRATCH,0.0289
RUN-003125,0.032,0,SURFACE_DENT,0.2958
RUN-003126,0.032,0,SOLDER_VOID,0.2392
RUN-003127,0.02,0,MISSING_PART,0.0616
RUN-003128,0.01,0,SURFACE_DENT,0.0428
RUN-003129,0.07,1,SURFACE_DENT,0.3698
RUN-003130,0.088,1,DIMENSION,0.4391
RUN-003131,0.088,1,SOLDER_VOID,0.6804
RUN-003132,0.1,1,SCRATCH,0.6976
RUN-003133,0.1,1,SURFACE_DENT,0.5873
RUN-003134,0.1,1,CONTAMINATION,0.6804
RUN-003135,0.008,0,SOLDER_VOID,0.2492
RUN-003136,0.0375,0,DIMENSION,0.2935
RUN-003137,0.14,1,SOLDER_VOID,0.7691
RUN-003138,0.13,1,SURFACE_DENT,0.7797
RUN-003139,0.1,1,SURFACE_DENT,0.5948
RUN-003140,0.1,1,DIMENSION,0.7768
RUN-003141,0.075,1,SOLDER_VOID,0.518
RUN-003142,0.1,1,SOLDER_VOID,0.522
RUN-003143,0.04,0,SCRATCH,0.2097
RUN-003144,0.032,0,CONTAMINATION,0.2202
RUN-003145,0.024,0,SCRATCH,0.1049
RUN-003146,0.0375,0,SCRATCH,0.2042
RUN-003147,0.055,1,SCRATCH,0.2465
RUN-003148,0.06,1,SCRATCH,0.3006
RUN-003149,0.0,0,NONE,0.0158
RUN-003150,0.04,0,SURFACE_DENT,0.0251
RUN-003151,0.05,0,SCRATCH,0.352
RUN-003152,0.0375,0,NONE,0.2816
RUN-003153,0.06,1,SURFACE_DENT,0.3787
RUN-003154,0.025,0,DIMENSION,0.2546
RUN-003155,0.025,0,SURFACE_DENT,0.2482
RUN-003156,0.056,1,SURFACE_DENT,0.3402
RUN-003157,0.02,0,SCRATCH,0.0705
RUN-003158,0.0,0,NONE,0.1084
RUN-003159,0.02,0,CONTAMINATION,0.1814
RUN-003160,0.04,0,CONTAMINATION,0.1645
RUN-003161,0.03,0,CONTAMINATION,0.0994
RUN-003162,0.02,0,SCRATCH,0.0764
RUN-003163,0.056,1,DIMENSION,0.1487
RUN-003164,0.04,0,SCRATCH,0.1427
RUN-003165,0.05,0,DIMENSION,0.2599
RUN-003166,0.045,0,SURFACE_DENT,0.2798
RUN-003167,0.04,0,SCRATCH,0.2429
RUN-003168,0.05,0,SURFACE_DENT,0.2202
RUN-003169,0.045,0,SOLDER_VOID,0.2764
RUN-003170,0.045,0,SCRATCH,0.3411
RUN-003171,0.06,1,SURFACE_DENT,0.3447
RUN-003172,0.06,1,NONE,0.296
RUN-003173,0.04,0,DIMENSION,0.1723
RUN-003174,0.064,1,CONTAMINATION,0.3614
RUN-003175,0.02,0,DIMENSION,0.1483
RUN-003176,0.0375,0,MISSING_PART,0.1365
RUN-003177,0.035,0,SURFACE_DENT,0.0869
RUN-003178,0.0,0,NONE,0.1539
RUN-003179,0.048,0,NONE,0.2029
RUN-003180,0.02,0,SCRATCH,0.1217
RUN-003181,0.02,0,SURFACE_DENT,0.1175
RUN-003182,0.02,0,DIMENSION,0.1139
RUN-003183,0.048,0,CONTAMINATION,0.1655
RUN-003184,0.056,1,SCRATCH,0.1735
RUN-003185,0.032,0,DIMENSION,0.1388
RUN-003186,0.0,0,NONE,0.0577
RUN-003187,0.04,0,DIMENSION,0.1679
RUN-003188,0.02,0,SOLDER_VOID,0.131
RUN-003189,0.02,0,SURFACE_DENT,0.123
RUN-003190,0.0,0,NONE,0.1265
RUN-003191,0.04,0,MISSING_PART,0.161
RUN-003192,0.03,0,SURFACE_DENT,0.1513
RUN-003193,0.06,1,MISSING_PART,0.3334
RUN-003194,0.025,0,SCRATCH,0.209
RUN-003195,0.04,0,SURFACE_DENT,0.2575
RUN-003196,0.0375,0,DIMENSION,0.2653
RUN-003197,0.1,1,SURFACE_DENT,0.6166
RUN-003198,0.12,1,SCRATCH,0.7116
RUN-003199,0.08,1,SCRATCH,0.5279
RUN-003200,0.104,1,CONTAMINATION,0.7059
RUN-003201,0.12,1,DIMENSION,0.6975
RUN-003202,0.12,1,SURFACE_DENT,0.7206
RUN-003203,0.02,0,SOLDER_VOID,0.0451
RUN-003204,0.02,0,SURFACE_DENT,0.0303
RUN-003205,0.035,0,CONTAMINATION,0.1594
RUN-003206,0.04,0,CONTAMINATION,0.1727
RUN-003207,0.02,0,SOLDER_VOID,0.1552
RUN-003208,0.05,0,MISSING_PART,0.1899
RUN-003209,0.07,1,MISSING_PART,0.4518
RUN-003210,0.07,1,DIMENSION,0.3688
RUN-003211,0.02,0,SCRATCH,0.1424
RUN-003212,0.025,0,DIMENSION,0.1385
RUN-003213,0.048,0,MISSING_PART,0.1587
RUN-003214,0.01,0,SURFACE_DENT,0.1376
RUN-003215,0.01,0,SOLDER_VOID,0.1431
RUN-003216,0.05,0,MISSING_PART,0.2494
RUN-003217,0.064,1,NONE,0.4168
RUN-003218,0.056,1,MISSING_PART,0.447
RUN-003219,0.072,1,SCRATCH,0.4808
RUN-003220,0.08,1,MISSING_PART,0.4835
RUN-003221,0.1,1,CONTAMINATION,0.5743
RUN-003222,0.08,1,MISSING_PART,0.4969
RUN-003223,0.08,1,DIMENSION,0.5121
RUN-003224,0.04,0,DIMENSION,0.3625
RUN-003225,0.05,0,DIMENSION,0.1696
RUN-003226,0.025,0,SURFACE_DENT,0.1696
RUN-003227,0.05,0,MISSING_PART,0.3097
RUN-003228,0.03,0,CONTAMINATION,0.3434
RUN-003229,0.03,0,SURFACE_DENT,0.1538
RUN-003230,0.0125,0,SOLDER_VOID,0.1701
RUN-003231,0.02,0,NONE,0.1041
RUN-003232,0.01,0,SCRATCH,0.0622
RUN-003233,0.02,0,SCRATCH,0.1125
RUN-003234,0.032,0,CONTAMINATION,0.1941
RUN-003235,0.1,1,DIMENSION,0.5069
RUN-003236,0.04,0,DIMENSION,0.3775
RUN-003237,0.0375,0,SOLDER_VOID,0.1415
RUN-003238,0.02,0,SURFACE_DENT,0.0782
RUN-003239,0.0625,1,DIMENSION,0.2569
RUN-003240,0.04,0,SOLDER_VOID,0.2651
RUN-003241,0.04,0,DIMENSION,0.2129
RUN-003242,0.0,0,NONE,0.0925
RUN-003243,0.04,0,MISSING_PART,0.3012
RUN-003244,0.07,1,SOLDER_VOID,0.2962
RUN-003245,0.02,0,DIMENSION,0.0555
RUN-003246,0.0,0,NONE,0.0714
RUN-003247,0.03,0,CONTAMINATION,0.2174
RUN-003248,0.015,0,NONE,0.1889
RUN-003249,0.04,0,SOLDER_VOID,0.0673
RUN-003250,0.04,0,CONTAMINATION,0.1433
RUN-003251,0.04,0,SOLDER_VOID,0.2482
RUN-003252,0.05,0,SURFACE_DENT,0.2398
RUN-003253,0.15,1,SOLDER_VOID,0.7972
RUN-003254,0.13,1,SURFACE_DENT,0.7972
RUN-003255,0.11,1,SCRATCH,0.7729
RUN-003256,0.16,1,SOLDER_VOID,0.8749
RUN-003257,0.16,1,SOLDER_VOID,0.8749
RUN-003258,0.14,1,SURFACE_DENT,0.8695
RUN-003259,0.03,0,MISSING_PART,0.1238
RUN-003260,0.05,0,SURFACE_DENT,0.2348
RUN-003261,0.045,0,SURFACE_DENT,0.3183
RUN-003262,0.0625,1,SURFACE_DENT,0.1822
RUN-003263,0.072,1,SURFACE_DENT,0.3804
RUN-003264,0.08,1,DIMENSION,0.52
RUN-003265,0.075,1,SURFACE_DENT,0.4184
RUN-003266,0.04,0,SCRATCH,0.2342
RUN-003267,0.096,1,CONTAMINATION,0.5484
RUN-003268,0.07,1,MISSING_PART,0.5425
RUN-003269,0.05,0,SCRATCH,0.4372
RUN-003270,0.056,1,MISSING_PART,0.3129
RUN-003271,0.08,1,SURFACE_DENT,0.4356
RUN-003272,0.075,1,CONTAMINATION,0.5288
RUN-003273,0.08,1,SCRATCH,0.4848
RUN-003274,0.088,1,CONTAMINATION,0.5358
RUN-003275,0.0125,0,SOLDER_VOID,0.0251
RUN-003276,0.0375,0,CONTAMINATION,0.0386
RUN-003277,0.025,0,CONTAMINATION,0.0327
RUN-003278,0.0,0,NONE,0.0252
RUN-003279,0.0,0,NONE,0.022
RUN-003280,0.005,0,SOLDER_VOID,0.0329
RUN-003281,0.02,0,NONE,0.0135
RUN-003282,0.015,0,SOLDER_VOID,0.0358
RUN-003283,0.055,1,SOLDER_VOID,0.2814
RUN-003284,0.03,0,CONTAMINATION,0.2419
RUN-003285,0.04,0,SOLDER_VOID,0.2019
RUN-003286,0.04,0,SURFACE_DENT,0.2834
RUN-003287,0.04,0,MISSING_PART,0.1473
RUN-003288,0.02,0,SURFACE_DENT,0.1319
RUN-003289,0.06,1,DIMENSION,0.2257
RUN-003290,0.04,0,SURFACE_DENT,0.1667
RUN-003291,0.025,0,DIMENSION,0.2092
RUN-003292,0.075,1,SURFACE_DENT,0.308
RUN-003293,0.048,0,SCRATCH,0.2895
RUN-003294,0.075,1,DIMENSION,0.3114
RUN-003295,0.06,1,CONTAMINATION,0.1413
RUN-003296,0.025,0,SURFACE_DENT,0.1321
RUN-003297,0.02,0,DIMENSION,0.1404
RUN-003298,0.03,0,DIMENSION,0.0859
RUN-003299,0.03,0,SURFACE_DENT,0.1413
RUN-003300,0.02,0,MISSING_PART,0.1375
RUN-003301,0.024,0,CONTAMINATION,0.156
RUN-003302,0.008,0,SOLDER_VOID,0.1736
RUN-003303,0.016,0,DIMENSION,0.2082
RUN-003304,0.015,0,DIMENSION,0.1818
RUN-003305,0.045,0,SURFACE_DENT,0.2031
RUN-003306,0.04,0,SOLDER_VOID,0.2004
RUN-003307,0.0,0,NONE,0.0894
RUN-003308,0.005,0,DIMENSION,0.0813
RUN-003309,0.08,1,SURFACE_DENT,0.551
RUN-003310,0.11,1,CONTAMINATION,0.5715
RUN-003311,0.1,1,CONTAMINATION,0.5311
RUN-003312,0.08,1,DIMENSION,0.5549
RUN-003313,0.025,0,DIMENSION,0.0246
RUN-003314,0.025,0,CONTAMINATION,0.0542
RUN-003315,0.06,1,SCRATCH,0.1792
RUN-003316,0.035,0,DIMENSION,0.2736
RUN-003317,0.0375,0,CONTAMINATION,0.2364
RUN-003318,0.048,0,SCRATCH,0.2179
RUN-003319,0.024,0,MISSING_PART,0.0433
RUN-003320,0.01,0,SOLDER_VOID,0.0467
RUN-003321,0.02,0,DIMENSION,0.021
RUN-003322,0.0,0,NONE,0.0545
RUN-003323,0.02,0,SURFACE_DENT,0.0465
RUN-003324,0.008,0,DIMENSION,0.0596
RUN-003325,0.12,1,SCRATCH,0.7272
RUN-003326,0.13,1,CONTAMINATION,0.7311
RUN-003327,0.1,1,CONTAMINATION,0.641
RUN-003328,0.104,1,DIMENSION,0.6976
RUN-003329,0.1,1,SCRATCH,0.6908
RUN-003330,0.08,1,CONTAMINATION,0.6965
RUN-003331,0.05,0,SOLDER_VOID,0.1811
RUN-003332,0.015,0,MISSING_PART,0.1946
RUN-003333,0.05,0,NONE,0.2742
RUN-003334,0.03,0,MISSING_PART,0.2348
RUN-003335,0.04,1,SOLDER_VOID,0.1773
RUN-003336,0.016,0,SCRATCH,0.0828
RUN-003337,0.08,1,SCRATCH,0.305
RUN-003338,0.04,0,SURFACE_DENT,0.2836
RUN-003339,0.03,0,MISSING_PART,0.1299
RUN-003340,0.02,0,SCRATCH,0.1618
RUN-003341,0.088,1,SOLDER_VOID,0.4669
RUN-003342,0.0875,1,CONTAMINATION,0.5744
RUN-003343,0.048,0,MISSING_PART,0.3885
RUN-003344,0.096,1,CONTAMINATION,0.496
RUN-003345,0.06,1,DIMENSION,0.1857
RUN-003346,0.032,0,SURFACE_DENT,0.1683
RUN-003347,0.13,1,SURFACE_DENT,0.7078
RUN-003348,0.144,1,CONTAMINATION,0.824
RUN-003349,0.07,1,SOLDER_VOID,0.3869
RUN-003350,0.105,1,DIMENSION,0.5349
RUN-003351,0.032,0,SOLDER_VOID,0.1001
RUN-003352,0.0,0,NONE,0.1166
RUN-003353,0.02,0,SURFACE_DENT,0.0712
RUN-003354,0.008,0,DIMENSION,0.1524
RUN-003355,0.07,1,DIMENSION,0.4909
RUN-003356,0.104,1,DIMENSION,0.5464
RUN-003357,0.0375,0,SCRATCH,0.2222
RUN-003358,0.02,0,SURFACE_DENT,0.2035
RUN-003359,0.02,0,CONTAMINATION,0.1533
RUN-003360,0.048,0,SCRATCH,0.1783
RUN-003361,0.0375,0,DIMENSION,0.1996
RUN-003362,0.048,0,SURFACE_DENT,0.2601
RUN-003363,0.1125,1,SOLDER_VOID,0.7272
RUN-003364,0.09,1,MISSING_PART,0.6683
RUN-003365,0.1,1,DIMENSION,0.7011
RUN-003366,0.12,1,NONE,0.7283
RUN-003367,0.04,0,SCRATCH,0.1823
RUN-003368,0.0,0,NONE,0.1204
RUN-003369,0.025,0,NONE,0.1624
RUN-003370,0.05,0,SOLDER_VOID,0.1748
RUN-003371,0.005,0,DIMENSION,0.0337
RUN-003372,0.0,0,NONE,0.0348
RUN-003373,0.04,0,DIMENSION,0.2318
RUN-003374,0.0375,0,CONTAMINATION,0.2222
RUN-003375,0.0375,0,CONTAMINATION,0.2106
RUN-003376,0.04,0,SCRATCH,0.2195
RUN-003377,0.04,0,SURFACE_DENT,0.225
RUN-003378,0.02,1,CONTAMINATION,0.2074
RUN-003379,0.032,0,MISSING_PART,0.1053
RUN-003380,0.016,0,CONTAMINATION,0.1073
RUN-003381,0.008,0,NONE,0.1053
RUN-003382,0.0,0,NONE,0.0525
RUN-003383,0.024,0,DIMENSION,0.0669
RUN-003384,0.015,0,MISSING_PART,0.0848
RUN-003385,0.06,1,SOLDER_VOID,0.484
RUN-003386,0.075,1,SURFACE_DENT,0.472
RUN-003387,0.04,0,SURFACE_DENT,0.1653
RUN-003388,0.05,0,DIMENSION,0.2533
RUN-003389,0.032,0,DIMENSION,0.1981
RUN-003390,0.02,0,DIMENSION,0.1256
RUN-003391,0.06,1,DIMENSION,0.4969
RUN-003392,0.06,1,SURFACE_DENT,0.5069
RUN-003393,0.048,0,MISSING_PART,0.2745
RUN-003394,0.04,0,NONE,0.1998
RUN-003395,0.0125,0,DIMENSION,0.0534
RUN-003396,0.01,0,CONTAMINATION,0.0245
RUN-003397,0.035,0,CONTAMINATION,0.1091
RUN-003398,0.04,0,SURFACE_DENT,0.0973
RUN-003399,0.01,0,SCRATCH,0.0705
RUN-003400,0.02,0,SURFACE_DENT,0.1117
RUN-003401,0.0,0,NONE,0.1345
RUN-003402,0.01,0,SOLDER_VOID,0.1156
RUN-003403,0.07,1,DIMENSION,0.4332
RUN-003404,0.072,1,CONTAMINATION,0.455
RUN-003405,0.05,0,SURFACE_DENT,0.2215
RUN-003406,0.04,0,NONE,0.2385
RUN-003407,0.05,0,CONTAMINATION,0.2093
RUN-003408,0.06,1,DIMENSION,0.2313
RUN-003409,0.08,1,SURFACE_DENT,0.6012
RUN-003410,0.1,1,MISSING_PART,0.5154
RUN-003411,0.064,1,MISSING_PART,0.4087
RUN-003412,0.05,0,SCRATCH,0.3819
RUN-003413,0.03,0,SURFACE_DENT,0.264
RUN-003414,0.048,0,CONTAMINATION,0.3991
RUN-003415,0.008,0,MISSING_PART,0.0932
RUN-003416,0.05,0,NONE,0.1519
RUN-003417,0.008,0,SURFACE_DENT,0.1223
RUN-003418,0.01,0,SURFACE_DENT,0.1173
RUN-003419,0.03,0,SCRATCH,0.0732
RUN-003420,0.02,0,NONE,0.1276
RUN-003421,0.04,0,SURFACE_DENT,0.2006
RUN-003422,0.04,0,SOLDER_VOID,0.1993
RUN-003423,0.06,1,DIMENSION,0.2071
RUN-003424,0.05,0,MISSING_PART,0.2071
RUN-003425,0.08,1,SOLDER_VOID,0.4781
RUN-003426,0.06,1,MISSING_PART,0.3625
RUN-003427,0.05,0,SOLDER_VOID,0.2318
RUN-003428,0.02,0,DIMENSION,0.102
RUN-003429,0.05,0,SOLDER_VOID,0.3206
RUN-003430,0.05,0,CONTAMINATION,0.3196
RUN-003431,0.0375,0,SURFACE_DENT,0.2903
RUN-003432,0.04,0,DIMENSION,0.2315
RUN-003433,0.024,0,CONTAMINATION,0.1
RUN-003434,0.01,0,SOLDER_VOID,0.046
RUN-003435,0.04,0,NONE,0.2359
RUN-003436,0.02,0,SOLDER_VOID,0.1032
RUN-003437,0.02,0,MISSING_PART,0.1601
RUN-003438,0.04,0,SOLDER_VOID,0.199
RUN-003439,0.04,0,SURFACE_DENT,0.0811
RUN-003440,0.02,0,SURFACE_DENT,0.1283
RUN-003441,0.025,0,SCRATCH,0.1153
RUN-003442,0.0125,0,SURFACE_DENT,0.123
RUN-003443,0.02,0,SOLDER_VOID,0.0773
RUN-003444,0.0125,0,MISSING_PART,0.1301
RUN-003445,0.1,1,SOLDER_VOID,0.5506
RUN-003446,0.0875,1,MISSING_PART,0.5648
RUN-003447,0.1,1,CONTAMINATION,0.5227
RUN-003448,0.05,0,MISSING_PART,0.3822
RUN-003449,0.095,1,SOLDER_VOID,0.5703
RUN-003450,0.08,1,SURFACE_DENT,0.5369
RUN-003451,0.025,0,SURFACE_DENT,0.1355
RUN-003452,0.04,0,CONTAMINATION,0.2319
RUN-003453,0.04,0,SURFACE_DENT,0.2202
RUN-003454,0.04,0,DIMENSION,0.2459
RUN-003455,0.08,1,CONTAMINATION,0.4908
RUN-003456,0.096,1,SOLDER_VOID,0.4908
RUN-003457,0.02,0,NONE,0.1332
RUN-003458,0.072,1,DIMENSION,0.2897
RUN-003459,0.072,1,DIMENSION,0.3698
RUN-003460,0.0875,1,DIMENSION,0.522
RUN-003461,0.048,0,MISSING_PART,0.2367
RUN-003462,0.056,1,SCRATCH,0.2999
RUN-003463,0.02,0,SOLDER_VOID,0.1606
RUN-003464,0.075,1,DIMENSION,0.3127
RUN-003465,0.04,0,SCRATCH,0.2012
RUN-003466,0.05,0,SURFACE_DENT,0.2425
RUN-003467,0.04,0,SCRATCH,0.2727
RUN-003468,0.048,0,SURFACE_DENT,0.2827
RUN-003469,0.04,0,SCRATCH,0.1946
RUN-003470,0.064,1,SCRATCH,0.2306
RUN-003471,0.04,0,SOLDER_VOID,0.1317
RUN-003472,0.02,0,MISSING_PART,0.1575
RUN-003473,0.03,0,MISSING_PART,0.0896
RUN-003474,0.0,0,NONE,0.0286
RUN-003475,0.025,0,DIMENSION,0.1009
RUN-003476,0.024,0,SCRATCH,0.1366
RUN-003477,0.0625,1,SCRATCH,0.279
RUN-003478,0.05,0,MISSING_PART,0.2543
RUN-003479,0.02,0,SCRATCH,0.1906
RUN-003480,0.05,0,MISSING_PART,0.2755
RUN-003481,0.025,0,SCRATCH,0.0809
RUN-003482,0.04,0,SOLDER_VOID,0.0903
RUN-003483,0.035,0,NONE,0.2714
RUN-003484,0.06,1,SOLDER_VOID,0.2657
RUN-003485,0.07,1,SURFACE_DENT,0.2968
RUN-003486,0.04,0,MISSING_PART,0.2816
RUN-003487,0.12,1,NONE,0.7972
RUN-003488,0.1,1,NONE,0.7972
RUN-003489,0.048,0,DIMENSION,0.2328
RUN-003490,0.032,0,DIMENSION,0.1472
RUN-003491,0.04,0,DIMENSION,0.1884
RUN-003492,0.048,0,MISSING_PART,0.2163
RUN-003493,0.025,0,MISSING_PART,0.2397
RUN-003494,0.0625,1,CONTAMINATION,0.2792
RUN-003495,0.0375,0,SCRATCH,0.1791
RUN-003496,0.055,1,MISSING_PART,0.2757
RUN-003497,0.04,0,SURFACE_DENT,0.3524
RUN-003498,0.035,1,SCRATCH,0.296
RUN-003499,0.02,0,SOLDER_VOID,0.0914
RUN-003500,0.0125,0,SOLDER_VOID,0.1078
RUN-003501,0.02,0,SOLDER_VOID,0.0484
RUN-003502,0.0,0,NONE,0.021
RUN-003503,0.03,0,DIMENSION,0.1538
RUN-003504,0.02,0,SURFACE_DENT,0.1158
RUN-003505,0.05,0,SOLDER_VOID,0.1598
RUN-003506,0.005,0,NONE,0.1239
RUN-003507,0.04,0,SOLDER_VOID,0.3545
RUN-003508,0.04,0,SURFACE_DENT,0.1572
RUN-003509,0.0375,0,SURFACE_DENT,0.1301
RUN-003510,0.02,0,CONTAMINATION,0.1188
RUN-003511,0.088,1,SURFACE_DENT,0.5806
RUN-003512,0.056,1,DIMENSION,0.4229
RUN-003513,0.08,1,DIMENSION,0.5658
RUN-003514,0.09,1,DIMENSION,0.5935
RUN-003515,0.05,0,SCRATCH,0.2621
RUN-003516,0.04,0,SURFACE_DENT,0.3304
RUN-003517,0.07,1,SCRATCH,0.5175
RUN-003518,0.09,1,NONE,0.5617
RUN-003519,0.04,0,SURFACE_DENT,0.2857
RUN-003520,0.096,1,MISSING_PART,0.5569
RUN-003521,0.045,0,SOLDER_VOID,0.3357
RUN-003522,0.0625,1,SCRATCH,0.2654
RUN-003523,0.016,0,CONTAMINATION,0.0305
RUN-003524,0.0,0,NONE,0.0327
RUN-003525,0.02,0,SOLDER_VOID,0.1558
RUN-003526,0.025,0,CONTAMINATION,0.1295
RUN-003527,0.024,0,MISSING_PART,0.0358
RUN-003528,0.005,0,DIMENSION,0.0382
RUN-003529,0.075,1,DIMENSION,0.2816
RUN-003530,0.08,1,SCRATCH,0.3888
RUN-003531,0.05,1,MISSING_PART,0.1827
RUN-003532,0.025,0,SOLDER_VOID,0.2083
RUN-003533,0.1,1,DIMENSION,0.6581
RUN-003534,0.1375,1,SURFACE_DENT,0.8502
RUN-003535,0.02,0,SURFACE_DENT,0.037
RUN-003536,0.0125,0,DIMENSION,0.0321
RUN-003537,0.0,0,NONE,0.0358
RUN-003538,0.02,0,SOLDER_VOID,0.0362
RUN-003539,0.032,0,CONTAMINATION,0.2017
RUN-003540,0.02,0,SOLDER_VOID,0.118
RUN-003541,0.056,1,SURFACE_DENT,0.3763
RUN-003542,0.08,1,NONE,0.4147
RUN-003543,0.05,0,SCRATCH,0.2929
RUN-003544,0.07,1,DIMENSION,0.3819
RUN-003545,0.05,0,SURFACE_DENT,0.3115
RUN-003546,0.075,1,SOLDER_VOID,0.3876
RUN-003547,0.0875,1,CONTAMINATION,0.5742
RUN-003548,0.096,1,DIMENSION,0.5267
RUN-003549,0.07,1,CONTAMINATION,0.3771
RUN-003550,0.1,1,SURFACE_DENT,0.5992
RUN-003551,0.04,0,MISSING_PART,0.2094
RUN-003552,0.05,0,DIMENSION,0.1194
RUN-003553,0.06,1,SURFACE_DENT,0.2266
RUN-003554,0.04,0,CONTAMINATION,0.2165
RUN-003555,0.04,0,SCRATCH,0.1889
RUN-003556,0.03,0,CONTAMINATION,0.2094
RUN-003557,0.016,0,CONTAMINATION,0.0362
RUN-003558,0.02,0,SOLDER_VOID,0.0652
RUN-003559,0.0,0,NONE,0.0484
RUN-003560,0.0,0,NONE,0.0214
RUN-003561,0.08,1,SCRATCH,0.5585
RUN-003562,0.065,1,MISSING_PART,0.4868
RUN-003563,0.1,1,DIMENSION,0.5327
RUN-003564,0.08,1,NONE,0.4273
RUN-003565,0.085,1,DIMENSION,0.5753
RUN-003566,0.08,1,SURFACE_DENT,0.4828
RUN-003567,0.05,0,MISSING_PART,0.2425
RUN-003568,0.0625,1,DIMENSION,0.3113
RUN-003569,0.024,0,NONE,0.1677
RUN-003570,0.03,0,SURFACE_DENT,0.1388
RUN-003571,0.0,0,NONE,0.0611
RUN-003572,0.03,0,MISSING_PART,0.1053
RUN-003573,0.07,1,CONTAMINATION,0.4301
RUN-003574,0.02,0,SCRATCH,0.3152
RUN-003575,0.045,0,CONTAMINATION,0.2319
RUN-003576,0.04,0,MISSING_PART,0.2319
RUN-003577,0.07,1,SOLDER_VOID,0.2783
RUN-003578,0.03,0,DIMENSION,0.2134
RUN-003579,0.08,1,CONTAMINATION,0.5255
RUN-003580,0.088,1,SOLDER_VOID,0.5877
RUN-003581,0.015,0,SCRATCH,0.1678
RUN-003582,0.02,0,NONE,0.1125
RUN-003583,0.04,0,SURFACE_DENT,0.2477
RUN-003584,0.024,0,MISSING_PART,0.207
RUN-003585,0.05,0,DIMENSION,0.2439
RUN-003586,0.025,0,SURFACE_DENT,0.2247
RUN-003587,0.055,1,SOLDER_VOID,0.1739
RUN-003588,0.024,0,DIMENSION,0.1558
RUN-003589,0.03,0,CONTAMINATION,0.2401
RUN-003590,0.04,0,DIMENSION,0.2298
RUN-003591,0.01,0,CONTAMINATION,0.1323
RUN-003592,0.04,0,SCRATCH,0.1519
RUN-003593,0.04,0,SURFACE_DENT,0.1146
RUN-003594,0.048,0,NONE,0.1961
RUN-003595,0.04,0,CONTAMINATION,0.2019
RUN-003596,0.0,0,NONE,0.1032
RUN-003597,0.12,1,MISSING_PART,0.7272
RUN-003598,0.088,1,SURFACE_DENT,0.6234
RUN-003599,0.05,0,SCRATCH,0.3114
RUN-003600,0.0375,0,SCRATCH,0.2092
RUN-003601,0.105,1,SOLDER_VOID,0.6431
RUN-003602,0.125,1,CONTAMINATION,0.6809
RUN-003603,0.055,1,NONE,0.396
RUN-003604,0.08,1,SCRATCH,0.3771
RUN-003605,0.075,1,NONE,0.5838
RUN-003606,0.1,1,SOLDER_VOID,0.5642
RUN-003607,0.06,1,MISSING_PART,0.4304
RUN-003608,0.075,1,DIMENSION,0.4409
RUN-003609,0.008,0,MISSING_PART,0.0426
RUN-003610,0.015,0,SCRATCH,0.0662
RUN-003611,0.016,0,SCRATCH,0.0373
RUN-003612,0.0125,0,SCRATCH,0.0576
RUN-003613,0.02,0,CONTAMINATION,0.0461
RUN-003614,0.016,0,MISSING_PART,0.0361
RUN-003615,0.02,0,SCRATCH,0.0802
RUN-003616,0.0125,0,NONE,0.0538
RUN-003617,0.04,0,NONE,0.231
RUN-003618,0.056,1,SURFACE_DENT,0.2699
RUN-003619,0.04,0,CONTAMINATION,0.1089
RUN-003620,0.03,0,SCRATCH,0.1813
RUN-003621,0.01,0,DIMENSION,0.0649
RUN-003622,0.035,0,NONE,0.0896
RUN-003623,0.0375,0,SCRATCH,0.249
RUN-003624,0.05,1,SCRATCH,0.2794
RUN-003625,0.064,1,MISSING_PART,0.2538
RUN-003626,0.06,1,CONTAMINATION,0.2346
RUN-003627,0.02,0,DIMENSION,0.0331
RUN-003628,0.015,0,SURFACE_DENT,0.0413
RUN-003629,0.02,0,SURFACE_DENT,0.041
RUN-003630,0.01,0,DIMENSION,0.021
RUN-003631,0.02,0,SOLDER_VOID,0.0222
RUN-003632,0.04,0,SURFACE_DENT,0.0471
RUN-003633,0.0625,1,DIMENSION,0.2572
RUN-003634,0.06,1,SURFACE_DENT,0.2237
RUN-003635,0.05,0,DIMENSION,0.3762
RUN-003636,0.065,1,SCRATCH,0.408
RUN-003637,0.072,1,SURFACE_DENT,0.4099
RUN-003638,0.0375,0,SOLDER_VOID,0.2195
RUN-003639,0.0625,1,DIMENSION,0.3624
RUN-003640,0.065,1,SCRATCH,0.3181
RUN-003641,0.06,1,SURFACE_DENT,0.2148
RUN-003642,0.025,0,CONTAMINATION,0.1818
RUN-003643,0.04,0,SOLDER_VOID,0.2134
RUN-003644,0.02,0,MISSING_PART,0.1965
RUN-003645,0.08,1,CONTAMINATION,0.4769
RUN-003646,0.1,1,CONTAMINATION,0.7168
RUN-003647,0.1,1,SOLDER_VOID,0.545
RUN-003648,0.1,1,SCRATCH,0.5216
RUN-003649,0.08,1,SURFACE_DENT,0.551
RUN-003650,0.0875,1,CONTAMINATION,0.5833
RUN-003651,0.06,1,SOLDER_VOID,0.279
RUN-003652,0.04,0,CONTAMINATION,0.2139
RUN-003653,0.06,1,DIMENSION,0.251
RUN-003654,0.05,0,DIMENSION,0.2663
RUN-003655,0.05,0,SOLDER_VOID,0.2804
RUN-003656,0.072,1,SURFACE_DENT,0.3234
RUN-003657,0.024,0,SCRATCH,0.1552
