table_name,relative_path,column_name,data_type_hint,description,sensitive_or_private,suggested_use
shipment,01_raw/logistics/shipment.csv,sales_order_id,string,Sales order id.,no,key/join
shipment,01_raw/logistics/shipment.csv,order_line_id,string,Order line id.,no,key/join
shipment,01_raw/logistics/shipment.csv,customer_id,string,Customer identifier.,no,key/join
shipment,01_raw/logistics/shipment.csv,product_id,string,Product identifier.,no,key/join
shipment,01_raw/logistics/shipment.csv,ship_date,datetime,Ship date.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,promised_delivery_date,datetime,Promised delivery date.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,shipped_quantity,numeric,Shipped quantity.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,carrier,string,Carrier.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,distance_km,string,Distance km.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,late_delivery_flag,numeric,Binary target for late shipment.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,delay_days,numeric,Delay days.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,root_cause,string,Root cause.,no,analysis/modeling
shipment,01_raw/logistics/shipment.csv,source_system,string,Originating synthetic business system.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,tx_id,string,Tx id.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,block_timestamp,datetime,Block timestamp.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,material_lot_id,string,Material lot id.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,supplier_id,string,Supplier identifier.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,product_id,string,Product identifier.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,plant_id,string,Plant identifier.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,event_type,string,Event type.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,quantity,numeric,Quantity.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,quality_certificate_id,string,Quality certificate id.,no,key/join
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,previous_hash,string,Previous hash.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,transaction_hash,string,Transaction hash.,no,analysis/modeling
supply_chain_transaction,01_raw/blockchain/supply_chain_transaction.csv,smart_contract_id,string,Smart contract id.,no,key/join
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,contract_event_id,string,Contract event id.,no,key/join
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,tx_id,string,Tx id.,no,key/join
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,smart_contract_id,string,Smart contract id.,no,key/join
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,event_name,string,Event name.,no,analysis/modeling
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,event_status,string,Event status.,no,analysis/modeling
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,rule_triggered,string,Rule triggered.,no,analysis/modeling
smart_contract_event,01_raw/blockchain/smart_contract_event.csv,audit_flag,numeric,Audit flag.,no,analysis/modeling
federated_client_map,01_raw/privacy/federated_client_map.csv,client_id,string,Client id.,no,key/join
federated_client_map,01_raw/privacy/federated_client_map.csv,plant_id,string,Plant identifier.,no,key/join
federated_client_map,01_raw/privacy/federated_client_map.csv,sample_count,numeric,Sample count.,no,analysis/modeling
federated_client_map,01_raw/privacy/federated_client_map.csv,federated_learning_use,numeric,Federated learning use.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,operator_hash,string,Operator hash.,synthetic_pseudonymous,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,plant_id,string,Plant identifier.,no,key/join
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,shift_preference,string,Shift preference.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,certification_level,string,Certification level.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,age_band_synthetic,string,Age band synthetic.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,employment_type,string,Employment type.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,k_anonymity_group_size,string,K anonymity group size.,no,analysis/modeling
privacy_risk_records,01_raw/privacy/privacy_risk_records.csv,privacy_risk_level,string,Privacy risk level.,no,analysis/modeling
maintenance_notes,01_raw/nlp/maintenance_notes.csv,note_id,string,Note id.,no,key/join
maintenance_notes,01_raw/nlp/maintenance_notes.csv,maintenance_id,string,Maintenance id.,no,key/join
maintenance_notes,01_raw/nlp/maintenance_notes.csv,machine_id,string,Machine identifier.,no,key/join
maintenance_notes,01_raw/nlp/maintenance_notes.csv,note_datetime,datetime,Note datetime.,no,analysis/modeling
maintenance_notes,01_raw/nlp/maintenance_notes.csv,note_text,string,Note text.,no,analysis/modeling
maintenance_notes,01_raw/nlp/maintenance_notes.csv,intent_label,string,Intent label.,no,analysis/modeling
maintenance_notes,01_raw/nlp/maintenance_notes.csv,contains_safety_issue,string,Contains safety issue.,no,analysis/modeling
defect_image_metadata,01_raw/images/defect_image_metadata.csv,image_id,string,Image id.,no,key/join
defect_image_metadata,01_raw/images/defect_image_metadata.csv,relative_path,string,Relative path.,no,analysis/modeling
defect_image_metadata,01_raw/images/defect_image_metadata.csv,defect_class,string,Defect class.,no,analysis/modeling
defect_image_metadata,01_raw/images/defect_image_metadata.csv,severity_level,string,Severity level.,no,analysis/modeling
defect_image_metadata,01_raw/images/defect_image_metadata.csv,product_id,string,Product identifier.,no,key/join
defect_image_metadata,01_raw/images/defect_image_metadata.csv,run_id,string,Production run identifier.,no,key/join
defect_image_metadata,01_raw/images/defect_image_metadata.csv,split,string,Split.,no,analysis/modeling
defect_image_metadata,01_raw/images/defect_image_metadata.csv,image_note,string,Image note.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,date,datetime,Date.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,year,string,Year.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,month,string,Month.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,month_name,string,Month name.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,week_of_year,string,Week of year.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,day_of_week,string,Day of week.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,is_weekend,string,Is weekend.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,is_holiday,string,Is holiday.,no,analysis/modeling
dim_date,02_clean/star_schema/dim_date.csv,fiscal_year,string,Fiscal year.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,plant_id,string,Plant identifier.,no,key/join
dim_plant,02_clean/star_schema/dim_plant.csv,plant_name,string,Plant name.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,region,string,Region.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,country,numeric,Country.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,timezone,datetime,Timezone.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,utc_offset,string,Utc offset.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,latitude,string,Latitude.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,longitude,string,Longitude.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,industry_cluster,string,Industry cluster.,no,analysis/modeling
dim_plant,02_clean/star_schema/dim_plant.csv,capacity_units_per_day,string,Capacity units per day.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,line_id,string,Production line identifier.,no,key/join
dim_line,02_clean/star_schema/dim_line.csv,plant_id,string,Plant identifier.,no,key/join
dim_line,02_clean/star_schema/dim_line.csv,line_name,string,Line name.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,line_type,string,Line type.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,technology_level,string,Technology level.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,shift_pattern,string,Shift pattern.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,design_rate_units_per_hour,numeric,Design rate units per hour.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,commission_date,datetime,Commission date.,no,analysis/modeling
dim_line,02_clean/star_schema/dim_line.csv,active_flag,numeric,Active flag.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,machine_id,string,Machine identifier.,no,key/join
dim_machine,02_clean/star_schema/dim_machine.csv,plant_id,string,Plant identifier.,no,key/join
dim_machine,02_clean/star_schema/dim_machine.csv,line_id,string,Production line identifier.,no,key/join
dim_machine,02_clean/star_schema/dim_machine.csv,machine_name,string,Machine name.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,machine_type,string,Machine type.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,manufacturer,string,Manufacturer.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,install_date,datetime,Install date.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,machine_age_years,string,Machine age years.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,criticality,string,Criticality.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,nominal_speed_rpm,numeric,Nominal speed rpm.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,sensor_enabled,string,Sensor enabled.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,maintenance_interval_days,numeric,Maintenance interval days.,no,analysis/modeling
dim_machine,02_clean/star_schema/dim_machine.csv,edge_device_id,string,Edge device id.,no,key/join
dim_machine,02_clean/star_schema/dim_machine.csv,source_system_machine_code,string,Source system machine code.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,product_id,string,Product identifier.,no,key/join
dim_product,02_clean/star_schema/dim_product.csv,product_name,string,Product name.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,product_family,string,Product family.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,complexity_score,numeric,Complexity score.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,standard_cycle_seconds,string,Standard cycle seconds.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,standard_scrap_rate,numeric,Standard scrap rate.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,standard_energy_kwh_per_unit,numeric,Standard energy kwh per unit.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,primary_supplier_id,string,Primary supplier id.,no,key/join
dim_product,02_clean/star_schema/dim_product.csv,material_id,string,Material id.,no,key/join
dim_product,02_clean/star_schema/dim_product.csv,standard_unit_cost,numeric,Standard unit cost.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,list_price,string,List price.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,launch_date,datetime,Launch date.,no,analysis/modeling
dim_product,02_clean/star_schema/dim_product.csv,active_flag,numeric,Active flag.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,customer_id,string,Customer identifier.,no,key/join
dim_customer,02_clean/star_schema/dim_customer.csv,customer_name,string,Customer name.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,region,string,Region.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,country,numeric,Country.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,customer_segment,string,Customer segment.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,priority_level,string,Priority level.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,credit_risk_score,numeric,Credit risk score.,no,analysis/modeling
dim_customer,02_clean/star_schema/dim_customer.csv,created_date,datetime,Created date.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,date,datetime,Date.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,plant_id,string,Plant identifier.,no,key/join
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,line_id,string,Production line identifier.,no,key/join
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,planned_quantity,numeric,Planned quantity.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,good_quantity,numeric,Good quantity.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,scrap_quantity,numeric,Scrap quantity.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,rework_quantity,numeric,Rework quantity.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,runtime_minutes,datetime,Runtime minutes.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,downtime_minutes,datetime,Downtime minutes.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,energy_kwh,numeric,Energy kwh.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,availability,string,Availability.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,performance,string,Performance.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,quality,string,Quality.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,oee,numeric,Oee.,no,analysis/modeling
fact_production_daily,02_clean/star_schema/fact_production_daily.csv,energy_intensity_kwh_per_good_unit,numeric,Energy intensity kwh per good unit.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,date,datetime,Date.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,product_id,string,Product identifier.,no,key/join
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,machine_id,string,Machine identifier.,no,key/join
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,inspection_count,numeric,Inspection count.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,sample_size,string,Sample size.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,defect_count,numeric,Defect count.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,fail_count,numeric,Fail count.,no,analysis/modeling
fact_quality_daily,02_clean/star_schema/fact_quality_daily.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,invoice_id,string,Invoice id.,no,key/join
fact_sales,02_clean/star_schema/fact_sales.csv,sales_order_id,string,Sales order id.,no,key/join
fact_sales,02_clean/star_schema/fact_sales.csv,invoice_date,datetime,Invoice date.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,customer_id,string,Customer identifier.,no,key/join
fact_sales,02_clean/star_schema/fact_sales.csv,product_id,string,Product identifier.,no,key/join
fact_sales,02_clean/star_schema/fact_sales.csv,quantity,numeric,Quantity.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,gross_amount,numeric,Gross amount.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,discount_amount,numeric,Discount amount.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,net_amount,numeric,Net amount.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,standard_cost,numeric,Standard cost.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,margin_amount,numeric,Margin amount.,no,analysis/modeling
fact_sales,02_clean/star_schema/fact_sales.csv,payment_status,string,Payment status.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,shipment_id,string,Shipment id.,no,key/join
fact_shipment,02_clean/star_schema/fact_shipment.csv,sales_order_id,string,Sales order id.,no,key/join
fact_shipment,02_clean/star_schema/fact_shipment.csv,order_line_id,string,Order line id.,no,key/join
fact_shipment,02_clean/star_schema/fact_shipment.csv,customer_id,string,Customer identifier.,no,key/join
fact_shipment,02_clean/star_schema/fact_shipment.csv,product_id,string,Product identifier.,no,key/join
fact_shipment,02_clean/star_schema/fact_shipment.csv,ship_date,datetime,Ship date.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,promised_delivery_date,datetime,Promised delivery date.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,shipped_quantity,numeric,Shipped quantity.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,carrier,string,Carrier.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,distance_km,string,Distance km.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,late_delivery_flag,numeric,Binary target for late shipment.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,delay_days,numeric,Delay days.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,root_cause,string,Root cause.,no,analysis/modeling
fact_shipment,02_clean/star_schema/fact_shipment.csv,source_system,string,Originating synthetic business system.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,machine_id,string,Machine identifier.,no,key/join
machine_failure_features,03_features/machine_failure_features.csv,plant_id,string,Plant identifier.,no,key/join
machine_failure_features,03_features/machine_failure_features.csv,line_id,string,Production line identifier.,no,key/join
machine_failure_features,03_features/machine_failure_features.csv,feature_date,datetime,Feature date.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,avg_vibration_24h,numeric,Avg vibration 24h.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,alarm_count_24h,numeric,Alarm count 24h.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,downtime_count_7d,datetime,Downtime count 7d.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,runtime_hours_since_maintenance,datetime,Runtime hours since maintenance.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,machine_age_years,string,Machine age years.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,maintenance_overdue_flag,numeric,Maintenance overdue flag.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,failure_within_24h,string,Failure within 24h.,no,analysis/modeling
machine_failure_features,03_features/machine_failure_features.csv,failure_within_7d,string,Binary target for machine failure within seven days.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,run_id,string,Production run identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,plant_id,string,Plant identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,line_id,string,Production line identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,machine_id,string,Machine identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,product_id,string,Product identifier.,no,key/join
quality_risk_features,03_features/quality_risk_features.csv,feature_date,datetime,Feature date.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
quality_risk_features,03_features/quality_risk_features.csv,split,string,Split.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,run_id,string,Production run identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,plant_id,string,Plant identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,line_id,string,Production line identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,machine_id,string,Machine identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,product_id,string,Product identifier.,no,key/join
automl_modeling_table,03_features/automl_modeling_table.csv,feature_date,datetime,Feature date.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
automl_modeling_table,03_features/automl_modeling_table.csv,split,string,Split.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,sales_order_id,string,Sales order id.,no,key/join
delivery_risk_features,03_features/delivery_risk_features.csv,customer_id,string,Customer identifier.,no,key/join
delivery_risk_features,03_features/delivery_risk_features.csv,product_id,string,Product identifier.,no,key/join
delivery_risk_features,03_features/delivery_risk_features.csv,order_date,datetime,Order date.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,order_lead_time_days,datetime,Order lead time days.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,ordered_quantity,numeric,Ordered quantity.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,customer_priority,string,Customer priority.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,supplier_risk_rating,string,Supplier risk rating.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,material_shortage_flag,numeric,Material shortage flag.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,planned_capacity_utilization,string,Planned capacity utilization.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,historical_late_rate_customer,numeric,Historical late rate customer.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,production_delay_days,numeric,Production delay days.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,quality_hold_flag,numeric,Quality hold flag.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,shipment_distance_km,string,Shipment distance km.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,late_delivery_flag,numeric,Binary target for late shipment.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,delay_days,numeric,Delay days.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,root_cause,string,Root cause.,no,analysis/modeling
delivery_risk_features,03_features/delivery_risk_features.csv,split,string,Split.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,date,datetime,Date.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,product_id,string,Product identifier.,no,key/join
demand_forecast_daily,03_features/demand_forecast_daily.csv,product_family,string,Product family.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,actual_order_quantity,numeric,Actual order quantity.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,promotion_flag,numeric,Promotion flag.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,holiday_flag,numeric,Holiday flag.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,season_index,string,Season index.,no,analysis/modeling
demand_forecast_daily,03_features/demand_forecast_daily.csv,price_index,string,Price index.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,date,datetime,Date.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,plant_id,string,Plant identifier.,no,key/join
oee_daily_line,03_features/oee_daily_line.csv,line_id,string,Production line identifier.,no,key/join
oee_daily_line,03_features/oee_daily_line.csv,planned_quantity,numeric,Planned quantity.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,good_quantity,numeric,Good quantity.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,scrap_quantity,numeric,Scrap quantity.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,rework_quantity,numeric,Rework quantity.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,runtime_minutes,datetime,Runtime minutes.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,downtime_minutes,datetime,Downtime minutes.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,energy_kwh,numeric,Energy kwh.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,availability,string,Availability.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,performance,string,Performance.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,quality,string,Quality.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,oee,numeric,Oee.,no,analysis/modeling
oee_daily_line,03_features/oee_daily_line.csv,energy_intensity_kwh_per_good_unit,numeric,Energy intensity kwh per good unit.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,run_id,string,Production run identifier.,no,key/join
monitoring_reference,03_features/monitoring_reference.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
monitoring_reference,03_features/monitoring_reference.csv,plant_id,string,Plant identifier.,no,key/join
monitoring_reference,03_features/monitoring_reference.csv,line_id,string,Production line identifier.,no,key/join
monitoring_reference,03_features/monitoring_reference.csv,machine_id,string,Machine identifier.,no,key/join
monitoring_reference,03_features/monitoring_reference.csv,product_id,string,Product identifier.,no,key/join
