tx_id,block_timestamp,material_lot_id,supplier_id,product_id,plant_id,event_type,quantity,quality_certificate_id,previous_hash,transaction_hash,smart_contract_id
TX-0000739,2026-05-22 18:23:00,LOT-SUP-013-20260522-015,SUP-013,PRD-079,P02,material_received,10937,,f3d14dfa9feb48ee,5989896704ed119c,SC-009
TX-0000740,2025-08-15 14:25:00,LOT-SUP-012-20250815-012,SUP-012,PRD-012,P01,quality_certificate,18878,QCERT-00091,5989896704ed119c,88c5776d8f337f34,SC-012
TX-0000741,2026-01-18 00:54:00,LOT-SUP-013-20260118-023,SUP-013,PRD-079,P01,material_received,15755,,88c5776d8f337f34,e3c451dd2d52cdfa,SC-002
TX-0000742,2026-01-30 09:34:00,LOT-SUP-012-20260130-015,SUP-012,PRD-006,P03,quality_certificate,2927,QCERT-00780,e3c451dd2d52cdfa,5c7fdc5c3a531afa,SC-005
TX-0000743,2025-08-16 05:16:00,LOT-SUP-013-20250816-021,SUP-013,PRD-058,P02,material_received,8299,,5c7fdc5c3a531afa,c6680d181a95ee89,SC-009
TX-0000744,2026-07-17 22:41:00,LOT-SUP-001-20260717-022,SUP-001,PRD-068,P01,shipment_handover,13941,,c6680d181a95ee89,e40361733f3a479e,SC-005
TX-0000745,2025-08-30 15:41:00,LOT-SUP-005-20250830-034,SUP-005,PRD-005,P02,shipment_handover,5971,,e40361733f3a479e,1c1067039a1fb4dc,SC-005
TX-0000746,2025-11-09 17:44:00,LOT-SUP-008-20251109-024,SUP-008,PRD-053,P02,material_received,13193,,1c1067039a1fb4dc,64359fb0aa7a6dd6,SC-002
TX-0000747,2026-06-17 17:56:00,LOT-SUP-011-20260617-032,SUP-011,PRD-017,P01,quality_certificate,12739,QCERT-00727,64359fb0aa7a6dd6,79aafbd0e6bed207,SC-010
TX-0000748,2026-03-06 05:05:00,LOT-SUP-015-20260306-016,SUP-015,PRD-031,P03,quality_certificate,24510,QCERT-00529,79aafbd0e6bed207,e0ef561a650f94c9,SC-001
TX-0000749,2025-12-25 02:24:00,LOT-SUP-015-20251225-020,SUP-015,PRD-003,P01,shipment_handover,16394,,e0ef561a650f94c9,7d323f57ceebeef2,SC-006
TX-0000750,2025-11-06 00:34:00,LOT-SUP-010-20251106-025,SUP-010,PRD-010,P03,quality_certificate,17100,QCERT-00693,7d323f57ceebeef2,be204a04d20655a1,SC-001
TX-0000751,2026-02-21 17:05:00,LOT-SUP-009-20260221-050,SUP-009,PRD-051,P02,line_release,7993,QCERT-00514,be204a04d20655a1,13011fc8ef07f18b,SC-009
TX-0000752,2026-04-25 02:59:00,LOT-SUP-007-20260425-033,SUP-007,PRD-055,P03,material_received,11829,,13011fc8ef07f18b,e3a178862177696e,SC-009
TX-0000753,2026-04-15 19:58:00,LOT-SUP-007-20260415-052,SUP-007,PRD-055,P03,finished_goods,13516,,e3a178862177696e,f3d59732128d1a5b,SC-007
TX-0000754,2025-10-24 18:52:00,LOT-SUP-003-20251024-007,SUP-003,PRD-071,P03,line_release,10030,QCERT-00479,f3d59732128d1a5b,ec012588fa82acf1,SC-001
TX-0000755,2026-02-25 06:11:00,LOT-SUP-003-20260225-033,SUP-003,PRD-071,P03,shipment_handover,20803,,ec012588fa82acf1,4bc951188d282d48,SC-002
TX-0000756,2026-03-12 17:51:00,LOT-SUP-005-20260312-013,SUP-005,PRD-023,P01,finished_goods,15729,,4bc951188d282d48,b2a9be4d983c1dd5,SC-003
TX-0000757,2026-04-07 16:15:00,LOT-SUP-010-20260407-050,SUP-010,PRD-076,P02,shipment_handover,17691,,b2a9be4d983c1dd5,cacc26b452baf801,SC-008
TX-0000758,2026-01-05 08:52:00,LOT-SUP-005-20260105-053,SUP-005,PRD-005,P02,line_release,19167,QCERT-00080,cacc26b452baf801,91ce75206a2e4975,SC-007
TX-0000759,2026-04-10 19:42:00,LOT-SUP-009-20260410-055,SUP-009,PRD-077,P03,quality_certificate,18341,QCERT-00900,91ce75206a2e4975,c5859b9f2f175c0f,SC-007
TX-0000760,2025-08-09 20:40:00,LOT-SUP-002-20250809-048,SUP-002,PRD-001,P02,shipment_handover,3710,,c5859b9f2f175c0f,57bb70615551b56d,SC-004
TX-0000761,2026-07-18 01:51:00,LOT-SUP-015-20260718-004,SUP-015,PRD-003,P01,material_received,14698,,57bb70615551b56d,349ae792724e2f69,SC-006
TX-0000762,2026-03-14 15:31:00,LOT-SUP-010-20260314-030,SUP-010,PRD-076,P03,line_release,4616,QCERT-00637,349ae792724e2f69,caaeccc1429b1203,SC-012
TX-0000763,2026-01-04 19:25:00,LOT-SUP-009-20260104-042,SUP-009,PRD-048,P02,finished_goods,15627,,caaeccc1429b1203,fe2455a24d32ced9,SC-004
TX-0000764,2026-02-26 11:09:00,LOT-SUP-003-20260226-022,SUP-003,PRD-020,P01,material_received,23205,,fe2455a24d32ced9,5a5cfea857d1d9b4,SC-010
TX-0000765,2026-07-31 14:23:00,LOT-SUP-004-20260731-045,SUP-004,PRD-050,P03,line_release,12905,QCERT-00483,5a5cfea857d1d9b4,f76f1bef0e17a74f,SC-003
TX-0000766,2026-03-22 19:58:00,LOT-SUP-005-20260322-053,SUP-005,PRD-038,P03,shipment_handover,21026,,f76f1bef0e17a74f,12aab19b7a7c3f0b,SC-005
TX-0000767,2025-11-13 01:35:00,LOT-SUP-016-20251113-054,SUP-016,PRD-043,P02,finished_goods,20214,,12aab19b7a7c3f0b,d9fdc60b303f1c7d,SC-009
TX-0000768,2025-10-08 23:46:00,LOT-SUP-005-20251008-011,SUP-005,PRD-016,P03,finished_goods,6252,,d9fdc60b303f1c7d,d416f9a8690d4939,SC-005
TX-0000769,2026-01-08 06:50:00,LOT-SUP-008-20260108-049,SUP-008,PRD-026,P02,finished_goods,23079,,d416f9a8690d4939,599854a80b6d0bf6,SC-012
TX-0000770,2026-03-27 09:14:00,LOT-SUP-015-20260327-001,SUP-015,PRD-021,P01,shipment_handover,13567,,599854a80b6d0bf6,94d2ae0b17f98e61,SC-002
TX-0000771,2026-02-06 22:39:00,LOT-SUP-007-20260206-053,SUP-007,PRD-070,P03,finished_goods,15684,,94d2ae0b17f98e61,94878422f7afe7b5,SC-004
TX-0000772,2026-03-14 07:08:00,LOT-SUP-015-20260314-055,SUP-015,PRD-013,P01,finished_goods,5745,,94878422f7afe7b5,6d77edefaf0a27cc,SC-008
TX-0000773,2025-09-26 19:42:00,LOT-SUP-001-20250926-030,SUP-001,PRD-011,P01,finished_goods,3443,,6d77edefaf0a27cc,bf4c50326cb8f90f,SC-006
TX-0000774,2025-11-18 12:26:00,LOT-SUP-005-20251118-050,SUP-005,PRD-023,P01,quality_certificate,7604,QCERT-00294,bf4c50326cb8f90f,6ac0b91fcc74e8db,SC-002
TX-0000775,2025-10-29 10:40:00,LOT-SUP-002-20251029-008,SUP-002,PRD-027,P03,material_received,17215,,6ac0b91fcc74e8db,d886eb0ab438ec34,SC-011
TX-0000776,2026-01-04 13:52:00,LOT-SUP-009-20260104-059,SUP-009,PRD-039,P01,line_release,2272,QCERT-00332,d886eb0ab438ec34,12df29301fd4cfd5,SC-001
TX-0000777,2026-01-10 12:52:00,LOT-SUP-005-20260110-054,SUP-005,PRD-005,P02,material_received,19704,,12df29301fd4cfd5,fcd27d75f8dd2fc3,SC-011
TX-0000778,2026-04-09 04:02:00,LOT-SUP-015-20260409-024,SUP-015,PRD-004,P03,line_release,10210,QCERT-00332,fcd27d75f8dd2fc3,b9b0c234be8d8152,SC-004
TX-0000779,2026-06-05 23:10:00,LOT-SUP-004-20260605-022,SUP-004,PRD-069,P02,finished_goods,14993,,b9b0c234be8d8152,b4d6f32e1acc74cb,SC-009
TX-0000780,2026-04-08 07:07:00,LOT-SUP-015-20260408-008,SUP-015,PRD-047,P02,line_release,2557,QCERT-00482,b4d6f32e1acc74cb,952722ad40aeee1d,SC-011
TX-0000781,2025-10-21 15:57:00,LOT-SUP-004-20251021-014,SUP-004,PRD-059,P02,finished_goods,8764,,952722ad40aeee1d,5f62a094dd46d3f4,SC-006
TX-0000782,2026-01-17 23:05:00,LOT-SUP-010-20260117-050,SUP-010,PRD-056,P03,line_release,9165,QCERT-00154,5f62a094dd46d3f4,bae09f2483770db7,SC-001
TX-0000783,2026-01-27 20:02:00,LOT-SUP-004-20260127-044,SUP-004,PRD-059,P02,line_release,9138,QCERT-00727,bae09f2483770db7,d252157b057827b8,SC-006
TX-0000784,2026-06-13 06:59:00,LOT-SUP-015-20260613-053,SUP-015,PRD-074,P01,quality_certificate,18393,QCERT-00449,d252157b057827b8,e91b22657c22adf7,SC-010
TX-0000785,2026-05-01 08:43:00,LOT-SUP-006-20260501-043,SUP-006,PRD-049,P02,material_received,11028,,e91b22657c22adf7,a4af941c2dd47c5f,SC-010
TX-0000786,2026-04-29 18:09:00,LOT-SUP-009-20260429-010,SUP-009,PRD-034,P01,shipment_handover,24713,,a4af941c2dd47c5f,d0830259cb7de753,SC-004
TX-0000787,2025-09-18 12:56:00,LOT-SUP-010-20250918-027,SUP-010,PRD-056,P03,material_received,5078,,d0830259cb7de753,66eca568d3fbe4bb,SC-004
TX-0000788,2026-01-27 06:00:00,LOT-SUP-005-20260127-039,SUP-005,PRD-022,P03,material_received,12897,,66eca568d3fbe4bb,422e2e7ed90ff7a2,SC-003
TX-0000789,2025-08-11 21:23:00,LOT-SUP-007-20250811-030,SUP-007,PRD-073,P01,finished_goods,12259,,422e2e7ed90ff7a2,353071154af9d3f4,SC-001
TX-0000790,2026-04-01 01:14:00,LOT-SUP-016-20260401-038,SUP-016,PRD-043,P02,line_release,19414,QCERT-00493,353071154af9d3f4,cad802e51ccaad0e,SC-004
TX-0000791,2026-03-18 01:18:00,LOT-SUP-011-20260318-031,SUP-011,PRD-075,P03,material_received,9573,,cad802e51ccaad0e,a8d8d54389dcfe17,SC-012
TX-0000792,2026-01-27 03:02:00,LOT-SUP-008-20260127-009,SUP-008,PRD-037,P03,material_received,11469,,a8d8d54389dcfe17,5d28df5b4838dfff,SC-010
TX-0000793,2026-04-15 15:51:00,LOT-SUP-015-20260415-018,SUP-015,PRD-074,P02,finished_goods,2933,,5d28df5b4838dfff,fb8b2e01cf13bb11,SC-003
TX-0000794,2025-09-23 03:22:00,LOT-SUP-009-20250923-051,SUP-009,PRD-051,P02,material_received,2875,,fb8b2e01cf13bb11,70645208681f267f,SC-011
TX-0000795,2026-03-14 12:00:00,LOT-SUP-008-20260314-026,SUP-008,PRD-007,P02,shipment_handover,13320,,70645208681f267f,e69cc7fdba040201,SC-007
TX-0000796,2025-11-26 03:07:00,LOT-SUP-002-20251126-003,SUP-002,PRD-042,P01,material_received,17032,,e69cc7fdba040201,9ef161e195d61987,SC-004
TX-0000797,2025-12-10 12:00:00,LOT-SUP-004-20251210-049,SUP-004,PRD-050,P01,line_release,7442,QCERT-00773,9ef161e195d61987,de2db544b3bfb805,SC-002
TX-0000798,2026-07-29 00:48:00,LOT-SUP-017-20260729-054,SUP-017,PRD-030,P02,material_received,2871,,de2db544b3bfb805,fafbb121ffaf7a12,SC-007
TX-0000799,2025-09-19 20:08:00,LOT-SUP-005-20250919-004,SUP-005,PRD-023,P01,material_received,18265,,fafbb121ffaf7a12,dd60d1d938e03f26,SC-005
TX-0000800,2025-09-06 17:45:00,LOT-SUP-002-20250906-058,SUP-002,PRD-064,P01,line_release,18855,QCERT-00626,dd60d1d938e03f26,91c98acde690bf29,SC-010
TX-0000801,2025-09-08 10:47:00,LOT-SUP-012-20250908-060,SUP-012,PRD-006,P03,finished_goods,887,,91c98acde690bf29,21f0a9be83a6b9a8,SC-011
TX-0000802,2025-12-07 09:56:00,LOT-SUP-017-20251207-052,SUP-017,PRD-061,P03,finished_goods,14552,,21f0a9be83a6b9a8,747c03592a471740,SC-006
TX-0000803,2025-12-23 03:47:00,LOT-SUP-008-20251223-051,SUP-008,PRD-002,P03,quality_certificate,21528,QCERT-00053,747c03592a471740,f08d7f15ea179889,SC-010
TX-0000804,2026-04-11 23:04:00,LOT-SUP-005-20260411-060,SUP-005,PRD-041,P01,finished_goods,9362,,f08d7f15ea179889,247cd2398cbaa794,SC-005
TX-0000805,2026-06-29 06:22:00,LOT-SUP-015-20260629-043,SUP-015,PRD-013,P01,quality_certificate,4140,QCERT-00570,247cd2398cbaa794,a009ebd78a7d4836,SC-005
TX-0000806,2026-02-19 17:17:00,LOT-SUP-006-20260219-055,SUP-006,PRD-040,P02,line_release,8764,QCERT-00287,a009ebd78a7d4836,aae9d75be91732ee,SC-011
TX-0000807,2025-11-12 03:02:00,LOT-SUP-005-20251112-053,SUP-005,PRD-022,P03,material_received,8286,,aae9d75be91732ee,17fad83f0d9bdcb5,SC-011
TX-0000808,2026-04-19 11:19:00,LOT-SUP-013-20260419-060,SUP-013,PRD-058,P01,finished_goods,18102,,17fad83f0d9bdcb5,6d956f3cd322d684,SC-008
TX-0000809,2025-11-21 19:23:00,LOT-SUP-010-20251121-003,SUP-010,PRD-010,P01,shipment_handover,9049,,6d956f3cd322d684,26543407e8cfad7a,SC-007
TX-0000810,2026-06-27 23:04:00,LOT-SUP-001-20260627-007,SUP-001,PRD-068,P01,line_release,839,QCERT-00603,26543407e8cfad7a,391fba3adc7b0d3a,SC-002
TX-0000811,2026-02-02 15:46:00,LOT-SUP-009-20260202-015,SUP-009,PRD-032,P02,shipment_handover,4905,,391fba3adc7b0d3a,7a2c70eba7c965fc,SC-007
TX-0000812,2026-01-19 00:55:00,LOT-SUP-005-20260119-005,SUP-005,PRD-016,P03,quality_certificate,20326,QCERT-00468,7a2c70eba7c965fc,94764ae45b7c8ee4,SC-009
TX-0000813,2026-05-20 09:54:00,LOT-SUP-016-20260520-043,SUP-016,PRD-008,P02,material_received,13685,,94764ae45b7c8ee4,66ee1220eed7dba1,SC-012
TX-0000814,2026-01-17 01:35:00,LOT-SUP-005-20260117-003,SUP-005,PRD-016,P02,finished_goods,19864,,66ee1220eed7dba1,53747691a2561f49,SC-004
TX-0000815,2025-10-01 15:22:00,LOT-SUP-016-20251001-051,SUP-016,PRD-080,P03,material_received,2104,,53747691a2561f49,8a4da6fe3db192dd,SC-003
TX-0000816,2025-08-02 17:39:00,LOT-SUP-002-20250802-034,SUP-002,PRD-064,P01,material_received,7044,,8a4da6fe3db192dd,f085064c9cf606dc,SC-002
TX-0000817,2025-10-18 17:51:00,LOT-SUP-008-20251018-057,SUP-008,PRD-044,P01,material_received,15844,,f085064c9cf606dc,a37c476353b12b37,SC-012
TX-0000818,2026-06-15 04:57:00,LOT-SUP-015-20260615-056,SUP-015,PRD-021,P01,line_release,2738,QCERT-00446,a37c476353b12b37,e9f9f4e9c389be5f,SC-010
TX-0000819,2026-06-09 14:06:00,LOT-SUP-012-20260609-003,SUP-012,PRD-006,P02,finished_goods,8924,,e9f9f4e9c389be5f,1719437f33658d13,SC-002
TX-0000820,2026-01-22 10:07:00,LOT-SUP-006-20260122-014,SUP-006,PRD-052,P01,quality_certificate,24135,QCERT-00351,1719437f33658d13,92826db4f0b84ed6,SC-011
TX-0000821,2026-05-18 03:15:00,LOT-SUP-014-20260518-008,SUP-014,PRD-036,P02,line_release,9897,QCERT-00685,92826db4f0b84ed6,7ff31c1e21ce42d9,SC-007
TX-0000822,2025-08-03 20:04:00,LOT-SUP-005-20250803-031,SUP-005,PRD-038,P02,material_received,14440,,7ff31c1e21ce42d9,ab8410293619afab,SC-010
TX-0000823,2026-03-16 04:48:00,LOT-SUP-004-20260316-015,SUP-004,PRD-059,P01,finished_goods,17757,,ab8410293619afab,a14aff0887884fe3,SC-004
TX-0000824,2026-01-29 20:36:00,LOT-SUP-006-20260129-039,SUP-006,PRD-052,P02,finished_goods,23175,,a14aff0887884fe3,0d2f97ec2f853bf9,SC-012
TX-0000825,2025-10-05 15:49:00,LOT-SUP-003-20251005-052,SUP-003,PRD-078,P01,finished_goods,2485,,0d2f97ec2f853bf9,06c8b9350d6c61d5,SC-008
TX-0000826,2026-05-18 19:58:00,LOT-SUP-003-20260518-045,SUP-003,PRD-072,P01,material_received,16995,,06c8b9350d6c61d5,e78cd6319a1013e3,SC-003
TX-0000827,2025-10-18 20:35:00,LOT-SUP-003-20251018-023,SUP-003,PRD-060,P03,finished_goods,18958,,e78cd6319a1013e3,872f1e80b34a5c4d,SC-007
TX-0000828,2025-11-10 09:41:00,LOT-SUP-009-20251110-038,SUP-009,PRD-048,P01,material_received,12528,,872f1e80b34a5c4d,a9699d9ea40c7b6d,SC-008
TX-0000829,2025-08-30 09:57:00,LOT-SUP-003-20250830-055,SUP-003,PRD-071,P03,material_received,2248,,a9699d9ea40c7b6d,9a0b6f4d92f869e6,SC-007
TX-0000830,2025-10-17 00:34:00,LOT-SUP-004-20251017-060,SUP-004,PRD-057,P03,quality_certificate,15617,QCERT-00267,9a0b6f4d92f869e6,02793167ad66e30c,SC-009
TX-0000831,2025-08-17 04:33:00,LOT-SUP-017-20250817-013,SUP-017,PRD-061,P03,material_received,14309,,02793167ad66e30c,e9157fdf8279498d,SC-008
TX-0000832,2025-08-01 13:00:00,LOT-SUP-005-20250801-036,SUP-005,PRD-041,P01,material_received,15248,,e9157fdf8279498d,388082e67a9a2a37,SC-007
TX-0000833,2026-04-07 21:34:00,LOT-SUP-004-20260407-034,SUP-004,PRD-059,P02,material_received,11864,,388082e67a9a2a37,a2bdb4c01a390293,SC-007
TX-0000834,2025-10-23 08:30:00,LOT-SUP-014-20251023-030,SUP-014,PRD-036,P02,quality_certificate,11125,QCERT-00304,a2bdb4c01a390293,59d351f7cc844e7d,SC-002
TX-0000835,2025-10-21 18:39:00,LOT-SUP-015-20251021-010,SUP-015,PRD-031,P01,shipment_handover,12187,,59d351f7cc844e7d,efcc46dee6fb7d69,SC-007
TX-0000836,2026-05-27 21:14:00,LOT-SUP-004-20260527-042,SUP-004,PRD-057,P03,finished_goods,24089,,efcc46dee6fb7d69,0f65b99f91b48c19,SC-001
TX-0000837,2025-12-05 16:38:00,LOT-SUP-006-20251205-033,SUP-006,PRD-052,P03,finished_goods,11720,,0f65b99f91b48c19,ad9ccc1593fb629f,SC-004
TX-0000838,2026-07-10 20:30:00,LOT-SUP-008-20260710-044,SUP-008,PRD-007,P01,quality_certificate,7635,QCERT-00521,ad9ccc1593fb629f,22178415e63d6bae,SC-012
TX-0000839,2026-04-08 10:45:00,LOT-SUP-002-20260408-008,SUP-002,PRD-064,P02,finished_goods,16924,,22178415e63d6bae,66d1ec5e233bb09a,SC-006
TX-0000840,2025-10-28 12:31:00,LOT-SUP-015-20251028-054,SUP-015,PRD-004,P02,finished_goods,16510,,66d1ec5e233bb09a,bc4559f9f030e635,SC-010
TX-0000841,2026-06-02 04:33:00,LOT-SUP-015-20260602-050,SUP-015,PRD-021,P03,material_received,4384,,bc4559f9f030e635,c54689d590cc94d3,SC-001
TX-0000842,2025-08-31 11:54:00,LOT-SUP-004-20250831-046,SUP-004,PRD-050,P02,line_release,14201,QCERT-00530,c54689d590cc94d3,4edf7358303088ab,SC-006
TX-0000843,2026-02-24 07:59:00,LOT-SUP-008-20260224-030,SUP-008,PRD-053,P01,line_release,16489,QCERT-00426,4edf7358303088ab,92cc750b6d863e91,SC-009
TX-0000844,2026-02-16 08:45:00,LOT-SUP-009-20260216-050,SUP-009,PRD-032,P03,line_release,11712,QCERT-00609,92cc750b6d863e91,3d68b0f7ea3f6525,SC-008
TX-0000845,2026-01-04 00:31:00,LOT-SUP-004-20260104-022,SUP-004,PRD-069,P02,quality_certificate,24662,QCERT-00763,3d68b0f7ea3f6525,42ad285f621e969f,SC-005
TX-0000846,2026-07-16 08:24:00,LOT-SUP-008-20260716-009,SUP-008,PRD-026,P02,finished_goods,18855,,42ad285f621e969f,a2fa6a160b92e18b,SC-003
TX-0000847,2025-11-19 02:45:00,LOT-SUP-005-20251119-020,SUP-005,PRD-016,P01,material_received,8620,,a2fa6a160b92e18b,aeda415244e48e7b,SC-001
TX-0000848,2026-07-11 09:56:00,LOT-SUP-014-20260711-020,SUP-014,PRD-025,P03,quality_certificate,9673,QCERT-00538,aeda415244e48e7b,86d53718698eea0d,SC-002
TX-0000849,2026-01-23 05:56:00,LOT-SUP-015-20260123-017,SUP-015,PRD-047,P03,quality_certificate,13637,QCERT-00301,86d53718698eea0d,f9253b6bf155b541,SC-005
TX-0000850,2025-10-20 03:42:00,LOT-SUP-005-20251020-058,SUP-005,PRD-022,P01,material_received,6376,,f9253b6bf155b541,c110965fc5fd0d60,SC-011
TX-0000851,2025-12-04 09:53:00,LOT-SUP-008-20251204-043,SUP-008,PRD-007,P03,finished_goods,15702,,c110965fc5fd0d60,e12df70a5e1b251d,SC-012
TX-0000852,2025-12-31 13:05:00,LOT-SUP-005-20251231-041,SUP-005,PRD-038,P02,material_received,6189,,e12df70a5e1b251d,0d804fb1ef6836e5,SC-006
TX-0000853,2025-11-01 22:58:00,LOT-SUP-015-20251101-015,SUP-015,PRD-074,P03,finished_goods,13404,,0d804fb1ef6836e5,81e4d4fa22d88c19,SC-010
TX-0000854,2026-04-15 08:17:00,LOT-SUP-003-20260415-049,SUP-003,PRD-020,P03,material_received,5571,,81e4d4fa22d88c19,2032d45d7ca4bea6,SC-008
TX-0000855,2025-10-10 22:18:00,LOT-SUP-010-20251010-030,SUP-010,PRD-045,P02,line_release,12415,QCERT-00594,2032d45d7ca4bea6,515678ccf4d6c64d,SC-005
TX-0000856,2025-09-25 07:17:00,LOT-SUP-002-20250925-021,SUP-002,PRD-001,P03,line_release,19333,QCERT-00502,515678ccf4d6c64d,3819f66ce90e4048,SC-002
TX-0000857,2025-09-30 09:20:00,LOT-SUP-010-20250930-017,SUP-010,PRD-028,P01,line_release,20475,QCERT-00217,3819f66ce90e4048,01686893041d02a3,SC-002
TX-0000858,2026-01-12 10:17:00,LOT-SUP-016-20260112-029,SUP-016,PRD-008,P03,quality_certificate,16850,QCERT-00664,01686893041d02a3,81d3391f9f54155b,SC-004
TX-0000859,2026-03-19 13:47:00,LOT-SUP-005-20260319-001,SUP-005,PRD-016,P01,finished_goods,7655,,81d3391f9f54155b,0122558fa55f18b1,SC-011
TX-0000860,2025-09-28 09:21:00,LOT-SUP-017-20250928-053,SUP-017,PRD-009,P01,quality_certificate,14956,QCERT-00244,0122558fa55f18b1,726cdccd406374fa,SC-010
TX-0000861,2026-05-08 00:34:00,LOT-SUP-006-20260508-023,SUP-006,PRD-049,P02,line_release,21325,QCERT-00200,726cdccd406374fa,c8f41d01ba1491ca,SC-009
TX-0000862,2026-05-27 01:03:00,LOT-SUP-010-20260527-058,SUP-010,PRD-010,P02,material_received,13775,,c8f41d01ba1491ca,3bd694b0ac059ab6,SC-006
TX-0000863,2026-07-07 15:22:00,LOT-SUP-016-20260707-012,SUP-016,PRD-080,P03,line_release,2225,QCERT-00884,3bd694b0ac059ab6,9da2a8974680e98e,SC-004
TX-0000864,2025-10-21 18:22:00,LOT-SUP-010-20251021-024,SUP-010,PRD-076,P02,quality_certificate,20945,QCERT-00772,9da2a8974680e98e,2f17fd76756604a4,SC-011
TX-0000865,2026-06-27 17:38:00,LOT-SUP-002-20260627-029,SUP-002,PRD-027,P03,material_received,6227,,2f17fd76756604a4,63392472829bd472,SC-001
TX-0000866,2026-01-10 21:45:00,LOT-SUP-014-20260110-029,SUP-014,PRD-025,P02,quality_certificate,8393,QCERT-00419,63392472829bd472,a2f94c8ae875d4cf,SC-008
TX-0000867,2026-04-13 02:45:00,LOT-SUP-009-20260413-037,SUP-009,PRD-077,P03,quality_certificate,2717,QCERT-00150,a2f94c8ae875d4cf,c8674be0944d6fa2,SC-009
TX-0000868,2026-07-28 22:51:00,LOT-SUP-004-20260728-023,SUP-004,PRD-050,P02,finished_goods,4424,,c8674be0944d6fa2,3c3a465bbb2edb75,SC-012
TX-0000869,2026-04-24 21:24:00,LOT-SUP-003-20260424-008,SUP-003,PRD-072,P03,line_release,7680,QCERT-00765,3c3a465bbb2edb75,ff4c50e954282322,SC-005
TX-0000870,2025-09-07 19:24:00,LOT-SUP-013-20250907-044,SUP-013,PRD-062,P02,line_release,24721,QCERT-00722,ff4c50e954282322,82f665154fe79f7a,SC-007
TX-0000871,2026-01-24 21:20:00,LOT-SUP-011-20260124-041,SUP-011,PRD-017,P02,line_release,2774,QCERT-00054,82f665154fe79f7a,5f3c4b99c2a2fa2a,SC-005
TX-0000872,2026-01-10 23:57:00,LOT-SUP-009-20260110-053,SUP-009,PRD-077,P03,material_received,13450,,5f3c4b99c2a2fa2a,52378475290ad931,SC-012
TX-0000873,2026-01-24 10:46:00,LOT-SUP-009-20260124-031,SUP-009,PRD-039,P03,material_received,23712,,52378475290ad931,b2c15c011154ce6b,SC-012
TX-0000874,2026-04-12 05:11:00,LOT-SUP-002-20260412-039,SUP-002,PRD-027,P02,line_release,6501,QCERT-00031,b2c15c011154ce6b,b4abdb52dbf1fcd2,SC-003
TX-0000875,2026-01-11 05:08:00,LOT-SUP-015-20260111-057,SUP-015,PRD-047,P01,finished_goods,15351,,b4abdb52dbf1fcd2,1907a456f40cce8a,SC-005
TX-0000876,2026-04-20 08:03:00,LOT-SUP-008-20260420-057,SUP-008,PRD-033,P01,line_release,6869,QCERT-00185,1907a456f40cce8a,ac52d66df28ff529,SC-012
TX-0000877,2026-06-09 06:37:00,LOT-SUP-009-20260609-056,SUP-009,PRD-051,P03,line_release,1457,QCERT-00537,ac52d66df28ff529,a60e73df9667aee9,SC-004
TX-0000878,2026-02-24 21:13:00,LOT-SUP-017-20260224-022,SUP-017,PRD-009,P01,shipment_handover,18503,,a60e73df9667aee9,e4aedca61d03c781,SC-008
TX-0000879,2025-11-14 19:40:00,LOT-SUP-008-20251114-002,SUP-008,PRD-044,P02,quality_certificate,8832,QCERT-00170,e4aedca61d03c781,0844719a41c7629f,SC-010
TX-0000880,2026-05-04 21:02:00,LOT-SUP-017-20260504-001,SUP-017,PRD-009,P01,material_received,18228,,0844719a41c7629f,6480b4bd3567bdf8,SC-005
TX-0000881,2025-10-13 04:54:00,LOT-SUP-017-20251013-021,SUP-017,PRD-061,P02,shipment_handover,13332,,6480b4bd3567bdf8,446c02e5bc2592de,SC-007
TX-0000882,2026-06-09 20:16:00,LOT-SUP-011-20260609-054,SUP-011,PRD-075,P02,material_received,22390,,446c02e5bc2592de,befbf04eb2ead0eb,SC-005
TX-0000883,2026-06-30 09:04:00,LOT-SUP-014-20260630-027,SUP-014,PRD-025,P01,finished_goods,22737,,befbf04eb2ead0eb,28b0da21881dc706,SC-010
TX-0000884,2025-09-20 06:14:00,LOT-SUP-009-20250920-005,SUP-009,PRD-034,P02,line_release,6322,QCERT-00097,28b0da21881dc706,790260a280246188,SC-003
TX-0000885,2026-07-31 14:07:00,LOT-SUP-003-20260731-012,SUP-003,PRD-078,P01,quality_certificate,4730,QCERT-00473,790260a280246188,0b2e75257f30277b,SC-010
TX-0000886,2026-07-09 11:48:00,LOT-SUP-001-20260709-054,SUP-001,PRD-068,P03,finished_goods,1934,,0b2e75257f30277b,992697d8415bf711,SC-010
TX-0000887,2026-01-21 02:22:00,LOT-SUP-015-20260121-015,SUP-015,PRD-021,P01,shipment_handover,22671,,992697d8415bf711,457765a43803977e,SC-009
TX-0000888,2025-11-13 18:09:00,LOT-SUP-002-20251113-046,SUP-002,PRD-027,P03,material_received,10937,,457765a43803977e,152347d370a099f7,SC-001
TX-0000889,2026-03-27 22:37:00,LOT-SUP-010-20260327-057,SUP-010,PRD-010,P03,material_received,5896,,152347d370a099f7,67da0e34117c0d22,SC-003
TX-0000890,2026-02-12 11:25:00,LOT-SUP-004-20260212-009,SUP-004,PRD-066,P01,finished_goods,3704,,67da0e34117c0d22,01014691c929cc93,SC-009
