date,plant_id,line_id,planned_quantity,good_quantity,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,energy_kwh,availability,performance,quality,oee,energy_intensity_kwh_per_good_unit
2025-10-28,P03,L05,45226,42023,1460,443,1220.14,156.19,4577.47,0.8747,0.9292,0.9664,0.7854,0.10893
2025-10-28,P03,L06,69386,61593,2814,1168,1219.85,142.02,8903.26,0.8744,0.8877,0.9563,0.7423,0.14455
2025-10-29,P01,L01,47745,41491,1020,490,1277.27,94.12,4163.13,0.9156,0.869,0.976,0.7766,0.10034
2025-10-29,P01,L02,84913,78734,2758,1053,1284.19,96.92,10233.01,0.9206,0.9272,0.9662,0.8247,0.12997
2025-10-29,P02,L03,61053,55713,1624,740,1253.07,84.88,5621.11,0.8983,0.9125,0.9717,0.7965,0.10089
2025-10-29,P02,L04,30408,28240,714,310,1251.23,115.14,3480.82,0.8969,0.9287,0.9753,0.8125,0.12326
2025-10-29,P03,L05,50332,47629,2293,1071,1229.0,129.3,5580.94,0.881,0.9463,0.9541,0.7954,0.11718
2025-10-29,P03,L06,94444,86252,2388,852,1170.1,174.06,9968.93,0.8388,0.9133,0.9731,0.7454,0.11558
2025-10-30,P01,L01,62568,56938,1547,450,1242.46,101.94,5957.91,0.8907,0.91,0.9735,0.7891,0.10464
2025-10-30,P01,L02,81845,75069,2546,820,1238.07,129.21,9197.96,0.8875,0.9172,0.9672,0.7873,0.12253
2025-10-30,P02,L03,57795,54238,1709,532,1282.36,72.95,4831.62,0.9193,0.9385,0.9695,0.8363,0.08908
2025-10-30,P02,L04,33705,30821,1217,346,1160.8,199.3,4187.87,0.8321,0.9144,0.962,0.732,0.13588
2025-10-30,P03,L05,47948,44207,1504,438,1204.02,159.37,5764.72,0.8631,0.922,0.9671,0.7696,0.1304
2025-10-30,P03,L06,84572,75006,3050,1114,1226.05,129.42,7421.36,0.8789,0.8869,0.9609,0.749,0.09894
2025-10-31,P01,L01,56141,53730,1376,403,1245.85,121.64,7108.35,0.8931,0.9571,0.975,0.8334,0.1323
2025-10-31,P01,L02,86631,75246,2615,1313,1243.49,130.59,10296.2,0.8914,0.8686,0.9664,0.7482,0.13683
2025-10-31,P02,L03,45508,39144,2139,909,1297.99,70.06,5648.12,0.9305,0.8602,0.9482,0.7589,0.14429
2025-10-31,P02,L04,32871,29375,1559,744,1166.31,190.34,4765.96,0.8361,0.8936,0.9496,0.7095,0.16225
2025-10-31,P03,L05,45687,41855,1178,435,1210.13,122.37,6352.11,0.8675,0.9161,0.9726,0.773,0.15176
2025-10-31,P03,L06,84795,75367,989,454,1163.9,182.31,6634.35,0.8343,0.8888,0.987,0.732,0.08803
2025-11-01,P01,L02,53434,48164,2703,1006,1212.52,145.43,8302.45,0.8692,0.9014,0.9469,0.7418,0.17238
2025-11-01,P02,L03,33989,34014,852,307,824.49,95.81,2284.31,0.591,1.0007,0.9756,0.577,0.06716
2025-11-01,P02,L04,8171,7433,313,77,465.0,0.0,452.05,0.3333,0.9097,0.9596,0.291,0.06082
2025-11-01,P03,L05,10754,9330,323,107,433.34,16.92,852.59,0.3106,0.8676,0.9665,0.2605,0.09138
2025-11-02,P01,L01,14473,13842,348,91,437.76,21.15,1303.78,0.3138,0.9564,0.9755,0.2928,0.09419
2025-11-02,P01,L02,56773,49955,2121,935,1238.4,121.83,6313.26,0.8877,0.8799,0.9593,0.7493,0.12638
2025-11-02,P02,L03,36795,34099,744,270,1276.76,85.64,4439.7,0.9152,0.9267,0.9786,0.8301,0.1302
2025-11-02,P02,L04,7815,6515,312,136,414.35,43.29,811.73,0.297,0.8337,0.9543,0.2363,0.12459
2025-11-03,P01,L01,64540,62236,1528,497,1265.56,63.04,6456.85,0.9072,0.9643,0.976,0.8539,0.10375
2025-11-03,P01,L02,102122,95502,2935,1113,1252.78,114.34,12070.9,0.898,0.9352,0.9702,0.8148,0.12639
2025-11-03,P02,L03,47447,42806,1109,478,1252.61,126.67,4103.96,0.8979,0.9022,0.9747,0.7896,0.09587
2025-11-03,P02,L04,38618,36589,1138,478,1184.38,165.98,4959.21,0.849,0.9475,0.9698,0.7801,0.13554
2025-11-03,P03,L05,44110,39364,1327,408,1208.89,156.9,4945.27,0.8666,0.8924,0.9674,0.7481,0.12563
2025-11-03,P03,L06,96225,84588,4197,1354,1186.75,182.17,8533.64,0.8507,0.8791,0.9527,0.7125,0.10088
2025-11-04,P01,L01,69074,63272,1735,473,1232.96,158.67,6043.08,0.8838,0.916,0.9733,0.788,0.09551
2025-11-04,P01,L02,72551,68007,2186,960,1263.31,107.54,8698.5,0.9056,0.9374,0.9689,0.8224,0.12791
2025-11-04,P02,L03,48491,44655,1466,425,1240.88,121.71,4871.04,0.8895,0.9209,0.9682,0.7931,0.10908
2025-11-04,P02,L04,34618,30151,702,229,1218.45,156.7,2770.73,0.8734,0.871,0.9772,0.7434,0.0919
2025-11-04,P03,L05,46206,42530,1780,672,1171.36,181.96,5882.86,0.8397,0.9204,0.9598,0.7418,0.13832
2025-11-04,P03,L06,94211,93671,2658,1282,1218.58,123.33,10167.84,0.8735,0.9943,0.9724,0.8446,0.10855
2025-11-05,P01,L01,60610,58187,1856,846,1168.9,196.54,7621.09,0.8379,0.96,0.9691,0.7796,0.13098
2025-11-05,P01,L02,71304,61762,2540,1235,1223.36,113.18,7931.22,0.877,0.8662,0.9605,0.7296,0.12842
2025-11-05,P02,L03,61577,57027,2118,881,1199.87,153.4,6491.96,0.8601,0.9261,0.9642,0.768,0.11384
2025-11-05,P02,L04,30421,28536,703,227,1346.71,38.01,3970.97,0.9654,0.938,0.976,0.8838,0.13916
2025-11-05,P03,L05,48312,46041,1275,556,1176.08,159.05,7137.39,0.8431,0.953,0.9731,0.7818,0.15502
2025-11-05,P03,L06,79364,71089,2141,709,1150.21,184.96,9910.58,0.8245,0.8957,0.9708,0.717,0.13941
2025-11-06,P01,L01,60758,55118,2895,1299,1204.88,121.34,7739.61,0.8637,0.9072,0.9501,0.7444,0.14042
2025-11-06,P01,L02,87483,79301,3565,1234,1228.91,136.39,11112.33,0.8809,0.9065,0.957,0.7642,0.14013
2025-11-06,P02,L03,57238,52569,1745,546,1279.78,79.77,7371.2,0.9174,0.9184,0.9679,0.8155,0.14022
2025-11-06,P02,L04,35228,33841,1364,591,1241.98,102.76,3740.76,0.8903,0.9606,0.9613,0.8221,0.11054
2025-11-06,P03,L05,42327,41450,1239,542,1251.16,110.45,4428.39,0.8969,0.9793,0.971,0.8528,0.10684
2025-11-06,P03,L06,92647,85304,3939,1249,1220.24,119.13,11147.47,0.8747,0.9207,0.9559,0.7698,0.13068
2025-11-07,P01,L01,72023,66688,1066,296,1299.15,48.94,6935.25,0.9313,0.9259,0.9843,0.8487,0.104
2025-11-07,P01,L02,79089,70176,2864,669,1246.82,116.01,7819.01,0.8938,0.8873,0.9608,0.762,0.11142
2025-11-07,P02,L03,53296,50395,2014,540,1191.65,167.63,6858.41,0.8542,0.9456,0.9616,0.7767,0.13609
2025-11-07,P02,L04,33440,31331,1443,499,1279.83,86.54,5001.02,0.9174,0.9369,0.956,0.8217,0.15962
2025-11-07,P03,L05,45717,42806,927,230,1175.79,185.1,4852.78,0.8429,0.9363,0.9788,0.7725,0.11337
2025-11-07,P03,L06,95669,88596,3342,1677,1217.93,115.89,8357.82,0.8731,0.9261,0.9636,0.7791,0.09434
2025-11-08,P01,L01,15462,14267,0,0,415.78,38.14,1045.92,0.298,0.9227,1.0,0.275,0.07331
2025-11-08,P02,L03,26785,25219,530,131,834.97,73.04,2303.08,0.5985,0.9415,0.9794,0.552,0.09132
2025-11-08,P02,L04,8628,8648,166,60,397.44,60.29,861.52,0.2849,1.0023,0.9812,0.2802,0.09962
2025-11-08,P03,L05,10829,9266,293,113,364.62,74.83,1231.42,0.2614,0.8557,0.9693,0.2168,0.1329
2025-11-08,P03,L06,40894,38118,1046,429,858.23,51.79,4491.35,0.6152,0.9321,0.9733,0.5581,0.11783
2025-11-09,P01,L02,23525,21797,963,232,409.28,40.85,2755.1,0.2934,0.9265,0.9577,0.2603,0.1264
2025-11-09,P02,L03,25742,22195,842,325,836.96,75.21,2915.4,0.6,0.8622,0.9635,0.4984,0.13135
2025-11-09,P02,L04,10515,10111,494,128,450.38,14.62,1055.69,0.3229,0.9616,0.9534,0.296,0.10441
2025-11-09,P03,L05,18880,18275,815,350,772.34,112.88,2389.07,0.5536,0.968,0.9573,0.513,0.13073
2025-11-09,P03,L06,34533,34414,1249,508,800.83,101.65,3530.82,0.5741,0.9966,0.965,0.5521,0.1026
2025-11-10,P01,L01,57743,53935,1026,410,1251.35,121.2,5483.65,0.897,0.9341,0.9813,0.8222,0.10167
2025-11-10,P01,L02,89968,86061,2571,1176,1185.35,168.34,10365.54,0.8497,0.9566,0.971,0.7892,0.12044
2025-11-10,P02,L03,48604,45964,1036,416,1275.87,86.09,6060.44,0.9146,0.9457,0.978,0.8459,0.13185
2025-11-10,P02,L04,34028,31701,809,304,1267.36,92.11,3581.64,0.9085,0.9316,0.9751,0.8253,0.11298
2025-11-10,P03,L05,48285,44309,943,339,1222.24,143.43,4400.59,0.8762,0.9177,0.9792,0.7873,0.09932
2025-11-10,P03,L06,91996,88768,1813,800,1184.3,146.22,10549.62,0.849,0.9649,0.98,0.8028,0.11884
2025-11-11,P01,L01,58780,51684,1542,359,1158.42,210.12,5574.24,0.8304,0.8793,0.971,0.709,0.10785
2025-11-11,P01,L02,88409,80948,2911,759,1216.66,145.25,12081.27,0.8722,0.9156,0.9653,0.7708,0.14925
2025-11-11,P02,L03,55330,50378,1562,585,1167.32,209.61,6961.83,0.8368,0.9105,0.9699,0.739,0.13819
2025-11-11,P02,L04,28052,25671,1061,328,1168.13,172.48,3350.24,0.8374,0.9151,0.9603,0.7359,0.13051
2025-11-11,P03,L05,51290,46087,1791,836,1256.07,119.84,5288.48,0.9004,0.8986,0.9626,0.7788,0.11475
2025-11-11,P03,L06,95647,90341,2695,672,1250.64,117.0,13157.76,0.8965,0.9445,0.971,0.8223,0.14565
2025-11-12,P01,L01,53519,50916,1306,587,1303.78,35.24,5964.49,0.9346,0.9514,0.975,0.8669,0.11714
2025-11-12,P01,L02,78530,74468,1095,535,1221.04,122.44,7096.43,0.8753,0.9483,0.9855,0.818,0.0953
2025-11-12,P02,L03,49355,45177,1174,336,1234.23,139.12,5988.54,0.8848,0.9153,0.9747,0.7893,0.13256
2025-11-12,P02,L04,35471,33037,610,256,1170.69,199.29,3747.61,0.8392,0.9314,0.9819,0.7674,0.11344
2025-11-12,P03,L05,45979,42848,1958,584,1226.65,121.89,3893.3,0.8793,0.9319,0.9563,0.7836,0.09086
2025-11-12,P03,L06,79214,73132,3040,923,1260.48,85.33,12230.65,0.9036,0.9232,0.9601,0.8009,0.16724
2025-11-13,P01,L01,53691,50234,2145,604,1237.94,136.2,5632.65,0.8874,0.9356,0.959,0.7963,0.11213
2025-11-13,P01,L02,76596,69762,2665,890,1249.72,85.39,9593.87,0.8959,0.9108,0.9632,0.7859,0.13752
2025-11-13,P02,L03,58689,53932,1955,814,1209.0,118.16,6314.76,0.8667,0.9189,0.965,0.7686,0.11709
2025-11-13,P02,L04,34581,33102,217,62,1214.35,125.55,3007.87,0.8705,0.9572,0.9935,0.8278,0.09087
2025-11-13,P03,L05,46443,40896,1334,456,1259.24,92.99,4938.86,0.9027,0.8806,0.9684,0.7698,0.12077
2025-11-13,P03,L06,95585,81223,3366,908,1256.03,115.65,10369.67,0.9004,0.8497,0.9602,0.7347,0.12767
2025-11-14,P01,L01,57453,54439,1327,373,1299.08,78.89,5232.8,0.9312,0.9475,0.9762,0.8614,0.09612
2025-11-14,P01,L02,76227,71057,2551,793,1208.39,146.56,7126.27,0.8662,0.9322,0.9653,0.7795,0.10029
2025-11-14,P02,L03,57704,53599,1739,664,1211.38,148.64,6153.65,0.8684,0.9289,0.9686,0.7812,0.11481
2025-11-14,P02,L04,36566,33514,891,409,1276.0,98.22,3944.26,0.9147,0.9165,0.9741,0.8166,0.11769
2025-11-14,P03,L05,43530,39549,640,190,1250.3,102.44,3492.21,0.8963,0.9085,0.9841,0.8013,0.0883
2025-11-14,P03,L06,74094,70983,2008,610,1189.64,150.77,9759.47,0.8528,0.958,0.9725,0.7945,0.13749
2025-11-15,P01,L01,43112,41920,1082,336,1214.87,127.75,4971.27,0.8709,0.9724,0.9748,0.8255,0.11859
2025-11-15,P01,L02,59044,51755,1650,628,1242.15,111.54,6624.99,0.8904,0.8765,0.9691,0.7564,0.12801
2025-11-15,P02,L03,10389,9190,229,102,403.64,46.37,1336.19,0.2894,0.8846,0.9757,0.2497,0.1454
2025-11-15,P02,L04,16069,14569,606,290,829.78,73.65,2237.6,0.5948,0.9067,0.9601,0.5178,0.15359
2025-11-15,P03,L05,15583,13513,573,298,408.16,41.3,2458.13,0.2926,0.8672,0.9593,0.2434,0.18191
2025-11-15,P03,L06,20549,20493,578,181,418.48,27.56,2584.28,0.3,0.9973,0.9726,0.291,0.12611
2025-11-16,P01,L01,12074,10699,380,129,401.13,51.83,1475.39,0.2875,0.8861,0.9657,0.2461,0.1379
2025-11-16,P01,L02,19387,17840,687,362,375.7,64.5,2886.54,0.2693,0.9202,0.9629,0.2386,0.1618
2025-11-16,P02,L03,29836,26327,342,125,743.98,166.21,2962.81,0.5333,0.8824,0.9872,0.4646,0.11254
2025-11-16,P02,L04,7186,6844,332,132,393.39,55.47,672.91,0.282,0.9524,0.9537,0.2562,0.09832
2025-11-16,P03,L06,47018,43723,1272,641,811.51,106.51,6325.12,0.5817,0.9299,0.9717,0.5257,0.14466
2025-11-17,P01,L01,54673,51237,1009,374,1205.02,159.62,5258.2,0.8638,0.9372,0.9807,0.7939,0.10262
2025-11-17,P01,L02,95202,81902,2891,973,1231.43,126.03,8207.01,0.8827,0.8603,0.9659,0.7335,0.10021
2025-11-17,P02,L03,57876,52500,1172,410,1173.94,167.4,5611.06,0.8415,0.9071,0.9782,0.7467,0.10688
2025-11-17,P02,L04,37922,35718,1186,407,1151.26,200.94,4217.09,0.8253,0.9419,0.9679,0.7523,0.11807
2025-11-17,P03,L05,45993,42873,1184,436,1205.45,141.46,4944.26,0.8641,0.9322,0.9731,0.7839,0.11532
2025-11-17,P03,L06,72804,65755,2388,953,1185.17,159.91,8611.84,0.8496,0.9032,0.965,0.7404,0.13097
2025-11-18,P01,L01,52864,48232,1393,455,1221.03,83.06,5898.02,0.8753,0.9124,0.9719,0.7762,0.12228
2025-11-18,P01,L02,99811,94674,1853,603,1242.39,120.06,11629.71,0.8906,0.9485,0.9808,0.8285,0.12284
2025-11-18,P02,L03,65426,61901,1252,418,1255.11,108.68,6410.94,0.8997,0.9461,0.9802,0.8344,0.10357
2025-11-18,P02,L04,37958,33635,1009,341,1239.21,143.73,3620.91,0.8883,0.8861,0.9709,0.7642,0.10765
2025-11-18,P03,L05,40737,38219,1149,455,1181.95,159.13,4537.19,0.8473,0.9382,0.9708,0.7717,0.11872
2025-11-18,P03,L06,90550,83637,2343,836,1264.32,99.22,10127.61,0.9063,0.9237,0.9727,0.8143,0.12109
2025-11-19,P01,L01,67214,62428,1413,705,1256.23,102.06,6510.0,0.9005,0.9288,0.9779,0.8179,0.10428
2025-11-19,P01,L02,95186,84477,4488,1553,1180.78,195.41,11911.25,0.8464,0.8875,0.9496,0.7133,0.141
2025-11-19,P02,L03,54232,48868,1649,773,1253.26,117.95,5681.41,0.8984,0.9011,0.9674,0.7831,0.11626
2025-11-19,P02,L04,38085,34017,1331,469,1228.89,124.32,4799.54,0.8809,0.8932,0.9623,0.7572,0.14109
2025-11-19,P03,L05,41315,35796,1152,353,1268.96,64.36,3127.93,0.9097,0.8664,0.9688,0.7636,0.08738
2025-11-19,P03,L06,92739,85025,3399,1606,1223.83,135.45,9244.9,0.8773,0.9168,0.9616,0.7734,0.10873
2025-11-20,P01,L01,64560,58219,1710,734,1166.58,175.35,6453.76,0.8363,0.9018,0.9715,0.7326,0.11085
2025-11-20,P01,L02,93367,78818,3201,1185,1217.81,141.55,9881.27,0.873,0.8442,0.961,0.7082,0.12537
2025-11-20,P02,L03,49846,44462,1558,480,1279.87,88.03,5751.52,0.9175,0.892,0.9661,0.7907,0.12936
2025-11-20,P02,L04,28238,27138,806,324,1256.58,108.79,2649.33,0.9008,0.961,0.9712,0.8407,0.09762
2025-11-20,P03,L05,46900,46699,1097,390,1161.24,173.06,3929.57,0.8324,0.9957,0.977,0.8098,0.08415
2025-11-20,P03,L06,79131,70548,1727,554,1275.4,97.58,8753.25,0.9143,0.8915,0.9761,0.7956,0.12408
2025-11-21,P01,L01,67759,62489,2540,1115,1129.02,188.41,9638.21,0.8093,0.9222,0.9609,0.7172,0.15424
2025-11-21,P01,L02,80689,75676,2405,876,1349.82,23.73,12563.48,0.9676,0.9379,0.9692,0.8795,0.16602
2025-11-21,P02,L03,60392,54458,716,269,1189.7,173.11,5083.57,0.8528,0.9017,0.987,0.7591,0.09335
2025-11-21,P02,L04,33859,30255,1255,391,1182.9,170.37,4539.27,0.848,0.8936,0.9602,0.7275,0.15003
2025-11-21,P03,L05,50167,43854,1350,450,1275.37,91.57,4264.03,0.9142,0.8742,0.9701,0.7753,0.09723
2025-11-21,P03,L06,86516,77732,1567,669,1248.69,113.86,8692.1,0.8951,0.8985,0.9802,0.7883,0.11182
2025-11-22,P01,L01,28628,23927,1205,546,804.22,100.66,3837.65,0.5765,0.8358,0.9521,0.4587,0.16039
2025-11-22,P01,L02,72656,65802,1082,347,1217.34,139.81,8306.35,0.8726,0.9057,0.9838,0.7775,0.12623
2025-11-22,P02,L03,30415,30411,66,33,816.83,95.24,2123.86,0.5855,0.9999,0.9978,0.5842,0.06984
2025-11-22,P02,L04,26342,23581,1033,398,1225.42,117.1,3335.68,0.8784,0.8952,0.958,0.7534,0.14146
2025-11-22,P03,L05,11751,9886,309,65,414.46,36.35,1368.21,0.2971,0.8413,0.9697,0.2424,0.1384
2025-11-22,P03,L06,24182,20488,877,296,408.45,50.39,2558.88,0.2928,0.8472,0.959,0.2379,0.1249
2025-11-23,P01,L02,16326,16095,426,150,441.38,14.87,1731.86,0.3164,0.9859,0.9742,0.3039,0.1076
2025-11-23,P02,L04,6432,6246,117,23,385.71,54.55,861.42,0.2765,0.9711,0.9816,0.2636,0.13792
2025-11-23,P03,L06,51583,45469,2106,801,828.65,84.72,6564.65,0.594,0.8815,0.9557,0.5004,0.14438
2025-11-24,P01,L01,59587,54968,1639,775,1213.31,144.37,7226.32,0.8698,0.9225,0.971,0.7791,0.13146
2025-11-24,P01,L02,77469,73135,2811,1143,1277.43,87.8,9781.42,0.9157,0.9441,0.963,0.8325,0.13374
2025-11-24,P02,L03,49936,48238,2191,777,1254.89,110.49,5355.04,0.8996,0.966,0.9566,0.8312,0.11101
2025-11-24,P02,L04,30054,26605,1210,478,1197.2,157.98,3645.44,0.8582,0.8852,0.9565,0.7267,0.13702
2025-11-24,P03,L05,49163,47423,2534,1054,1226.7,130.81,8079.24,0.8794,0.9646,0.9493,0.8052,0.17037
2025-11-24,P03,L06,81252,75709,1111,450,1290.83,97.25,6242.68,0.9253,0.9318,0.9855,0.8497,0.08246
2025-11-25,P01,L01,58726,54840,2330,759,1268.04,104.91,5861.19,0.909,0.9338,0.9592,0.8142,0.10688
2025-11-25,P01,L02,74769,67020,2782,1122,1224.37,137.3,7546.84,0.8777,0.8964,0.9601,0.7554,0.11261
2025-11-25,P02,L03,54252,50752,1452,565,1161.7,198.82,4396.62,0.8328,0.9355,0.9722,0.7574,0.08663
2025-11-25,P02,L04,29705,25931,1049,278,1270.27,80.08,3378.27,0.9106,0.873,0.9611,0.764,0.13028
2025-11-25,P03,L05,46037,44194,1490,602,1266.2,102.19,5386.98,0.9077,0.96,0.9674,0.8429,0.12189
2025-11-25,P03,L06,72257,63478,2682,923,1247.98,115.19,7762.97,0.8946,0.8785,0.9595,0.7541,0.12229
2025-11-26,P01,L01,54370,52924,2467,923,1173.94,158.98,5015.1,0.8415,0.9734,0.9555,0.7827,0.09476
2025-11-26,P01,L02,69234,62188,2305,1052,1241.06,114.44,6779.93,0.8896,0.8982,0.9643,0.7705,0.10902
2025-11-26,P02,L03,51782,47088,1640,583,1316.91,39.9,5338.32,0.944,0.9094,0.9663,0.8296,0.11337
2025-11-26,P02,L04,33529,31366,593,287,1211.84,163.14,3879.93,0.8687,0.9355,0.9814,0.7976,0.1237
2025-11-26,P03,L05,41334,36946,1661,610,1166.12,177.87,4668.9,0.8359,0.8938,0.957,0.715,0.12637
2025-11-26,P03,L06,76159,68932,2262,790,1183.73,167.55,8868.72,0.8486,0.9051,0.9682,0.7436,0.12866
2025-11-27,P01,L01,63469,57994,2585,985,1191.03,168.12,7072.1,0.8538,0.9137,0.9573,0.7468,0.12195
2025-11-27,P01,L02,89420,81290,3115,1222,1209.22,131.45,11211.71,0.8668,0.9091,0.9631,0.7589,0.13792
2025-11-27,P02,L03,64469,58261,1989,910,1171.08,181.31,9566.88,0.8395,0.9037,0.967,0.7336,0.16421
2025-11-27,P02,L04,29960,28591,464,158,1275.08,79.19,3511.42,0.914,0.9543,0.984,0.8583,0.12282
2025-11-27,P03,L05,44510,40424,953,279,1131.39,192.35,4258.71,0.811,0.9082,0.977,0.7196,0.10535
2025-11-27,P03,L06,77547,70355,1368,544,1267.84,99.72,8599.96,0.9088,0.9073,0.9809,0.8088,0.12224
2025-11-28,P01,L01,62464,61306,1425,492,1220.46,153.01,7126.15,0.8749,0.9815,0.9773,0.8392,0.11624
2025-11-28,P01,L02,80866,78064,2408,963,1274.11,93.9,9509.47,0.9133,0.9654,0.9701,0.8553,0.12182
2025-11-28,P02,L03,55979,51175,1417,504,1260.69,104.39,6403.7,0.9037,0.9142,0.9731,0.8039,0.12513
2025-11-28,P02,L04,40066,35959,1373,583,1109.36,243.73,3653.12,0.7952,0.8975,0.9632,0.6875,0.10159
2025-11-28,P03,L05,37841,33837,530,149,1250.94,102.66,3769.84,0.8967,0.8942,0.9846,0.7895,0.11141
2025-11-28,P03,L06,100817,98288,1338,451,1265.95,112.45,7228.99,0.9075,0.9749,0.9866,0.8728,0.07355
2025-11-29,P01,L01,33997,32379,1211,418,791.44,103.77,5083.81,0.5673,0.9524,0.9639,0.5209,0.15701
2025-11-29,P01,L02,29833,28540,797,347,843.51,66.18,3551.49,0.6047,0.9567,0.9728,0.5627,0.12444
2025-11-29,P02,L03,12652,11503,467,215,396.7,67.03,983.92,0.2844,0.9092,0.961,0.2485,0.08554
2025-11-29,P02,L04,21431,19971,598,189,1238.23,116.31,2617.06,0.8876,0.9319,0.9709,0.8031,0.13104
2025-11-29,P03,L05,35113,31309,613,235,1286.53,97.84,3699.43,0.9222,0.8917,0.9808,0.8065,0.11816
2025-11-29,P03,L06,44026,39523,1200,464,816.31,100.52,4561.98,0.5852,0.8977,0.9705,0.5098,0.11543
2025-11-30,P01,L01,39739,36404,1394,413,1314.73,62.87,3619.48,0.9425,0.9161,0.9631,0.8315,0.09943
2025-11-30,P02,L03,10963,9399,168,91,391.73,53.06,724.27,0.2808,0.8573,0.9824,0.2365,0.07706
2025-11-30,P02,L04,5842,5785,255,120,396.54,52.17,1020.24,0.2843,0.9902,0.9578,0.2696,0.17636
2025-11-30,P03,L05,20165,17705,612,254,832.01,73.47,2313.61,0.5964,0.878,0.9666,0.5062,0.13068
2025-11-30,P03,L06,48846,43571,1127,462,1254.56,110.35,6325.92,0.8993,0.892,0.9748,0.782,0.14519
2025-12-01,P01,L01,62578,56386,581,216,1317.15,38.1,4347.08,0.9442,0.9011,0.9898,0.8421,0.0771
2025-12-01,P01,L02,63370,60406,794,387,1263.74,102.81,5702.54,0.9059,0.9532,0.987,0.8523,0.0944
2025-12-01,P02,L03,54027,49496,1233,480,1206.52,148.2,6562.28,0.8649,0.9161,0.9757,0.7731,0.13258
2025-12-01,P02,L04,34173,31704,468,197,1215.46,149.8,3014.35,0.8713,0.9277,0.9855,0.7966,0.09508
2025-12-01,P03,L05,37574,35080,478,195,1215.07,145.01,3494.5,0.871,0.9336,0.9866,0.8023,0.09962
2025-12-01,P03,L06,81132,72651,2513,709,1133.93,211.41,9073.6,0.8129,0.8955,0.9666,0.7035,0.12489
2025-12-02,P01,L01,61116,58847,1219,382,1243.74,122.63,5702.52,0.8916,0.9629,0.9797,0.841,0.0969
2025-12-02,P01,L02,68240,62123,1049,245,1190.55,192.8,7519.29,0.8534,0.9104,0.9834,0.764,0.12104
2025-12-02,P02,L03,59125,55192,2171,763,1227.96,136.76,5304.49,0.8803,0.9335,0.9622,0.7906,0.09611
2025-12-02,P02,L04,29276,26905,1095,497,1294.06,70.34,3358.26,0.9276,0.919,0.9609,0.8192,0.12482
2025-12-02,P03,L05,43674,38476,1452,360,1213.14,163.09,5535.47,0.8696,0.881,0.9636,0.7383,0.14387
2025-12-02,P03,L06,88765,80170,2551,997,1209.3,153.75,8741.4,0.8669,0.9032,0.9692,0.7588,0.10904
2025-12-03,P01,L01,57992,52914,2148,675,1210.83,148.73,6745.08,0.868,0.9124,0.961,0.7611,0.12747
2025-12-03,P01,L02,69809,63189,2367,894,1206.88,159.51,7750.52,0.8651,0.9052,0.9639,0.7548,0.12266
2025-12-03,P02,L03,50178,46683,1526,639,1281.75,97.0,6472.5,0.9188,0.9303,0.9683,0.8278,0.13865
2025-12-03,P02,L04,31046,26880,1197,498,1194.84,149.99,2811.74,0.8565,0.8658,0.9574,0.71,0.1046
2025-12-03,P03,L05,42767,37106,1518,633,1200.23,181.91,4368.05,0.8604,0.8676,0.9607,0.7172,0.11772
2025-12-03,P03,L06,98614,92333,3117,1206,1233.93,103.96,13331.04,0.8845,0.9363,0.9673,0.8012,0.14438
2025-12-04,P01,L01,51979,48380,1036,363,1294.32,63.39,5520.7,0.9278,0.9308,0.979,0.8455,0.11411
2025-12-04,P01,L02,84209,74311,2016,650,1242.68,130.75,7254.64,0.8908,0.8825,0.9736,0.7653,0.09763
2025-12-04,P02,L03,40853,37882,726,338,1284.31,74.04,3712.31,0.9207,0.9273,0.9812,0.8376,0.098
2025-12-04,P02,L04,34053,29811,1378,557,1176.44,195.28,4856.63,0.8433,0.8754,0.9558,0.7057,0.16291
2025-12-04,P03,L05,40575,38810,1084,414,1183.58,181.62,5528.91,0.8484,0.9565,0.9728,0.7895,0.14246
2025-12-04,P03,L06,78108,74803,3909,1644,1220.19,146.01,13346.78,0.8747,0.9577,0.9503,0.7961,0.17843
2025-12-05,P01,L01,59994,55586,1323,467,1182.07,165.07,6722.26,0.8474,0.9265,0.9768,0.7669,0.12093
2025-12-05,P01,L02,78061,75083,2002,720,1221.97,129.53,8292.44,0.876,0.9619,0.974,0.8207,0.11044
2025-12-05,P02,L03,47255,43547,1217,444,1224.66,138.15,3565.8,0.8779,0.9215,0.9728,0.787,0.08188
2025-12-05,P02,L04,38731,36723,868,346,1274.58,97.1,4247.29,0.9137,0.9482,0.9769,0.8463,0.11566
2025-12-05,P03,L05,42683,39161,1112,380,1279.55,69.24,4759.08,0.9172,0.9175,0.9724,0.8183,0.12153
2025-12-05,P03,L06,90184,81695,3660,1193,1149.77,211.44,9972.84,0.8242,0.9059,0.9571,0.7146,0.12207
2025-12-06,P01,L01,16700,14060,551,110,415.39,23.6,1347.03,0.2978,0.8419,0.9623,0.2412,0.09581
2025-12-06,P01,L02,42958,41635,1069,360,837.62,71.38,5389.68,0.6004,0.9692,0.975,0.5674,0.12945
2025-12-06,P02,L03,12876,11945,383,201,394.41,54.92,1726.45,0.2827,0.9277,0.9689,0.2541,0.14453
2025-12-06,P02,L04,13182,11707,292,84,794.57,118.83,1586.89,0.5696,0.8881,0.9757,0.4935,0.13555
