run_id,work_order_id,machine_id,batch_id,run_start_datetime,run_end_datetime,input_quantity,output_quantity,scrap_quantity,rework_quantity,setup_minutes,runtime_minutes,idle_minutes,speed_actual_ppm,speed_standard_ppm,operator_id,material_lot_id,run_status,source_system
RUN-002226,WO-001113,MCH-013,BATCH-001113,2025-10-10 11:17:14,2025-10-10 14:39:28,9368,9050,479,102,39.9,202.24,5.5,1.264,1.256,OP-0070,LOT-SUP-004-20251010-05,completed,MES
RUN-002227,WO-001114,MCH-013,BATCH-001113,2025-10-10 15:48:00,2025-10-10 19:21:26,7836,7341,269,112,17.04,213.44,13.2,1.371,1.56,OP-0008,LOT-SUP-005-20251010-06,cancelled,MES
RUN-002228,WO-001114,MCH-015,BATCH-001114,2025-10-10 19:22:26,2025-10-10 22:50:52,7253,6683,192,104,12.18,208.44,13.2,1.72,1.56,,LOT-SUP-005-20251010-03,cancelled,MES
RUN-002229,WO-001115,MCH-015,BATCH-001114,2025-10-10 02:41:00,2025-10-10 06:18:05,9945,9585,389,189,26.49,217.09,6.24,1.46,1.256,OP-0007,LOT-SUP-004-20251010-06,completed,MES
RUN-002230,WO-001115,MCH-016,BATCH-001115,2025-10-10 06:20:05,2025-10-10 10:02:11,9398,9128,425,119,27.39,222.09,6.24,1.117,1.256,OP-0033,LOT-SUP-004-20251010-05,completed,MES
RUN-002231,WO-001116,MCH-021,BATCH-001115,2025-10-10 08:50:00,2025-10-10 12:59:34,5949,5845,163,71,18.12,249.58,9.56,1.129,1.253,OP-0070,LOT-SUP-004-20251010-08,completed,MES
RUN-002232,WO-001116,MCH-024,BATCH-001116,2025-10-10 12:56:34,2025-10-10 17:03:09,5821,5308,158,81,18.4,246.58,9.56,1.381,1.253,OP-0048,LOT-SUP-004-20251010-08,completed,MES
RUN-002233,WO-001117,MCH-021,BATCH-001116,2025-10-10 14:45:00,2025-10-10 18:24:22,6504,6107,128,69,39.36,219.38,11.17,1.421,1.47,OP-0067,LOT-SUP-014-20251010-10,completed,MES
RUN-002234,WO-001117,MCH-019,BATCH-001117,2025-10-10 18:21:22,2025-10-10 21:46:45,5661,5533,154,62,34.88,205.38,11.17,1.58,1.47,OP-0022,LOT-SUP-014-20251010-02,completed,MES
RUN-002235,WO-001118,MCH-022,BATCH-001117,2025-10-10 05:43:00,2025-10-10 09:37:15,6299,5865,202,47,32.07,234.27,1.76,0.91,1.015,OP-0069,LOT-SUP-010-20251010-04,completed,MES
RUN-002236,WO-001118,MCH-021,BATCH-001118,2025-10-10 09:34:15,2025-10-10 13:28:31,5493,5019,233,108,33.31,234.27,1.76,0.996,1.015,OP-0072,LOT-SUP-010-20251010-18,completed,MES
RUN-002237,WO-001119,MCH-027,BATCH-001118,2025-10-10 06:45:00,2025-10-10 10:02:45,4883,4450,142,50,37.22,197.77,15.41,1.404,1.47,OP-0032,LOT-SUP-014-20251010-05,completed,MES
RUN-002238,WO-001119,MCH-028,BATCH-001119,2025-10-10 10:08:45,2025-10-10 13:17:31,4361,4225,149,78,39.02,188.77,15.41,1.308,1.47,OP-0058,LOT-SUP-014-20251010-07,completed,MES
RUN-002239,WO-001120,MCH-028,BATCH-001119,2025-10-10 21:37:00,2025-10-11 01:13:36,8103,7704,213,115,26.62,216.6,4.47,1.403,1.47,OP-0008,LOT-SUP-014-20251010-10,open,MES
RUN-002240,WO-001120,MCH-030,BATCH-001120,2025-10-11 01:22:36,2025-10-11 05:02:12,6818,6258,143,24,22.85,219.6,4.47,1.321,1.47,OP-0035,LOT-SUP-014-20251010-04,open,MES
RUN-002241,WO-001121,MCH-029,BATCH-001120,2025-10-10 02:45:00,2025-10-10 06:24:20,6205,5770,228,84,31.47,219.33,10.58,1.329,1.47,OP-0003,LOT-SUP-014-20251010-01,completed,MES
RUN-002242,WO-001121,MCH-026,BATCH-001121,2025-10-10 06:34:20,2025-10-10 10:12:40,6309,6080,257,75,29.99,218.33,10.58,1.292,1.47,OP-0028,LOT-SUP-014-20251010-04,completed,MES
RUN-002243,WO-001122,MCH-033,BATCH-001121,2025-10-10 12:25:00,2025-10-10 16:11:28,13520,13152,352,81,22.68,226.47,6.56,3.893,3.704,OP-0053,LOT-SUP-017-20251010-05,completed,MES
RUN-002244,WO-001122,MCH-036,BATCH-001122,2025-10-10 16:16:28,2025-10-10 19:59:56,14067,12902,403,81,25.97,223.47,6.56,3.19,3.704,OP-0050,LOT-SUP-017-20251010-12,completed,MES
RUN-002245,WO-001123,MCH-032,BATCH-001122,2025-10-10 20:45:00,2025-10-11 00:17:34,14667,13490,482,139,19.49,212.58,3.0,1.372,1.584,OP-0057,LOT-SUP-015-20251010-09,completed,MES
RUN-002246,WO-001123,MCH-036,BATCH-001123,2025-10-11 00:24:34,2025-10-11 04:07:09,15019,13865,534,153,18.36,222.58,3.0,1.808,1.584,OP-0010,LOT-SUP-015-20251010-10,completed,MES
RUN-002247,WO-001124,MCH-036,BATCH-001123,2025-10-10 02:56:00,2025-10-10 05:53:30,12366,11271,566,120,45.65,177.51,10.89,1.116,1.168,OP-0004,LOT-SUP-004-20251010-01,open,MES
RUN-002248,WO-001124,MCH-032,BATCH-001124,2025-10-10 06:08:30,2025-10-10 09:19:00,11688,11375,497,223,46.95,190.51,10.89,1.041,1.168,OP-0005,LOT-SUP-004-20251010-06,open,MES
RUN-002249,WO-001125,MCH-002,BATCH-001124,2025-10-11 06:43:00,2025-10-11 10:18:17,4633,4382,159,25,30.76,215.29,7.81,1.531,1.47,OP-0057,LOT-SUP-014-20251011-07,completed,MES
RUN-002250,WO-001125,MCH-001,BATCH-001125,2025-10-11 10:31:17,2025-10-11 14:20:35,5039,4723,174,75,28.7,229.29,7.81,1.419,1.47,OP-0058,LOT-SUP-014-20251011-14,completed,MES
RUN-002251,WO-001126,MCH-008,BATCH-001125,2025-10-11 11:50:00,2025-10-11 15:20:13,12769,11637,303,66,6.35,210.23,8.44,1.764,1.665,OP-0016,LOT-SUP-015-20251011-13,completed,MES
RUN-002252,WO-001126,MCH-010,BATCH-001126,2025-10-11 15:33:13,2025-10-11 19:17:27,12615,12381,308,81,8.08,224.23,8.44,1.803,1.665,,LOT-SUP-015-20251011-10,completed,MES
RUN-002253,WO-001127,MCH-007,BATCH-001126,2025-10-11 04:58:00,2025-10-11 08:18:15,8299,7928,360,91,31.95,200.26,5.11,1.709,1.665,OP-0018,LOT-SUP-015-20251011-01,completed,MES
RUN-002254,WO-001127,MCH-011,BATCH-001127,2025-10-11 08:19:15,2025-10-11 11:38:31,7942,7737,285,155,31.63,199.26,5.11,1.752,1.665,OP-0066,LOT-SUP-015-20251011-06,completed,MES
RUN-002255,WO-001128,MCH-013,BATCH-001127,2025-10-11 05:37:00,2025-10-11 09:07:10,6010,5658,228,63,22.99,210.17,11.66,1.986,1.644,OP-0071,LOT-SUP-004-20251011-07,completed,MES
RUN-002256,WO-001128,MCH-018,BATCH-001128,2025-10-11 09:20:10,2025-10-11 12:50:20,5230,5112,203,70,19.99,210.17,11.66,1.756,1.644,OP-0021,LOT-SUP-004-20251011-17,completed,MES
RUN-002257,WO-001129,MCH-023,BATCH-001128,2025-10-11 18:01:00,2025-10-11 21:24:05,4847,4720,157,63,19.05,203.1,7.1,0.926,0.97,OP-0005,LOT-SUP-013-20251011-03,completed,MES
RUN-002258,WO-001129,MCH-020,BATCH-001129,2025-10-11 21:29:05,2025-10-12 00:50:11,4473,4064,103,39,19.09,201.1,7.1,1.14,0.97,OP-0005,LOT-SUP-013-20251011-02,completed,MES
RUN-002259,WO-001130,MCH-025,BATCH-001129,2025-10-11 16:06:00,2025-10-11 19:22:13,5671,5268,146,29,27.1,196.23,0.0,1.483,1.36,OP-0029,LOT-SUP-012-20251011-03,completed,MES
RUN-002260,WO-001130,MCH-028,BATCH-001130,2025-10-11 19:34:13,2025-10-11 22:58:27,5167,4793,128,31,29.89,204.23,0.0,1.508,1.36,OP-0003,LOT-SUP-012-20251011-10,completed,MES
RUN-002261,WO-001131,MCH-025,BATCH-001130,2025-10-11 05:39:00,2025-10-11 09:02:33,5177,4846,84,16,32.84,203.56,9.11,2.279,2.443,OP-0020,LOT-SUP-017-20251011-13,cancelled,MES
RUN-002262,WO-001131,MCH-027,BATCH-001131,2025-10-11 09:01:33,2025-10-11 12:22:07,4886,4841,141,33,30.88,200.56,9.11,2.463,2.443,OP-0023,LOT-SUP-017-20251011-06,cancelled,MES
RUN-002263,WO-001132,MCH-031,BATCH-001131,2025-10-11 06:45:00,2025-10-11 10:39:12,8010,8001,146,31,20.51,234.22,9.68,1.492,1.477,OP-0043,LOT-SUP-015-20251011-01,completed,MES
RUN-002264,WO-001132,MCH-033,BATCH-001132,2025-10-11 10:50:12,2025-10-11 14:39:25,7530,7210,152,41,16.57,229.22,9.68,1.718,1.477,OP-0019,LOT-SUP-015-20251011-09,completed,MES
RUN-002265,WO-001133,MCH-036,BATCH-001132,2025-10-11 03:45:00,2025-10-11 06:58:58,9758,9653,282,52,33.88,193.98,8.02,1.328,1.253,OP-0072,LOT-SUP-004-20251011-06,completed,MES
RUN-002266,WO-001133,MCH-032,BATCH-001133,2025-10-11 07:09:58,2025-10-11 10:18:57,9293,8903,444,145,34.55,188.98,8.02,1.051,1.253,OP-0021,LOT-SUP-004-20251011-17,completed,MES
RUN-002267,WO-001134,MCH-004,BATCH-001133,2025-10-12 05:45:00,2025-10-12 09:40:05,8781,8637,318,88,24.24,235.09,6.47,1.294,1.458,OP-0009,LOT-SUP-005-20251012-12,completed,MES
RUN-002268,WO-001134,MCH-006,BATCH-001134,2025-10-12 09:44:05,2025-10-12 13:46:10,8496,8171,338,71,21.51,242.09,6.47,1.337,1.458,OP-0035,LOT-SUP-005-20251012-11,completed,MES
RUN-002269,WO-001135,MCH-012,BATCH-001134,2025-10-12 11:06:00,2025-10-12 14:30:48,9508,8938,211,76,20.51,204.81,9.67,2.466,2.126,OP-0067,LOT-SUP-009-20251012-06,completed,MES
RUN-002270,WO-001135,MCH-009,BATCH-001135,2025-10-12 14:45:48,2025-10-12 18:22:37,8691,8684,322,70,23.17,216.81,9.67,2.07,2.126,OP-0072,LOT-SUP-009-20251012-06,completed,MES
RUN-002271,WO-001136,MCH-012,BATCH-001135,2025-10-12 20:03:00,2025-10-12 23:11:51,9698,9174,225,35,26.1,188.86,1.15,2.232,2.126,OP-0027,LOT-SUP-009-20251012-13,completed,MES
RUN-002272,WO-001136,MCH-008,BATCH-001136,2025-10-12 23:24:51,2025-10-13 02:47:42,9095,8794,248,90,26.32,202.86,1.15,1.937,2.126,OP-0026,LOT-SUP-009-20251012-17,completed,MES
RUN-002273,WO-001137,MCH-009,BATCH-001136,2025-10-12 05:06:00,2025-10-12 08:43:03,9823,8909,266,82,15.59,217.06,7.43,1.897,2.126,OP-0038,LOT-SUP-009-20251012-16,completed,MES
RUN-002274,WO-001137,MCH-012,BATCH-001137,2025-10-12 08:59:03,2025-10-12 12:42:06,9451,8747,279,152,16.72,223.06,7.43,2.477,2.126,OP-0041,LOT-SUP-009-20251012-05,completed,MES
RUN-002275,WO-001138,MCH-016,BATCH-001137,2025-10-12 14:24:00,2025-10-12 18:11:40,6223,6056,118,24,30.59,227.67,11.57,2.649,2.289,OP-0013,LOT-SUP-010-20251012-04,completed,MES
RUN-002276,WO-001138,MCH-013,BATCH-001138,2025-10-12 18:11:40,2025-10-12 22:00:20,5468,4952,42,6,27.23,228.67,11.57,2.514,2.289,OP-0038,LOT-SUP-010-20251012-03,completed,MES
RUN-002277,WO-001139,MCH-022,BATCH-001138,2025-10-12 19:45:00,2025-10-12 23:11:42,3888,3864,148,58,27.75,206.71,1.84,1.139,1.015,OP-0054,LOT-SUP-010-20251012-14,completed,MES
RUN-002278,WO-001139,MCH-024,BATCH-001139,2025-10-12 23:07:42,2025-10-13 02:26:24,3619,3553,116,45,28.53,198.71,1.84,0.939,1.015,OP-0001,LOT-SUP-010-20251012-18,completed,MES
RUN-002279,WO-001140,MCH-026,BATCH-001139,2025-10-12 13:45:00,2025-10-12 17:07:38,3276,3230,117,34,27.12,202.65,0.0,1.272,1.36,OP-0051,LOT-SUP-012-20251012-02,completed,MES
RUN-002280,WO-001140,MCH-025,BATCH-001140,2025-10-12 17:22:38,2025-10-12 21:02:17,3410,3303,98,47,25.38,219.65,0.0,1.434,1.36,OP-0026,LOT-SUP-012-20251012-17,completed,MES
RUN-002281,WO-001141,MCH-025,BATCH-001140,2025-10-12 14:45:00,2025-10-12 18:41:38,6155,6088,217,55,36.24,236.64,6.95,1.253,1.403,OP-0025,LOT-SUP-012-20251012-11,completed,MES
RUN-002282,WO-001141,MCH-027,BATCH-001141,2025-10-12 18:37:38,2025-10-12 22:27:16,5889,5402,169,77,35.78,229.64,6.95,1.459,1.403,OP-0001,LOT-SUP-012-20251012-01,completed,MES
RUN-002283,WO-001142,MCH-032,BATCH-001141,2025-10-12 11:49:00,2025-10-12 15:19:04,12116,11624,373,158,34.51,210.07,13.38,1.077,0.997,OP-0022,LOT-SUP-003-20251012-02,completed,MES
RUN-002284,WO-001142,MCH-034,BATCH-001142,2025-10-12 15:16:04,2025-10-12 18:30:08,11552,11006,507,160,30.41,194.07,13.38,0.903,0.997,OP-0046,LOT-SUP-003-20251012-18,completed,MES
RUN-002285,WO-001143,MCH-033,BATCH-001142,2025-10-12 01:00:00,2025-10-12 05:02:22,13146,12787,481,132,19.67,242.38,2.95,1.52,1.56,OP-0046,LOT-SUP-005-20251012-12,completed,MES
RUN-002286,WO-001143,MCH-031,BATCH-001143,2025-10-12 04:59:22,2025-10-12 08:44:45,11462,10596,464,85,20.76,225.38,2.95,1.307,1.56,OP-0069,LOT-SUP-005-20251012-13,completed,MES
RUN-002287,WO-001144,MCH-006,BATCH-001143,2025-10-13 07:47:00,2025-10-13 10:55:29,6085,5977,241,90,25.83,188.5,4.57,1.519,1.395,OP-0018,LOT-SUP-009-20251013-08,completed,MES
RUN-002288,WO-001144,MCH-004,BATCH-001144,2025-10-13 11:09:29,2025-10-13 14:18:59,6136,6078,127,46,30.55,189.5,4.57,1.304,1.395,OP-0061,LOT-SUP-009-20251013-04,completed,MES
RUN-002289,WO-001145,MCH-005,BATCH-001144,2025-10-13 20:45:00,2025-10-14 00:41:50,6339,5879,166,81,21.51,236.84,6.04,1.553,1.395,OP-0062,LOT-SUP-009-20251013-16,completed,MES
RUN-002290,WO-001145,MCH-004,BATCH-001145,2025-10-14 00:41:50,2025-10-14 04:31:40,6572,6265,230,84,15.94,229.84,6.04,1.224,1.395,OP-0014,LOT-SUP-009-20251013-12,completed,MES
RUN-002291,WO-001146,MCH-003,BATCH-001145,2025-10-13 02:32:00,2025-10-13 06:04:24,8778,8492,193,64,29.27,212.41,6.49,2.505,2.443,OP-0067,LOT-SUP-017-20251013-09,completed,MES
RUN-002292,WO-001146,MCH-004,BATCH-001146,2025-10-13 06:16:24,2025-10-13 10:00:49,8088,7490,241,132,24.9,224.41,6.49,2.01,2.443,OP-0022,LOT-SUP-017-20251013-04,completed,MES
RUN-002293,WO-001147,MCH-008,BATCH-001146,2025-10-13 13:37:00,2025-10-13 16:41:57,16913,15917,719,369,46.56,184.96,13.44,1.086,1.256,OP-0055,LOT-SUP-004-20251013-16,completed,MES
RUN-002294,WO-001147,MCH-012,BATCH-001147,2025-10-13 16:54:57,2025-10-13 20:09:55,17092,16592,568,262,45.18,194.96,13.44,1.502,1.256,OP-0059,LOT-SUP-004-20251013-06,completed,MES
RUN-002295,WO-001148,MCH-012,BATCH-001147,2025-10-13 18:45:00,2025-10-13 22:27:09,14039,13352,442,164,26.12,222.15,5.41,2.412,2.154,OP-0040,LOT-SUP-014-20251013-06,completed,MES
RUN-002296,WO-001148,MCH-010,BATCH-001148,2025-10-13 22:38:09,2025-10-14 02:20:18,15298,14104,449,169,25.25,222.15,5.41,2.334,2.154,OP-0061,LOT-SUP-014-20251013-06,completed,MES
RUN-002297,WO-001149,MCH-012,BATCH-001148,2025-10-13 02:45:00,2025-10-13 06:44:54,11563,11552,441,113,17.45,239.91,0.0,2.324,2.154,OP-0069,LOT-SUP-014-20251013-04,completed,MES
RUN-002298,WO-001149,MCH-008,BATCH-001149,2025-10-13 06:45:54,2025-10-13 10:43:49,9768,9061,319,131,16.11,237.91,0.0,2.168,2.154,,LOT-SUP-014-20251013-01,completed,MES
RUN-002299,WO-001150,MCH-015,BATCH-001149,2025-10-13 08:08:00,2025-10-13 11:43:54,8141,8086,67,22,15.17,215.91,4.32,2.255,2.2,OP-0017,LOT-SUP-009-20251013-06,completed,MES
RUN-002300,WO-001150,MCH-016,BATCH-001150,2025-10-13 11:49:54,2025-10-13 15:30:49,8264,7869,138,43,20.55,220.91,4.32,1.928,2.2,OP-0014,LOT-SUP-009-20251013-03,completed,MES
RUN-002301,WO-001151,MCH-016,BATCH-001150,2025-10-13 18:08:00,2025-10-13 21:34:34,7596,7042,200,48,24.03,206.57,6.14,1.352,1.644,OP-0014,LOT-SUP-004-20251013-16,completed,MES
RUN-002302,WO-001151,MCH-018,BATCH-001151,2025-10-13 21:48:34,2025-10-14 01:31:08,7447,6709,147,52,22.95,222.57,6.14,1.847,1.644,OP-0018,LOT-SUP-004-20251013-14,completed,MES
RUN-002303,WO-001152,MCH-013,BATCH-001151,2025-10-13 01:53:00,2025-10-13 05:19:57,7995,7326,211,34,28.39,206.96,16.95,1.734,1.644,OP-0023,LOT-SUP-004-20251013-10,completed,MES
RUN-002304,WO-001152,MCH-017,BATCH-001152,2025-10-13 05:32:57,2025-10-13 09:08:55,7852,7697,354,111,28.17,215.96,16.95,1.759,1.644,OP-0068,LOT-SUP-004-20251013-02,completed,MES
RUN-002305,WO-001153,MCH-020,BATCH-001152,2025-10-13 08:45:00,2025-10-13 12:16:47,6328,6310,117,44,36.2,211.79,14.81,1.614,1.826,OP-0010,LOT-SUP-009-20251013-04,completed,MES
RUN-002306,WO-001153,MCH-021,BATCH-001153,2025-10-13 12:27:47,2025-10-13 15:55:35,5335,5009,137,70,35.58,207.79,14.81,1.871,1.826,OP-0032,LOT-SUP-009-20251013-14,completed,MES
RUN-002307,WO-001154,MCH-024,BATCH-001153,2025-10-13 15:10:00,2025-10-13 19:00:10,5278,4956,128,54,28.61,230.18,13.85,1.459,1.477,OP-0035,LOT-SUP-015-20251013-08,completed,MES
RUN-002308,WO-001154,MCH-019,BATCH-001154,2025-10-13 19:02:10,2025-10-13 22:56:21,5023,4802,98,36,25.72,234.18,13.85,1.517,1.477,OP-0012,LOT-SUP-015-20251013-04,completed,MES
RUN-002309,WO-001155,MCH-019,BATCH-001154,2025-10-13 03:39:00,2025-10-13 07:15:40,5717,5536,235,37,18.32,216.68,4.03,2.058,1.767,OP-0040,LOT-SUP-003-20251013-15,completed,MES
RUN-002310,WO-001155,MCH-020,BATCH-001155,2025-10-13 07:27:40,2025-10-13 11:05:21,4891,4650,211,49,23.31,217.68,4.03,1.819,1.767,OP-0015,LOT-SUP-003-20251013-01,completed,MES
RUN-002311,WO-001156,MCH-029,BATCH-001155,2025-10-13 13:55:00,2025-10-13 17:23:05,7816,7539,112,29,25.24,208.09,16.04,2.038,2.2,OP-0010,LOT-SUP-009-20251013-04,completed,MES
RUN-002312,WO-001156,MCH-026,BATCH-001156,2025-10-13 17:25:05,2025-10-13 20:53:11,6841,6461,76,25,21.73,208.09,16.04,1.894,2.2,OP-0032,LOT-SUP-009-20251013-11,completed,MES
RUN-002313,WO-001157,MCH-026,BATCH-001156,2025-10-13 19:11:00,2025-10-13 23:05:36,9237,9201,126,69,14.84,234.61,7.09,2.174,2.2,OP-0007,LOT-SUP-009-20251013-11,completed,MES
RUN-002314,WO-001157,MCH-028,BATCH-001157,2025-10-13 23:15:36,2025-10-14 03:22:13,8656,8351,64,32,12.38,246.61,7.09,1.831,2.2,OP-0036,LOT-SUP-009-20251013-15,completed,MES
RUN-002315,WO-001158,MCH-029,BATCH-001157,2025-10-13 01:45:00,2025-10-13 05:37:21,8599,8166,245,43,6.59,232.35,4.73,2.089,2.2,OP-0046,LOT-SUP-009-20251013-16,completed,MES
RUN-002316,WO-001158,MCH-030,BATCH-001158,2025-10-13 05:39:21,2025-10-13 09:23:42,8078,7651,141,29,10.18,224.35,4.73,1.915,2.2,OP-0019,LOT-SUP-009-20251013-16,completed,MES
RUN-002317,WO-001159,MCH-031,BATCH-001158,2025-10-13 10:58:00,2025-10-13 14:03:21,13962,13029,544,97,45.34,185.37,10.94,1.221,1.256,OP-0048,LOT-SUP-004-20251013-03,completed,MES
RUN-002318,WO-001159,MCH-032,BATCH-001159,2025-10-13 14:18:21,2025-10-13 17:38:43,14077,12929,568,149,39.06,200.37,10.94,1.358,1.256,OP-0021,LOT-SUP-004-20251013-17,completed,MES
RUN-002319,WO-001160,MCH-031,BATCH-001159,2025-10-13 22:32:00,2025-10-14 02:01:53,14916,14102,409,183,20.05,209.88,14.28,1.143,1.221,OP-0029,LOT-SUP-003-20251013-02,completed,MES
RUN-002320,WO-001160,MCH-035,BATCH-001160,2025-10-14 02:15:53,2025-10-14 05:44:46,15467,14117,270,145,18.16,208.88,14.28,1.494,1.221,OP-0054,LOT-SUP-003-20251013-17,completed,MES
RUN-002321,WO-001161,MCH-034,BATCH-001160,2025-10-13 01:07:00,2025-10-13 05:06:43,20439,20340,618,323,12.54,239.72,10.39,2.245,2.095,OP-0061,LOT-SUP-009-20251013-07,completed,MES
RUN-002322,WO-001161,MCH-031,BATCH-001161,2025-10-13 05:13:43,2025-10-13 09:12:26,19969,18084,454,85,13.43,238.72,10.39,1.963,2.095,OP-0065,LOT-SUP-009-20251013-03,completed,MES
RUN-002323,WO-001162,MCH-006,BATCH-001161,2025-10-14 07:00:00,2025-10-14 10:44:57,10258,10230,198,67,21.95,224.96,3.46,2.002,2.084,OP-0058,LOT-SUP-003-20251014-02,completed,MES
RUN-002324,WO-001162,MCH-001,BATCH-001162,2025-10-14 10:56:57,2025-10-14 14:50:55,10264,9822,99,52,21.48,233.96,3.46,2.032,2.084,OP-0009,LOT-SUP-003-20251014-15,completed,MES
RUN-002325,WO-001163,MCH-003,BATCH-001162,2025-10-14 16:51:00,2025-10-14 20:23:53,12146,11094,108,20,20.1,212.89,3.55,2.081,2.084,OP-0054,LOT-SUP-003-20251014-15,completed,MES
RUN-002326,WO-001163,MCH-004,BATCH-001163,2025-10-14 20:26:53,2025-10-14 23:54:47,11406,10329,102,18,23.54,207.89,3.55,1.786,2.084,OP-0029,LOT-SUP-003-20251014-09,completed,MES
RUN-002327,WO-001164,MCH-005,BATCH-001163,2025-10-14 01:48:00,2025-10-14 05:29:55,12360,11597,310,102,20.38,221.93,13.62,3.949,3.762,OP-0007,LOT-SUP-008-20251014-18,completed,MES
RUN-002328,WO-001164,MCH-003,BATCH-001164,2025-10-14 05:33:55,2025-10-14 09:16:51,10918,10871,284,113,19.59,222.93,13.62,4.059,3.762,OP-0031,LOT-SUP-008-20251014-07,completed,MES
RUN-002329,WO-001165,MCH-009,BATCH-001164,2025-10-14 12:57:00,2025-10-14 16:18:33,15108,14222,446,132,28.89,201.56,8.56,1.065,1.213,OP-0009,LOT-SUP-015-20251014-03,completed,MES
RUN-002330,WO-001165,MCH-012,BATCH-001165,2025-10-14 16:24:33,2025-10-14 19:48:07,14262,13894,280,127,27.87,203.56,8.56,1.193,1.213,OP-0036,LOT-SUP-015-20251014-17,completed,MES
RUN-002331,WO-001166,MCH-008,BATCH-001165,2025-10-14 17:45:00,2025-10-14 21:34:41,13524,12515,331,131,14.72,229.69,2.21,1.032,1.213,OP-0013,LOT-SUP-015-20251014-07,completed,MES
RUN-002332,WO-001166,MCH-010,BATCH-001166,2025-10-14 21:33:41,2025-10-15 01:25:22,14785,14731,518,241,15.45,231.69,2.21,1.186,1.213,OP-0018,LOT-SUP-015-20251014-09,completed,MES
RUN-002333,WO-001167,MCH-010,BATCH-001166,2025-10-14 04:15:00,2025-10-14 07:36:16,13283,13188,384,75,32.92,201.28,0.0,1.21,1.213,OP-0017,LOT-SUP-015-20251014-17,completed,MES
RUN-002334,WO-001167,MCH-008,BATCH-001167,2025-10-14 07:37:16,2025-10-14 10:49:33,11659,11137,407,149,33.6,192.28,0.0,1.147,1.213,OP-0064,LOT-SUP-015-20251014-14,completed,MES
RUN-002335,WO-001168,MCH-013,BATCH-001167,2025-10-14 11:45:00,2025-10-14 14:52:33,8397,8125,303,159,25.41,187.55,1.8,1.521,1.36,OP-0049,LOT-SUP-012-20251014-16,completed,MES
RUN-002336,WO-001168,MCH-016,BATCH-001168,2025-10-14 15:05:33,2025-10-14 18:12:06,7793,7054,307,50,25.86,186.55,1.8,1.187,1.36,OP-0025,LOT-SUP-012-20251014-03,completed,MES
RUN-002337,WO-001169,MCH-018,BATCH-001168,2025-10-14 19:27:00,2025-10-14 22:57:38,10521,9558,332,52,26.03,210.64,7.83,1.457,1.36,OP-0034,LOT-SUP-012-20251014-03,completed,MES
RUN-002338,WO-001169,MCH-015,BATCH-001169,2025-10-14 22:58:38,2025-10-15 02:31:16,8809,8144,261,134,24.27,212.64,7.83,1.446,1.36,OP-0057,LOT-SUP-012-20251014-11,completed,MES
RUN-002339,WO-001170,MCH-017,BATCH-001169,2025-10-14 23:28:00,2025-10-15 03:09:46,7529,6946,328,117,32.38,221.77,0.0,1.297,1.36,OP-0012,LOT-SUP-012-20251014-09,completed,MES
RUN-002340,WO-001170,MCH-013,BATCH-001170,2025-10-15 03:05:46,2025-10-15 06:47:32,7879,7350,357,60,28.4,221.77,0.0,1.325,1.36,OP-0009,LOT-SUP-012-20251014-17,completed,MES
RUN-002341,WO-001171,MCH-022,BATCH-001170,2025-10-14 07:05:00,2025-10-14 10:29:22,5203,4833,122,33,36.4,204.38,7.9,1.097,1.193,OP-0066,LOT-SUP-002-20251014-06,open,MES
RUN-002342,WO-001171,MCH-019,BATCH-001171,2025-10-14 10:40:22,2025-10-14 14:01:45,4648,4266,159,79,35.44,201.38,7.9,1.106,1.193,OP-0037,LOT-SUP-002-20251014-10,open,MES
RUN-002343,WO-001172,MCH-024,BATCH-001171,2025-10-14 19:28:00,2025-10-14 23:10:13,6200,5590,222,102,29.6,222.23,6.3,1.155,1.301,OP-0039,LOT-SUP-009-20251014-16,completed,MES
RUN-002344,WO-001172,MCH-019,BATCH-001172,2025-10-14 23:15:13,2025-10-15 02:46:27,5662,5635,225,81,28.74,211.23,6.3,1.23,1.301,OP-0015,LOT-SUP-009-20251014-04,completed,MES
RUN-002345,WO-001173,MCH-021,BATCH-001172,2025-10-14 04:52:00,2025-10-14 08:23:01,5212,4841,141,52,21.05,211.03,2.44,1.647,1.794,OP-0021,LOT-SUP-001-20251014-11,completed,MES
RUN-002346,WO-001173,MCH-020,BATCH-001173,2025-10-14 08:36:01,2025-10-14 12:04:03,4957,4853,155,59,21.19,208.03,2.44,1.56,1.794,OP-0024,LOT-SUP-001-20251014-06,completed,MES
RUN-002347,WO-001174,MCH-029,BATCH-001173,2025-10-14 12:08:00,2025-10-14 15:34:16,6016,5745,232,59,17.67,206.27,7.68,0.907,1.015,OP-0047,LOT-SUP-010-20251014-02,completed,MES
RUN-002348,WO-001174,MCH-028,BATCH-001174,2025-10-14 15:43:16,2025-10-14 19:20:32,5644,5349,168,33,18.02,217.27,7.68,1.141,1.015,OP-0067,LOT-SUP-010-20251014-12,completed,MES
RUN-002349,WO-001175,MCH-027,BATCH-001174,2025-10-14 15:45:00,2025-10-14 19:04:34,7902,7752,213,49,14.74,199.58,1.61,1.476,1.36,OP-0018,LOT-SUP-012-20251014-09,completed,MES
RUN-002350,WO-001175,MCH-026,BATCH-001175,2025-10-14 19:20:34,2025-10-14 22:58:09,7642,6918,215,40,15.15,217.58,1.61,1.567,1.36,OP-0038,LOT-SUP-012-20251014-02,completed,MES
