machine_id,plant_id,line_id,feature_date,avg_temperature_24h,avg_vibration_24h,max_vibration_24h,alarm_count_24h,downtime_count_7d,runtime_hours_since_maintenance,machine_age_years,maintenance_overdue_flag,failure_within_24h,failure_within_7d
MCH-008,P01,L02,2026-03-10,53.688,1.866,2.959,1,6,432.38,1.4,0,0,0
MCH-008,P01,L02,2026-03-11,53.346,2.103,2.947,1,6,462.48,1.4,0,0,0
MCH-008,P01,L02,2026-03-12,50.256,1.89,2.867,0,4,503.9,1.4,0,0,0
MCH-008,P01,L02,2026-03-13,49.527,1.766,2.914,0,5,517.09,1.4,0,0,0
MCH-008,P01,L02,2026-03-14,45.984,1.813,2.499,0,5,564.25,1.4,0,0,0
MCH-008,P01,L02,2026-03-15,46.553,1.572,2.471,0,5,513.09,1.4,0,0,0
MCH-008,P01,L02,2026-03-16,51.212,1.834,2.97,0,5,530.26,1.4,0,0,0
MCH-008,P01,L02,2026-03-17,50.008,1.754,2.633,1,4,661.95,1.4,0,0,0
MCH-008,P01,L02,2026-03-18,48.239,1.692,2.716,0,3,674.76,1.4,0,0,0
MCH-008,P01,L02,2026-03-19,49.288,1.856,2.783,0,5,596.38,1.4,0,0,0
MCH-008,P01,L02,2026-03-20,49.526,1.784,2.976,0,6,622.35,1.4,0,0,0
MCH-008,P01,L02,2026-03-21,48.227,1.621,2.583,0,7,608.22,1.4,0,0,0
MCH-008,P01,L02,2026-03-22,43.553,1.673,2.514,0,7,637.27,1.4,0,0,0
MCH-008,P01,L02,2026-03-23,48.249,1.849,2.96,0,7,754.26,1.4,0,0,0
MCH-008,P01,L02,2026-03-24,49.507,1.988,3.388,0,8,748.85,1.4,0,0,0
MCH-008,P01,L02,2026-03-25,51.288,2.071,3.149,0,10,648.36,1.4,0,0,0
MCH-008,P01,L02,2026-03-26,47.649,1.788,2.823,0,8,700.46,1.4,0,0,0
MCH-008,P01,L02,2026-03-27,50.249,1.981,2.837,0,9,804.35,1.4,0,0,0
MCH-008,P01,L02,2026-03-28,47.69,1.67,2.728,0,8,803.02,1.4,0,0,0
MCH-008,P01,L02,2026-03-29,45.268,1.67,3.425,0,8,730.95,1.4,0,0,0
MCH-008,P01,L02,2026-03-30,52.81,1.917,2.766,0,9,863.07,1.4,0,0,0
MCH-008,P01,L02,2026-03-31,50.046,1.712,2.762,0,9,910.75,1.4,0,0,0
MCH-008,P01,L02,2026-04-01,49.398,1.87,2.749,0,8,742.91,1.4,0,0,0
MCH-008,P01,L02,2026-04-02,49.069,1.932,2.718,0,8,936.79,1.4,0,0,0
MCH-008,P01,L02,2026-04-03,49.039,1.833,2.566,0,6,946.25,1.4,0,0,0
MCH-008,P01,L02,2026-04-04,43.899,1.681,2.794,0,6,851.46,1.4,0,0,0
MCH-008,P01,L02,2026-04-05,48.128,1.86,2.783,0,8,985.46,1.4,0,0,0
MCH-008,P01,L02,2026-04-06,50.069,1.779,2.768,0,7,831.96,1.4,0,0,0
MCH-008,P01,L02,2026-04-07,50.381,1.889,2.995,0,6,825.62,1.4,0,0,0
MCH-008,P01,L02,2026-04-08,50.723,1.901,2.59,0,6,1049.83,1.4,0,0,0
MCH-008,P01,L02,2026-04-09,51.238,1.938,3.053,0,6,1040.81,1.4,0,0,0
MCH-008,P01,L02,2026-04-10,49.028,1.76,2.988,0,6,1073.97,1.4,0,0,0
MCH-008,P01,L02,2026-04-11,46.067,1.768,2.687,0,6,944.25,1.4,0,0,0
MCH-008,P01,L02,2026-04-12,46.2,1.858,3.19,0,4,936.45,1.4,0,0,0
MCH-008,P01,L02,2026-04-13,47.549,1.778,2.508,0,4,0.0,1.4,0,0,0
MCH-008,P01,L02,2026-04-14,49.647,1.935,3.047,0,4,14.77,1.4,0,0,0
MCH-008,P01,L02,2026-04-15,49.913,1.936,2.504,0,5,28.22,1.4,0,0,0
MCH-008,P01,L02,2026-04-16,51.863,1.939,3.042,0,6,40.92,1.4,0,0,0
MCH-008,P01,L02,2026-04-17,48.63,1.987,3.26,0,8,62.11,1.4,0,0,0
MCH-008,P01,L02,2026-04-18,44.185,1.686,2.707,0,8,83.29,1.4,0,0,0
MCH-008,P01,L02,2026-04-19,47.882,1.74,3.645,1,9,89.9,1.4,0,0,0
MCH-008,P01,L02,2026-04-20,49.95,1.957,2.971,0,8,114.33,1.4,0,0,0
MCH-008,P01,L02,2026-04-21,50.021,1.925,2.771,0,9,111.98,1.4,0,0,0
MCH-008,P01,L02,2026-04-22,52.274,1.982,3.02,0,7,149.8,1.4,0,0,0
MCH-008,P01,L02,2026-04-23,51.162,1.979,2.827,0,6,151.46,1.4,0,0,0
MCH-008,P01,L02,2026-04-24,49.394,1.873,2.597,0,4,179.71,1.4,0,0,0
MCH-008,P01,L02,2026-04-25,47.575,1.912,3.061,0,4,198.9,1.4,0,0,0
MCH-008,P01,L02,2026-04-26,44.93,1.637,2.5,0,3,190.97,1.4,0,0,0
MCH-008,P01,L02,2026-04-27,50.202,1.775,2.689,0,4,220.46,1.4,0,0,0
MCH-008,P01,L02,2026-04-28,47.832,1.684,3.187,0,2,214.35,1.4,0,0,0
MCH-008,P01,L02,2026-04-29,51.964,1.988,2.715,0,3,270.46,1.4,0,0,0
MCH-008,P01,L02,2026-04-30,49.732,1.888,2.61,0,4,259.46,1.4,0,0,0
MCH-008,P01,L02,2026-05-01,49.518,1.841,2.532,0,3,271.49,1.4,0,0,0
MCH-008,P01,L02,2026-05-02,46.951,1.877,2.711,0,3,267.99,1.4,0,0,0
MCH-008,P01,L02,2026-05-03,45.129,1.692,2.498,0,4,323.64,1.4,0,0,0
MCH-008,P01,L02,2026-05-04,50.198,1.776,2.539,0,5,326.58,1.4,0,0,0
MCH-008,P01,L02,2026-05-05,51.747,2.113,7.25,1,6,353.38,1.4,0,0,0
MCH-008,P01,L02,2026-05-06,47.433,1.914,3.089,0,5,385.1,1.4,0,0,0
MCH-008,P01,L02,2026-05-07,47.065,1.826,2.603,0,5,353.48,1.4,0,0,0
MCH-008,P01,L02,2026-05-08,50.738,1.91,3.5,0,7,435.54,1.4,0,0,0
MCH-008,P01,L02,2026-05-09,44.918,1.936,4.691,1,8,424.77,1.4,0,0,0
MCH-008,P01,L02,2026-05-10,43.8,1.641,3.19,0,7,451.28,1.4,0,0,0
MCH-008,P01,L02,2026-05-11,49.317,1.785,2.731,0,5,436.25,1.4,0,0,0
MCH-008,P01,L02,2026-05-12,52.188,1.928,2.921,1,6,462.48,1.4,0,0,0
MCH-008,P01,L02,2026-05-13,47.195,1.72,2.504,0,8,511.85,1.4,0,0,0
MCH-008,P01,L02,2026-05-14,52.256,1.811,2.871,0,9,491.77,1.4,0,0,0
MCH-008,P01,L02,2026-05-15,49.538,1.966,3.104,0,9,558.53,1.4,0,0,0
MCH-008,P01,L02,2026-05-16,44.984,1.761,3.128,0,9,554.67,1.4,0,0,0
MCH-008,P01,L02,2026-05-17,43.202,1.782,2.869,0,9,558.57,1.4,0,0,0
MCH-008,P01,L02,2026-05-18,48.336,1.98,2.566,0,9,597.91,1.4,0,0,0
MCH-008,P01,L02,2026-05-19,50.94,2.069,3.121,0,7,589.9,1.4,0,0,0
MCH-008,P01,L02,2026-05-20,50.459,2.098,4.73,1,7,511.74,1.4,0,0,0
MCH-008,P01,L02,2026-05-21,51.369,2.386,3.428,0,6,577.96,1.4,0,0,1
MCH-008,P01,L02,2026-05-22,55.038,3.245,4.119,0,8,659.8,1.4,0,0,1
MCH-008,P01,L02,2026-05-23,53.556,3.649,4.489,0,8,585.59,1.4,0,0,1
MCH-008,P01,L02,2026-05-24,52.897,4.074,5.543,0,9,707.81,1.4,0,0,1
MCH-008,P01,L02,2026-05-25,59.186,4.716,5.795,0,10,694.59,1.4,0,0,1
MCH-008,P01,L02,2026-05-26,63.425,5.419,6.324,0,12,595.43,1.4,0,0,1
MCH-008,P01,L02,2026-05-27,67.006,6.016,7.014,0,12,745.35,1.4,0,1,1
MCH-008,P01,L02,2026-05-28,69.437,6.838,7.96,0,11,0.0,1.4,0,1,1
MCH-008,P01,L02,2026-05-29,51.364,1.991,2.766,0,8,15.28,1.4,0,0,0
MCH-008,P01,L02,2026-05-30,45.878,1.821,2.714,0,7,27.29,1.4,0,0,0
MCH-008,P01,L02,2026-05-31,46.845,1.737,2.889,0,6,50.83,1.4,0,0,0
MCH-008,P01,L02,2026-06-01,47.348,1.751,2.522,0,5,57.64,1.4,0,0,0
MCH-008,P01,L02,2026-06-02,48.979,1.873,2.984,0,5,68.91,1.4,0,0,0
MCH-008,P01,L02,2026-06-03,51.53,1.937,2.532,0,3,93.89,1.4,0,0,0
MCH-008,P01,L02,2026-06-04,50.649,1.777,2.585,1,3,95.27,1.4,0,0,0
MCH-008,P01,L02,2026-06-05,50.315,1.786,2.42,0,3,140.37,1.4,0,0,0
MCH-008,P01,L02,2026-06-06,43.055,1.739,3.061,0,5,149.87,1.4,0,0,0
MCH-008,P01,L02,2026-06-07,47.174,1.78,2.551,0,6,166.16,1.4,0,0,0
MCH-008,P01,L02,2026-06-08,53.336,2.118,2.968,0,7,164.56,1.4,0,0,0
MCH-008,P01,L02,2026-06-09,46.995,1.826,2.793,0,6,191.89,1.4,0,0,0
MCH-008,P01,L02,2026-06-10,52.475,1.892,2.72,0,7,217.61,1.4,0,0,0
MCH-008,P01,L02,2026-06-11,46.752,1.824,2.696,0,8,239.38,1.4,0,0,0
MCH-008,P01,L02,2026-06-12,50.514,1.973,2.563,0,8,257.13,1.4,0,0,0
MCH-008,P01,L02,2026-06-13,47.029,1.828,2.914,0,6,260.89,1.4,0,0,0
MCH-008,P01,L02,2026-06-14,45.303,2.018,3.379,0,5,286.53,1.4,0,0,0
MCH-008,P01,L02,2026-06-15,49.208,1.976,5.57,1,5,286.73,1.4,0,0,0
MCH-008,P01,L02,2026-06-16,50.734,1.77,2.64,0,4,268.0,1.4,0,0,0
MCH-008,P01,L02,2026-06-17,47.296,2.05,3.114,0,6,295.81,1.4,0,0,0
MCH-008,P01,L02,2026-06-18,51.453,1.886,2.517,0,5,327.32,1.4,0,0,0
MCH-008,P01,L02,2026-06-19,49.413,2.046,3.039,0,5,351.48,1.4,0,0,0
MCH-008,P01,L02,2026-06-20,46.074,1.591,2.63,0,5,369.77,1.4,0,0,0
MCH-008,P01,L02,2026-06-21,46.306,1.776,2.874,0,6,419.06,1.4,0,0,0
MCH-008,P01,L02,2026-06-22,50.636,1.804,3.047,0,5,389.36,1.4,0,0,0
MCH-008,P01,L02,2026-06-23,52.128,1.902,2.578,0,6,402.76,1.4,0,0,0
MCH-008,P01,L02,2026-06-24,49.513,1.948,2.769,0,4,0.0,1.4,0,0,0
MCH-008,P01,L02,2026-06-25,49.821,2.059,3.141,0,4,16.06,1.4,0,0,0
MCH-008,P01,L02,2026-06-26,49.022,1.788,3.103,0,4,31.65,1.4,0,0,0
MCH-008,P01,L02,2026-06-27,46.024,1.609,2.565,0,5,52.45,1.4,0,0,0
MCH-008,P01,L02,2026-06-28,46.474,1.827,2.664,0,4,55.51,1.4,0,0,0
MCH-008,P01,L02,2026-06-29,48.336,1.997,3.184,0,4,87.9,1.4,0,0,0
MCH-008,P01,L02,2026-06-30,51.818,1.994,3.079,1,4,94.38,1.4,0,0,0
MCH-008,P01,L02,2026-07-01,49.394,1.959,2.944,0,5,119.63,1.4,0,0,0
MCH-008,P01,L02,2026-07-02,49.096,1.954,2.647,0,6,128.12,1.4,0,0,0
MCH-008,P01,L02,2026-07-03,49.741,1.853,2.896,0,6,140.99,1.4,0,0,0
MCH-008,P01,L02,2026-07-04,45.69,1.948,2.864,0,5,174.96,1.4,0,0,0
MCH-008,P01,L02,2026-07-05,45.415,1.744,2.788,0,5,186.89,1.4,0,0,0
MCH-008,P01,L02,2026-07-06,51.339,1.739,2.738,0,5,198.79,1.4,0,0,0
MCH-008,P01,L02,2026-07-07,51.287,1.975,2.524,0,4,206.01,1.4,0,0,0
MCH-008,P01,L02,2026-07-08,50.804,1.885,2.719,1,3,226.33,1.4,0,0,0
MCH-008,P01,L02,2026-07-09,51.255,2.134,2.935,0,3,226.12,1.4,0,0,0
MCH-008,P01,L02,2026-07-10,50.5,1.801,2.792,0,4,239.55,1.4,0,0,0
MCH-008,P01,L02,2026-07-11,46.865,1.673,2.724,0,4,235.63,1.4,0,0,0
MCH-008,P01,L02,2026-07-12,45.831,1.552,2.453,0,5,301.44,1.4,0,0,0
MCH-008,P01,L02,2026-07-13,49.206,2.038,3.476,0,6,330.0,1.4,0,0,0
MCH-008,P01,L02,2026-07-14,49.297,1.971,3.371,0,7,305.08,1.4,0,0,0
MCH-008,P01,L02,2026-07-15,50.102,1.857,3.204,0,6,355.25,1.4,0,0,0
MCH-008,P01,L02,2026-07-16,53.204,2.093,2.985,0,5,371.77,1.4,0,0,0
MCH-008,P01,L02,2026-07-17,50.241,1.937,3.041,0,3,383.82,1.4,0,0,0
MCH-008,P01,L02,2026-07-18,44.192,1.62,2.991,0,3,358.25,1.4,0,0,0
MCH-008,P01,L02,2026-07-19,45.809,1.623,2.641,0,4,345.04,1.4,0,0,0
MCH-008,P01,L02,2026-07-20,53.649,1.86,2.969,1,4,422.5,1.4,0,0,0
MCH-008,P01,L02,2026-07-21,51.345,1.917,2.701,0,4,467.77,1.4,0,0,0
MCH-008,P01,L02,2026-07-22,50.817,1.664,2.544,1,5,436.57,1.4,0,0,0
MCH-008,P01,L02,2026-07-23,50.958,1.938,2.675,0,6,446.02,1.4,0,0,0
MCH-008,P01,L02,2026-07-24,48.717,2.055,3.351,0,7,506.8,1.4,0,0,0
MCH-008,P01,L02,2026-07-25,44.346,1.72,3.241,0,7,480.09,1.4,0,0,0
MCH-008,P01,L02,2026-07-26,48.803,1.887,2.979,0,5,506.6,1.4,0,0,0
MCH-008,P01,L02,2026-07-27,49.053,1.854,2.549,0,4,502.86,1.4,0,0,0
MCH-008,P01,L02,2026-07-28,49.561,1.83,2.837,0,5,497.07,1.4,0,0,0
MCH-008,P01,L02,2026-07-29,51.982,1.823,2.664,0,5,560.62,1.4,0,0,0
MCH-008,P01,L02,2026-07-30,48.636,2.05,3.268,0,6,499.23,1.4,0,0,0
MCH-008,P01,L02,2026-07-31,52.458,2.053,2.819,0,5,611.01,1.4,0,0,0
MCH-009,P01,L02,2025-08-01,52.594,2.175,3.197,0,1,837.1,6.6,0,0,0
MCH-009,P01,L02,2025-08-02,47.064,2.107,3.335,0,1,1069.85,6.6,0,0,0
MCH-009,P01,L02,2025-08-03,51.331,2.289,3.412,0,1,1009.67,6.6,0,0,0
MCH-009,P01,L02,2025-08-04,53.429,2.329,3.181,0,2,1069.63,6.6,0,0,0
MCH-009,P01,L02,2025-08-05,54.479,2.26,2.996,0,3,1050.67,6.6,0,0,0
MCH-009,P01,L02,2025-08-06,50.257,2.299,3.279,0,3,940.7,6.6,0,0,0
MCH-009,P01,L02,2025-08-07,55.574,2.366,3.452,0,6,1142.05,6.6,0,0,0
MCH-009,P01,L02,2025-08-08,53.924,2.398,3.373,0,6,934.96,6.6,0,0,0
MCH-009,P01,L02,2025-08-09,48.903,2.118,2.836,0,6,1100.7,6.6,0,0,0
MCH-009,P01,L02,2025-08-10,44.237,2.129,2.815,0,6,1063.74,6.6,0,0,0
MCH-009,P01,L02,2025-08-11,52.967,2.262,3.306,0,6,1113.75,6.6,0,0,0
MCH-009,P01,L02,2025-08-12,52.334,2.259,3.227,0,6,1040.18,6.6,0,0,0
MCH-009,P01,L02,2025-08-13,52.038,2.326,3.344,0,8,1044.46,6.6,0,0,0
MCH-009,P01,L02,2025-08-14,50.534,2.341,3.713,0,6,1077.46,6.6,0,0,0
MCH-009,P01,L02,2025-08-15,53.368,2.17,3.371,0,5,1192.15,6.6,0,0,0
MCH-009,P01,L02,2025-08-16,45.69,2.234,5.028,1,5,1139.48,6.6,0,0,0
MCH-009,P01,L02,2025-08-17,45.837,2.151,3.187,0,5,1330.0,6.6,0,0,0
MCH-009,P01,L02,2025-08-18,53.42,2.402,3.136,0,6,1305.36,6.6,0,0,0
MCH-009,P01,L02,2025-08-19,55.401,2.383,3.437,0,7,1140.41,6.6,0,0,0
MCH-009,P01,L02,2025-08-20,52.048,2.138,3.174,0,5,1167.72,6.6,0,0,0
MCH-009,P01,L02,2025-08-21,53.676,2.415,3.466,0,4,1184.78,6.6,0,0,0
MCH-009,P01,L02,2025-08-22,52.683,2.38,3.383,0,6,1168.01,6.6,1,0,0
MCH-009,P01,L02,2025-08-23,47.684,2.242,3.019,0,7,1383.52,6.6,1,0,0
MCH-009,P01,L02,2025-08-24,47.091,2.294,3.151,0,8,1298.35,6.6,1,0,0
MCH-009,P01,L02,2025-08-25,53.691,2.376,3.166,0,7,1264.53,6.6,1,0,0
MCH-009,P01,L02,2025-08-26,52.917,2.284,2.788,0,6,1291.17,6.6,1,0,0
MCH-009,P01,L02,2025-08-27,54.499,2.388,3.126,0,7,1485.15,6.6,1,0,0
MCH-009,P01,L02,2025-08-28,55.346,2.455,3.395,0,8,1328.83,6.6,1,0,0
MCH-009,P01,L02,2025-08-29,52.652,2.259,3.04,0,6,1543.94,6.6,1,0,0
MCH-009,P01,L02,2025-08-30,50.413,2.338,3.249,0,5,1430.07,6.6,1,0,0
MCH-009,P01,L02,2025-08-31,47.129,2.081,2.974,0,4,1292.03,6.6,1,0,0
MCH-009,P01,L02,2025-09-01,51.906,2.24,3.126,0,4,1539.55,6.6,1,0,0
MCH-009,P01,L02,2025-09-02,52.324,2.183,3.114,0,3,1615.81,6.6,1,0,0
MCH-009,P01,L02,2025-09-03,53.071,2.188,3.298,0,3,1625.06,6.6,1,0,0
MCH-009,P01,L02,2025-09-04,55.547,2.339,3.252,0,3,1496.83,6.6,1,0,0
MCH-009,P01,L02,2025-09-05,53.391,2.347,2.995,0,4,1458.35,6.6,1,0,0
MCH-009,P01,L02,2025-09-06,50.05,2.217,3.369,0,4,1311.2,6.6,1,0,0
MCH-009,P01,L02,2025-09-07,48.507,2.213,2.948,0,5,1566.16,6.6,1,0,0
MCH-009,P01,L02,2025-09-08,53.064,2.736,10.124,1,5,1579.89,6.6,1,0,0
MCH-009,P01,L02,2025-09-09,53.724,2.449,3.525,0,6,1474.81,6.6,1,0,0
MCH-009,P01,L02,2025-09-10,55.183,2.501,3.257,0,6,1488.07,6.6,1,0,0
MCH-009,P01,L02,2025-09-11,56.074,2.79,9.765,1,7,1681.86,6.6,1,0,0
MCH-009,P01,L02,2025-09-12,52.718,2.571,8.012,1,6,1588.97,6.6,1,0,0
MCH-009,P01,L02,2025-09-13,48.073,2.041,3.185,0,6,1451.1,6.6,1,0,0
MCH-009,P01,L02,2025-09-14,46.898,2.282,5.256,1,7,1671.55,6.6,1,0,0
MCH-009,P01,L02,2025-09-15,52.423,2.144,3.098,0,7,1800.21,6.6,1,0,0
MCH-009,P01,L02,2025-09-16,53.028,2.552,3.785,0,7,1617.2,6.6,1,0,0
MCH-009,P01,L02,2025-09-17,54.324,2.31,3.025,0,6,1460.01,6.6,1,0,0
MCH-009,P01,L02,2025-09-18,51.341,2.218,3.137,0,6,1471.91,6.6,1,0,0
MCH-009,P01,L02,2025-09-19,50.333,2.226,3.358,0,7,1516.05,6.6,1,0,0
MCH-009,P01,L02,2025-09-20,47.788,2.187,3.215,0,7,1539.96,6.6,1,0,0
MCH-009,P01,L02,2025-09-21,52.911,3.069,7.694,1,5,1538.27,6.6,1,0,1
MCH-009,P01,L02,2025-09-22,60.392,3.33,4.027,0,4,1594.85,6.6,1,0,1
MCH-009,P01,L02,2025-09-23,56.934,4.395,12.04,1,3,1639.93,6.6,1,0,1
MCH-009,P01,L02,2025-09-24,61.378,4.595,5.404,0,3,1937.15,6.6,1,0,1
MCH-009,P01,L02,2025-09-25,65.112,5.342,6.323,0,2,1920.52,6.6,1,0,1
MCH-009,P01,L02,2025-09-26,68.907,5.944,6.72,0,2,1654.6,6.6,1,0,1
MCH-009,P01,L02,2025-09-27,67.296,6.582,7.287,0,2,1893.21,6.6,1,1,1
MCH-009,P01,L02,2025-09-28,66.744,7.012,8.244,0,2,0.0,6.6,0,1,1
MCH-009,P01,L02,2025-09-29,70.975,7.264,8.327,0,3,0.0,6.6,0,1,1
MCH-009,P01,L02,2025-09-30,52.05,2.316,3.071,0,3,16.25,6.6,0,0,0
MCH-009,P01,L02,2025-10-01,50.929,2.252,3.025,0,4,28.84,6.6,0,0,0
MCH-009,P01,L02,2025-10-02,53.121,2.291,3.311,0,3,50.82,6.6,0,0,0
MCH-009,P01,L02,2025-10-03,55.659,2.338,3.147,0,2,61.19,6.6,0,0,0
MCH-009,P01,L02,2025-10-04,49.096,2.18,3.068,0,3,82.76,6.6,0,0,0
MCH-009,P01,L02,2025-10-05,50.101,2.317,3.943,0,4,100.62,6.6,0,0,0
MCH-009,P01,L02,2025-10-06,54.941,2.335,3.285,0,5,120.47,6.6,0,0,0
MCH-009,P01,L02,2025-10-07,55.294,2.34,3.139,0,7,111.81,6.6,0,0,0
MCH-009,P01,L02,2025-10-08,53.177,2.335,3.072,0,6,124.43,6.6,0,0,0
MCH-009,P01,L02,2025-10-09,51.23,2.115,2.934,0,6,0.0,6.6,0,0,0
MCH-009,P01,L02,2025-10-10,52.417,2.595,6.32,1,8,14.9,6.6,0,0,0
MCH-009,P01,L02,2025-10-11,50.028,2.103,3.383,0,7,33.22,6.6,0,0,0
MCH-009,P01,L02,2025-10-12,47.627,2.191,2.884,0,8,49.46,6.6,0,0,0
MCH-009,P01,L02,2025-10-13,52.822,2.219,3.429,0,6,56.33,6.6,0,0,0
MCH-009,P01,L02,2025-10-14,53.723,2.352,3.725,0,5,75.08,6.6,0,0,0
MCH-009,P01,L02,2025-10-15,53.53,2.402,3.816,0,5,98.32,6.6,0,0,0
MCH-009,P01,L02,2025-10-16,52.838,2.173,3.66,0,7,117.74,6.6,0,0,0
MCH-009,P01,L02,2025-10-17,51.948,2.406,3.441,0,6,140.38,6.6,0,0,0
MCH-009,P01,L02,2025-10-18,50.416,2.13,3.313,0,6,123.15,6.6,0,0,0
MCH-009,P01,L02,2025-10-19,49.259,2.058,2.839,0,4,144.55,6.6,0,0,0
MCH-009,P01,L02,2025-10-20,52.715,2.327,3.348,0,5,192.28,6.6,0,0,0
MCH-009,P01,L02,2025-10-21,53.031,2.319,3.263,0,6,190.17,6.6,0,0,0
MCH-009,P01,L02,2025-10-22,53.461,2.199,3.481,0,6,209.07,6.6,0,0,0
MCH-009,P01,L02,2025-10-23,55.153,2.678,11.415,1,5,198.65,6.6,0,0,0
MCH-009,P01,L02,2025-10-24,51.732,2.227,3.061,0,5,212.17,6.6,0,0,0
MCH-009,P01,L02,2025-10-25,46.934,2.084,2.768,0,5,235.43,6.6,0,0,0
MCH-009,P01,L02,2025-10-26,48.304,1.992,3.448,0,5,292.96,6.6,0,0,0
MCH-009,P01,L02,2025-10-27,53.464,2.326,3.061,0,6,312.51,6.6,0,0,0
MCH-009,P01,L02,2025-10-28,52.635,2.352,3.016,0,4,330.61,6.6,0,0,0
MCH-009,P01,L02,2025-10-29,52.755,2.265,3.432,0,5,279.2,6.6,0,0,0
MCH-009,P01,L02,2025-10-30,51.126,2.184,3.527,0,4,326.66,6.6,0,0,0
MCH-009,P01,L02,2025-10-31,53.387,2.414,3.427,0,4,371.95,6.6,0,0,0
MCH-009,P01,L02,2025-11-01,48.863,2.214,3.112,0,4,343.25,6.6,0,0,0
MCH-009,P01,L02,2025-11-02,51.98,2.146,3.291,0,4,328.3,6.6,0,0,0
MCH-009,P01,L02,2025-11-03,55.128,2.327,3.167,1,3,357.59,6.6,0,0,0
MCH-009,P01,L02,2025-11-04,52.23,2.269,3.183,0,5,413.24,6.6,0,0,0
MCH-009,P01,L02,2025-11-05,52.885,2.136,3.206,0,4,432.22,6.6,0,0,0
MCH-009,P01,L02,2025-11-06,53.743,2.399,3.235,0,4,388.45,6.6,0,0,0
MCH-009,P01,L02,2025-11-07,52.834,2.412,3.342,0,4,489.09,6.6,0,0,0
MCH-009,P01,L02,2025-11-08,53.396,2.265,3.119,0,4,458.35,6.6,0,0,0
MCH-009,P01,L02,2025-11-09,50.222,2.075,3.283,0,4,425.9,6.6,0,0,0
MCH-009,P01,L02,2025-11-10,52.038,2.189,2.962,0,4,536.44,6.6,0,0,0
MCH-009,P01,L02,2025-11-11,54.144,2.484,3.186,0,4,561.37,6.6,0,0,0
MCH-009,P01,L02,2025-11-12,52.443,2.226,3.316,0,5,506.49,6.6,0,0,0
MCH-009,P01,L02,2025-11-13,50.947,2.348,3.554,0,6,581.36,6.6,0,0,0
MCH-009,P01,L02,2025-11-14,54.577,2.583,3.799,0,5,494.67,6.6,0,0,0
MCH-009,P01,L02,2025-11-15,48.555,2.195,2.906,0,6,557.96,6.6,0,0,0
MCH-009,P01,L02,2025-11-16,50.261,2.164,3.217,0,6,545.51,6.6,0,0,0
MCH-009,P01,L02,2025-11-17,51.435,2.357,3.086,0,7,653.71,6.6,0,0,0
MCH-009,P01,L02,2025-11-18,51.661,2.331,3.761,0,6,635.91,6.6,0,0,0
MCH-009,P01,L02,2025-11-19,52.928,2.252,3.229,0,6,718.19,6.6,0,0,0
MCH-009,P01,L02,2025-11-20,54.185,2.592,6.455,1,7,629.61,6.6,0,0,0
MCH-009,P01,L02,2025-11-21,52.744,2.138,3.156,0,8,612.06,6.6,0,0,0
MCH-009,P01,L02,2025-11-22,48.609,2.135,2.817,0,9,659.17,6.6,0,0,0
MCH-009,P01,L02,2025-11-23,48.598,2.368,3.146,0,9,627.69,6.6,0,0,0
MCH-009,P01,L02,2025-11-24,50.025,2.337,3.572,0,7,790.37,6.6,0,0,0
MCH-009,P01,L02,2025-11-25,51.853,2.373,3.513,0,7,771.45,6.6,0,0,0
MCH-009,P01,L02,2025-11-26,53.559,2.322,3.278,0,8,811.65,6.6,0,0,0
MCH-009,P01,L02,2025-11-27,55.829,2.223,3.148,0,6,778.55,6.6,0,0,0
MCH-009,P01,L02,2025-11-28,53.271,2.243,2.749,0,5,739.33,6.6,0,0,0
MCH-009,P01,L02,2025-11-29,47.304,2.221,3.372,0,4,891.18,6.6,0,0,0
MCH-009,P01,L02,2025-11-30,50.137,2.225,3.187,0,4,792.39,6.6,0,0,0
MCH-009,P01,L02,2025-12-01,53.22,2.369,3.298,0,4,914.39,6.6,0,0,0
MCH-009,P01,L02,2025-12-02,54.581,2.379,3.207,0,4,752.27,6.6,0,0,0
MCH-009,P01,L02,2025-12-03,50.0,2.282,3.318,0,4,798.37,6.6,0,0,0
MCH-009,P01,L02,2025-12-04,52.975,2.381,3.486,0,4,982.43,6.6,0,0,0
MCH-009,P01,L02,2025-12-05,53.346,2.544,3.41,0,6,949.68,6.6,0,0,0
MCH-009,P01,L02,2025-12-06,48.639,2.131,3.107,0,6,1000.81,6.6,0,0,0
MCH-009,P01,L02,2025-12-07,49.09,2.083,3.101,0,7,947.46,6.6,0,0,0
MCH-009,P01,L02,2025-12-08,53.402,2.357,2.952,0,7,1024.33,6.6,0,0,0
MCH-009,P01,L02,2025-12-09,52.763,2.175,3.381,0,6,873.84,6.6,0,0,0
MCH-009,P01,L02,2025-12-10,52.125,2.388,3.576,0,5,976.58,6.6,0,0,0
MCH-009,P01,L02,2025-12-11,55.496,2.427,3.425,1,6,977.62,6.6,0,0,0
MCH-009,P01,L02,2025-12-12,54.555,2.78,8.835,1,5,888.0,6.6,0,0,0
MCH-009,P01,L02,2025-12-13,49.705,2.192,2.882,0,4,976.54,6.6,0,0,0
MCH-009,P01,L02,2025-12-14,47.651,2.02,3.111,0,3,1075.27,6.6,0,0,0
MCH-009,P01,L02,2025-12-15,54.204,2.529,5.934,1,3,1164.74,6.6,0,0,0
MCH-009,P01,L02,2025-12-16,53.228,2.31,3.532,0,5,973.22,6.6,0,0,0
