run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split,monitoring_window
RUN-003512,WO-001756,P01,L01,MCH-001,PRD-020,2025-11-21,36.43,1.1541,11.2,G1_senior,7.8,84.7,54.452,3.228,1.091,0.0984,0.056,1,DIMENSION,train,reference
RUN-002967,WO-001484,P03,L05,MCH-025,PRD-025,2025-11-03,18.02,1.1756,2.8,G3_junior,3.5,87.0,53.221,3.461,0.78,0.0666,0.024,0,SURFACE_DENT,train,reference
RUN-000595,WO-000298,P01,L01,MCH-001,PRD-020,2025-08-20,27.33,1.1705,3.2,G2_mid,7.8,84.7,51.822,3.309,0.764,0.0646,0.09,1,SOLDER_VOID,train,reference
RUN-007769,WO-003885,P01,L01,MCH-006,PRD-029,2026-04-06,23.12,1.0238,0.2,G3_junior,6.6,87.0,51.299,7.847,0.829,0.046,0.08,1,NONE,validation,reference
RUN-001399,WO-000700,P01,L01,MCH-004,PRD-031,2025-09-15,24.03,1.0552,11.2,G1_senior,7.0,95.9,52.591,2.971,0.831,0.0272,0.0125,0,SCRATCH,train,reference
RUN-009942,WO-004971,P01,L02,MCH-007,PRD-024,2026-06-15,34.04,1.1112,6.1,G2_mid,7.6,85.8,53.772,3.377,1.03,0.0639,0.07,1,MISSING_PART,test,reference
RUN-009922,WO-004961,P01,L01,MCH-004,PRD-064,2026-06-14,33.84,0.9159,1.6,G3_junior,4.9,89.9,70.906,8.051,0.865,0.0279,0.035,0,CONTAMINATION,test,reference
RUN-001868,WO-000934,P02,L03,MCH-016,PRD-053,2025-09-29,28.05,0.9715,2.8,G3_junior,5.6,88.0,51.029,3.621,1.063,0.0345,0.04,0,SURFACE_DENT,train,reference
RUN-004468,WO-002234,P01,L01,MCH-002,PRD-047,2025-12-22,34.93,1.0138,1.7,G3_junior,6.4,95.9,52.292,3.182,0.825,0.0147,0.0375,0,DIMENSION,train,reference
RUN-003821,WO-001911,P02,L03,MCH-017,PRD-027,2025-12-01,21.33,1.1457,0.7,G3_junior,7.1,89.9,51.898,3.135,0.65,0.0696,0.085,1,NONE,train,reference
RUN-008292,WO-004146,P02,L03,MCH-015,PRD-044,2026-04-22,21.4,1.1166,2.8,G3_junior,4.1,88.0,51.021,3.83,0.833,0.0367,0.0375,0,SOLDER_VOID,validation,reference
RUN-007378,WO-003689,P02,L03,MCH-013,PRD-037,2026-03-24,28.52,1.0862,1.3,G3_junior,4.2,88.0,50.836,2.855,0.842,0.0363,0.05,0,SCRATCH,train,reference
RUN-007888,WO-003944,P02,L03,MCH-013,PRD-040,2026-04-09,18.5,1.0084,2.1,G3_junior,8.4,82.7,52.446,3.295,0.657,0.1479,0.12,1,SCRATCH,validation,reference
RUN-010101,WO-005051,P03,L05,MCH-029,PRD-079,2026-06-19,21.79,0.8971,3.2,G2_mid,3.3,71.4,52.173,3.064,0.894,0.0464,0.06,1,DIMENSION,test,reference
RUN-001745,WO-000873,P01,L02,MCH-011,PRD-024,2025-09-25,20.91,0.9275,0.8,G3_junior,7.6,85.8,52.888,3.002,0.904,0.0551,0.07,1,DIMENSION,train,reference
RUN-007699,WO-003850,P01,L02,MCH-007,PRD-048,2026-04-03,25.24,1.1529,18,G1_senior,4.6,96.1,54.431,3.67,0.87,0.0073,0.0125,0,SCRATCH,validation,reference
RUN-003774,WO-001887,P02,L04,MCH-023,PRD-010,2025-11-29,29.5,1.1291,0.2,G3_junior,6.9,97.0,46.882,3.232,1.078,0.032,0.056,1,SOLDER_VOID,train,reference
RUN-007443,WO-003722,P01,L02,MCH-007,PRD-079,2026-03-26,25.16,0.9591,3.4,G2_mid,3.3,71.4,55.064,3.383,0.851,0.055,0.05,0,SCRATCH,validation,reference
RUN-005780,WO-002890,P03,L06,MCH-036,PRD-012,2026-02-01,22.72,0.945,1.2,G3_junior,2.1,92.1,51.495,3.104,0.869,0,0.0,0,NONE,train,reference
RUN-006569,WO-003285,P02,L04,MCH-020,PRD-023,2026-02-26,15.3,1.1485,10.6,G1_senior,5.0,85.8,49.248,3.144,0.858,0.0223,0.032,0,SCRATCH,train,reference
RUN-000813,WO-000407,P01,L02,MCH-012,PRD-036,2025-08-27,17.99,1.2149,1.4,G3_junior,4.1,87.0,55.322,3.435,0.78,0.0084,0.03,0,DIMENSION,train,reference
RUN-008203,WO-004102,P03,L05,MCH-027,PRD-071,2026-04-19,31.45,1.007,0.6,G3_junior,6.2,84.7,50.317,2.785,1.056,0.0617,0.06,1,SCRATCH,validation,reference
RUN-000448,WO-000224,P01,L01,MCH-006,PRD-008,2025-08-15,25.59,1.0009,0.6,G3_junior,3.4,84.5,52.097,2.534,0.907,0,0.02,0,MISSING_PART,train,reference
RUN-009398,WO-004699,P01,L02,MCH-011,PRD-004,2026-05-28,28.05,0.8607,7.6,G2_mid,3.9,95.9,51.661,3.209,1.009,0.0509,0.0125,0,SURFACE_DENT,test,reference
RUN-007646,WO-003823,P03,L05,MCH-029,PRD-021,2026-04-01,14.11,0.8854,4.7,G2_mid,3.0,95.9,54.855,3.315,1.088,0,0.02,0,SOLDER_VOID,validation,reference
RUN-001780,WO-000890,P01,L02,MCH-007,PRD-007,2025-09-26,20.08,0.8698,4.6,G2_mid,3.9,88.0,55.938,3.266,1.075,0.033,0.032,0,CONTAMINATION,train,reference
RUN-006728,WO-003364,P03,L06,MCH-032,PRD-045,2026-03-03,13.35,1.1127,0.7,G3_junior,2.5,97.0,51.724,3.346,0.692,0.049,0.03,0,MISSING_PART,train,reference
RUN-006061,WO-003031,P02,L04,MCH-020,PRD-039,2026-02-10,24.38,0.9387,14.6,G1_senior,5.6,96.1,53.173,3.159,0.788,0.0203,0.032,0,SCRATCH,train,reference
RUN-009205,WO-004603,P03,L06,MCH-031,PRD-043,2026-05-21,17.47,0.8228,4.6,G2_mid,4.2,84.5,69.154,7.551,0.621,0.0266,0.02,0,SURFACE_DENT,test,reference
RUN-002962,WO-001481,P02,L04,MCH-021,PRD-048,2025-11-03,44.21,1.0221,1.0,G3_junior,4.6,96.1,50.846,2.922,0.99,0,0.02,0,SCRATCH,train,reference
RUN-008074,WO-004037,P02,L03,MCH-017,PRD-077,2026-04-15,26.88,0.9832,2.0,G3_junior,1.7,96.1,54.027,8.215,0.967,0.0534,0.01,0,SURFACE_DENT,validation,reference
RUN-001565,WO-000783,P03,L05,MCH-027,PRD-052,2025-09-19,34.5,1.1638,6.1,G2_mid,7.2,82.7,53.39,2.829,0.895,0.1064,0.1,1,SOLDER_VOID,train,reference
RUN-000957,WO-000479,P03,L06,MCH-032,PRD-012,2025-08-31,26.88,0.8975,0.8,G3_junior,2.1,92.1,48.535,3.409,0.965,0.0666,0.05,0,DIMENSION,train,reference
RUN-009478,WO-004739,P03,L06,MCH-033,PRD-073,2026-05-30,31.94,0.856,1.7,G3_junior,3.4,87.4,50.095,3.227,1.091,0.0138,0.0125,0,SCRATCH,test,reference
RUN-008957,WO-004479,P01,L01,MCH-002,PRD-046,2026-05-14,33.23,0.8947,2.8,G3_junior,4.6,71.0,53.122,3.281,0.751,0.0984,0.08,1,DIMENSION,validation,reference
RUN-011299,WO-005650,P03,L06,MCH-035,PRD-048,2026-07-28,21.49,0.9182,1.2,G3_junior,4.6,96.1,49.794,3.065,0.951,0.0417,0.05,0,SURFACE_DENT,test,reference
RUN-001991,WO-000996,P03,L06,MCH-033,PRD-022,2025-10-02,29.08,1.0372,0.8,G3_junior,4.3,85.8,56.111,3.201,0.783,0.0093,0.05,0,CONTAMINATION,train,reference
RUN-008910,WO-004455,P03,L05,MCH-028,PRD-062,2026-05-12,29.66,1.0309,2.1,G3_junior,6.8,71.4,52.291,3.278,0.853,0.1281,0.12,1,SURFACE_DENT,validation,reference
RUN-004387,WO-002194,P01,L02,MCH-011,PRD-063,2025-12-19,22.21,0.8437,2.3,G3_junior,5.7,84.5,54.113,3.175,0.858,0.0938,0.0625,1,NONE,train,reference
RUN-008689,WO-004345,P02,L04,MCH-020,PRD-052,2026-05-05,30.1,1.0779,2.8,G3_junior,7.2,82.7,67.205,7.758,0.952,0.0825,0.09,1,DIMENSION,validation,reference
RUN-000070,WO-000035,P03,L06,MCH-032,PRD-048,2025-08-03,13.37,0.9765,0.2,G3_junior,4.6,96.1,47.93,3.221,0.655,0.0116,0.03,0,SOLDER_VOID,train,reference
RUN-007148,WO-003574,P01,L02,MCH-011,PRD-069,2026-03-17,22.57,1.172,11.2,G1_senior,10,88.6,51.064,3.278,1.034,0.0662,0.08,1,MISSING_PART,train,reference
RUN-007073,WO-003537,P03,L05,MCH-025,PRD-043,2026-03-14,27.41,0.8493,2.8,G3_junior,4.2,84.5,47.744,3.351,0.639,0.0273,0.02,0,SCRATCH,train,reference
RUN-003742,WO-001871,P02,L04,MCH-021,PRD-079,2025-11-28,31.94,0.8309,4.6,G2_mid,3.3,71.4,48.125,3.62,0.975,0.0578,0.04,0,SURFACE_DENT,train,reference
RUN-011016,WO-005508,P03,L06,MCH-034,PRD-034,2026-07-19,29.32,1.1379,2.2,G3_junior,2.6,96.1,43.726,2.511,0.934,0,0.0,0,NONE,test,reference
RUN-008724,WO-004362,P02,L04,MCH-024,PRD-048,2026-05-06,21.64,1.1557,11.2,G1_senior,4.6,96.1,52.436,3.144,0.683,0.026,0.03,0,SOLDER_VOID,validation,reference
RUN-003313,WO-001657,P02,L04,MCH-019,PRD-021,2025-11-14,26.16,1.0616,12.8,G1_senior,3.0,95.9,51.26,3.319,0.644,0,0.025,0,DIMENSION,train,reference
RUN-010219,WO-005110,P01,L01,MCH-002,PRD-001,2026-06-24,27.47,1.0562,18,G1_senior,8.2,89.9,66.513,7.394,0.843,0.105,0.0625,1,MISSING_PART,test,reference
RUN-008400,WO-004200,P03,L05,MCH-030,PRD-052,2026-04-25,27.67,1.0715,11.8,G1_senior,7.2,82.7,48.619,3.409,0.89,0.05,0.072,1,SURFACE_DENT,validation,reference
RUN-008951,WO-004476,P03,L06,MCH-035,PRD-073,2026-05-13,16.56,1.166,3.0,G3_junior,3.4,87.4,58.637,5.142,0.864,0,0.01,0,DIMENSION,validation,reference
RUN-009624,WO-004812,P02,L03,MCH-014,PRD-071,2026-06-04,25.97,0.8726,1.6,G3_junior,6.2,84.7,55.132,3.351,0.675,0.1019,0.07,1,NONE,test,reference
RUN-007492,WO-003746,P02,L04,MCH-023,PRD-067,2026-03-27,15.25,1.01,1.0,G3_junior,4.5,71.0,52.041,2.829,1.06,0.1003,0.095,1,CONTAMINATION,validation,reference
RUN-005565,WO-002783,P02,L03,MCH-013,PRD-019,2026-01-26,15.33,1.0927,3.3,G2_mid,7.2,71.7,50.637,2.765,0.651,0.1034,0.12,1,CONTAMINATION,train,reference
RUN-011283,WO-005642,P02,L03,MCH-017,PRD-066,2026-07-28,28.24,1.0383,4.6,G2_mid,7.6,88.6,53.605,3.355,1.026,0.0824,0.06,1,SCRATCH,test,reference
RUN-004247,WO-002124,P01,L02,MCH-012,PRD-007,2025-12-15,17.37,1.1874,1.0,G3_junior,3.9,88.0,57.781,3.77,0.81,0.0554,0.03,0,NONE,train,reference
RUN-000358,WO-000179,P02,L04,MCH-019,PRD-067,2025-08-12,26.61,0.8757,7.0,G2_mid,4.5,71.0,52.603,3.016,1.06,0.1294,0.06,1,DIMENSION,train,reference
RUN-009220,WO-004610,P02,L03,MCH-017,PRD-002,2026-05-22,32.24,1.068,2.2,G3_junior,5.3,88.0,54.449,3.528,1.081,0.003,0.05,0,SOLDER_VOID,test,reference
RUN-001560,WO-000780,P02,L04,MCH-020,PRD-062,2025-09-19,10.04,0.8835,2.9,G3_junior,6.8,71.4,52.735,3.322,0.801,0.1031,0.105,1,SOLDER_VOID,train,reference
RUN-006023,WO-003012,P02,L04,MCH-020,PRD-013,2026-02-09,21.44,1.0867,6.1,G2_mid,4.9,95.9,51.403,2.844,1.043,0.052,0.04,0,DIMENSION,train,reference
RUN-004103,WO-002052,P01,L02,MCH-007,PRD-029,2025-12-10,33.78,0.8748,0,G0_unknown,6.6,87.0,54.211,3.496,0.624,0.0646,0.07,1,MISSING_PART,train,reference
RUN-006549,WO-003275,P01,L01,MCH-003,PRD-014,2026-02-26,21.79,0.9527,0.7,G3_junior,5.0,85.8,51.12,3.767,0.958,0.0542,0.04,0,SOLDER_VOID,train,reference
RUN-001419,WO-000710,P02,L04,MCH-021,PRD-052,2025-09-15,24.96,1.1288,11.8,G1_senior,7.2,82.7,49.15,3.11,0.994,0.0496,0.06,1,SCRATCH,train,reference
RUN-009848,WO-004924,P02,L03,MCH-017,PRD-069,2026-06-11,18.55,0.992,0.7,G3_junior,10,88.6,53.997,2.947,1.03,0.0542,0.11,1,DIMENSION,test,reference
RUN-009430,WO-004715,P01,L01,MCH-004,PRD-044,2026-05-29,29.35,1.0664,1.0,G3_junior,4.1,88.0,51.164,2.876,0.669,0.0112,0.04,0,SCRATCH,test,reference
RUN-007061,WO-003531,P01,L02,MCH-010,PRD-030,2026-03-14,27.79,1.1307,2.9,G3_junior,3.6,76.8,49.261,2.893,0.948,0.0912,0.06,1,SCRATCH,train,reference
RUN-008787,WO-004394,P02,L03,MCH-013,PRD-048,2026-05-08,20.58,1.0216,2.8,G3_junior,4.6,96.1,52.069,3.396,0.918,0.067,0.025,0,SCRATCH,validation,reference
RUN-003595,WO-001798,P02,L03,MCH-015,PRD-002,2025-11-24,24.83,1.1595,7.1,G2_mid,5.3,88.0,52.147,3.259,0.62,0.0302,0.04,0,CONTAMINATION,train,reference
RUN-006505,WO-003253,P03,L05,MCH-030,PRD-079,2026-02-24,33.45,0.9737,0.2,G3_junior,3.3,71.4,58.095,3.465,0.684,0.0795,0.06,1,SURFACE_DENT,train,reference
RUN-002731,WO-001366,P01,L01,MCH-001,PRD-066,2025-10-27,19.07,0.8364,1.2,G3_junior,7.6,88.6,54.185,3.416,0.961,0.1591,0.1,1,SCRATCH,train,reference
RUN-008358,WO-004179,P01,L02,MCH-009,PRD-024,2026-04-24,28.87,0.9444,1.7,G3_junior,7.6,85.8,50.546,3.12,0.852,0.0913,0.08,1,SOLDER_VOID,validation,reference
RUN-004716,WO-002358,P03,L06,MCH-033,PRD-078,2025-12-29,19.79,1.0016,1.6,G3_junior,4.6,84.7,54.806,3.089,0.89,0.0464,0.04,0,CONTAMINATION,train,reference
RUN-010824,WO-005412,P02,L03,MCH-016,PRD-003,2026-07-13,27.71,0.916,0,G0_unknown,4.8,95.9,51.901,2.985,0.714,0.0562,0.04,0,SURFACE_DENT,test,reference
RUN-005166,WO-002583,P01,L02,MCH-009,PRD-030,2026-01-13,15.18,0.9788,7.2,G2_mid,3.6,76.8,51.524,6.657,0.977,0,0.02,0,CONTAMINATION,train,reference
RUN-004406,WO-002203,P03,L05,MCH-025,PRD-031,2025-12-19,25.48,1.0132,14.6,G1_senior,7.0,95.9,53.615,3.1,0.663,0,0.0,0,NONE,train,reference
RUN-011404,WO-005702,P03,L05,MCH-027,PRD-063,2026-07-31,17.85,0.9929,2.3,G3_junior,5.7,84.5,51.34,2.911,0.887,0.1109,0.072,1,DIMENSION,test,reference
RUN-004728,WO-002364,P01,L02,MCH-012,PRD-064,2025-12-30,20.99,0.9423,2.7,G3_junior,4.9,89.9,54.991,3.416,1.083,0.0501,0.03,0,DIMENSION,train,reference
RUN-010057,WO-005029,P02,L04,MCH-020,PRD-024,2026-06-18,29.08,0.9478,1.0,G3_junior,7.6,85.8,52.61,3.025,1.04,0.0433,0.08,1,DIMENSION,test,reference
RUN-004144,WO-002072,P01,L02,MCH-011,PRD-030,2025-12-11,25.44,1.1615,0.7,G3_junior,3.6,76.8,48.274,2.814,1.021,0.0274,0.048,0,SOLDER_VOID,train,reference
RUN-010777,WO-005389,P01,L02,MCH-010,PRD-062,2026-07-11,33.41,1.0546,0.2,G3_junior,6.8,71.4,47.474,2.825,0.674,0.0779,0.1,1,NONE,test,reference
RUN-001879,WO-000940,P03,L05,MCH-026,PRD-071,2025-09-29,16.53,1.1204,8.2,G1_senior,6.2,84.7,55.989,3.428,0.706,0.0633,0.0375,0,MISSING_PART,train,reference
RUN-001775,WO-000888,P01,L01,MCH-001,PRD-009,2025-09-26,26.19,1.0008,0.6,G3_junior,5.0,76.8,50.977,3.408,0.838,0.0518,0.08,1,SURFACE_DENT,train,reference
RUN-010816,WO-005408,P01,L02,MCH-011,PRD-008,2026-07-13,27.58,0.9191,11.2,G1_senior,3.4,84.5,51.121,2.855,0.871,0.019,0.02,0,MISSING_PART,test,reference
RUN-008625,WO-004313,P02,L04,MCH-019,PRD-079,2026-05-03,24.48,0.9587,12.8,G1_senior,3.3,71.4,46.696,3.308,1.06,0.0398,0.04,0,SCRATCH,validation,reference
RUN-009805,WO-004903,P01,L02,MCH-009,PRD-017,2026-06-10,25.0,1.0131,1.6,G3_junior,4.3,96.3,53.392,3.166,0.756,0,0.016,0,SURFACE_DENT,test,reference
RUN-009128,WO-004564,P03,L05,MCH-027,PRD-006,2026-05-19,31.9,0.8817,1.7,G3_junior,7.3,92.1,50.847,2.955,0.811,0.0226,0.055,1,SOLDER_VOID,validation,reference
RUN-009903,WO-004952,P03,L06,MCH-034,PRD-012,2026-06-12,20.53,1.0398,2.2,G3_junior,2.1,92.1,49.055,2.83,1.029,0.0692,0.025,0,SOLDER_VOID,test,reference
RUN-007940,WO-003970,P03,L05,MCH-028,PRD-054,2026-04-10,18.52,1.095,1.7,G3_junior,6.3,71.4,53.393,9.035,0.962,0.131,0.1,1,MISSING_PART,validation,reference
RUN-000554,WO-000277,P03,L06,MCH-034,PRD-048,2025-08-18,16.3,1.0024,0.2,G3_junior,4.6,96.1,51.381,3.024,0.8,0.0172,0.02,0,SOLDER_VOID,train,reference
RUN-000464,WO-000232,P02,L04,MCH-023,PRD-010,2025-08-15,34.77,1.0798,1.0,G3_junior,6.9,97.0,51.393,3.437,0.948,0.0199,0.055,1,DIMENSION,train,reference
RUN-008170,WO-004085,P01,L02,MCH-011,PRD-015,2026-04-18,29.67,1.0735,11.5,G1_senior,8.8,92.1,46.448,2.9,0.731,0.0574,0.07,1,SOLDER_VOID,validation,reference
RUN-007143,WO-003572,P01,L02,MCH-011,PRD-064,2026-03-17,24.21,1.1018,0.5,G3_junior,4.9,89.9,51.064,3.278,1.067,0.0793,0.04,1,MISSING_PART,train,reference
RUN-000656,WO-000328,P03,L05,MCH-026,PRD-045,2025-08-21,20.32,1.1398,0.2,G3_junior,2.5,97.0,54.656,3.546,0.724,0,0.01,0,DIMENSION,train,reference
RUN-011292,WO-005646,P03,L05,MCH-030,PRD-025,2026-07-28,29.22,1.0833,0.7,G3_junior,3.5,87.0,49.851,3.229,0.889,0.0463,0.04,0,MISSING_PART,test,reference
RUN-003424,WO-001712,P02,L04,MCH-023,PRD-072,2025-11-18,26.38,0.8273,1.2,G3_junior,4.1,84.7,50.974,2.881,1.044,0.0802,0.05,0,MISSING_PART,train,reference
RUN-008720,WO-004360,P02,L03,MCH-017,PRD-027,2026-05-06,31.98,0.8969,8.9,G1_senior,7.1,89.9,71.178,7.005,0.648,0.0328,0.06,1,SOLDER_VOID,validation,reference
RUN-003138,WO-001569,P02,L03,MCH-015,PRD-019,2025-11-09,32.55,1.0801,0.2,G3_junior,7.2,71.7,45.778,3.021,0.908,0.0817,0.13,1,SURFACE_DENT,train,reference
RUN-009590,WO-004795,P02,L04,MCH-024,PRD-006,2026-06-03,38.89,0.9836,3.2,G2_mid,7.3,92.1,47.628,3.16,1.035,0.0777,0.064,1,SOLDER_VOID,test,reference
RUN-009599,WO-004800,P03,L05,MCH-028,PRD-049,2026-06-03,25.73,0.9991,1.8,G3_junior,10,82.7,54.242,3.482,0.994,0.1161,0.136,1,CONTAMINATION,test,reference
RUN-011018,WO-005509,P01,L01,MCH-002,PRD-046,2026-07-20,18.51,1.1848,0.2,G3_junior,4.6,71.0,53.511,3.48,1.084,0.1245,0.08,1,CONTAMINATION,test,reference
RUN-003719,WO-001860,P03,L06,MCH-032,PRD-013,2025-11-27,32.44,0.9364,1.2,G3_junior,4.9,95.9,57.726,13.839,1.05,0.0451,0.02,0,MISSING_PART,train,reference
RUN-009143,WO-004572,P01,L02,MCH-007,PRD-062,2026-05-20,33.34,0.999,1.0,G3_junior,6.8,71.4,55.334,3.367,0.784,0.0988,0.11,1,SCRATCH,test,reference
RUN-000596,WO-000298,P01,L01,MCH-006,PRD-020,2025-08-20,27.2,0.9576,2.2,G3_junior,7.8,84.7,54.135,3.294,0.781,0.1489,0.095,1,SOLDER_VOID,train,reference
RUN-008466,WO-004233,P01,L02,MCH-009,PRD-029,2026-04-28,24.77,0.9429,0.2,G3_junior,6.6,87.0,52.101,3.243,0.748,0.0975,0.0625,1,CONTAMINATION,validation,reference
RUN-010918,WO-005459,P01,L01,MCH-004,PRD-060,2026-07-16,16.67,0.8913,8.2,G1_senior,6.7,84.7,49.284,2.53,0.842,0.0492,0.05,0,DIMENSION,test,reference
RUN-003626,WO-001813,P01,L02,MCH-007,PRD-075,2025-11-25,12.9,0.8868,2.3,G3_junior,6.8,96.3,55.566,3.317,0.646,0.052,0.06,1,CONTAMINATION,train,reference
RUN-006907,WO-003454,P03,L05,MCH-025,PRD-062,2026-03-09,20.08,1.1784,7.2,G2_mid,6.8,71.4,52.226,3.103,0.855,0.0953,0.125,1,SCRATCH,train,reference
RUN-000305,WO-000153,P01,L02,MCH-007,PRD-069,2025-08-11,28.81,1.0876,0,G0_unknown,10,88.6,51.782,4.145,0.828,0.0757,0.1,1,SCRATCH,train,reference
RUN-005216,WO-002608,P02,L04,MCH-023,PRD-051,2026-01-14,26.73,1.086,2.6,G3_junior,6.9,96.1,49.491,3.275,0.914,0.0373,0.035,0,SCRATCH,train,reference
RUN-010013,WO-005007,P01,L02,MCH-010,PRD-029,2026-06-17,30.07,0.9633,8.2,G1_senior,6.6,87.0,55.138,3.398,0.961,0.07,0.05,0,CONTAMINATION,test,reference
RUN-003273,WO-001637,P02,L03,MCH-017,PRD-066,2025-11-13,32.33,0.996,0.8,G3_junior,7.6,88.6,50.957,3.407,0.819,0.1061,0.08,1,SCRATCH,train,reference
RUN-009391,WO-004696,P01,L01,MCH-001,PRD-016,2026-05-28,32.03,0.833,11.8,G1_senior,4.3,85.8,53.103,3.805,1.046,0,0.0,0,NONE,test,reference
RUN-000185,WO-000093,P01,L02,MCH-008,PRD-064,2025-08-07,13.76,1.0509,11.2,G1_senior,4.9,89.9,50.567,2.84,1.035,0.0355,0.04,0,SCRATCH,train,reference
RUN-005911,WO-002956,P02,L04,MCH-019,PRD-078,2026-02-05,29.59,0.9165,0.4,G3_junior,4.6,84.7,54.4,2.989,0.807,0.0157,0.05,0,SCRATCH,train,reference
RUN-008484,WO-004242,P03,L05,MCH-028,PRD-075,2026-04-28,25.41,1.1698,0.6,G3_junior,6.8,96.3,53.716,3.215,1.072,0.0446,0.05,0,SOLDER_VOID,validation,reference
RUN-004178,WO-002089,P01,L02,MCH-010,PRD-031,2025-12-12,27.53,0.9975,4.8,G2_mid,7.0,95.9,54.301,3.236,0.85,0.1102,0.035,0,DIMENSION,train,reference
RUN-004836,WO-002418,P01,L02,MCH-007,PRD-036,2026-01-02,34.36,0.942,2.3,G3_junior,4.1,87.0,58.282,3.295,0.999,0.0741,0.03,0,SURFACE_DENT,train,reference
RUN-000541,WO-000271,P02,L04,MCH-021,PRD-037,2025-08-18,27.62,1.1291,11.2,G1_senior,4.2,88.0,51.11,2.656,0.792,0,0.02,0,DIMENSION,train,reference
RUN-005912,WO-002956,P02,L04,MCH-023,PRD-078,2026-02-05,24.37,0.8534,2.9,G3_junior,4.6,84.7,51.129,2.915,1.065,0.0197,0.045,0,SURFACE_DENT,train,reference
RUN-006037,WO-003019,P03,L06,MCH-034,PRD-078,2026-02-09,22.13,0.9926,2.3,G3_junior,4.6,84.7,47.671,3.214,0.731,0.0144,0.04,0,SURFACE_DENT,train,reference
RUN-010839,WO-005420,P03,L06,MCH-033,PRD-043,2026-07-13,18.03,1.1462,7.6,G2_mid,4.2,84.5,71.438,21.403,0.879,0.012,0.04,0,CONTAMINATION,test,reference
RUN-002231,WO-001116,P02,L04,MCH-021,PRD-066,2025-10-10,18.12,0.901,11.2,G1_senior,7.6,88.6,54.537,2.727,0.676,0.0519,0.04,0,CONTAMINATION,train,reference
RUN-003124,WO-001562,P02,L03,MCH-015,PRD-012,2025-11-08,17.02,0.9929,9.4,G1_senior,2.1,92.1,45.658,3.078,1.013,0.0334,0.016,0,SCRATCH,train,reference
RUN-009943,WO-004972,P02,L03,MCH-014,PRD-050,2026-06-15,30.16,1.0786,0.2,G3_junior,5.5,88.6,51.564,3.623,0.626,0.0535,0.035,0,MISSING_PART,test,reference
RUN-010320,WO-005160,P03,L06,MCH-033,PRD-042,2026-06-26,17.5,1.0059,9.4,G1_senior,1.4,89.9,53.229,3.409,0.825,0.0427,0.03,0,DIMENSION,test,reference
RUN-008476,WO-004238,P02,L03,MCH-013,PRD-023,2026-04-28,23.28,1.0642,2.0,G3_junior,5.0,85.8,54.806,3.17,0.829,0.0189,0.02,0,SURFACE_DENT,validation,reference
RUN-009244,WO-004622,P01,L01,MCH-003,PRD-013,2026-05-23,23.58,1.1523,10.6,G1_senior,4.9,95.9,51.883,3.485,0.924,0.0134,0.03,0,SCRATCH,test,reference
RUN-011164,WO-005582,P01,L01,MCH-006,PRD-060,2026-07-24,29.87,1.0364,7.0,G2_mid,6.7,84.7,51.886,3.178,0.977,0.082,0.05,0,CONTAMINATION,test,reference
RUN-011392,WO-005696,P02,L03,MCH-016,PRD-058,2026-07-31,30.37,0.895,2.0,G3_junior,8.8,71.4,53.74,6.356,0.853,0.1079,0.1125,1,CONTAMINATION,test,reference
RUN-006428,WO-003214,P01,L02,MCH-010,PRD-079,2026-02-22,15.3,1.0982,8.9,G1_senior,3.3,71.4,45.733,3.47,0.983,0.0334,0.035,0,CONTAMINATION,train,reference
RUN-001020,WO-000510,P03,L05,MCH-027,PRD-020,2025-09-02,30.14,0.9778,6.5,G2_mid,7.8,84.7,49.382,3.5,0.934,0.0746,0.07,1,DIMENSION,train,reference
RUN-009056,WO-004528,P02,L04,MCH-023,PRD-046,2026-05-17,24.18,1.202,0,G0_unknown,4.6,71.0,44.862,2.503,0.861,0.1448,0.1,1,SCRATCH,validation,reference
RUN-000489,WO-000245,P02,L04,MCH-022,PRD-002,2025-08-16,21.76,0.9993,3.3,G2_mid,5.3,88.0,47.525,2.729,0.825,0.093,0.06,1,SOLDER_VOID,train,reference
RUN-010411,WO-005206,P01,L01,MCH-001,PRD-001,2026-06-30,23.7,0.8391,14.6,G1_senior,8.2,89.9,53.315,3.473,0.958,0.0896,0.04,0,MISSING_PART,test,reference
RUN-007684,WO-003842,P03,L05,MCH-028,PRD-079,2026-04-02,30.84,1.0132,1.7,G3_junior,3.3,71.4,63.953,5.867,1.013,0.0464,0.06,1,SCRATCH,validation,reference
RUN-010674,WO-005337,P01,L02,MCH-007,PRD-063,2026-07-08,23.38,1.0438,2.8,G3_junior,5.7,84.5,54.104,3.657,1.044,0.0652,0.045,0,SURFACE_DENT,test,reference
RUN-009496,WO-004748,P03,L06,MCH-036,PRD-016,2026-05-31,23.59,1.026,6.1,G2_mid,4.3,85.8,50.719,2.939,1.081,0.0138,0.015,0,MISSING_PART,test,reference
RUN-003528,WO-001764,P02,L03,MCH-018,PRD-077,2025-11-21,23.25,1.1414,1.2,G3_junior,1.7,96.1,53.377,3.61,0.991,0.0068,0.005,0,DIMENSION,train,reference
