downtime_id,event_id,machine_id,line_id,downtime_start,downtime_end,downtime_minutes,reason_code,severity,linked_work_order_id,recorded_by
DT-0000395,EVT-00001641,MCH-011,L02,2025-08-16 02:30:00,2025-08-16 02:47:00,17.01,QUALITY_HOLD,medium,WO-000226,OP-0065
DT-0000396,EVT-00001645,MCH-007,L02,2025-08-16 00:54:00,2025-08-16 01:11:00,17.01,,medium,WO-000226,OP-0063
DT-0000397,EVT-00001649,MCH-007,L02,2025-08-15 05:29:00,2025-08-15 05:54:09,25.16,,medium,WO-000227,OP-0018
DT-0000398,EVT-00001653,MCH-012,L02,2025-08-15 06:09:00,2025-08-15 06:34:09,25.16,MATERIAL_WAIT,medium,WO-000227,OP-0016
DT-0000399,EVT-00001657,MCH-017,L03,2025-08-15 17:46:00,2025-08-15 17:56:25,10.42,MICRO_STOP,medium,WO-000228,OP-0032
DT-0000400,EVT-00001661,MCH-014,L03,2025-08-15 16:56:00,2025-08-15 17:06:25,10.42,MATERIAL_WAIT,medium,WO-000228,OP-0055
DT-0000401,EVT-00001665,MCH-014,L03,2025-08-15 21:59:00,2025-08-15 22:23:45,24.76,JAM,medium,WO-000229,OP-0054
DT-0000402,EVT-00001669,MCH-015,L03,2025-08-15 22:20:00,2025-08-15 22:44:45,24.76,,medium,WO-000229,OP-0025
DT-0000403,EVT-00001673,MCH-013,L03,2025-08-15 05:08:00,2025-08-15 05:36:27,28.46,MICRO_STOP,medium,WO-000230,OP-0056
DT-0000404,EVT-00001677,MCH-017,L03,2025-08-15 02:36:00,2025-08-15 03:04:27,28.46,QUALITY_HOLD,medium,WO-000230,OP-0058
DT-0000405,EVT-00001687,MCH-020,L04,2025-08-15 23:19:00,2025-08-15 23:43:01,24.02,MICRO_STOP,medium,WO-000232,OP-0065
DT-0000406,EVT-00001690,MCH-023,L04,2025-08-15 20:17:00,2025-08-15 20:41:01,24.02,QUALITY_HOLD,medium,WO-000232,OP-0015
DT-0000407,EVT-00001693,MCH-023,L04,2025-08-16 00:27:00,2025-08-16 01:02:28,35.47,JAM,medium,WO-000233,OP-0041
DT-0000408,EVT-00001697,MCH-022,L04,2025-08-16 03:13:00,2025-08-16 03:48:28,35.47,MICRO_STOP,medium,WO-000233,OP-0065
DT-0000409,EVT-00001707,MCH-028,L05,2025-08-15 21:31:00,2025-08-15 22:00:11,29.19,MICRO_STOP,medium,WO-000235,OP-0046
DT-0000410,EVT-00001711,MCH-027,L05,2025-08-15 18:56:00,2025-08-15 19:25:11,29.19,,medium,WO-000235,OP-0023
DT-0000411,EVT-00001715,MCH-029,L05,2025-08-15 03:43:00,2025-08-15 04:00:16,17.28,QUALITY_HOLD,medium,WO-000236,OP-0058
DT-0000412,EVT-00001719,MCH-030,L05,2025-08-15 06:29:00,2025-08-15 06:46:16,17.28,QUALITY_HOLD,medium,WO-000236,OP-0010
DT-0000413,EVT-00001723,MCH-031,L06,2025-08-15 16:39:00,2025-08-15 17:03:10,24.17,SENSOR_FAULT,medium,WO-000237,OP-0030
DT-0000414,EVT-00001727,MCH-035,L06,2025-08-15 14:52:00,2025-08-15 15:16:10,24.17,,medium,WO-000237,OP-0028
DT-0000415,EVT-00001731,MCH-035,L06,2025-08-15 18:28:00,2025-08-15 18:57:28,29.47,MICRO_STOP,medium,WO-000238,OP-0037
DT-0000416,EVT-00001734,MCH-032,L06,2025-08-15 18:48:00,2025-08-15 19:17:28,29.47,QUALITY_HOLD,medium,WO-000238,OP-0042
DT-0000417,EVT-00001737,MCH-035,L06,2025-08-15 04:07:00,2025-08-15 04:49:35,42.59,SENSOR_FAULT,medium,WO-000239,OP-0063
DT-0000418,EVT-00001741,MCH-033,L06,2025-08-15 06:09:00,2025-08-15 06:51:35,42.59,QUALITY_HOLD,medium,WO-000239,OP-0041
DT-0000419,EVT-00001745,MCH-002,L01,2025-08-16 23:54:00,2025-08-17 00:10:50,16.84,JAM,medium,WO-000240,OP-0033
DT-0000420,EVT-00001749,MCH-001,L01,2025-08-16 22:26:00,2025-08-16 22:42:50,16.84,UNKNOWN,medium,WO-000240,OP-0032
DT-0000421,EVT-00001753,MCH-008,L02,2025-08-16 22:54:00,2025-08-16 23:23:34,29.57,UNKNOWN,medium,WO-000241,
DT-0000422,EVT-00001757,MCH-007,L02,2025-08-16 19:05:00,2025-08-16 19:34:34,29.57,JAM,medium,WO-000241,
DT-0000423,EVT-00001767,MCH-016,L03,2025-08-16 14:38:00,2025-08-16 14:49:24,11.41,UNKNOWN,medium,WO-000243,OP-0012
DT-0000424,EVT-00001771,MCH-015,L03,2025-08-16 16:44:00,2025-08-16 16:55:24,11.41,MICRO_STOP,medium,WO-000243,OP-0035
DT-0000425,EVT-00001775,MCH-018,L03,2025-08-16 11:13:00,2025-08-16 11:28:31,15.52,QUALITY_HOLD,medium,WO-000244,OP-0016
DT-0000426,EVT-00001779,MCH-014,L03,2025-08-16 10:00:00,2025-08-16 10:15:31,15.52,MICRO_STOP,medium,WO-000244,OP-0018
DT-0000427,EVT-00001783,MCH-022,L04,2025-08-16 10:30:00,2025-08-16 10:46:31,16.52,,medium,WO-000245,OP-0034
DT-0000428,EVT-00001787,MCH-024,L04,2025-08-16 09:14:00,2025-08-16 09:30:31,16.52,MATERIAL_WAIT,medium,WO-000245,OP-0060
DT-0000429,EVT-00001791,MCH-019,L04,2025-08-16 22:19:00,2025-08-16 22:56:15,37.26,SENSOR_FAULT,medium,WO-000246,OP-0045
DT-0000430,EVT-00001795,MCH-021,L04,2025-08-16 22:56:00,2025-08-16 23:33:15,37.26,QUALITY_HOLD,medium,WO-000246,OP-0020
DT-0000431,EVT-00001799,MCH-023,L04,2025-08-16 05:31:00,2025-08-16 06:17:25,46.43,SENSOR_FAULT,medium,WO-000247,OP-0048
DT-0000432,EVT-00001803,MCH-024,L04,2025-08-16 05:05:00,2025-08-16 05:51:25,46.43,UNKNOWN,medium,WO-000247,OP-0068
DT-0000433,EVT-00001807,MCH-026,L05,2025-08-16 17:07:00,2025-08-16 17:37:28,30.47,MICRO_STOP,medium,WO-000248,OP-0065
DT-0000434,EVT-00001811,MCH-028,L05,2025-08-16 17:40:00,2025-08-16 18:10:28,30.47,JAM,medium,WO-000248,OP-0065
DT-0000435,EVT-00001815,MCH-027,L05,2025-08-17 00:43:00,2025-08-17 01:00:30,17.51,SENSOR_FAULT,medium,WO-000249,OP-0003
DT-0000436,EVT-00001819,MCH-030,L05,2025-08-17 00:43:00,2025-08-17 01:00:30,17.51,QUALITY_HOLD,medium,WO-000249,
DT-0000437,EVT-00001823,MCH-031,L06,2025-08-16 22:19:00,2025-08-16 22:27:45,8.76,,medium,WO-000250,OP-0064
DT-0000438,EVT-00001827,MCH-033,L06,2025-08-16 23:06:00,2025-08-16 23:14:45,8.76,MATERIAL_WAIT,medium,WO-000250,OP-0015
DT-0000439,EVT-00001843,MCH-018,L03,2025-08-17 21:14:00,2025-08-17 21:54:09,40.16,UNKNOWN,medium,WO-000253,OP-0031
DT-0000440,EVT-00001847,MCH-014,L03,2025-08-17 19:52:00,2025-08-17 20:32:09,40.16,SENSOR_FAULT,medium,WO-000253,OP-0034
DT-0000441,EVT-00001857,MCH-022,L04,2025-08-17 09:33:00,2025-08-17 09:52:22,19.37,MICRO_STOP,medium,WO-000255,OP-0048
DT-0000442,EVT-00001861,MCH-021,L04,2025-08-17 12:45:00,2025-08-17 13:04:22,19.37,JAM,medium,WO-000255,OP-0070
DT-0000443,EVT-00001865,MCH-025,L05,2025-08-17 12:28:00,2025-08-17 12:46:39,18.67,MATERIAL_WAIT,medium,WO-000256,OP-0063
DT-0000444,EVT-00001869,MCH-027,L05,2025-08-17 12:23:00,2025-08-17 12:41:39,18.67,MATERIAL_WAIT,medium,WO-000256,OP-0013
DT-0000445,EVT-00001879,MCH-034,L06,2025-08-17 15:15:00,2025-08-17 15:33:44,18.75,JAM,medium,WO-000258,OP-0026
DT-0000446,EVT-00001882,MCH-035,L06,2025-08-17 19:32:00,2025-08-17 19:50:44,18.75,MICRO_STOP,medium,WO-000258,OP-0054
DT-0000447,EVT-00001885,MCH-033,L06,2025-08-18 00:34:00,2025-08-18 00:47:57,13.95,MICRO_STOP,medium,WO-000259,OP-0029
DT-0000448,EVT-00001889,MCH-034,L06,2025-08-18 03:11:00,2025-08-18 03:24:57,13.95,UNKNOWN,medium,WO-000259,OP-0001
DT-0000449,EVT-00001899,MCH-001,L01,2025-08-18 19:26:00,2025-08-18 19:36:34,10.57,,medium,WO-000261,OP-0008
DT-0000450,EVT-00001903,MCH-003,L01,2025-08-18 22:58:00,2025-08-18 23:08:34,10.57,,medium,WO-000261,OP-0033
DT-0000451,EVT-00001907,MCH-003,L01,2025-08-18 07:21:00,2025-08-18 07:42:28,21.47,,medium,WO-000262,OP-0017
DT-0000452,EVT-00001910,MCH-004,L01,2025-08-18 07:21:00,2025-08-18 07:42:28,21.47,,medium,WO-000262,OP-0013
DT-0000453,EVT-00001913,MCH-009,L02,2025-08-18 14:17:00,2025-08-18 14:40:16,23.28,JAM,medium,WO-000263,OP-0035
DT-0000454,EVT-00001917,MCH-007,L02,2025-08-18 18:29:00,2025-08-18 18:52:16,23.28,JAM,medium,WO-000263,OP-0033
DT-0000455,EVT-00001921,MCH-009,L02,2025-08-19 00:57:00,2025-08-19 01:10:38,13.64,,medium,WO-000264,OP-0044
DT-0000456,EVT-00001924,MCH-008,L02,2025-08-18 23:14:00,2025-08-18 23:27:38,13.64,SENSOR_FAULT,medium,WO-000264,OP-0072
DT-0000457,EVT-00001927,MCH-009,L02,2025-08-18 05:48:00,2025-08-18 06:14:24,26.41,UNKNOWN,medium,WO-000265,OP-0063
DT-0000458,EVT-00001931,MCH-012,L02,2025-08-18 04:09:00,2025-08-18 04:35:24,26.41,QUALITY_HOLD,medium,WO-000265,OP-0062
DT-0000459,EVT-00001935,MCH-014,L03,2025-08-18 14:27:00,2025-08-18 15:00:53,33.89,,medium,WO-000266,OP-0044
DT-0000460,EVT-00001939,MCH-015,L03,2025-08-18 16:43:00,2025-08-18 17:16:53,33.89,UNKNOWN,medium,WO-000266,OP-0067
DT-0000461,EVT-00001943,MCH-014,L03,2025-08-18 21:02:00,2025-08-18 21:52:52,50.88,JAM,medium,WO-000267,OP-0019
DT-0000462,EVT-00001947,MCH-015,L03,2025-08-18 18:22:00,2025-08-18 19:12:52,50.88,MATERIAL_WAIT,medium,WO-000267,OP-0071
DT-0000463,EVT-00001951,MCH-014,L03,2025-08-18 02:52:00,2025-08-18 03:11:11,19.18,,medium,WO-000268,OP-0062
DT-0000464,EVT-00001955,MCH-013,L03,2025-08-18 06:42:00,2025-08-18 07:01:11,19.18,MATERIAL_WAIT,medium,WO-000268,OP-0018
DT-0000465,EVT-00001959,MCH-019,L04,2025-08-18 17:52:00,2025-08-18 18:21:50,29.84,JAM,medium,WO-000269,OP-0040
DT-0000466,EVT-00001962,MCH-022,L04,2025-08-18 15:41:00,2025-08-18 16:10:50,29.84,MICRO_STOP,medium,WO-000269,OP-0064
DT-0000467,EVT-00001965,MCH-024,L04,2025-08-18 23:20:00,2025-08-18 23:40:49,20.82,JAM,medium,WO-000270,OP-0018
DT-0000468,EVT-00001969,MCH-022,L04,2025-08-18 23:36:00,2025-08-18 23:56:49,20.82,MATERIAL_WAIT,medium,WO-000270,OP-0066
DT-0000469,EVT-00001983,MCH-027,L05,2025-08-18 21:10:00,2025-08-18 21:45:44,35.74,JAM,medium,WO-000273,OP-0058
DT-0000470,EVT-00001987,MCH-030,L05,2025-08-18 19:47:00,2025-08-18 20:22:44,35.74,SENSOR_FAULT,medium,WO-000273,OP-0034
DT-0000471,EVT-00001991,MCH-026,L05,2025-08-18 01:40:00,2025-08-18 01:59:16,19.28,,medium,WO-000274,OP-0042
DT-0000472,EVT-00001995,MCH-030,L05,2025-08-18 04:35:00,2025-08-18 04:54:16,19.28,MATERIAL_WAIT,medium,WO-000274,OP-0062
DT-0000473,EVT-00001999,MCH-036,L06,2025-08-18 12:11:00,2025-08-18 12:40:01,29.02,,medium,WO-000275,OP-0066
DT-0000474,EVT-00002003,MCH-035,L06,2025-08-18 11:43:00,2025-08-18 12:12:01,29.02,JAM,medium,WO-000275,OP-0039
DT-0000475,EVT-00002007,MCH-035,L06,2025-08-18 17:11:00,2025-08-18 17:46:28,35.47,,medium,WO-000276,OP-0049
DT-0000476,EVT-00002011,MCH-036,L06,2025-08-18 16:46:00,2025-08-18 17:21:28,35.47,,medium,WO-000276,OP-0025
DT-0000477,EVT-00002015,MCH-033,L06,2025-08-18 07:48:00,2025-08-18 07:57:11,9.2,UNKNOWN,medium,WO-000277,OP-0026
DT-0000478,EVT-00002019,MCH-034,L06,2025-08-18 05:33:00,2025-08-18 05:42:11,9.2,MICRO_STOP,medium,WO-000277,OP-0027
DT-0000479,EVT-00002023,MCH-001,L01,2025-08-19 15:50:00,2025-08-19 16:31:42,41.7,QUALITY_HOLD,medium,WO-000278,OP-0051
DT-0000480,EVT-00002027,MCH-003,L01,2025-08-19 15:07:00,2025-08-19 15:48:42,41.7,,medium,WO-000278,OP-0030
DT-0000481,EVT-00002031,MCH-005,L01,2025-08-19 22:25:00,2025-08-19 22:42:45,17.77,MATERIAL_WAIT,medium,WO-000279,OP-0057
DT-0000482,EVT-00002035,MCH-001,L01,2025-08-19 23:31:00,2025-08-19 23:48:45,17.77,JAM,medium,WO-000279,
DT-0000483,EVT-00002039,MCH-002,L01,2025-08-19 05:10:00,2025-08-19 05:46:27,36.47,UNKNOWN,medium,WO-000280,OP-0020
DT-0000484,EVT-00002043,MCH-003,L01,2025-08-19 05:06:00,2025-08-19 05:42:27,36.47,JAM,medium,WO-000280,OP-0045
DT-0000485,EVT-00002053,MCH-012,L02,2025-08-19 20:59:00,2025-08-19 21:27:37,28.62,,medium,WO-000282,OP-0021
DT-0000486,EVT-00002057,MCH-007,L02,2025-08-19 19:42:00,2025-08-19 20:10:37,28.62,SENSOR_FAULT,medium,WO-000282,OP-0067
DT-0000487,EVT-00002061,MCH-007,L02,2025-08-19 05:31:00,2025-08-19 05:43:24,12.4,SENSOR_FAULT,medium,WO-000283,OP-0023
DT-0000488,EVT-00002065,MCH-009,L02,2025-08-19 04:35:00,2025-08-19 04:47:24,12.4,MICRO_STOP,medium,WO-000283,OP-0024
DT-0000489,EVT-00002069,MCH-013,L03,2025-08-19 10:45:00,2025-08-19 11:21:09,36.15,,medium,WO-000284,OP-0059
DT-0000490,EVT-00002072,MCH-018,L03,2025-08-19 09:34:00,2025-08-19 10:10:09,36.15,MATERIAL_WAIT,medium,WO-000284,OP-0036
DT-0000491,EVT-00002075,MCH-014,L03,2025-08-19 22:09:00,2025-08-19 22:26:41,17.69,SENSOR_FAULT,medium,WO-000285,OP-0035
DT-0000492,EVT-00002079,MCH-018,L03,2025-08-20 00:14:00,2025-08-20 00:31:41,17.69,SENSOR_FAULT,medium,WO-000285,OP-0056
DT-0000493,EVT-00002083,MCH-016,L03,2025-08-19 05:34:00,2025-08-19 05:45:45,11.76,MATERIAL_WAIT,medium,WO-000286,OP-0015
DT-0000494,EVT-00002087,MCH-014,L03,2025-08-19 03:58:00,2025-08-19 04:09:45,11.76,,medium,WO-000286,OP-0064
DT-0000495,EVT-00002097,MCH-024,L04,2025-08-19 20:57:00,2025-08-19 21:11:33,14.56,JAM,medium,WO-000288,OP-0072
DT-0000496,EVT-00002101,MCH-019,L04,2025-08-19 21:00:00,2025-08-19 21:14:33,14.56,MATERIAL_WAIT,medium,WO-000288,OP-0068
DT-0000497,EVT-00002105,MCH-020,L04,2025-08-19 09:34:00,2025-08-19 09:48:32,14.54,MATERIAL_WAIT,medium,WO-000289,OP-0043
DT-0000498,EVT-00002109,MCH-019,L04,2025-08-19 07:47:00,2025-08-19 08:01:32,14.54,UNKNOWN,medium,WO-000289,OP-0044
DT-0000499,EVT-00002113,MCH-025,L05,2025-08-19 18:31:00,2025-08-19 19:11:36,40.62,MICRO_STOP,medium,WO-000290,OP-0019
DT-0000500,EVT-00002117,MCH-028,L05,2025-08-19 19:36:00,2025-08-19 20:16:36,40.62,JAM,medium,WO-000290,OP-0046
DT-0000501,EVT-00002121,MCH-028,L05,2025-08-20 00:38:00,2025-08-20 00:56:36,18.61,MATERIAL_WAIT,medium,WO-000291,OP-0054
DT-0000502,EVT-00002125,MCH-026,L05,2025-08-20 00:55:00,2025-08-20 01:13:36,18.61,MICRO_STOP,medium,WO-000291,OP-0051
DT-0000503,EVT-00002129,MCH-025,L05,2025-08-19 03:40:00,2025-08-19 04:06:25,26.43,JAM,medium,WO-000292,OP-0010
DT-0000504,EVT-00002133,MCH-026,L05,2025-08-19 05:43:00,2025-08-19 06:09:25,26.43,SENSOR_FAULT,medium,WO-000292,OP-0060
DT-0000505,EVT-00002137,MCH-034,L06,2025-08-19 17:12:00,2025-08-19 17:30:25,18.42,QUALITY_HOLD,medium,WO-000293,OP-0046
DT-0000506,EVT-00002141,MCH-033,L06,2025-08-19 20:12:00,2025-08-19 20:30:25,18.42,SENSOR_FAULT,medium,WO-000293,OP-0067
DT-0000507,EVT-00002145,MCH-035,L06,2025-08-19 21:09:00,2025-08-19 21:22:21,13.37,MATERIAL_WAIT,medium,WO-000294,OP-0049
DT-0000508,EVT-00002149,MCH-033,L06,2025-08-19 23:40:00,2025-08-19 23:53:21,13.37,UNKNOWN,medium,WO-000294,OP-0005
DT-0000509,EVT-00002153,MCH-036,L06,2025-08-19 05:38:00,2025-08-19 06:07:43,29.72,,medium,WO-000295,OP-0040
DT-0000510,EVT-00002157,MCH-033,L06,2025-08-19 05:28:00,2025-08-19 05:57:43,29.72,SENSOR_FAULT,medium,WO-000295,OP-0015
DT-0000511,EVT-00002161,MCH-004,L01,2025-08-20 17:45:00,2025-08-20 18:08:04,23.08,SENSOR_FAULT,medium,WO-000296,OP-0052
DT-0000512,EVT-00002165,MCH-006,L01,2025-08-20 15:46:00,2025-08-20 16:09:04,23.08,,medium,WO-000296,OP-0050
DT-0000513,EVT-00002169,MCH-004,L01,2025-08-21 00:52:00,2025-08-21 01:23:14,31.23,MICRO_STOP,medium,WO-000297,OP-0069
DT-0000514,EVT-00002173,MCH-002,L01,2025-08-21 01:02:00,2025-08-21 01:33:14,31.23,MATERIAL_WAIT,medium,WO-000297,OP-0048
DT-0000515,EVT-00002177,MCH-001,L01,2025-08-20 02:53:00,2025-08-20 03:03:01,10.02,QUALITY_HOLD,medium,WO-000298,OP-0056
DT-0000516,EVT-00002181,MCH-006,L01,2025-08-20 01:25:00,2025-08-20 01:35:01,10.02,MATERIAL_WAIT,medium,WO-000298,OP-0057
DT-0000517,EVT-00002191,MCH-008,L02,2025-08-20 23:25:00,2025-08-20 23:33:14,8.24,SENSOR_FAULT,medium,WO-000300,OP-0006
DT-0000518,EVT-00002195,MCH-010,L02,2025-08-20 21:49:00,2025-08-20 21:57:14,8.24,JAM,medium,WO-000300,OP-0005
DT-0000519,EVT-00002199,MCH-008,L02,2025-08-21 05:41:00,2025-08-21 06:10:15,29.26,JAM,medium,WO-000301,OP-0032
DT-0000520,EVT-00002203,MCH-012,L02,2025-08-21 06:00:00,2025-08-21 06:29:15,29.26,MICRO_STOP,medium,WO-000301,OP-0058
DT-0000521,EVT-00002207,MCH-018,L03,2025-08-20 14:26:00,2025-08-20 15:16:16,50.28,MATERIAL_WAIT,medium,WO-000302,OP-0058
DT-0000522,EVT-00002211,MCH-015,L03,2025-08-20 14:22:00,2025-08-20 15:12:16,50.28,JAM,medium,WO-000302,OP-0032
DT-0000523,EVT-00002215,MCH-016,L03,2025-08-20 23:20:00,2025-08-21 00:23:27,63.47,,high,WO-000303,OP-0023
DT-0000524,EVT-00002219,MCH-014,L03,2025-08-20 22:59:00,2025-08-21 00:02:27,63.47,QUALITY_HOLD,high,WO-000303,OP-0046
DT-0000525,EVT-00002223,MCH-018,L03,2025-08-20 02:50:00,2025-08-20 03:03:59,13.99,MATERIAL_WAIT,medium,WO-000304,OP-0001
DT-0000526,EVT-00002227,MCH-016,L03,2025-08-20 03:11:00,2025-08-20 03:24:59,13.99,JAM,medium,WO-000304,OP-0050
DT-0000527,EVT-00002231,MCH-023,L04,2025-08-20 15:05:00,2025-08-20 15:23:13,18.22,MATERIAL_WAIT,medium,WO-000305,OP-0011
DT-0000528,EVT-00002235,MCH-019,L04,2025-08-20 17:13:00,2025-08-20 17:31:13,18.22,JAM,medium,WO-000305,OP-0012
DT-0000529,EVT-00002245,MCH-021,L04,2025-08-20 04:14:00,2025-08-20 04:39:00,25.01,MICRO_STOP,medium,WO-000307,OP-0019
DT-0000530,EVT-00002249,MCH-023,L04,2025-08-20 02:23:00,2025-08-20 02:48:00,25.01,MATERIAL_WAIT,medium,WO-000307,OP-0020
DT-0000531,EVT-00002253,MCH-026,L05,2025-08-20 16:54:00,2025-08-20 17:16:37,22.63,,medium,WO-000308,OP-0037
DT-0000532,EVT-00002257,MCH-030,L05,2025-08-20 17:07:00,2025-08-20 17:29:37,22.63,,medium,WO-000308,OP-0041
DT-0000533,EVT-00002265,MCH-026,L05,2025-08-20 08:56:00,2025-08-20 09:26:45,30.76,MICRO_STOP,medium,WO-000310,OP-0010
DT-0000534,EVT-00002268,MCH-029,L05,2025-08-20 08:14:00,2025-08-20 08:44:45,30.76,MICRO_STOP,medium,WO-000310,OP-0055
DT-0000535,EVT-00002271,MCH-034,L06,2025-08-20 14:43:00,2025-08-20 15:06:59,23.99,MICRO_STOP,medium,WO-000311,OP-0016
DT-0000536,EVT-00002275,MCH-032,L06,2025-08-20 15:11:00,2025-08-20 15:34:59,23.99,JAM,medium,WO-000311,OP-0063
DT-0000537,EVT-00002279,MCH-032,L06,2025-08-21 00:30:00,2025-08-21 01:06:46,36.77,MICRO_STOP,medium,WO-000312,OP-0052
DT-0000538,EVT-00002283,MCH-033,L06,2025-08-21 04:40:00,2025-08-21 05:16:46,36.77,SENSOR_FAULT,medium,WO-000312,OP-0053
DT-0000539,EVT-00002287,MCH-033,L06,2025-08-20 11:20:00,2025-08-20 11:52:07,32.13,,medium,WO-000313,OP-0028
DT-0000540,EVT-00002291,MCH-035,L06,2025-08-20 10:30:00,2025-08-20 11:02:07,32.13,JAM,medium,WO-000313,OP-0003
DT-0000541,EVT-00002295,MCH-003,L01,2025-08-21 12:20:00,2025-08-21 12:34:35,14.59,JAM,medium,WO-000314,OP-0004
DT-0000542,EVT-00002299,MCH-006,L01,2025-08-21 15:02:00,2025-08-21 15:16:35,14.59,JAM,medium,WO-000314,OP-0006
DT-0000543,EVT-00002303,MCH-004,L01,2025-08-21 17:21:00,2025-08-21 17:36:58,15.98,QUALITY_HOLD,medium,WO-000315,OP-0008
DT-0000544,EVT-00002307,MCH-003,L01,2025-08-21 17:48:00,2025-08-21 18:03:58,15.98,QUALITY_HOLD,medium,WO-000315,OP-0056
DT-0000545,EVT-00002311,MCH-001,L01,2025-08-21 07:26:00,2025-08-21 07:35:10,9.17,JAM,medium,WO-000316,OP-0005
DT-0000546,EVT-00002315,MCH-004,L01,2025-08-21 05:59:00,2025-08-21 06:08:10,9.17,MICRO_STOP,medium,WO-000316,OP-0050
DT-0000547,EVT-00002319,MCH-010,L02,2025-08-21 07:56:00,2025-08-21 08:30:30,34.51,MICRO_STOP,medium,WO-000317,OP-0067
DT-0000548,EVT-00002323,MCH-008,L02,2025-08-21 10:03:00,2025-08-21 10:37:30,34.51,,medium,WO-000317,OP-0045
DT-0000549,EVT-00002327,MCH-012,L02,2025-08-21 19:42:00,2025-08-21 20:02:10,20.17,JAM,medium,WO-000318,OP-0015
DT-0000550,EVT-00002331,MCH-010,L02,2025-08-21 21:07:00,2025-08-21 21:27:10,20.17,JAM,medium,WO-000318,OP-0017
DT-0000551,EVT-00002335,MCH-007,L02,2025-08-21 07:41:00,2025-08-21 07:57:34,16.57,MATERIAL_WAIT,medium,WO-000319,OP-0005
DT-0000552,EVT-00002339,MCH-010,L02,2025-08-21 11:35:00,2025-08-21 11:51:34,16.57,QUALITY_HOLD,medium,WO-000319,OP-0052
DT-0000553,EVT-00002353,MCH-018,L03,2025-08-21 09:07:00,2025-08-21 09:24:54,17.92,MATERIAL_WAIT,medium,WO-000322,OP-0006
DT-0000554,EVT-00002357,MCH-014,L03,2025-08-21 08:54:00,2025-08-21 09:11:54,17.92,UNKNOWN,medium,WO-000322,OP-0025
DT-0000555,EVT-00002361,MCH-021,L04,2025-08-21 12:29:00,2025-08-21 12:45:25,16.42,SENSOR_FAULT,medium,WO-000323,
DT-0000556,EVT-00002365,MCH-024,L04,2025-08-21 13:56:00,2025-08-21 14:12:25,16.42,QUALITY_HOLD,medium,WO-000323,OP-0042
DT-0000557,EVT-00002369,MCH-021,L04,2025-08-22 01:31:00,2025-08-22 01:49:07,18.12,MATERIAL_WAIT,medium,WO-000324,OP-0003
DT-0000558,EVT-00002372,MCH-020,L04,2025-08-22 02:52:00,2025-08-22 03:10:07,18.12,SENSOR_FAULT,medium,WO-000324,OP-0029
DT-0000559,EVT-00002375,MCH-022,L04,2025-08-21 06:57:00,2025-08-21 07:27:12,30.21,MICRO_STOP,medium,WO-000325,OP-0038
DT-0000560,EVT-00002379,MCH-019,L04,2025-08-21 07:48:00,2025-08-21 08:18:12,30.21,MICRO_STOP,medium,WO-000325,OP-0041
DT-0000561,EVT-00002383,MCH-029,L05,2025-08-21 15:00:00,2025-08-21 15:27:56,27.94,MICRO_STOP,medium,WO-000326,OP-0021
DT-0000562,EVT-00002387,MCH-028,L05,2025-08-21 14:23:00,2025-08-21 14:50:56,27.94,JAM,medium,WO-000326,OP-0067
DT-0000563,EVT-00002391,MCH-027,L05,2025-08-21 20:44:00,2025-08-21 20:59:08,15.14,MICRO_STOP,medium,WO-000327,OP-0030
DT-0000564,EVT-00002394,MCH-025,L05,2025-08-21 18:56:00,2025-08-21 19:11:08,15.14,QUALITY_HOLD,medium,WO-000327,OP-0030
DT-0000565,EVT-00002401,MCH-032,L06,2025-08-21 20:35:00,2025-08-21 20:57:45,22.76,QUALITY_HOLD,medium,WO-000329,OP-0036
DT-0000566,EVT-00002405,MCH-033,L06,2025-08-21 16:53:00,2025-08-21 17:15:45,22.76,MICRO_STOP,medium,WO-000329,OP-0060
DT-0000567,EVT-00002409,MCH-032,L06,2025-08-21 22:24:00,2025-08-21 22:58:07,34.12,JAM,medium,WO-000330,
DT-0000568,EVT-00002413,MCH-034,L06,2025-08-21 19:09:00,2025-08-21 19:43:07,34.12,MICRO_STOP,medium,WO-000330,OP-0030
DT-0000569,EVT-00002417,MCH-034,L06,2025-08-22 01:39:00,2025-08-22 01:57:35,18.6,MICRO_STOP,medium,WO-000331,OP-0053
DT-0000570,EVT-00002421,MCH-036,L06,2025-08-22 04:19:00,2025-08-22 04:37:35,18.6,MATERIAL_WAIT,medium,WO-000331,OP-0004
DT-0000571,EVT-00002425,MCH-003,L01,2025-08-22 12:56:00,2025-08-22 13:09:06,13.11,MICRO_STOP,medium,WO-000332,OP-0051
DT-0000572,EVT-00002429,MCH-006,L01,2025-08-22 16:09:00,2025-08-22 16:22:06,13.11,SENSOR_FAULT,medium,WO-000332,OP-0049
DT-0000573,EVT-00002433,MCH-004,L01,2025-08-22 21:31:00,2025-08-22 21:55:49,24.82,,medium,WO-000333,OP-0012
DT-0000574,EVT-00002437,MCH-003,L01,2025-08-23 01:10:00,2025-08-23 01:34:49,24.82,UNKNOWN,medium,WO-000333,OP-0034
DT-0000575,EVT-00002441,MCH-004,L01,2025-08-22 11:10:00,2025-08-22 11:30:58,20.98,JAM,medium,WO-000334,OP-0032
DT-0000576,EVT-00002445,MCH-003,L01,2025-08-22 07:51:00,2025-08-22 08:11:58,20.98,,medium,WO-000334,OP-0009
