work_order_id,sales_order_id,plant_id,line_id,product_id,planned_start_datetime,planned_end_datetime,actual_start_datetime,actual_end_datetime,planned_quantity,actual_quantity,rejected_quantity,rework_quantity,work_order_status,priority_level,operator_team_id,source_system,load_timestamp
WO-000744,SO-004265,P02,L04,PRD-035,2025-09-17 09:00:00,2025-09-17 16:45:00,2025-09-17 09:50:00,2025-09-17 19:05:00,14482,12406,319,120,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000745,,P02,L04,PRD-035,2025-09-17 17:00:00,2025-09-18 00:45:00,2025-09-17 16:45:00,2025-09-18 00:05:00,9990,9878,398,118,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000746,SO-000037,P02,L04,PRD-035,2025-09-17 06:00:00,2025-09-17 13:45:00,2025-09-17 07:02:00,2025-09-17 16:16:00,13515,13654,346,79,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000747,,P03,L05,PRD-062,2025-09-17 07:00:00,2025-09-17 14:45:00,2025-09-17 07:05:00,2025-09-17 16:41:00,11381,11598,425,153,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000748,,P03,L05,PRD-062,2025-09-17 22:00:00,2025-09-18 05:45:00,2025-09-17 21:45:00,2025-09-18 05:41:00,10817,10504,530,106,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000749,SO-002777,P03,L05,PRD-062,2025-09-17 05:00:00,2025-09-17 12:45:00,2025-09-17 04:46:00,2025-09-17 13:28:00,13791,12738,646,314,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000750,SO-002696,P03,L06,PRD-035,2025-09-17 11:00:00,2025-09-17 18:45:00,2025-09-17 11:38:00,2025-09-17 19:38:00,25170,22273,401,169,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000751,SO-002245,P03,L06,PRD-035,2025-09-17 20:00:00,2025-09-18 03:45:00,2025-09-17 19:45:00,2025-09-18 04:47:00,29668,25950,417,196,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000752,SO-002012,P03,L06,PRD-038,2025-09-17 05:00:00,2025-09-17 12:45:00,2025-09-17 05:36:00,2025-09-17 14:35:00,21207,20297,638,179,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000753,SO-003743,P01,L01,PRD-028,2025-09-18 09:00:00,2025-09-18 16:45:00,2025-09-18 08:57:00,2025-09-18 16:56:00,21470,21430,759,400,cancelled,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000754,SO-004677,P01,L01,PRD-028,2025-09-18 15:00:00,2025-09-18 22:45:00,2025-09-18 14:45:00,2025-09-18 23:22:00,24169,22383,593,303,completed,urgent,TEAM-C,MES,2026-07-09 13:20:34
WO-000755,,P01,L01,PRD-060,2025-09-18 05:00:00,2025-09-18 12:45:00,2025-09-18 05:32:00,2025-09-18 15:28:00,24044,20754,593,239,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000756,,P01,L02,PRD-004,2025-09-18 13:00:00,2025-09-18 20:45:00,2025-09-18 13:00:00,2025-09-18 21:30:00,20979,18044,414,154,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000757,,P01,L02,PRD-004,2025-09-18 18:00:00,2025-09-19 01:45:00,2025-09-18 18:22:00,2025-09-19 04:05:00,26271,26472,924,474,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000758,SO-005085,P01,L02,PRD-061,2025-09-18 02:00:00,2025-09-18 09:45:00,2025-09-18 01:45:00,2025-09-18 11:47:00,29752,26108,1125,413,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000759,SO-003295,P02,L03,PRD-044,2025-09-18 07:00:00,2025-09-18 14:45:00,2025-09-18 06:45:00,2025-09-18 15:01:00,18531,17669,389,183,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000760,SO-001512,P02,L03,PRD-044,2025-09-18 19:00:00,2025-09-19 02:45:00,2025-09-18 18:51:00,2025-09-19 02:14:00,18550,16470,369,110,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000761,SO-001106,P02,L03,PRD-044,2025-09-18 00:00:00,2025-09-18 07:45:00,2025-09-18 01:02:00,2025-09-18 08:42:00,14959,13482,632,301,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000762,,P02,L04,PRD-017,2025-09-18 10:00:00,2025-09-18 17:45:00,2025-09-18 10:44:00,2025-09-18 20:21:00,13940,13110,183,76,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000763,SO-000429,P02,L04,PRD-046,2025-09-18 17:00:00,2025-09-19 00:45:00,2025-09-18 17:04:00,2025-09-19 02:07:00,12366,11250,210,91,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000764,SO-003292,P02,L04,PRD-046,2025-09-18 06:00:00,2025-09-18 13:45:00,2025-09-18 05:45:00,2025-09-18 14:17:00,13428,12741,721,283,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000765,SO-002002,P03,L05,PRD-063,2025-09-18 11:00:00,2025-09-18 18:45:00,2025-09-18 10:45:00,2025-09-18 20:20:00,14156,14153,215,80,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000766,,P03,L05,PRD-002,2025-09-18 18:00:00,2025-09-19 01:45:00,2025-09-18 18:27:00,2025-09-19 03:10:00,18487,17135,661,320,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000767,SO-001506,P03,L05,PRD-033,2025-09-18 04:00:00,2025-09-18 11:45:00,2025-09-18 03:45:00,2025-09-18 12:38:00,17548,17131,590,233,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000768,,P03,L06,PRD-006,2025-09-18 11:00:00,2025-09-18 18:45:00,2025-09-18 11:37:00,2025-09-18 21:18:00,29602,28800,999,344,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000769,,P03,L06,PRD-006,2025-09-18 20:00:00,2025-09-19 03:45:00,2025-09-18 21:02:00,2025-09-19 05:29:00,28789,26269,718,334,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000770,SO-003422,P03,L06,PRD-024,2025-09-18 04:00:00,2025-09-18 11:45:00,2025-09-18 03:45:00,2025-09-18 11:39:00,27264,24338,1097,316,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000771,SO-002751,P01,L01,PRD-020,2025-09-19 10:00:00,2025-09-19 17:45:00,2025-09-19 10:00:00,2025-09-19 17:36:00,19324,19669,1037,459,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000772,SO-003806,P01,L01,PRD-020,2025-09-19 16:00:00,2025-09-19 23:45:00,2025-09-19 15:45:00,2025-09-20 00:31:00,20237,20491,584,201,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000773,SO-002816,P01,L01,PRD-020,2025-09-19 04:00:00,2025-09-19 11:45:00,2025-09-19 04:18:00,2025-09-19 13:49:00,17212,15998,995,397,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000774,,P01,L02,PRD-039,2025-09-19 10:00:00,2025-09-19 17:45:00,2025-09-19 11:02:00,2025-09-19 18:58:00,31076,28555,913,426,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000775,SO-002178,P01,L02,PRD-029,2025-09-19 22:00:00,2025-09-20 05:45:00,2025-09-19 22:27:00,,28717,25216,635,242,open,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000776,,P01,L02,PRD-029,2025-09-19 05:00:00,2025-09-19 12:45:00,2025-09-19 05:11:00,2025-09-19 15:08:00,30231,26531,452,184,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000777,SO-001203,P02,L03,PRD-075,2025-09-19 09:00:00,2025-09-19 16:45:00,2025-09-19 08:45:00,2025-09-19 18:21:00,18366,15895,475,257,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000778,SO-001110,P02,L03,PRD-075,2025-09-19 21:00:00,2025-09-20 04:45:00,2025-09-19 20:45:00,2025-09-20 06:28:00,20621,18018,903,401,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000779,SO-001659,P02,L03,PRD-075,2025-09-19 23:00:00,2025-09-20 06:45:00,2025-09-19 22:45:00,2025-09-20 07:00:00,17025,17317,494,180,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000780,SO-003570,P02,L04,PRD-062,2025-09-19 08:00:00,2025-09-19 15:45:00,2025-09-19 08:30:00,2025-09-19 18:07:00,14214,13373,419,117,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000781,SO-003570,P02,L04,PRD-062,2025-09-19 21:00:00,2025-09-20 04:45:00,2025-09-19 22:09:00,2025-09-20 07:06:00,11406,9938,285,119,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000782,,P02,L04,PRD-062,2025-09-19 23:00:00,2025-09-20 06:45:00,2025-09-19 23:33:00,2025-09-20 08:26:00,9875,9303,334,84,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000783,,P03,L05,PRD-052,2025-09-19 11:00:00,2025-09-19 18:45:00,2025-09-19 11:14:00,2025-09-19 19:22:00,11688,11548,521,211,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000784,SO-000365,P03,L05,PRD-054,2025-09-19 22:00:00,2025-09-20 05:45:00,2025-09-19 21:45:00,2025-09-20 06:44:00,15532,16092,600,287,completed,urgent,TEAM-C,MES,2026-07-09 13:20:34
WO-000785,SO-000659,P03,L05,PRD-054,2025-09-19 02:00:00,2025-09-19 09:45:00,2025-09-19 02:00:00,2025-09-19 11:06:00,12683,13152,331,172,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000786,SO-005140,P03,L06,PRD-003,2025-09-19 10:00:00,2025-09-19 17:45:00,2025-09-19 10:28:00,2025-09-19 19:07:00,25734,24178,420,168,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000787,SO-004989,P03,L06,PRD-059,2025-09-19 22:00:00,2025-09-20 05:45:00,2025-09-19 22:04:00,2025-09-20 06:19:00,19950,17484,548,266,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000788,SO-004876,P03,L06,PRD-059,2025-09-19 05:00:00,2025-09-19 12:45:00,2025-09-19 05:11:00,2025-09-19 13:59:00,21243,20344,936,327,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000789,SO-003005,P01,L01,PRD-052,2025-09-20 11:00:00,2025-09-20 18:45:00,2025-09-20 10:45:00,2025-09-20 19:06:00,13309,11938,603,135,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000790,SO-005182,P01,L01,PRD-013,2025-09-20 23:00:00,2025-09-21 06:45:00,2025-09-20 23:34:00,2025-09-21 08:21:00,17280,17547,466,161,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000791,,P01,L02,PRD-002,2025-09-20 10:00:00,2025-09-20 17:45:00,2025-09-20 10:00:00,2025-09-20 18:08:00,15722,15012,709,308,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000792,,P01,L02,PRD-002,2025-09-20 21:00:00,2025-09-21 04:45:00,2025-09-20 20:45:00,2025-09-21 06:07:00,19068,18422,510,120,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000793,,P01,L02,PRD-031,2025-09-20 23:00:00,2025-09-21 06:45:00,2025-09-20 23:00:00,2025-09-21 08:06:00,19515,19384,706,195,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000794,SO-000178,P02,L03,PRD-066,2025-09-20 16:00:00,2025-09-20 23:45:00,2025-09-20 15:45:00,2025-09-21 00:03:00,17604,15640,290,131,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000795,SO-002767,P02,L03,PRD-022,2025-09-20 02:00:00,2025-09-20 09:45:00,2025-09-20 03:05:00,2025-09-20 11:44:00,16491,15494,681,347,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000796,,P02,L04,PRD-072,2025-09-20 12:00:00,2025-09-20 19:45:00,2025-09-20 12:19:00,2025-09-20 20:50:00,10016,9664,211,97,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000797,SO-003050,P02,L04,PRD-021,2025-09-20 05:00:00,2025-09-20 12:45:00,2025-09-20 05:49:00,2025-09-20 13:59:00,9533,8340,227,60,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000798,,P03,L05,PRD-049,2025-09-20 07:00:00,2025-09-20 14:45:00,2025-09-20 06:45:00,2025-09-20 15:21:00,7969,8216,394,163,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000799,SO-003170,P03,L05,PRD-022,2025-09-20 06:00:00,2025-09-20 13:45:00,2025-09-20 05:45:00,2025-09-20 14:50:00,7696,7940,329,109,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000800,SO-000815,P03,L06,PRD-074,2025-09-20 12:00:00,2025-09-20 19:45:00,2025-09-20 12:08:00,2025-09-20 20:25:00,20324,20626,978,322,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000801,,P03,L06,PRD-038,2025-09-20 18:00:00,2025-09-21 01:45:00,20/09/2025 19:39,2025-09-21 04:29:00,24645,24989,557,164,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000802,SO-000020,P03,L06,PRD-064,2025-09-20 02:00:00,2025-09-20 09:45:00,2025-09-20 03:43:00,2025-09-20 13:32:00,25084,23788,1046,265,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000803,SO-003176,P01,L01,PRD-028,2025-09-21 13:00:00,2025-09-21 20:45:00,2025-09-21 13:00:00,2025-09-21 22:06:00,11397,10171,347,146,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000804,SO-004814,P01,L02,PRD-071,2025-09-21 07:00:00,2025-09-21 14:45:00,2025-09-21 06:45:00,2025-09-21 15:05:00,17805,17709,442,187,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000805,SO-001404,P01,L02,PRD-071,2025-09-21 16:00:00,2025-09-21 23:45:00,2025-09-21 16:39:00,2025-09-22 00:23:00,20407,17649,581,192,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000806,SO-004064,P01,L02,PRD-004,2025-09-21 01:00:00,2025-09-21 08:45:00,2025-09-21 01:48:00,2025-09-21 10:33:00,24892,24034,845,203,completed,urgent,TEAM-C,MES,2026-07-09 13:20:34
WO-000807,SO-003136,P02,L03,PRD-037,2025-09-21 11:00:00,2025-09-21 18:45:00,2025-09-21 10:45:00,2025-09-21 19:10:00,10641,10629,57,16,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000808,SO-002663,P02,L04,PRD-032,2025-09-21 10:00:00,2025-09-21 17:45:00,2025-09-21 09:45:00,2025-09-21 18:15:00,7370,7273,301,131,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000809,,P02,L04,PRD-031,2025-09-21 02:00:00,2025-09-21 09:45:00,2025-09-21 01:45:00,2025-09-21 11:38:00,10697,9474,311,87,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000810,SO-002153,P03,L05,PRD-078,2025-09-21 09:00:00,2025-09-21 16:45:00,2025-09-21 08:45:00,2025-09-21 16:38:00,13960,12554,237,113,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000811,SO-001357,P03,L05,PRD-078,2025-09-21 18:00:00,2025-09-22 01:45:00,2025-09-21 17:58:00,2025-09-22 03:11:00,11460,10252,415,133,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000812,,P03,L06,PRD-078,2025-09-21 09:00:00,2025-09-21 16:45:00,2025-09-21 10:01:00,2025-09-21 17:57:00,21284,21915,605,210,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000813,SO-002089,P03,L06,PRD-054,2025-09-21 19:00:00,2025-09-22 02:45:00,2025-09-21 19:57:00,2025-09-22 05:00:00,20564,18781,379,191,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000814,,P01,L01,PRD-068,2025-09-22 14:00:00,2025-09-22 21:45:00,2025-09-22 14:12:00,2025-09-22 22:51:00,19051,17257,699,198,completed,urgent,TEAM-C,MES,2026-07-09 13:20:34
WO-000815,SO-003161,P01,L01,PRD-068,2025-09-22 22:00:00,2025-09-23 05:45:00,2025-09-22 21:55:00,2025-09-23 07:21:00,25050,23387,555,181,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000816,SO-004169,P01,L01,PRD-064,2025-09-22 03:00:00,2025-09-22 10:45:00,2025-09-22 03:25:00,2025-09-22 12:29:00,24037,22908,932,223,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000817,SO-002881,P01,L02,PRD-063,2025-09-22 12:00:00,2025-09-22 19:45:00,2025-09-22 11:45:00,2025-09-22 20:06:00,27901,25178,935,456,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000818,,P01,L02,PRD-071,2025-09-22 21:00:00,2025-09-23 04:45:00,2025-09-22 20:51:00,2025-09-23 06:48:00,27363,26505,1026,236,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000819,,P01,L02,PRD-071,2025-09-22 04:00:00,2025-09-22 11:45:00,2025-09-22 03:45:00,2025-09-22 13:12:00,23251,21801,1022,411,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000820,SO-003665,P02,L03,PRD-002,2025-09-22 14:00:00,2025-09-22 21:45:00,2025-09-22 13:45:00,2025-09-22 22:29:00,15624,16227,526,178,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000821,SO-001224,P02,L03,PRD-037,2025-09-22 16:00:00,2025-09-22 23:45:00,2025-09-22 15:45:00,2025-09-22 23:35:00,19126,17465,560,222,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000822,,P02,L03,PRD-002,2025-09-22 05:00:00,2025-09-22 12:45:00,2025-09-22 05:31:00,2025-09-22 14:52:00,18890,18977,719,393,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000823,SO-003873,P02,L04,PRD-040,2025-09-22 13:00:00,2025-09-22 20:45:00,2025-09-22 12:45:00,2025-09-22 22:11:00,14470,13309,564,215,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000824,SO-004557,P02,L04,PRD-040,2025-09-22 22:00:00,2025-09-23 05:45:00,2025-09-22 21:45:00,2025-09-23 06:17:00,11798,11025,451,119,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000825,SO-003858,P02,L04,PRD-040,2025-09-22 00:00:00,2025-09-22 07:45:00,2025-09-22 00:00:00,2025-09-22 07:53:00,9404,8963,382,198,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000826,SO-004459,P03,L05,PRD-002,2025-09-22 11:00:00,2025-09-22 18:45:00,2025-09-22 11:16:00,2025-09-22 20:00:00,12211,10739,402,196,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000827,SO-001491,P03,L05,PRD-080,2025-09-22 18:00:00,2025-09-23 01:45:00,2025-09-22 18:05:00,2025-09-23 02:57:00,15269,13169,536,212,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000828,SO-003426,P03,L05,PRD-075,2025-09-22 01:00:00,2025-09-22 08:45:00,2025-09-22 00:47:00,2025-09-22 09:29:00,14363,12491,375,94,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000829,SO-002291,P03,L06,PRD-045,2025-09-22 13:00:00,2025-09-22 20:45:00,2025-09-22 14:24:00,2025-09-22 23:31:00,30217,30747,35,18,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000830,SO-000048,P03,L06,PRD-010,2025-09-22 22:00:00,2025-09-23 05:45:00,2025-09-22 22:41:00,2025-09-23 07:36:00,25137,23975,1079,476,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000831,,P03,L06,PRD-045,2025-09-22 02:00:00,2025-09-22 09:45:00,2025-09-22 02:26:00,2025-09-22 11:00:00,33957,33202,962,254,cancelled,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000832,SO-002443,P01,L01,PRD-064,2025-09-23 10:00:00,2025-09-23 17:45:00,2025-09-23 09:56:00,,20261,19026,650,289,open,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000833,,P01,L01,PRD-064,2025-09-23 19:00:00,2025-09-24 02:45:00,2025-09-23 19:15:00,2025-09-24 04:20:00,21408,20252,689,257,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000834,,P01,L01,PRD-064,2025-09-23 01:00:00,2025-09-23 08:45:00,2025-09-23 00:45:00,2025-09-23 10:13:00,16546,16209,901,190,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000835,,P01,L02,PRD-007,2025-09-23 11:00:00,2025-09-23 18:45:00,2025-09-23 10:45:00,2025-09-23 20:06:00,29702,27710,99,46,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000836,,P01,L02,PRD-001,2025-09-23 16:00:00,2025-09-23 23:45:00,2025-09-23 17:08:00,2025-09-24 01:11:00,26048,26584,660,279,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000837,SO-001451,P01,L02,PRD-001,2025-09-23 03:00:00,2025-09-23 10:45:00,2025-09-23 02:45:00,2025-09-23 10:52:00,25816,26236,1220,417,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000838,SO-001385,P02,L03,PRD-015,2025-09-23 07:00:00,2025-09-23 14:45:00,2025-09-23 07:14:00,2025-09-23 16:21:00,17375,18021,581,151,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000839,,P02,L03,PRD-057,2025-09-23 19:00:00,2025-09-24 02:45:00,2025-09-23 19:08:00,2025-09-24 03:16:00,18268,17433,286,77,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000840,,P02,L03,PRD-071,2025-09-23 01:00:00,2025-09-23 08:45:00,2025-09-23 01:13:00,2025-09-23 09:20:00,13739,12546,587,254,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000841,SO-002195,P02,L04,PRD-049,2025-09-23 07:00:00,2025-09-23 14:45:00,2025-09-23 07:04:00,2025-09-23 15:28:00,11796,11806,365,146,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000842,SO-003328,P02,L04,PRD-051,2025-09-23 15:00:00,2025-09-23 22:45:00,2025-09-23 14:45:00,2025-09-23 23:31:00,11607,10152,295,106,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000843,SO-003952,P02,L04,PRD-032,2025-09-23 01:00:00,2025-09-23 08:45:00,23/09/2025 01:00,2025-09-23 10:12:00,12137,11382,473,105,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000844,SO-000666,P03,L05,PRD-033,2025-09-23 11:00:00,2025-09-23 18:45:00,2025-09-23 10:52:00,2025-09-23 19:05:00,10937,10285,258,123,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000845,,P03,L05,PRD-033,2025-09-23 20:00:00,2025-09-24 03:45:00,2025-09-23 19:45:00,2025-09-24 03:47:00,10169,9966,308,87,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000846,SO-001642,P03,L05,PRD-033,2025-09-23 04:00:00,2025-09-23 11:45:00,2025-09-23 03:47:00,2025-09-23 12:10:00,10041,10436,542,220,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000847,SO-000548,P03,L06,PRD-024,2025-09-23 09:00:00,2025-09-23 16:45:00,2025-09-23 08:45:00,2025-09-23 18:11:00,27682,26336,860,230,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000848,SO-003598,P03,L06,PRD-024,2025-09-23 17:00:00,2025-09-24 00:45:00,2025-09-23 17:42:00,2025-09-24 02:08:00,30729,29417,1141,245,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000849,SO-002922,P03,L06,PRD-024,2025-09-23 04:00:00,2025-09-23 11:45:00,2025-09-23 04:09:00,2025-09-23 11:55:00,29610,27963,1291,536,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000850,SO-003350,P01,L01,PRD-028,2025-09-24 11:00:00,2025-09-24 18:45:00,2025-09-24 11:47:00,2025-09-24 19:43:00,19128,17805,349,110,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000851,SO-000250,P01,L01,PRD-028,2025-09-24 21:00:00,2025-09-25 04:45:00,2025-09-24 20:55:00,2025-09-25 05:16:00,21573,22102,442,169,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000852,SO-004787,P01,L01,PRD-028,2025-09-24 01:00:00,2025-09-24 08:45:00,2025-09-24 00:58:00,2025-09-24 09:42:00,17753,15913,515,269,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000853,SO-003007,P01,L02,PRD-060,2025-09-24 13:00:00,2025-09-24 20:45:00,2025-09-24 13:03:00,2025-09-24 21:37:00,32400,31734,1862,745,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000854,SO-002063,P01,L02,PRD-017,2025-09-24 19:00:00,2025-09-25 02:45:00,2025-09-24 19:14:00,2025-09-25 03:57:00,32797,30368,525,158,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000855,SO-002133,P01,L02,PRD-060,2025-09-24 03:00:00,2025-09-24 10:45:00,2025-09-24 03:39:00,2025-09-24 12:13:00,25703,23857,950,210,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000856,SO-001828,P02,L03,PRD-073,2025-09-24 11:00:00,2025-09-24 18:45:00,2025-09-24 10:46:00,2025-09-24 19:24:00,17852,18174,103,41,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000857,SO-004965,P02,L03,PRD-073,2025-09-24 21:00:00,2025-09-25 04:45:00,2025-09-24 21:26:00,,20525,19432,188,65,open,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000858,,P02,L03,PRD-073,2025-09-24 02:00:00,2025-09-24 09:45:00,2025-09-24 02:38:00,2025-09-24 11:43:00,16893,16278,488,189,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000859,,P02,L04,PRD-040,2025-09-24 07:00:00,2025-09-24 14:45:00,2025-09-24 06:45:00,2025-09-24 15:18:00,9598,8280,337,109,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000860,SO-001623,P02,L04,PRD-040,2025-09-24 19:00:00,2025-09-25 02:45:00,2025-09-24 18:45:00,2025-09-25 03:49:00,11705,10914,462,193,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000861,SO-003071,P02,L04,PRD-040,2025-09-24 06:00:00,2025-09-24 13:45:00,2025-09-24 05:45:00,2025-09-24 14:53:00,9067,7973,403,124,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000862,,P03,L05,PRD-068,2025-09-24 14:00:00,2025-09-24 21:45:00,2025-09-24 13:45:00,2025-09-24 22:21:00,13191,13506,153,68,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000863,SO-004728,P03,L05,PRD-080,2025-09-24 15:00:00,2025-09-24 22:45:00,2025-09-24 15:48:00,2025-09-25 00:28:00,14245,14189,617,224,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000864,,P03,L05,PRD-068,2025-09-24 04:00:00,2025-09-24 11:45:00,2025-09-24 03:45:00,2025-09-24 11:46:00,16309,14740,431,176,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000865,SO-000926,P03,L06,PRD-034,2025-09-24 14:00:00,2025-09-24 21:45:00,2025-09-24 14:05:00,2025-09-24 23:19:00,28790,27336,731,243,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
