invoice_id,sales_order_id,invoice_date,customer_id,product_id,quantity,gross_amount,discount_amount,net_amount,standard_cost,margin_amount,payment_status
INV-000835,SO-000835,13/10/2025,CUST-0070,PRD-042,4294,198511.62,15880.93,182630.69,130451.72,52178.97,paid
INV-000836,SO-000836,2/11/2025,CUST-0015,PRD-016,3677,782244.98,78224.5,704020.48,481723.77,222296.71,open
INV-000837,SO-000837,20/12/2025,CUST-0065,PRD-014,1323,903516.39,90351.64,813164.75,530893.44,282271.31,open
INV-000838,SO-000838,13/5/2026,CUST-0020,PRD-061,5449,2215345.44,221534.54,1993810.9,1854621.64,139189.26,open
INV-000839,SO-000839,18/11/2025,CUST-0005,PRD-040,589,336089.29,26887.14,309202.15,281659.8,27542.35,open
INV-000840,SO-000840,10/10/2025,CUST-0109,PRD-045,2569,1213338.7,97067.1,1116271.6,977401.74,138869.86,open
INV-000841,SO-000841,16/5/2026,CUST-0110,PRD-014,7854,5466698.16,164000.94,5302697.22,3151653.12,2151044.1,overdue
INV-000842,SO-000842,30/3/2026,CUST-0114,PRD-026,2030,622905.5,15572.64,607332.86,545643.7,61689.16,paid
INV-000843,SO-000843,18/1/2026,CUST-0076,PRD-001,11907,4327122.87,432712.29,3894410.58,2387591.64,1506818.94,open
INV-000844,SO-000844,9/11/2025,CUST-0054,PRD-012,6790,3266669,0,3266669,2127782.3,1138886.7,overdue
INV-000845,SO-000845,9/10/2025,CUST-0032,PRD-018,2840,412226,20611.3,391614.7,243814,147800.7,open
INV-000846,SO-000846,21/5/2026,CUST-0068,PRD-031,7309,6349182.12,507934.57,5841247.55,3810400.97,2030846.58,paid
INV-000847,SO-000847,19/9/2025,CUST-0110,PRD-034,3214,1521057.64,45631.73,1475425.91,847306.82,628119.09,open
INV-000848,SO-000848,10/1/2026,CUST-0018,PRD-044,1848,1210181.28,0,1210181.28,792902.88,417278.4,paid
INV-000849,SO-000849,22/3/2026,CUST-0115,PRD-024,5127,4404400.62,110110.02,4294290.6,2527047.03,1767243.57,paid
INV-000850,SO-000850,13/10/2025,CUST-0106,PRD-057,9034,4741675.58,379334.05,4362341.53,3284762.4,1077579.13,paid
INV-000851,SO-000851,25/10/2025,CUST-0048,PRD-016,1608,345189.36,34518.94,310670.42,210664.08,100006.34,paid
INV-000852,SO-000852,20/7/2026,CUST-0097,PRD-052,2822,1737025.66,0,1737025.66,1286973.1,450052.56,open
INV-000853,SO-000853,8/7/2026,CUST-0105,PRD-076,8976,4800993.12,144029.79,4656963.33,2583023.52,2073939.81,open
INV-000854,SO-000854,27/12/2025,CUST-0009,PRD-050,3932,1605003.08,16050.03,1588953.05,1063723.96,525229.09,paid
INV-000855,SO-000855,6/3/2026,CUST-0120,PRD-028,6717,4589994.78,45899.95,4544094.83,2541914.31,2002180.52,paid
INV-000856,SO-000856,14/1/2026,CUST-0104,PRD-076,3327,1703823.24,136305.86,1567517.38,957410.79,610106.59,paid
INV-000858,SO-000858,4/7/2026,CUST-0087,PRD-062,3351,177703.53,5331.11,172372.42,137525.04,34847.38,open
INV-000860,SO-000860,4/1/2026,CUST-0025,PRD-070,5236,2920274.28,29202.74,2891071.54,1714947.08,1176124.46,open
INV-000861,SO-000861,5/1/2026,CUST-0109,PRD-036,5859,426300.84,4263.01,422037.83,315800.1,106237.73,paid
INV-000862,SO-000862,16/7/2026,CUST-0058,PRD-016,2670,640346.1,51227.69,589118.41,349796.7,239321.71,paid
INV-000863,SO-000863,12/6/2026,CUST-0077,PRD-016,5409,1266625.53,101330.04,1165295.49,708633.09,456662.4,open
INV-000864,SO-000864,8/4/2026,CUST-0041,PRD-038,11384,4088449.76,81769,4006680.76,3300107.76,706573,paid
INV-000865,SO-000865,8/1/2026,CUST-0026,PRD-080,3596,2359695.2,70790.86,2288904.34,1851400.6,437503.74,overdue
INV-000866,SO-000866,5/4/2026,CUST-0092,PRD-043,8559,3975056.37,318004.51,3657051.86,2943183.33,713868.53,paid
INV-000867,SO-000867,26/10/2025,CUST-0034,PRD-004,2717,1435934.5,143593.45,1292341.05,884519.35,407821.7,open
INV-000868,SO-000868,1/3/2026,CUST-0005,PRD-023,1314,565677,16970.31,548706.69,488177.28,60529.41,paid
INV-000869,SO-000869,11/2/2026,CUST-0076,PRD-020,3930,2872987.2,86189.62,2786797.58,1621282.2,1165515.38,open
INV-000870,SO-000870,11/12/2025,CUST-0093,PRD-015,4086,4334306.22,173372.25,4160933.97,2438075.34,1722858.63,paid
INV-000871,SO-000871,9/4/2026,CUST-0013,PRD-063,2963,2211049.86,55276.25,2155773.61,1537708.11,618065.5,paid
INV-000872,SO-000872,21/1/2026,CUST-0024,PRD-045,2136,1125415.68,90033.25,1035382.43,812662.56,222719.87,open
INV-000873,SO-000873,1/2/2026,CUST-0028,PRD-049,2852,918828.84,45941.44,872887.4,707723.8,165163.6,open
INV-000874,SO-000874,17/4/2026,CUST-0117,PRD-038,10388,3806994.24,57104.91,3749889.33,3011377.32,738512.01,paid
INV-000875,SO-000875,16/2/2026,CUST-0105,PRD-009,1031,280648.51,0,280648.51,171991.42,108657.09,paid
INV-000876,SO-000876,15/9/2025,CUST-0065,PRD-005,752,155280.48,0,155280.48,121102.08,34178.4,open
INV-000877,SO-000877,15/12/2025,CUST-0104,PRD-057,7314,3603168.96,36031.69,3567137.27,2659370.4,907766.87,paid
INV-000878,SO-000878,11/7/2026,CUST-0039,PRD-049,2179,682942.18,20488.27,662453.91,540718.85,121735.06,open
INV-000879,SO-000879,10/9/2025,CUST-0103,PRD-037,6118,950370.12,9503.7,940866.42,720272.14,220594.28,open
INV-000880,SO-000880,25/1/2026,CUST-0041,PRD-072,1058,612296.34,61229.63,551066.71,419634.54,131432.17,open
INV-000881,SO-000881,27/6/2026,CUST-0001,PRD-049,2575,895095.75,89509.57,805586.18,638986.25,166599.93,open
INV-000882,SO-000882,12/6/2026,CUST-0098,PRD-053,5468,2924559.8,58491.2,2866068.6,2154118.6,711950,overdue
INV-000883,SO-000883,8/6/2026,CUST-0001,PRD-050,15278,6203631.9,620363.19,5583268.71,4133157.34,1450111.37,paid
INV-000884,SO-000884,22/10/2025,CUST-0062,PRD-048,2331,587878.2,29393.91,558484.29,352633.68,205850.61,paid
INV-000886,SO-000886,25/2/2026,CUST-0064,PRD-044,6488,4424751.12,442475.11,3982276.01,2783741.28,1198534.73,paid
INV-000887,SO-000887,22/9/2025,CUST-0039,PRD-030,4737,2975167.59,0,2975167.59,1898921.19,1076246.4,open
INV-000888,SO-000888,17/10/2025,CUST-0051,PRD-041,2417,2139020.83,171121.67,1967899.16,1241008.65,726890.51,open
INV-000889,SO-000889,10/11/2025,CUST-0071,PRD-002,5223,3619956.84,289596.55,3330360.29,2455227.84,875132.45,paid
INV-000890,SO-000890,26/3/2026,CUST-0119,PRD-009,3379,834748.16,83474.82,751273.34,563684.78,187588.56,open
INV-000891,SO-000891,19/11/2025,CUST-0024,PRD-005,5447,1182761.58,11827.62,1170933.96,877184.88,293749.08,open
INV-000892,SO-000892,15/10/2025,CUST-0108,PRD-045,1779,929901.09,9299.01,920602.08,676838.34,243763.74,paid
INV-000893,SO-000893,3/12/2025,CUST-0051,PRD-076,1950,1048788,0,1048788,561151.5,487636.5,open
INV-000894,SO-000894,22/1/2026,CUST-0024,PRD-067,568,27491.2,0,27491.2,16716.24,10774.96,paid
INV-000895,SO-000895,24/4/2026,CUST-0042,PRD-019,2483,806031.46,80603.15,725428.31,463650.59,261777.72,overdue
INV-000896,SO-000896,17/6/2026,CUST-0022,PRD-068,3749,1022989.63,102298.96,920690.67,837976.48,82714.19,paid
INV-000897,SO-000897,29/11/2025,CUST-0026,PRD-005,1649,370662.22,29652.98,341009.24,265554.96,75454.28,open
INV-000898,SO-000898,9/4/2026,CUST-0086,PRD-077,1723,399494.78,39949.48,359545.3,322476.68,37068.62,paid
INV-000899,SO-000899,18/3/2026,CUST-0109,PRD-042,3709,161230.23,3224.6,158005.63,112679.42,45326.21,open
INV-000900,SO-000900,22/12/2025,CUST-0063,PRD-064,5149,555628.59,5556.29,550072.3,320576.74,229495.56,paid
INV-000901,SO-000901,13/3/2026,CUST-0043,PRD-014,3348,2165118.12,43302.36,2121815.76,1343485.44,778330.32,paid
INV-000902,SO-000902,9/1/2026,CUST-0036,PRD-059,8531,2521678.29,50433.57,2471244.72,1878099.65,593145.07,paid
INV-000903,SO-000903,3/11/2025,CUST-0061,PRD-038,3289,1260838.15,100867.05,1159971.1,953448.21,206522.89,paid
INV-000904,SO-000904,1/4/2026,CUST-0006,PRD-015,6353,6031284.08,180938.52,5850345.56,3790771.57,2059573.99,paid
INV-000905,SO-000905,6/1/2026,CUST-0070,PRD-003,9885,4407820.35,132234.61,4275585.74,2790238.95,1485346.79,paid
INV-000906,SO-000906,26/10/2025,CUST-0037,PRD-026,2329,718636.24,0,718636.24,626011.91,92624.33,paid
INV-000907,SO-000907,12/5/2026,CUST-0010,PRD-076,1793,868421.62,43421.08,825000.54,515971.61,309028.93,paid
INV-000908,SO-000908,28/8/2025,CUST-0062,PRD-054,4460,1970428,98521.4,1871906.6,1463950.4,407956.2,paid
INV-000909,SO-000909,2/11/2025,CUST-0107,PRD-058,2302,892094.06,44604.7,847489.36,696009.7,151479.66,paid
INV-000910,SO-000910,15/4/2026,CUST-0027,PRD-045,6814,3269016.5,0,3269016.5,2592454.44,676562.06,paid
INV-000911,SO-000911,23/12/2025,CUST-0071,PRD-067,8795,394367.8,7887.36,386480.44,258836.85,127643.59,paid
INV-000912,SO-000912,7/10/2025,CUST-0074,PRD-055,342,206263.62,4125.27,202138.35,130496.94,71641.41,open
INV-000913,SO-000913,7/2/2026,CUST-0024,PRD-078,7373,3906215.4,78124.31,3828091.09,2505640.32,1322450.77,paid
INV-000914,SO-000914,8/1/2026,CUST-0037,PRD-064,2563,310353.67,12414.15,297939.52,159572.38,138367.14,paid
INV-000916,SO-000916,10/6/2026,CUST-0039,PRD-013,10171,3791240.25,37912.4,3753327.85,2083834.48,1669493.37,open
INV-000917,SO-000917,12/1/2026,CUST-0035,PRD-004,2953,1498647.5,29972.95,1468674.55,961349.15,507325.4,paid
INV-000918,SO-000918,1/11/2025,CUST-0074,PRD-038,3075,1250325.75,100026.06,1150299.69,891411.75,258887.94,paid
INV-000919,SO-000919,21/9/2025,CUST-0063,PRD-025,4835,939633.9,14094.51,925539.39,554671.2,370868.19,open
INV-000921,SO-000921,17/3/2026,CUST-0052,PRD-035,5734,1347719.36,0,1347719.36,1023117.62,324601.74,overdue
INV-000922,SO-000922,21/11/2025,CUST-0097,PRD-060,10573,5387789.34,107755.79,5280033.55,3885260.31,1394773.24,paid
INV-000923,SO-000923,24/12/2025,CUST-0008,PRD-034,2171,1126401.64,90112.13,1036289.51,572340.73,463948.78,open
INV-000924,SO-000924,27/10/2025,CUST-0120,PRD-011,3791,1858878.94,148710.32,1710168.62,1493654,216514.62,paid
INV-000925,SO-000925,9/12/2025,CUST-0052,PRD-071,6329,341449.55,27315.96,314133.59,258223.2,55910.39,open
INV-000926,SO-000926,28/11/2025,CUST-0083,PRD-034,3493,1713281.57,171328.16,1541953.41,920859.59,621093.82,paid
INV-000927,SO-000927,19/2/2026,CUST-0092,PRD-046,2836,1995579.76,99778.99,1895800.77,1348886.68,546914.09,paid
INV-000928,SO-000928,21/11/2025,CUST-0073,PRD-055,5822,3371403.76,33714.04,3337689.72,2221500.54,1116189.18,paid
INV-000929,SO-000929,27/9/2025,CUST-0003,PRD-043,1596,686679,34333.95,652345.05,548816.52,103528.53,open
INV-000930,SO-000930,6/12/2025,CUST-0099,PRD-021,4635,2595321.9,77859.66,2517462.24,1378912.5,1138549.74,overdue
INV-000931,SO-000931,28/3/2026,CUST-0064,PRD-069,4996,4880342.6,488034.26,4392308.34,3068593.16,1323715.18,overdue
INV-000932,SO-000932,14/10/2025,CUST-0040,PRD-026,1335,414931.35,20746.57,394184.78,358834.65,35350.13,paid
INV-000933,SO-000933,7/4/2026,CUST-0049,PRD-056,1641,643222.77,0,643222.77,410906.4,232316.37,open
INV-000934,SO-000934,20/4/2026,CUST-0082,PRD-049,2270,762810.8,0,762810.8,563300.5,199510.3,paid
INV-000935,SO-000935,17/11/2025,CUST-0012,PRD-058,3839,1720870.14,34417.4,1686452.74,1160721.65,525731.09,open
INV-000936,SO-000936,12/11/2025,CUST-0115,PRD-002,2031,1204261.14,60213.06,1144048.08,954732.48,189315.6,paid
INV-000937,SO-000937,17/11/2025,CUST-0028,PRD-011,12498,5493245.94,109864.92,5383381.02,4924212,459169.02,overdue
INV-000938,SO-000938,5/7/2026,CUST-0011,PRD-061,1336,620692.24,31034.61,589657.63,454720.96,134936.67,paid
INV-000939,SO-000939,3/3/2026,CUST-0105,PRD-060,1861,881462.65,70517.01,810945.64,683861.67,127083.97,paid
INV-000940,SO-000940,13/9/2025,CUST-0046,PRD-079,4515,1620839.85,0,1620839.85,877129.05,743710.8,paid
INV-000941,SO-000941,30/5/2026,CUST-0079,PRD-011,6194,3093903,30939.03,3062963.97,2440436,622527.97,paid
INV-000942,SO-000942,2/7/2026,CUST-0048,PRD-014,5530,3429650.7,274372.06,3155278.64,2219078.4,936200.24,paid
INV-000943,SO-000943,26/1/2026,CUST-0037,PRD-038,4706,1758491.02,0,1758491.02,1364222.34,394268.68,open
INV-000944,SO-000944,3/9/2025,CUST-0066,PRD-065,4791,4971812.34,149154.37,4822657.97,2976887.85,1845770.12,open
INV-000945,SO-000945,21/9/2025,CUST-0055,PRD-018,1861,248052.69,19844.22,228208.47,159766.85,68441.62,paid
INV-000946,SO-000946,13/3/2026,CUST-0042,PRD-004,2500,1356775,108542,1248233,813875,434358,paid
INV-000947,SO-000947,25/2/2026,CUST-0004,PRD-060,1045,471221.85,23561.09,447660.76,384006.15,63654.61,paid
INV-000948,SO-000948,21/6/2026,CUST-0017,PRD-017,3420,679246.2,3396.23,675849.97,528458.4,147391.57,open
INV-000949,SO-000949,17/1/2026,CUST-0047,PRD-048,2213,600298.38,6002.98,594295.4,334782.64,259512.76,paid
INV-000950,SO-000950,17/2/2026,CUST-0060,PRD-051,3858,1766539.62,141323.17,1625216.45,1181821.14,443395.31,paid
INV-000951,SO-000951,15/6/2026,CUST-0046,PRD-073,3257,2303545.82,11517.73,2292028.09,1485745.69,806282.4,paid
INV-000952,SO-000952,17/5/2026,CUST-0028,PRD-078,4713,2627780.28,0,2627780.28,1601665.92,1026114.36,paid
INV-000953,SO-000953,14/9/2025,CUST-0076,PRD-030,7036,4339101.2,130173.04,4208928.16,2820521.32,1388406.84,paid
INV-000954,SO-000954,5/1/2026,CUST-0064,PRD-038,2092,797888.8,15957.78,781931.02,606449.88,175481.14,paid
INV-000955,SO-000955,23/7/2026,CUST-0009,PRD-052,3193,2164183.47,0,2164183.47,1456167.65,708015.82,paid
INV-000956,SO-000956,15/12/2025,CUST-0004,PRD-062,5236,274732.92,2747.33,271985.59,214885.44,57100.15,paid
INV-000957,SO-000957,5/5/2026,CUST-0090,PRD-008,4909,815777.62,12236.66,803540.96,548237.12,255303.84,paid
INV-000958,SO-000958,30/10/2025,CUST-0089,PRD-036,8002,583905.94,5839.06,578066.88,431307.8,146759.08,paid
INV-000959,SO-000959,19/7/2026,CUST-0037,PRD-013,1902,653279.94,26131.2,627148.74,389681.76,237466.98,open
INV-000960,SO-000960,20/1/2026,CUST-0091,PRD-017,2378,483637.64,0,483637.64,367448.56,116189.08,paid
INV-000961,SO-000961,10/4/2026,CUST-0022,PRD-023,1687,722491.49,36124.57,686366.92,626754.24,59612.68,paid
INV-000962,SO-000962,23/11/2025,CUST-0113,PRD-064,5464,584320.16,2921.6,581398.56,340188.64,241209.92,paid
INV-000964,SO-000964,30/10/2025,CUST-0034,PRD-065,4535,4875306.4,0,4875306.4,2817822.25,2057484.15,open
INV-000965,SO-000965,19/4/2026,CUST-0058,PRD-025,11559,2018779.35,161502.35,1857277,1326048.48,531228.52,paid
INV-000966,SO-000966,23/6/2026,CUST-0029,PRD-019,3612,1236568.2,98925.46,1137642.74,674468.76,463173.98,open
INV-000967,SO-000967,22/9/2025,CUST-0061,PRD-028,2503,1708047.2,136643.78,1571403.42,947210.29,624193.13,paid
INV-000968,SO-000968,17/6/2026,CUST-0036,PRD-013,5930,2028119.3,101405.96,1926713.33,1214938.4,711774.94,paid
INV-000969,SO-000969,10/1/2026,CUST-0067,PRD-022,3519,1714843.89,51445.32,1663398.57,937707.93,725690.64,paid
INV-000970,SO-000970,18/5/2026,CUST-0073,PRD-079,1659,534131.64,5341.32,528790.32,322293.93,206496.39,paid
INV-000971,SO-000971,15/5/2026,CUST-0088,PRD-008,3937,754998.49,0,754998.49,439684.16,315314.33,overdue
INV-000972,SO-000972,24/1/2026,CUST-0050,PRD-027,8198,6092261.72,121845.23,5970416.49,4078013.12,1892403.37,overdue
INV-000973,SO-000973,1/4/2026,CUST-0111,PRD-007,15645,4855425.75,485542.58,4369883.17,3687682.95,682200.22,open
INV-000974,SO-000974,15/1/2026,CUST-0069,PRD-006,1754,982310.16,78584.81,903725.35,530269.28,373456.07,paid
INV-000975,SO-000975,15/11/2025,CUST-0045,PRD-007,10396,2964419.4,148220.97,2816198.43,2450441.16,365757.27,paid
INV-000976,SO-000976,4/7/2026,CUST-0084,PRD-075,1488,918944.16,0,918944.16,556526.88,362417.28,paid
INV-000977,SO-000977,21/4/2026,CUST-0108,PRD-012,5784,2659078.32,26590.78,2632487.54,1812532.08,819955.46,paid
INV-000978,SO-000978,22/11/2025,CUST-0083,PRD-034,5989,2965034.12,148251.71,2816782.41,1578880.07,1237902.34,paid
INV-000979,SO-000979,7/11/2025,CUST-0092,PRD-068,6066,1634787,163478.7,1471308.3,1355872.32,115435.98,paid
INV-000980,SO-000980,25/1/2026,CUST-0088,PRD-064,4370,480000.8,0,480000.8,272076.2,207924.6,open
INV-000981,SO-000981,6/6/2026,CUST-0004,PRD-041,6942,5742422.4,57424.22,5684998.18,3564369.9,2120628.28,paid
INV-000982,SO-000982,27/2/2026,CUST-0055,PRD-062,1124,64135.44,641.35,63494.09,46128.96,17365.13,open
INV-000983,SO-000983,23/10/2025,CUST-0017,PRD-007,4975,1373498,6867.49,1366630.51,1172657.25,193973.26,paid
INV-000984,SO-000984,19/2/2026,CUST-0033,PRD-075,5192,3595252.32,179762.62,3415489.7,1941859.92,1473629.78,paid
INV-000985,SO-000985,24/3/2026,CUST-0074,PRD-043,10517,4792491.73,0,4792491.73,3616480.79,1176010.94,paid
INV-000986,SO-000986,10/5/2026,CUST-0070,PRD-073,3078,2311701.12,69351.03,2242350.09,1404091.26,838258.83,paid
INV-000987,SO-000987,19/10/2025,CUST-0117,PRD-012,2365,1158991.9,11589.92,1147401.98,741120.05,406281.93,paid
INV-000988,SO-000988,7/7/2026,CUST-0120,PRD-077,5490,1300581,13005.81,1287575.19,1027508.4,260066.79,paid
INV-000989,SO-000989,29/11/2025,CUST-0078,PRD-078,3318,1974409.08,157952.73,1816456.35,1127589.12,688867.23,paid
INV-000990,SO-000990,26/3/2026,CUST-0070,PRD-065,1559,1599923.75,0,1599923.75,968684.65,631239.1,paid
INV-000991,SO-000991,16/5/2026,CUST-0007,PRD-016,6940,1608553.2,48256.6,1560296.6,909209.4,651087.2,paid
INV-000992,SO-000992,30/11/2025,CUST-0090,PRD-066,5653,624769.56,6247.7,618521.86,397632.02,220889.84,paid
INV-000993,SO-000993,13/10/2025,CUST-0066,PRD-054,4876,1938014.96,155041.2,1782973.76,1600498.24,182475.52,open
INV-000994,SO-000994,23/3/2026,CUST-0023,PRD-061,2486,1039670.06,31190.1,1008479.96,846134.96,162345,open
INV-000995,SO-000995,15/1/2026,CUST-0081,PRD-069,7668,6944294.16,555543.53,6388750.63,4709762.28,1678988.35,overdue
INV-000996,SO-000996,8/7/2026,CUST-0051,PRD-019,935,305165.3,24413.22,280752.08,174592.55,106159.53,paid
INV-000997,SO-000997,11/5/2026,CUST-0096,PRD-027,2296,1605868.32,48176.05,1557692.27,1142122.24,415570.03,paid
INV-000998,SO-000998,21/1/2026,CUST-0073,PRD-063,1050,823914,41195.7,782718.3,544918.5,237799.8,paid
INV-000999,SO-000999,4/10/2025,CUST-0097,PRD-069,4503,4157529.84,41575.3,4115954.54,2765787.63,1350166.91,open
INV-001000,SO-001000,8/1/2026,CUST-0016,PRD-009,4404,1089461.52,0,1089461.52,734675.28,354786.24,open
INV-001001,SO-001001,9/5/2026,CUST-0041,PRD-019,17275,6222109.5,124442.19,6097667.31,3225760.75,2871906.56,paid
INV-001002,SO-001002,12/2/2026,CUST-0009,PRD-057,1486,793197.08,7931.97,785265.11,540309.6,244955.51,overdue
INV-001003,SO-001003,18/11/2025,CUST-0095,PRD-073,3782,2563779.98,25637.8,2538142.18,1725234.94,812907.24,paid
INV-001004,SO-001004,16/12/2025,CUST-0030,PRD-070,3507,1852186.98,148174.96,1704012.02,1148647.71,555364.31,paid
INV-001005,SO-001005,4/11/2025,CUST-0038,PRD-027,1218,864024.84,0,864024.84,605881.92,258142.92,overdue
INV-001006,SO-001006,13/2/2026,CUST-0084,PRD-016,3478,813260.74,0,813260.74,455652.78,357607.96,paid
INV-001007,SO-001007,8/6/2026,CUST-0048,PRD-063,1712,1312710.24,0,1312710.24,888476.64,424233.6,open
INV-001008,SO-001008,25/12/2025,CUST-0044,PRD-040,2363,1405488.77,70274.44,1335214.33,1129986.6,205227.73,open
INV-001009,SO-001009,1/4/2026,CUST-0007,PRD-066,6304,712288.96,56983.12,655305.84,443423.36,211882.48,open
INV-001010,SO-001010,16/10/2025,CUST-0031,PRD-059,6071,1890448.69,94522.43,1795926.26,1336530.65,459395.61,paid
INV-001011,SO-001011,4/9/2025,CUST-0059,PRD-075,3368,2171955.84,217195.58,1954760.26,1259665.68,695094.58,overdue
INV-001012,SO-001012,1/7/2026,CUST-0042,PRD-040,3469,2123444.28,212344.43,1911099.85,1658875.8,252224.05,open
INV-001013,SO-001013,9/2/2026,CUST-0097,PRD-062,3347,177558.35,14204.67,163353.68,137360.88,25992.8,paid
INV-001014,SO-001014,18/12/2025,CUST-0046,PRD-032,10171,6722420.74,168060.52,6554360.22,5552145.48,1002214.74,paid
INV-001015,SO-001015,24/4/2026,CUST-0036,PRD-051,11925,5063474.25,50634.74,5012839.51,3652985.25,1359854.26,open
INV-001016,SO-001016,13/5/2026,CUST-0103,PRD-021,4039,2137721.53,64131.65,2073589.88,1201602.5,871987.38,paid
INV-001017,SO-001017,25/4/2026,CUST-0112,PRD-058,1285,537554.05,43004.32,494549.73,388519.75,106029.98,paid
INV-001018,SO-001018,19/11/2025,CUST-0017,PRD-066,8320,892320,4461.6,887858.4,585228.8,302629.6,open
INV-001019,SO-001019,28/5/2026,CUST-0063,PRD-060,3118,1513352.48,37833.81,1475518.67,1145771.46,329747.21,overdue
INV-001020,SO-001020,15/4/2026,CUST-0068,PRD-003,2666,1272055.24,38161.66,1233893.58,752531.82,481361.76,open
INV-001021,SO-001021,28/6/2026,CUST-0103,PRD-055,8903,5742969.18,574296.92,5168672.26,3397117.71,1771554.55,paid
INV-001022,SO-001022,25/4/2026,CUST-0051,PRD-038,1458,577324.26,17319.73,560004.53,422659.62,137344.91,open
INV-001024,SO-001024,1/7/2026,CUST-0044,PRD-080,5888,4119539.2,82390.78,4037148.42,3031436.8,1005711.62,open
INV-001025,SO-001025,19/11/2025,CUST-0063,PRD-044,3783,2598088.74,38971.33,2559117.41,1623133.98,935983.43,paid
INV-001026,SO-001026,20/6/2026,CUST-0089,PRD-071,12438,697149.9,55771.99,641377.91,507470.4,133907.51,paid
INV-001027,SO-001027,1/2/2026,CUST-0015,PRD-052,4715,3087240.55,154362.03,2932878.52,2150275.75,782602.77,paid
INV-001028,SO-001028,18/6/2026,CUST-0029,PRD-041,2518,2184239.1,218423.91,1965815.19,1292867.1,672948.09,paid
INV-001029,SO-001029,22/4/2026,CUST-0110,PRD-037,8858,1262796.48,63139.82,1199656.66,1042852.34,156804.32,paid
INV-001030,SO-001030,19/6/2026,CUST-0097,PRD-017,2170,485407.3,38832.58,446574.72,335308.4,111266.32,paid
INV-001031,SO-001031,4/7/2026,CUST-0108,PRD-073,3465,2355264.45,117763.22,2237501.23,1580629.05,656872.18,paid
INV-001032,SO-001032,29/9/2025,CUST-0069,PRD-058,9783,4342282.38,130268.47,4212013.91,2957890.05,1254123.86,open
INV-001033,SO-001033,7/3/2026,CUST-0080,PRD-007,1176,340981.2,10229.44,330751.76,277194.96,53556.8,paid
INV-001034,SO-001034,22/1/2026,CUST-0067,PRD-049,9248,3031401.92,30314.02,3001087.9,2294891.2,706196.7,paid
INV-001035,SO-001035,21/3/2026,CUST-0025,PRD-044,7262,5150500.88,128762.52,5021738.36,3115833.72,1905904.64,open
INV-001036,SO-001036,22/4/2026,CUST-0071,PRD-041,1217,955783.12,0,955783.12,624868.65,330914.47,open
INV-001037,SO-001037,19/9/2025,CUST-0039,PRD-064,16274,1982498.68,39649.97,1942848.71,1013219.24,929629.47,paid
INV-001038,SO-001038,30/5/2026,CUST-0032,PRD-057,858,418995.72,4189.96,414805.76,311968.8,102836.96,paid
INV-001039,SO-001039,23/5/2026,CUST-0048,PRD-070,1024,574648.32,0,574648.32,335390.72,239257.6,paid
INV-001040,SO-001040,17/4/2026,CUST-0069,PRD-002,6265,4207761.95,0,4207761.95,2945051.2,1262710.75,paid
INV-001041,SO-001041,14/11/2025,CUST-0107,PRD-080,2606,1657207.52,0,1657207.52,1341699.1,315508.42,paid
INV-001042,SO-001042,15/4/2026,CUST-0090,PRD-056,3028,1190549.04,17858.24,1172690.8,758211.2,414479.6,open
INV-001043,SO-001043,20/12/2025,CUST-0085,PRD-030,2980,1639417.2,0,1639417.2,1194592.6,444824.6,open
INV-001044,SO-001044,27/9/2025,CUST-0041,PRD-049,1629,542505.87,16275.18,526230.69,404236.35,121994.34,paid
INV-001045,SO-001045,31/3/2026,CUST-0039,PRD-035,10470,2516988,125849.4,2391138.6,1868162.1,522976.5,paid
INV-001046,SO-001046,2/6/2026,CUST-0061,PRD-032,2905,1928484.25,0,1928484.25,1585781.4,342702.85,paid
INV-001047,SO-001047,20/4/2026,CUST-0117,PRD-005,2401,509588.24,2547.94,507040.3,386657.04,120383.26,paid
INV-001048,SO-001048,8/9/2025,CUST-0031,PRD-034,2285,1056515.45,10565.15,1045950.3,602394.55,443555.75,open
INV-001049,SO-001049,6/9/2025,CUST-0059,PRD-011,8550,4153846.5,415384.65,3738461.85,3368700,369761.85,paid
INV-001050,SO-001050,9/12/2025,CUST-0102,PRD-019,18560,5882220.8,0,5882220.8,3465708.8,2416512,open
INV-001051,SO-001051,16/5/2026,CUST-0085,PRD-001,1187,396873.45,0,396873.45,238017.24,158856.21,paid
INV-001052,SO-001052,8/5/2026,CUST-0077,PRD-010,2622,1079136.54,86330.92,992805.62,711243.72,281561.9,paid
INV-001053,SO-001053,14/3/2026,CUST-0059,PRD-020,8367,6174427.65,61744.28,6112683.37,3451722.18,2660961.19,open
INV-001054,SO-001054,17/10/2025,CUST-0030,PRD-077,6487,1450493.2,14504.93,1435988.27,1214106.92,221881.35,paid
INV-001055,SO-001055,2/1/2026,CUST-0020,PRD-030,12824,7202086.64,360104.33,6841982.31,5140756.88,1701225.43,open
INV-001056,SO-001056,31/10/2025,CUST-0089,PRD-063,5970,4657197,0,4657197,3098250.9,1558946.1,overdue
INV-001057,SO-001057,18/1/2026,CUST-0041,PRD-036,939,68640.9,5491.27,63149.63,50612.1,12537.53,overdue
INV-001058,SO-001058,26/4/2026,CUST-0071,PRD-067,14833,723850.4,0,723850.4,436535.19,287315.21,paid
INV-001059,SO-001059,3/2/2026,CUST-0094,PRD-003,2510,1129023.1,56451.15,1072571.95,708497.7,364074.25,open
