date,product_id,machine_id,inspection_count,sample_size,defect_count,fail_count,defect_rate
2025-10-30,PRD-002,MCH-011,1,200,9,0,0.045
2025-10-30,PRD-002,MCH-010,1,200,4,0,0.02
2025-10-30,PRD-042,MCH-018,1,80,1,0,0.0125
2025-10-30,PRD-042,MCH-017,1,50,0,0,0.0
2025-10-30,PRD-043,MCH-013,1,100,4,0,0.04
2025-10-31,PRD-043,MCH-018,1,125,5,0,0.04
2025-10-30,PRD-043,MCH-018,1,200,11,0,0.055
2025-10-30,PRD-043,MCH-014,1,125,4,0,0.032
2025-10-30,PRD-024,MCH-024,2,250,19,2,0.076
2025-10-30,PRD-024,MCH-020,3,405,34,3,0.08395
2025-10-30,PRD-024,MCH-022,1,80,7,1,0.0875
2025-10-30,PRD-063,MCH-025,2,200,14,2,0.07
2025-10-30,PRD-063,MCH-028,1,50,2,0,0.04
2025-10-30,PRD-033,MCH-025,1,50,2,0,0.04
2025-10-31,PRD-033,MCH-030,1,200,4,0,0.02
2025-10-30,PRD-063,MCH-030,1,50,5,1,0.1
2025-10-30,PRD-045,MCH-031,1,80,0,0,0.0
2025-10-30,PRD-045,MCH-036,1,80,1,0,0.0125
2025-10-30,PRD-017,MCH-032,2,205,2,0,0.00976
2025-10-31,PRD-017,MCH-036,1,100,3,0,0.03
2025-10-30,PRD-017,MCH-033,1,80,1,0,0.0125
2025-10-31,PRD-047,MCH-001,1,125,7,0,0.056
2025-10-31,PRD-047,MCH-002,1,200,4,0,0.02
2025-10-31,PRD-047,MCH-003,1,50,2,0,0.04
2025-11-01,PRD-047,MCH-004,1,80,1,0,0.0125
2025-10-31,PRD-050,MCH-002,1,50,3,0,0.06
2025-10-31,PRD-050,MCH-005,1,80,3,0,0.0375
2025-10-31,PRD-071,MCH-007,2,250,12,1,0.048
2025-10-31,PRD-071,MCH-009,1,50,3,0,0.06
2025-10-31,PRD-071,MCH-008,1,50,3,0,0.06
2025-11-01,PRD-071,MCH-007,1,80,2,0,0.025
2025-10-31,PRD-071,MCH-012,1,100,5,0,0.05
2025-10-31,PRD-027,MCH-016,2,280,13,1,0.04643
2025-10-31,PRD-027,MCH-013,1,200,8,0,0.04
2025-11-01,PRD-027,MCH-015,1,200,9,0,0.045
2025-10-31,PRD-027,MCH-015,1,100,6,0,0.06
2025-10-31,PRD-027,MCH-018,1,125,4,0,0.032
2025-10-31,PRD-049,MCH-021,1,50,7,1,0.14
2025-10-31,PRD-049,MCH-020,1,125,17,1,0.136
2025-11-01,PRD-049,MCH-023,1,200,23,1,0.115
2025-11-01,PRD-049,MCH-022,1,200,20,1,0.1
2025-10-31,PRD-023,MCH-023,1,100,2,0,0.02
2025-10-31,PRD-023,MCH-024,1,125,6,0,0.048
2025-10-31,PRD-062,MCH-026,1,50,6,1,0.12
2025-10-31,PRD-062,MCH-025,1,80,9,1,0.1125
2025-11-01,PRD-062,MCH-025,1,100,11,1,0.11
2025-11-01,PRD-062,MCH-030,1,50,6,1,0.12
2025-10-31,PRD-062,MCH-030,1,50,5,1,0.1
2025-10-31,PRD-062,MCH-029,1,50,3,0,0.06
2025-10-31,PRD-045,MCH-031,1,125,0,0,0.0
2025-10-31,PRD-045,MCH-034,3,450,7,0,0.01556
2025-10-31,PRD-045,MCH-032,1,200,1,0,0.005
2025-10-31,PRD-045,MCH-033,1,50,1,0,0.02
2025-11-01,PRD-069,MCH-008,2,225,26,2,0.11556
2025-11-01,PRD-069,MCH-011,1,50,5,1,0.1
2025-11-02,PRD-069,MCH-008,1,200,21,1,0.105
2025-11-02,PRD-069,MCH-012,1,50,4,1,0.08
2025-11-01,PRD-069,MCH-012,1,200,25,1,0.125
2025-11-01,PRD-042,MCH-013,1,200,1,0,0.005
2025-11-01,PRD-042,MCH-015,2,130,2,0,0.01538
2025-11-02,PRD-042,MCH-017,1,80,1,0,0.0125
2025-11-01,PRD-042,MCH-022,1,125,2,0,0.016
2025-11-02,PRD-042,MCH-021,1,50,1,0,0.02
2025-11-01,PRD-064,MCH-027,1,125,5,0,0.04
2025-11-02,PRD-064,MCH-026,1,125,8,1,0.064
2025-11-02,PRD-016,MCH-006,1,200,7,0,0.035
2025-11-02,PRD-016,MCH-002,1,200,10,0,0.05
2025-11-02,PRD-039,MCH-007,1,100,2,0,0.02
2025-11-02,PRD-039,MCH-010,1,80,4,0,0.05
2025-11-02,PRD-053,MCH-010,1,100,7,1,0.07
2025-11-03,PRD-053,MCH-012,1,50,3,0,0.06
2025-11-02,PRD-066,MCH-011,1,100,4,0,0.04
2025-11-02,PRD-066,MCH-012,1,80,7,1,0.0875
2025-11-02,PRD-028,MCH-016,2,205,6,0,0.02927
2025-11-02,PRD-028,MCH-013,1,125,4,1,0.032
2025-11-02,PRD-028,MCH-015,1,125,4,0,0.032
2025-11-03,PRD-028,MCH-016,1,100,3,0,0.03
2025-11-02,PRD-028,MCH-014,1,125,4,0,0.032
2025-11-02,PRD-032,MCH-022,1,80,5,1,0.0625
2025-11-02,PRD-032,MCH-020,1,125,6,0,0.048
2025-11-03,PRD-077,MCH-002,1,50,1,0,0.02
2025-11-03,PRD-077,MCH-001,1,125,3,0,0.024
2025-11-03,PRD-025,MCH-002,2,150,4,0,0.02667
2025-11-04,PRD-025,MCH-005,1,125,5,0,0.04
2025-11-03,PRD-025,MCH-006,1,50,1,0,0.02
2025-11-03,PRD-029,MCH-009,1,200,8,0,0.04
2025-11-03,PRD-029,MCH-010,2,180,15,2,0.08333
2025-11-04,PRD-029,MCH-011,2,130,9,1,0.06923
2025-11-03,PRD-048,MCH-012,1,80,2,0,0.025
2025-11-03,PRD-048,MCH-011,1,100,3,0,0.03
2025-11-03,PRD-023,MCH-014,1,80,3,0,0.0375
2025-11-03,PRD-023,MCH-017,1,50,3,0,0.06
2025-11-03,PRD-017,MCH-015,1,100,3,0,0.03
2025-11-04,PRD-017,MCH-014,2,300,4,0,0.01333
2025-11-03,PRD-045,MCH-016,1,100,2,0,0.02
2025-11-03,PRD-045,MCH-017,1,125,0,0,0.0
2025-11-03,PRD-048,MCH-021,1,200,4,0,0.02
2025-11-03,PRD-048,MCH-019,1,125,2,0,0.016
2025-11-03,PRD-048,MCH-022,1,200,3,0,0.015
2025-11-04,PRD-048,MCH-021,1,50,1,0,0.02
2025-11-03,PRD-032,MCH-022,1,125,6,0,0.048
2025-11-03,PRD-032,MCH-020,1,50,1,0,0.02
2025-11-03,PRD-078,MCH-027,1,80,4,0,0.05
2025-11-03,PRD-078,MCH-025,2,225,7,1,0.03111
2025-11-03,PRD-025,MCH-025,1,125,3,0,0.024
2025-11-03,PRD-025,MCH-030,1,200,10,0,0.05
2025-11-03,PRD-078,MCH-026,1,125,5,0,0.04
2025-11-03,PRD-056,MCH-032,2,205,6,0,0.02927
2025-11-03,PRD-056,MCH-034,1,125,4,0,0.032
2025-11-03,PRD-056,MCH-035,1,125,2,0,0.016
2025-11-04,PRD-056,MCH-034,1,200,1,0,0.005
2025-11-03,PRD-056,MCH-033,1,80,1,0,0.0125
2025-11-04,PRD-072,MCH-006,2,280,11,0,0.03929
2025-11-04,PRD-072,MCH-002,1,100,3,0,0.03
2025-11-05,PRD-072,MCH-006,1,80,4,0,0.05
2025-11-05,PRD-072,MCH-005,1,125,3,0,0.024
2025-11-04,PRD-072,MCH-001,1,100,2,0,0.02
2025-11-04,PRD-039,MCH-009,1,100,2,0,0.02
2025-11-04,PRD-039,MCH-007,2,400,6,0,0.015
2025-11-05,PRD-029,MCH-009,1,125,9,1,0.072
2025-11-04,PRD-039,MCH-011,1,100,5,0,0.05
2025-11-04,PRD-017,MCH-018,1,80,1,0,0.0125
2025-11-05,PRD-012,MCH-017,1,50,1,0,0.02
2025-11-05,PRD-012,MCH-014,1,80,0,0,0.0
2025-11-05,PRD-057,MCH-015,1,100,4,0,0.04
2025-11-05,PRD-057,MCH-014,1,200,12,0,0.06
2025-11-04,PRD-046,MCH-023,2,205,17,2,0.08293
2025-11-04,PRD-046,MCH-022,1,80,8,1,0.1
2025-11-05,PRD-046,MCH-023,1,80,4,1,0.05
2025-11-05,PRD-046,MCH-021,1,80,6,1,0.075
2025-11-04,PRD-046,MCH-024,1,100,10,1,0.1
2025-11-04,PRD-039,MCH-026,1,80,4,0,0.05
2025-11-04,PRD-039,MCH-027,1,100,1,0,0.01
2025-11-05,PRD-039,MCH-028,1,200,7,0,0.035
2025-11-05,PRD-039,MCH-029,1,200,7,0,0.035
2025-11-05,PRD-040,MCH-028,1,80,8,1,0.1
2025-11-05,PRD-040,MCH-029,1,200,26,1,0.13
2025-11-04,PRD-045,MCH-031,1,50,1,0,0.02
2025-11-04,PRD-045,MCH-034,1,50,1,0,0.02
2025-11-04,PRD-045,MCH-035,1,200,5,0,0.025
2025-11-05,PRD-045,MCH-036,1,200,1,0,0.005
2025-11-04,PRD-004,MCH-031,1,80,0,0,0.0
2025-11-04,PRD-004,MCH-033,1,50,3,0,0.06
2025-11-05,PRD-051,MCH-005,1,50,2,0,0.04
2025-11-05,PRD-051,MCH-006,1,125,8,1,0.064
2025-11-06,PRD-066,MCH-003,1,50,5,1,0.1
2025-11-06,PRD-066,MCH-004,1,80,6,1,0.075
2025-11-05,PRD-066,MCH-002,1,100,6,0,0.06
2025-11-05,PRD-066,MCH-005,1,50,3,0,0.06
2025-11-05,PRD-060,MCH-012,1,80,7,1,0.0875
2025-11-05,PRD-060,MCH-010,1,80,5,1,0.0625
2025-11-05,PRD-029,MCH-012,1,125,0,0,0.0
2025-11-05,PRD-029,MCH-007,1,80,4,0,0.05
2025-11-05,PRD-053,MCH-010,1,100,3,0,0.03
2025-11-05,PRD-053,MCH-008,1,50,1,0,0.02
2025-11-05,PRD-073,MCH-014,2,175,4,0,0.02286
2025-11-05,PRD-073,MCH-018,1,50,2,0,0.04
2025-11-05,PRD-073,MCH-017,1,125,4,0,0.032
2025-11-06,PRD-073,MCH-015,1,100,2,0,0.02
2025-11-05,PRD-073,MCH-015,1,125,3,0,0.024
2025-11-05,PRD-029,MCH-021,2,300,15,0,0.05
2025-11-05,PRD-029,MCH-020,1,50,3,0,0.06
2025-11-06,PRD-029,MCH-024,1,200,13,1,0.065
2025-11-06,PRD-029,MCH-020,1,80,5,1,0.0625
2025-11-05,PRD-029,MCH-019,1,50,3,0,0.06
2025-11-05,PRD-062,MCH-028,1,80,8,1,0.1
2025-11-05,PRD-062,MCH-027,2,175,17,2,0.09714
2025-11-06,PRD-062,MCH-027,1,100,13,1,0.13
2025-11-06,PRD-062,MCH-028,1,80,9,1,0.1125
2025-11-05,PRD-062,MCH-030,1,125,10,1,0.08
2025-11-05,PRD-024,MCH-034,2,175,13,1,0.07429
2025-11-05,PRD-024,MCH-031,2,130,11,2,0.08462
2025-11-06,PRD-024,MCH-034,1,80,6,1,0.075
2025-11-05,PRD-024,MCH-035,1,80,7,1,0.0875
2025-11-06,PRD-051,MCH-004,1,200,6,0,0.03
2025-11-06,PRD-051,MCH-006,1,125,4,0,0.032
2025-11-06,PRD-051,MCH-002,1,125,2,0,0.016
2025-11-07,PRD-051,MCH-004,1,80,7,1,0.0875
2025-11-07,PRD-051,MCH-001,1,200,10,0,0.05
2025-11-07,PRD-051,MCH-003,1,80,4,0,0.05
2025-11-06,PRD-036,MCH-010,1,200,3,0,0.015
2025-11-06,PRD-036,MCH-012,1,100,3,0,0.03
2025-11-06,PRD-036,MCH-011,1,80,3,0,0.0375
2025-11-07,PRD-036,MCH-007,1,125,2,0,0.016
2025-11-06,PRD-015,MCH-007,1,125,11,1,0.088
2025-11-06,PRD-015,MCH-011,1,80,8,1,0.1
2025-11-06,PRD-057,MCH-017,1,80,4,0,0.05
2025-11-06,PRD-057,MCH-018,1,50,3,0,0.06
2025-11-06,PRD-071,MCH-015,2,300,20,1,0.06667
2025-11-06,PRD-071,MCH-014,2,130,11,2,0.08462
2025-11-06,PRD-032,MCH-019,1,125,6,0,0.048
2025-11-06,PRD-032,MCH-022,1,80,5,1,0.0625
2025-11-07,PRD-048,MCH-021,1,200,4,0,0.02
2025-11-07,PRD-048,MCH-019,1,125,3,0,0.024
2025-11-06,PRD-023,MCH-024,1,125,7,0,0.056
2025-11-06,PRD-023,MCH-023,1,50,1,0,0.02
2025-11-06,PRD-012,MCH-028,1,50,0,0,0.0
2025-11-06,PRD-012,MCH-025,1,50,1,0,0.02
2025-11-07,PRD-080,MCH-028,1,200,12,0,0.06
2025-11-07,PRD-080,MCH-025,1,125,3,0,0.024
2025-11-06,PRD-063,MCH-026,1,50,2,0,0.04
2025-11-06,PRD-063,MCH-025,1,125,9,1,0.072
2025-11-06,PRD-064,MCH-031,1,200,3,0,0.015
2025-11-06,PRD-064,MCH-033,1,50,2,0,0.04
2025-11-06,PRD-064,MCH-034,1,125,3,0,0.024
2025-11-07,PRD-064,MCH-031,1,50,1,0,0.02
2025-11-07,PRD-040,MCH-034,1,125,18,1,0.144
2025-11-07,PRD-040,MCH-035,1,125,14,1,0.112
2025-11-07,PRD-077,MCH-004,1,100,2,0,0.02
2025-11-07,PRD-077,MCH-001,1,100,0,0,0.0
2025-11-07,PRD-007,MCH-005,1,80,1,0,0.0125
2025-11-08,PRD-007,MCH-004,2,325,12,0,0.03692
2025-11-08,PRD-007,MCH-003,1,100,3,0,0.03
2025-11-07,PRD-022,MCH-011,1,200,3,0,0.015
2025-11-07,PRD-022,MCH-010,1,100,3,0,0.03
2025-11-08,PRD-064,MCH-011,1,100,3,0,0.03
2025-11-08,PRD-064,MCH-012,1,125,3,0,0.024
2025-11-07,PRD-022,MCH-009,1,80,2,0,0.025
2025-11-07,PRD-022,MCH-007,1,125,5,0,0.04
2025-11-07,PRD-002,MCH-018,1,200,5,0,0.025
2025-11-07,PRD-002,MCH-015,1,125,3,0,0.024
2025-11-08,PRD-002,MCH-017,1,200,2,0,0.01
2025-11-08,PRD-002,MCH-014,1,125,4,0,0.032
2025-11-07,PRD-002,MCH-017,1,50,3,0,0.06
2025-11-07,PRD-002,MCH-014,1,80,2,0,0.025
2025-11-07,PRD-040,MCH-021,1,80,9,1,0.1125
2025-11-07,PRD-040,MCH-023,1,80,9,1,0.1125
2025-11-07,PRD-040,MCH-019,1,125,13,1,0.104
2025-11-07,PRD-040,MCH-022,1,125,13,1,0.104
2025-11-07,PRD-036,MCH-023,1,50,2,0,0.04
2025-11-07,PRD-036,MCH-022,1,50,1,0,0.02
2025-11-07,PRD-007,MCH-027,1,50,0,0,0.0
2025-11-07,PRD-007,MCH-026,2,225,7,0,0.03111
2025-11-07,PRD-013,MCH-029,1,100,3,0,0.03
2025-11-08,PRD-013,MCH-027,1,100,2,0,0.02
2025-11-07,PRD-007,MCH-025,1,125,4,0,0.032
2025-11-07,PRD-003,MCH-035,1,80,3,0,0.0375
2025-11-07,PRD-003,MCH-034,2,250,3,0,0.012
2025-11-08,PRD-003,MCH-034,1,125,1,0,0.008
2025-11-08,PRD-003,MCH-031,1,50,1,0,0.02
2025-11-07,PRD-003,MCH-033,1,50,2,0,0.04
2025-11-08,PRD-034,MCH-006,1,100,2,0,0.02
2025-11-08,PRD-034,MCH-005,1,100,3,0,0.03
2025-11-09,PRD-012,MCH-014,1,100,1,0,0.01
2025-11-09,PRD-012,MCH-015,1,125,2,0,0.016
2025-11-09,PRD-023,MCH-013,1,125,4,0,0.032
2025-11-09,PRD-023,MCH-016,1,125,4,0,0.032
2025-11-08,PRD-021,MCH-023,1,100,2,0,0.02
2025-11-09,PRD-021,MCH-024,1,200,2,0,0.01
2025-11-08,PRD-052,MCH-025,1,100,7,1,0.07
2025-11-08,PRD-052,MCH-026,1,125,11,1,0.088
2025-11-08,PRD-054,MCH-034,1,125,11,1,0.088
2025-11-08,PRD-054,MCH-036,1,200,20,1,0.1
2025-11-08,PRD-054,MCH-035,1,100,10,1,0.1
2025-11-09,PRD-054,MCH-033,1,50,5,1,0.1
2025-11-10,PRD-053,MCH-009,1,125,1,0,0.008
2025-11-10,PRD-053,MCH-011,1,80,3,0,0.0375
2025-11-09,PRD-019,MCH-016,2,130,15,2,0.11538
2025-11-09,PRD-019,MCH-015,1,100,13,1,0.13
2025-11-09,PRD-019,MCH-014,1,80,8,1,0.1
2025-11-09,PRD-046,MCH-019,1,80,6,1,0.075
2025-11-09,PRD-046,MCH-024,1,50,5,1,0.1
2025-11-10,PRD-022,MCH-027,1,50,2,0,0.04
2025-11-10,PRD-022,MCH-030,1,125,4,0,0.032
2025-11-09,PRD-022,MCH-028,1,125,3,0,0.024
2025-11-09,PRD-022,MCH-027,1,80,3,0,0.0375
2025-11-09,PRD-014,MCH-033,1,200,11,0,0.055
2025-11-09,PRD-014,MCH-031,1,50,3,0,0.06
2025-11-09,PRD-012,MCH-035,1,100,0,0,0.0
2025-11-09,PRD-012,MCH-034,1,50,2,0,0.04
2025-11-10,PRD-079,MCH-003,1,100,5,0,0.05
2025-11-10,PRD-079,MCH-006,2,205,10,1,0.04878
2025-11-11,PRD-079,MCH-003,1,50,3,0,0.06
2025-11-11,PRD-079,MCH-001,1,80,2,0,0.025
2025-11-10,PRD-079,MCH-002,1,200,5,0,0.025
2025-11-10,PRD-048,MCH-007,1,50,1,0,0.02
2025-11-10,PRD-048,MCH-011,1,100,0,0,0.0
2025-11-10,PRD-008,MCH-010,1,50,1,0,0.02
2025-11-11,PRD-008,MCH-011,1,50,2,0,0.04
2025-11-10,PRD-048,MCH-010,1,100,3,0,0.03
2025-11-10,PRD-048,MCH-008,1,100,2,0,0.02
2025-11-10,PRD-057,MCH-016,1,125,7,0,0.056
2025-11-10,PRD-057,MCH-017,1,50,2,0,0.04
2025-11-10,PRD-075,MCH-018,1,100,5,0,0.05
2025-11-11,PRD-075,MCH-013,1,200,9,0,0.045
2025-11-10,PRD-057,MCH-013,1,100,4,0,0.04
2025-11-10,PRD-057,MCH-014,1,200,10,0,0.05
2025-11-10,PRD-079,MCH-024,1,200,9,0,0.045
2025-11-10,PRD-079,MCH-021,1,200,9,0,0.045
2025-11-10,PRD-079,MCH-022,1,100,6,0,0.06
2025-11-11,PRD-079,MCH-021,1,50,3,0,0.06
2025-11-10,PRD-029,MCH-022,1,50,2,0,0.04
2025-11-10,PRD-029,MCH-021,1,125,8,1,0.064
2025-11-10,PRD-025,MCH-027,1,200,4,0,0.02
2025-11-10,PRD-025,MCH-025,1,80,3,0,0.0375
2025-11-10,PRD-055,MCH-028,1,200,7,0,0.035
2025-11-11,PRD-055,MCH-027,1,100,0,0,0.0
2025-11-10,PRD-044,MCH-027,1,125,6,0,0.048
2025-11-10,PRD-044,MCH-030,1,50,1,0,0.02
2025-11-10,PRD-048,MCH-034,1,50,1,0,0.02
2025-11-10,PRD-048,MCH-036,1,100,2,0,0.02
2025-11-11,PRD-070,MCH-031,1,125,6,0,0.048
2025-11-11,PRD-070,MCH-034,1,125,7,0,0.056
2025-11-10,PRD-070,MCH-032,1,125,4,0,0.032
2025-11-10,PRD-070,MCH-035,1,80,0,0,0.0
2025-11-11,PRD-025,MCH-006,2,150,6,0,0.04
2025-11-11,PRD-025,MCH-001,1,50,1,0,0.02
2025-11-12,PRD-025,MCH-001,1,50,1,0,0.02
2025-11-12,PRD-025,MCH-006,1,80,0,0,0.0
2025-11-11,PRD-025,MCH-004,1,200,6,0,0.03
2025-11-11,PRD-031,MCH-008,1,100,6,0,0.06
2025-11-11,PRD-031,MCH-009,2,205,7,0,0.03415
2025-11-12,PRD-031,MCH-007,1,80,3,0,0.0375
2025-11-11,PRD-069,MCH-008,1,50,5,1,0.1
2025-11-11,PRD-069,MCH-011,1,125,15,1,0.12
2025-11-11,PRD-069,MCH-017,1,100,8,1,0.08
2025-11-11,PRD-069,MCH-015,1,125,13,1,0.104
2025-11-12,PRD-069,MCH-013,1,100,12,1,0.12
2025-11-12,PRD-069,MCH-014,1,100,12,1,0.12
2025-11-11,PRD-042,MCH-014,1,50,1,0,0.02
2025-11-11,PRD-042,MCH-015,1,50,1,0,0.02
2025-11-11,PRD-036,MCH-020,1,200,7,0,0.035
2025-11-11,PRD-036,MCH-021,1,125,5,0,0.04
2025-11-12,PRD-036,MCH-024,1,100,2,0,0.02
2025-11-12,PRD-036,MCH-019,1,100,5,0,0.05
2025-11-11,PRD-029,MCH-019,1,200,14,1,0.07
2025-11-11,PRD-029,MCH-020,1,200,14,1,0.07
2025-11-11,PRD-007,MCH-029,2,175,7,0,0.04
2025-11-11,PRD-007,MCH-028,1,80,2,0,0.025
2025-11-12,PRD-007,MCH-027,1,100,1,0,0.01
2025-11-11,PRD-050,MCH-026,1,100,1,0,0.01
2025-11-11,PRD-050,MCH-025,1,100,5,0,0.05
2025-11-11,PRD-066,MCH-033,1,125,8,1,0.064
2025-11-11,PRD-066,MCH-031,1,125,7,0,0.056
2025-11-12,PRD-066,MCH-035,1,125,9,1,0.072
2025-11-12,PRD-066,MCH-034,1,50,4,1,0.08
2025-11-12,PRD-015,MCH-031,1,100,10,1,0.1
2025-11-12,PRD-015,MCH-034,1,100,8,1,0.08
2025-11-12,PRD-066,MCH-002,1,100,8,1,0.08
2025-11-12,PRD-066,MCH-003,1,125,5,0,0.04
2025-11-12,PRD-037,MCH-003,1,100,5,0,0.05
2025-11-13,PRD-037,MCH-002,1,200,5,0,0.025
2025-11-13,PRD-059,MCH-003,1,80,4,0,0.05
2025-11-13,PRD-059,MCH-005,1,200,6,0,0.03
2025-11-12,PRD-008,MCH-011,1,100,3,0,0.03
2025-11-12,PRD-008,MCH-008,2,205,5,0,0.02439
2025-11-12,PRD-008,MCH-012,1,50,1,0,0.02
2025-11-13,PRD-008,MCH-009,1,200,2,0,0.01
2025-11-12,PRD-008,MCH-010,1,100,2,0,0.02
2025-11-12,PRD-015,MCH-018,1,100,10,1,0.1
2025-11-12,PRD-015,MCH-014,1,100,4,0,0.04
2025-11-12,PRD-073,MCH-017,1,80,3,0,0.0375
2025-11-12,PRD-073,MCH-018,1,100,2,0,0.02
2025-11-12,PRD-057,MCH-016,1,80,5,1,0.0625
2025-11-12,PRD-057,MCH-017,1,200,8,0,0.04
2025-11-12,PRD-005,MCH-023,1,125,5,0,0.04
2025-11-12,PRD-005,MCH-024,1,200,0,0,0.0
2025-11-12,PRD-059,MCH-024,1,200,8,0,0.04
2025-11-12,PRD-059,MCH-021,1,100,7,1,0.07
2025-11-12,PRD-021,MCH-024,1,50,1,0,0.02
2025-11-12,PRD-021,MCH-020,1,125,0,0,0.0
2025-11-12,PRD-043,MCH-026,1,200,6,0,0.03
2025-11-12,PRD-043,MCH-030,1,200,3,0,0.015
2025-11-13,PRD-025,MCH-030,1,100,4,0,0.04
2025-11-13,PRD-025,MCH-026,1,100,4,0,0.04
2025-11-12,PRD-043,MCH-028,1,125,5,0,0.04
2025-11-12,PRD-043,MCH-029,1,100,5,0,0.05
2025-11-12,PRD-058,MCH-034,3,350,49,3,0.14
2025-11-12,PRD-058,MCH-036,1,200,26,1,0.13
2025-11-12,PRD-058,MCH-031,1,50,8,1,0.16
2025-11-12,PRD-058,MCH-035,1,50,7,1,0.14
2025-11-13,PRD-014,MCH-004,2,300,12,0,0.04
2025-11-13,PRD-014,MCH-001,1,80,4,0,0.05
2025-11-14,PRD-014,MCH-002,1,80,5,1,0.0625
2025-11-13,PRD-046,MCH-002,1,125,9,1,0.072
2025-11-13,PRD-046,MCH-004,1,100,8,1,0.08
2025-11-13,PRD-029,MCH-009,1,80,6,1,0.075
2025-11-13,PRD-029,MCH-007,1,125,5,0,0.04
2025-11-13,PRD-020,MCH-012,1,125,12,1,0.096
2025-11-13,PRD-020,MCH-009,1,100,7,1,0.07
2025-11-13,PRD-061,MCH-011,1,200,10,0,0.05
2025-11-13,PRD-061,MCH-007,1,125,7,0,0.056
2025-11-13,PRD-066,MCH-016,1,100,8,1,0.08
2025-11-13,PRD-066,MCH-014,1,200,15,1,0.075
2025-11-13,PRD-066,MCH-017,1,200,16,1,0.08
2025-11-14,PRD-066,MCH-016,1,125,11,1,0.088
2025-11-13,PRD-012,MCH-014,1,80,1,0,0.0125
2025-11-13,PRD-012,MCH-016,1,80,3,0,0.0375
2025-11-13,PRD-077,MCH-023,1,80,2,0,0.025
2025-11-13,PRD-077,MCH-024,1,200,0,0,0.0
2025-11-14,PRD-077,MCH-021,1,80,0,0,0.0
2025-11-14,PRD-077,MCH-019,1,200,1,0,0.005
2025-11-13,PRD-077,MCH-022,1,50,1,0,0.02
2025-11-13,PRD-077,MCH-019,1,200,3,0,0.015
2025-11-13,PRD-075,MCH-027,1,200,11,1,0.055
2025-11-13,PRD-075,MCH-029,1,100,3,0,0.03
2025-11-13,PRD-075,MCH-026,1,50,2,0,0.04
2025-11-14,PRD-075,MCH-029,1,200,8,0,0.04
2025-11-13,PRD-025,MCH-027,1,125,5,0,0.04
2025-11-13,PRD-025,MCH-025,1,200,4,0,0.02
2025-11-13,PRD-074,MCH-034,1,50,3,0,0.06
2025-11-13,PRD-074,MCH-035,1,200,8,0,0.04
2025-11-13,PRD-059,MCH-036,2,160,8,1,0.05
2025-11-13,PRD-059,MCH-035,1,80,6,1,0.075
2025-11-13,PRD-059,MCH-032,1,125,6,0,0.048
2025-11-14,PRD-025,MCH-004,1,50,3,0,0.06
2025-11-14,PRD-025,MCH-005,1,80,2,0,0.025
2025-11-14,PRD-025,MCH-006,1,100,2,0,0.02
2025-11-15,PRD-025,MCH-005,1,200,6,0,0.03
2025-11-14,PRD-025,MCH-003,1,100,3,0,0.03
2025-11-14,PRD-025,MCH-001,1,50,1,0,0.02
2025-11-14,PRD-064,MCH-011,1,125,3,0,0.024
2025-11-14,PRD-064,MCH-012,1,125,1,0,0.008
2025-11-15,PRD-064,MCH-009,1,125,2,0,0.016
2025-11-15,PRD-064,MCH-007,1,200,3,0,0.015
2025-11-14,PRD-064,MCH-010,1,200,9,0,0.045
2025-11-14,PRD-064,MCH-007,1,125,5,0,0.04
2025-11-14,PRD-003,MCH-018,1,100,0,0,0.0
2025-11-14,PRD-003,MCH-013,1,200,1,0,0.005
2025-11-14,PRD-024,MCH-015,2,250,24,2,0.096
2025-11-15,PRD-024,MCH-017,1,200,22,1,0.11
2025-11-14,PRD-024,MCH-016,1,50,4,1,0.08
2025-11-14,PRD-021,MCH-019,1,80,2,0,0.025
2025-11-14,PRD-021,MCH-020,1,80,2,0,0.025
2025-11-14,PRD-051,MCH-022,1,50,3,0,0.06
2025-11-15,PRD-051,MCH-020,1,200,7,0,0.035
2025-11-14,PRD-035,MCH-022,1,80,3,0,0.0375
2025-11-14,PRD-035,MCH-021,1,125,6,0,0.048
2025-11-14,PRD-045,MCH-027,1,125,3,0,0.024
2025-11-14,PRD-045,MCH-029,2,225,2,0,0.00889
2025-11-15,PRD-045,MCH-025,1,100,2,0,0.02
2025-11-15,PRD-045,MCH-029,1,50,0,0,0.0
2025-11-14,PRD-045,MCH-028,1,50,1,0,0.02
2025-11-14,PRD-062,MCH-032,1,50,6,1,0.12
2025-11-14,PRD-062,MCH-031,1,200,26,1,0.13
2025-11-14,PRD-054,MCH-035,1,50,5,1,0.1
2025-11-15,PRD-054,MCH-032,1,125,13,1,0.104
2025-11-14,PRD-054,MCH-033,1,100,10,1,0.1
2025-11-14,PRD-054,MCH-032,1,50,4,1,0.08
2025-11-15,PRD-028,MCH-004,2,205,6,0,0.02927
2025-11-15,PRD-028,MCH-006,1,200,3,0,0.015
2025-11-16,PRD-014,MCH-001,1,200,10,0,0.05
2025-11-16,PRD-014,MCH-002,1,100,3,0,0.03
2025-11-15,PRD-028,MCH-001,1,200,8,1,0.04
2025-11-15,PRD-053,MCH-008,1,50,4,1,0.08
2025-11-15,PRD-053,MCH-007,1,50,2,0,0.04
2025-11-15,PRD-037,MCH-010,1,100,3,0,0.03
2025-11-16,PRD-037,MCH-012,1,50,1,0,0.02
