contract_event_id,tx_id,smart_contract_id,event_name,event_status,rule_triggered,audit_flag
SCE-000350,TX-0001195,SC-012,payment_release,success,delivery_confirmed,0
SCE-000351,TX-0001203,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000352,TX-0001204,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000353,TX-0001207,SC-002,payment_release,success,delivery_confirmed,0
SCE-000354,TX-0001208,SC-012,payment_release,success,delivery_confirmed,0
SCE-000355,TX-0001217,SC-009,payment_release,success,delivery_confirmed,0
SCE-000356,TX-0001220,SC-001,payment_release,pending,delivery_confirmed,0
SCE-000357,TX-0001221,SC-012,payment_release,success,delivery_confirmed,0
SCE-000358,TX-0001222,SC-010,payment_release,pending,delivery_confirmed,0
SCE-000359,TX-0001223,SC-005,payment_release,success,delivery_confirmed,0
SCE-000360,TX-0001225,SC-004,payment_release,success,delivery_confirmed,0
SCE-000361,TX-0001226,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000362,TX-0001235,SC-006,payment_release,pending,delivery_confirmed,0
SCE-000363,TX-0001236,SC-007,payment_release,success,delivery_confirmed,0
SCE-000364,TX-0001244,SC-009,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000365,TX-0001245,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000366,TX-0001248,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000367,TX-0001253,SC-010,payment_release,success,delivery_confirmed,0
SCE-000368,TX-0001254,SC-002,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000369,TX-0001256,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000370,TX-0001257,SC-009,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000371,TX-0001259,SC-004,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000372,TX-0001267,SC-009,payment_release,success,delivery_confirmed,0
SCE-000373,TX-0001272,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000374,TX-0001274,SC-007,payment_release,success,delivery_confirmed,0
SCE-000375,TX-0001275,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000376,TX-0001285,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000377,TX-0001289,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000378,TX-0001290,SC-009,payment_release,success,delivery_confirmed,0
SCE-000379,TX-0001292,SC-005,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000380,TX-0001293,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000381,TX-0001297,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000382,TX-0001301,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000383,TX-0001302,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000384,TX-0001303,SC-009,payment_release,pending,delivery_confirmed,0
SCE-000385,TX-0001305,SC-005,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000386,TX-0001311,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000387,TX-0001319,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000388,TX-0001321,SC-002,payment_release,success,delivery_confirmed,0
SCE-000389,TX-0001328,SC-006,payment_release,success,delivery_confirmed,1
SCE-000390,TX-0001329,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000391,TX-0001338,SC-003,payment_release,failed,delivery_confirmed,0
SCE-000392,TX-0001339,SC-011,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000393,TX-0001341,SC-008,payment_release,pending,delivery_confirmed,0
SCE-000394,TX-0001342,SC-009,payment_release,success,delivery_confirmed,0
SCE-000395,TX-0001357,SC-007,payment_release,success,delivery_confirmed,0
SCE-000396,TX-0001358,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000397,TX-0001362,SC-004,payment_release,pending,delivery_confirmed,0
SCE-000398,TX-0001364,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000399,TX-0001370,SC-002,payment_release,success,delivery_confirmed,0
SCE-000400,TX-0001372,SC-010,payment_release,success,delivery_confirmed,0
SCE-000401,TX-0001385,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000402,TX-0001386,SC-009,payment_release,success,delivery_confirmed,1
SCE-000403,TX-0001387,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000404,TX-0001391,SC-004,payment_release,success,delivery_confirmed,0
SCE-000405,TX-0001398,SC-008,payment_release,success,delivery_confirmed,0
SCE-000406,TX-0001399,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000407,TX-0001401,SC-009,payment_release,success,delivery_confirmed,0
SCE-000408,TX-0001402,SC-011,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000409,TX-0001414,SC-008,payment_release,success,delivery_confirmed,0
SCE-000410,TX-0001415,SC-012,payment_release,success,delivery_confirmed,0
SCE-000411,TX-0001416,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000412,TX-0001417,SC-010,payment_release,pending,delivery_confirmed,0
SCE-000413,TX-0001430,SC-002,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000414,TX-0001435,SC-011,payment_release,success,delivery_confirmed,0
SCE-000415,TX-0001437,SC-007,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000416,TX-0001438,SC-010,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000417,TX-0001440,SC-002,payment_release,success,delivery_confirmed,0
SCE-000418,TX-0001441,SC-007,payment_release,failed,delivery_confirmed,0
SCE-000419,TX-0001448,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000420,TX-0001449,SC-003,payment_release,success,delivery_confirmed,0
SCE-000421,TX-0001450,SC-006,payment_release,success,delivery_confirmed,0
SCE-000422,TX-0001452,SC-011,payment_release,success,delivery_confirmed,0
SCE-000423,TX-0001455,SC-005,payment_release,success,delivery_confirmed,0
SCE-000424,TX-0001459,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000425,TX-0001463,SC-009,quality_gate_passed,success,quality_certificate_verified,1
SCE-000426,TX-0001465,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000427,TX-0001466,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000428,TX-0001469,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000429,TX-0001473,SC-010,payment_release,success,delivery_confirmed,0
SCE-000430,TX-0001479,SC-010,payment_release,success,delivery_confirmed,0
SCE-000431,TX-0001482,SC-006,payment_release,success,delivery_confirmed,0
SCE-000432,TX-0001483,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000433,TX-0001484,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000434,TX-0001485,SC-003,payment_release,success,delivery_confirmed,0
SCE-000435,TX-0001487,SC-010,payment_release,success,delivery_confirmed,0
SCE-000436,TX-0001490,SC-010,payment_release,pending,delivery_confirmed,0
SCE-000437,TX-0001491,SC-006,payment_release,success,delivery_confirmed,0
SCE-000438,TX-0001492,SC-008,payment_release,success,delivery_confirmed,1
SCE-000439,TX-0001493,SC-004,payment_release,failed,delivery_confirmed,0
SCE-000440,TX-0001501,SC-011,payment_release,success,delivery_confirmed,0
SCE-000441,TX-0001504,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000442,TX-0001507,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000443,TX-0001514,SC-007,payment_release,success,delivery_confirmed,0
SCE-000444,TX-0001516,SC-007,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000445,TX-0001518,SC-006,payment_release,failed,delivery_confirmed,0
SCE-000446,TX-0001528,SC-004,payment_release,failed,delivery_confirmed,0
SCE-000447,TX-0001529,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000448,TX-0001530,SC-010,payment_release,success,delivery_confirmed,0
SCE-000449,TX-0001531,SC-007,payment_release,success,delivery_confirmed,1
SCE-000450,TX-0001533,SC-001,payment_release,pending,delivery_confirmed,0
SCE-000451,TX-0001534,SC-012,payment_release,success,delivery_confirmed,0
SCE-000452,TX-0001535,SC-011,payment_release,pending,delivery_confirmed,0
SCE-000453,TX-0001537,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000454,TX-0001540,SC-012,payment_release,success,delivery_confirmed,1
SCE-000455,TX-0001541,SC-007,payment_release,success,delivery_confirmed,0
SCE-000456,TX-0001543,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000457,TX-0001544,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000458,TX-0001547,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000459,TX-0001551,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000460,TX-0001553,SC-005,quality_gate_passed,success,quality_certificate_verified,1
SCE-000461,TX-0001554,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000462,TX-0001557,SC-010,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000463,TX-0001560,SC-010,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000464,TX-0001561,SC-003,payment_release,success,delivery_confirmed,0
SCE-000465,TX-0001563,SC-009,payment_release,success,delivery_confirmed,0
SCE-000466,TX-0001564,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000467,TX-0001565,SC-007,payment_release,success,delivery_confirmed,0
SCE-000468,TX-0001572,SC-010,quality_gate_passed,success,quality_certificate_verified,1
SCE-000469,TX-0001575,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000470,TX-0001576,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000471,TX-0001577,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000472,TX-0001581,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000473,TX-0001587,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000474,TX-0001588,SC-012,payment_release,success,delivery_confirmed,0
SCE-000475,TX-0001591,SC-006,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000476,TX-0001596,SC-009,payment_release,success,delivery_confirmed,0
SCE-000477,TX-0001598,SC-010,payment_release,success,delivery_confirmed,0
SCE-000478,TX-0001603,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000479,TX-0001607,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000480,TX-0001612,SC-004,payment_release,failed,delivery_confirmed,0
SCE-000481,TX-0001621,SC-001,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000482,TX-0001627,SC-007,payment_release,pending,delivery_confirmed,0
SCE-000483,TX-0001632,SC-005,payment_release,pending,delivery_confirmed,0
SCE-000484,TX-0001636,SC-001,payment_release,success,delivery_confirmed,0
SCE-000485,TX-0001637,SC-012,payment_release,success,delivery_confirmed,1
SCE-000486,TX-0001639,SC-001,quality_gate_passed,success,quality_certificate_verified,1
SCE-000487,TX-0001651,SC-006,payment_release,success,delivery_confirmed,0
SCE-000488,TX-0001652,SC-001,payment_release,failed,delivery_confirmed,0
SCE-000489,TX-0001654,SC-003,payment_release,failed,delivery_confirmed,0
SCE-000490,TX-0001656,SC-007,payment_release,success,delivery_confirmed,0
SCE-000491,TX-0001657,SC-003,payment_release,success,delivery_confirmed,0
SCE-000492,TX-0001659,SC-003,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000493,TX-0001662,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000494,TX-0001666,SC-008,payment_release,success,delivery_confirmed,0
SCE-000495,TX-0001670,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000496,TX-0001674,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000497,TX-0001676,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000498,TX-0001677,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000499,TX-0001684,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000500,TX-0001688,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000501,TX-0001691,SC-002,payment_release,success,delivery_confirmed,0
SCE-000502,TX-0001693,SC-003,payment_release,success,delivery_confirmed,0
SCE-000503,TX-0001702,SC-002,payment_release,success,delivery_confirmed,0
SCE-000504,TX-0001704,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000505,TX-0001707,SC-004,quality_gate_passed,success,quality_certificate_verified,1
SCE-000506,TX-0001709,SC-006,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000507,TX-0001717,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000508,TX-0001718,SC-010,payment_release,success,delivery_confirmed,0
SCE-000509,TX-0001719,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000510,TX-0001720,SC-001,payment_release,success,delivery_confirmed,0
SCE-000511,TX-0001732,SC-008,payment_release,success,delivery_confirmed,0
SCE-000512,TX-0001733,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000513,TX-0001745,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000514,TX-0001749,SC-002,payment_release,success,delivery_confirmed,0
SCE-000515,TX-0001752,SC-004,payment_release,success,delivery_confirmed,0
SCE-000516,TX-0001755,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000517,TX-0001758,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000518,TX-0001760,SC-003,payment_release,failed,delivery_confirmed,0
SCE-000519,TX-0001761,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000520,TX-0001765,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000521,TX-0001766,SC-011,payment_release,success,delivery_confirmed,0
SCE-000522,TX-0001770,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000523,TX-0001774,SC-007,payment_release,success,delivery_confirmed,0
SCE-000524,TX-0001783,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000525,TX-0001791,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000526,TX-0001793,SC-010,payment_release,success,delivery_confirmed,0
SCE-000527,TX-0001794,SC-004,payment_release,success,delivery_confirmed,0
SCE-000528,TX-0001798,SC-011,payment_release,pending,delivery_confirmed,0
SCE-000529,TX-0001800,SC-001,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000530,TX-0001803,SC-002,payment_release,success,delivery_confirmed,0
SCE-000531,TX-0001806,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000532,TX-0001810,SC-002,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000533,TX-0001813,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000534,TX-0001814,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000535,TX-0001819,SC-005,payment_release,success,delivery_confirmed,0
SCE-000536,TX-0001820,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000537,TX-0001825,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000538,TX-0001826,SC-011,payment_release,success,delivery_confirmed,1
SCE-000539,TX-0001827,SC-002,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000540,TX-0001831,SC-007,quality_gate_passed,pending,quality_certificate_verified,1
SCE-000541,TX-0001841,SC-011,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000542,TX-0001844,SC-008,payment_release,pending,delivery_confirmed,0
SCE-000543,TX-0001845,SC-003,payment_release,success,delivery_confirmed,0
SCE-000544,TX-0001846,SC-012,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000545,TX-0001851,SC-005,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000546,TX-0001853,SC-005,payment_release,pending,delivery_confirmed,0
SCE-000547,TX-0001858,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000548,TX-0001860,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000549,TX-0001862,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000550,TX-0001867,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000551,TX-0001869,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000552,TX-0001872,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000553,TX-0001873,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000554,TX-0001874,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000555,TX-0001875,SC-007,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000556,TX-0001876,SC-004,payment_release,success,delivery_confirmed,0
SCE-000557,TX-0001881,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000558,TX-0001885,SC-001,quality_gate_passed,pending,quality_certificate_verified,1
SCE-000559,TX-0001888,SC-012,payment_release,success,delivery_confirmed,0
SCE-000560,TX-0001889,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000561,TX-0001890,SC-002,payment_release,success,delivery_confirmed,0
SCE-000562,TX-0001891,SC-001,payment_release,success,delivery_confirmed,0
SCE-000563,TX-0001892,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000564,TX-0001907,SC-009,payment_release,success,delivery_confirmed,0
SCE-000565,TX-0001908,SC-001,payment_release,success,delivery_confirmed,0
SCE-000566,TX-0001914,SC-012,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000567,TX-0001915,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000568,TX-0001918,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000569,TX-0001919,SC-012,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000570,TX-0001924,SC-011,payment_release,success,delivery_confirmed,0
SCE-000571,TX-0001925,SC-001,payment_release,success,delivery_confirmed,0
SCE-000572,TX-0001928,SC-008,payment_release,success,delivery_confirmed,0
SCE-000573,TX-0001929,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000574,TX-0001932,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000575,TX-0001940,SC-003,payment_release,success,delivery_confirmed,0
SCE-000576,TX-0001941,SC-007,payment_release,success,delivery_confirmed,0
SCE-000577,TX-0001942,SC-006,payment_release,pending,delivery_confirmed,0
SCE-000578,TX-0001944,SC-002,payment_release,pending,delivery_confirmed,0
SCE-000579,TX-0001945,SC-012,payment_release,success,delivery_confirmed,0
SCE-000580,TX-0001949,SC-004,payment_release,pending,delivery_confirmed,0
SCE-000581,TX-0001950,SC-004,payment_release,success,delivery_confirmed,0
SCE-000582,TX-0001952,SC-007,payment_release,success,delivery_confirmed,0
SCE-000583,TX-0001954,SC-003,payment_release,success,delivery_confirmed,0
SCE-000584,TX-0001956,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000585,TX-0001962,SC-011,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000586,TX-0001963,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000587,TX-0001969,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000588,TX-0001972,SC-011,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000589,TX-0001976,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000590,TX-0001983,SC-007,payment_release,success,delivery_confirmed,0
SCE-000591,TX-0001986,SC-011,payment_release,success,delivery_confirmed,0
SCE-000592,TX-0001987,SC-010,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000593,TX-0001993,SC-005,payment_release,success,delivery_confirmed,0
SCE-000594,TX-0001999,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000595,TX-0002001,SC-001,payment_release,success,delivery_confirmed,0
SCE-000596,TX-0002004,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000597,TX-0002010,SC-012,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000598,TX-0002011,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000599,TX-0002012,SC-009,payment_release,failed,delivery_confirmed,1
SCE-000600,TX-0002021,SC-006,payment_release,success,delivery_confirmed,0
SCE-000601,TX-0002023,SC-012,payment_release,success,delivery_confirmed,0
SCE-000602,TX-0002025,SC-005,quality_gate_passed,success,quality_certificate_verified,1
SCE-000603,TX-0002031,SC-001,payment_release,success,delivery_confirmed,0
SCE-000604,TX-0002032,SC-011,payment_release,pending,delivery_confirmed,0
SCE-000605,TX-0002038,SC-011,payment_release,failed,delivery_confirmed,0
SCE-000606,TX-0002039,SC-011,payment_release,success,delivery_confirmed,0
SCE-000607,TX-0002044,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000608,TX-0002045,SC-006,payment_release,success,delivery_confirmed,0
SCE-000609,TX-0002046,SC-003,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000610,TX-0002048,SC-004,payment_release,success,delivery_confirmed,0
SCE-000611,TX-0002051,SC-010,payment_release,success,delivery_confirmed,0
SCE-000612,TX-0002054,SC-009,payment_release,success,delivery_confirmed,0
SCE-000613,TX-0002059,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000614,TX-0002073,SC-009,quality_gate_passed,success,quality_certificate_verified,1
SCE-000615,TX-0002074,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000616,TX-0002077,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000617,TX-0002079,SC-005,payment_release,success,delivery_confirmed,0
SCE-000618,TX-0002080,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000619,TX-0002085,SC-005,payment_release,failed,delivery_confirmed,0
SCE-000620,TX-0002087,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000621,TX-0002090,SC-012,payment_release,success,delivery_confirmed,0
SCE-000622,TX-0002098,SC-011,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000623,TX-0002103,SC-005,quality_gate_passed,success,quality_certificate_verified,0
SCE-000624,TX-0002105,SC-004,payment_release,success,delivery_confirmed,0
SCE-000625,TX-0002106,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000626,TX-0002111,SC-008,payment_release,success,delivery_confirmed,0
SCE-000627,TX-0002112,SC-005,payment_release,success,delivery_confirmed,0
SCE-000628,TX-0002113,SC-010,payment_release,success,delivery_confirmed,0
SCE-000629,TX-0002114,SC-009,payment_release,success,delivery_confirmed,0
SCE-000630,TX-0002115,SC-004,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000631,TX-0002121,SC-005,payment_release,pending,delivery_confirmed,0
SCE-000632,TX-0002139,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000633,TX-0002140,SC-006,payment_release,failed,delivery_confirmed,0
SCE-000634,TX-0002143,SC-001,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000635,TX-0002144,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000636,TX-0002146,SC-011,payment_release,success,delivery_confirmed,0
SCE-000637,TX-0002147,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000638,TX-0002150,SC-002,quality_gate_passed,success,quality_certificate_verified,1
SCE-000639,TX-0002151,SC-008,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000640,TX-0002160,SC-009,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000641,TX-0002163,SC-012,quality_gate_passed,failed,quality_certificate_verified,0
SCE-000642,TX-0002164,SC-008,payment_release,success,delivery_confirmed,0
SCE-000643,TX-0002167,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000644,TX-0002174,SC-008,payment_release,success,delivery_confirmed,0
SCE-000645,TX-0002178,SC-012,payment_release,success,delivery_confirmed,0
SCE-000646,TX-0002179,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000647,TX-0002181,SC-009,payment_release,success,delivery_confirmed,0
SCE-000648,TX-0002185,SC-006,payment_release,pending,delivery_confirmed,0
SCE-000649,TX-0002193,SC-002,payment_release,success,delivery_confirmed,0
SCE-000650,TX-0002203,SC-009,quality_gate_passed,success,quality_certificate_verified,0
SCE-000651,TX-0002208,SC-002,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000652,TX-0002209,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000653,TX-0002215,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000654,TX-0002224,SC-004,payment_release,success,delivery_confirmed,0
SCE-000655,TX-0002225,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000656,TX-0002226,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000657,TX-0002228,SC-011,quality_gate_passed,success,quality_certificate_verified,0
SCE-000658,TX-0002232,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000659,TX-0002239,SC-007,payment_release,pending,delivery_confirmed,0
SCE-000660,TX-0002243,SC-001,payment_release,pending,delivery_confirmed,0
SCE-000661,TX-0002245,SC-004,payment_release,success,delivery_confirmed,0
SCE-000662,TX-0002248,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000663,TX-0002253,SC-001,quality_gate_passed,success,quality_certificate_verified,0
SCE-000664,TX-0002261,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000665,TX-0002273,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000666,TX-0002274,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000667,TX-0002275,SC-009,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000668,TX-0002283,SC-004,payment_release,success,delivery_confirmed,1
SCE-000669,TX-0002285,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000670,TX-0002298,SC-002,payment_release,success,delivery_confirmed,0
SCE-000671,TX-0002301,SC-001,payment_release,success,delivery_confirmed,0
SCE-000672,TX-0002302,SC-003,quality_gate_passed,success,quality_certificate_verified,0
SCE-000673,TX-0002310,SC-003,payment_release,success,delivery_confirmed,0
SCE-000674,TX-0002311,SC-010,quality_gate_passed,success,quality_certificate_verified,0
SCE-000675,TX-0002314,SC-003,payment_release,success,delivery_confirmed,0
SCE-000676,TX-0002320,SC-010,quality_gate_passed,pending,quality_certificate_verified,0
SCE-000677,TX-0002329,SC-005,payment_release,success,delivery_confirmed,0
SCE-000678,TX-0002335,SC-004,payment_release,success,delivery_confirmed,0
SCE-000679,TX-0002337,SC-004,quality_gate_passed,success,quality_certificate_verified,0
SCE-000680,TX-0002344,SC-008,payment_release,success,delivery_confirmed,0
SCE-000681,TX-0002346,SC-007,quality_gate_passed,success,quality_certificate_verified,0
SCE-000682,TX-0002348,SC-007,payment_release,success,delivery_confirmed,0
SCE-000683,TX-0002349,SC-012,payment_release,pending,delivery_confirmed,0
SCE-000684,TX-0002351,SC-005,payment_release,success,delivery_confirmed,0
SCE-000685,TX-0002357,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000686,TX-0002360,SC-007,payment_release,pending,delivery_confirmed,1
SCE-000687,TX-0002364,SC-003,payment_release,success,delivery_confirmed,0
SCE-000688,TX-0002365,SC-012,quality_gate_passed,success,quality_certificate_verified,0
SCE-000689,TX-0002373,SC-006,quality_gate_passed,success,quality_certificate_verified,0
SCE-000690,TX-0002374,SC-003,payment_release,failed,delivery_confirmed,0
SCE-000691,TX-0002381,SC-001,payment_release,success,delivery_confirmed,0
SCE-000692,TX-0002383,SC-005,payment_release,success,delivery_confirmed,0
SCE-000693,TX-0002384,SC-008,quality_gate_passed,success,quality_certificate_verified,0
SCE-000694,TX-0002385,SC-005,payment_release,success,delivery_confirmed,0
SCE-000695,TX-0002391,SC-012,payment_release,success,delivery_confirmed,0
SCE-000696,TX-0002395,SC-001,payment_release,success,delivery_confirmed,0
SCE-000697,TX-0002399,SC-002,quality_gate_passed,success,quality_certificate_verified,0
SCE-000698,TX-0002400,SC-007,payment_release,success,delivery_confirmed,0
SCE-000699,TX-0002401,SC-010,quality_gate_passed,success,quality_certificate_verified,0
