event_id,machine_id,line_id,event_start,event_end,state_code,reason_code,operator_id,linked_work_order_id,source_system
EVT-00002421,MCH-036,L06,2025-08-22 04:19:00,2025-08-22 04:37:35,DOWN,MATERIAL_WAIT,OP-0004,WO-000331,SCADA
EVT-00002422,MCH-036,L06,2025-08-22 06:28:36,2025-08-22 06:47:13,IDLE,NO_DEMAND,OP-0004,WO-000331,SCADA
EVT-00002423,MCH-003,L01,2025-08-22 10:46:00,2025-08-22 11:17:22,SETUP,TOOL_CHANGE,OP-0051,WO-000332,SCADA
EVT-00002424,MCH-003,L01,2025-08-22 11:17:22,2025-08-22 14:31:12,RUNNING,NORMAL,OP-0051,WO-000332,SCADA
EVT-00002425,MCH-003,L01,2025-08-22 12:56:00,2025-08-22 13:09:06,DOWN,MICRO_STOP,OP-0051,WO-000332,SCADA
EVT-00002426,MCH-003,L01,2025-08-22 14:31:12,2025-08-22 14:53:33,IDLE,NO_DEMAND,OP-0051,WO-000332,SCADA
EVT-00002427,MCH-006,L01,2025-08-22 10:46:00,2025-08-22 11:17:22,SETUP,TOOL_CHANGE,OP-0049,WO-000332,SCADA
EVT-00002428,MCH-006,L01,2025-08-22 11:17:22,2025-08-22 18:08:24,RUNNING,NORMAL,OP-0049,WO-000332,SCADA
EVT-00002429,MCH-006,L01,2025-08-22 16:09:00,2025-08-22 16:22:06,DOWN,SENSOR_FAULT,OP-0049,WO-000332,SCADA
EVT-00002430,MCH-006,L01,2025-08-22 18:08:24,2025-08-22 18:30:45,IDLE,NO_DEMAND,OP-0049,WO-000332,SCADA
EVT-00002431,MCH-004,L01,2025-08-22 19:21:00,2025-08-22 20:09:06,SETUP,TOOL_CHANGE,OP-0012,WO-000333,SCADA
EVT-00002432,MCH-004,L01,2025-08-22 20:09:06,2025-08-22 22:52:07,RUNNING,NORMAL,OP-0012,WO-000333,SCADA
EVT-00002433,MCH-004,L01,2025-08-22 21:31:00,2025-08-22 21:55:49,DOWN,,OP-0012,WO-000333,SCADA
EVT-00002434,MCH-004,L01,2025-08-22 22:52:07,2025-08-22 23:11:28,IDLE,NO_DEMAND,OP-0012,WO-000333,SCADA
EVT-00002435,MCH-003,L01,2025-08-22 19:21:00,2025-08-22 20:09:06,SETUP,TOOL_CHANGE,OP-0034,WO-000333,SCADA
EVT-00002436,MCH-003,L01,2025-08-22 20:09:06,2025-08-23 02:11:14,RUNNING,NORMAL,OP-0034,WO-000333,SCADA
EVT-00002437,MCH-003,L01,2025-08-23 01:10:00,2025-08-23 01:34:49,DOWN,UNKNOWN,OP-0034,WO-000333,SCADA
EVT-00002438,MCH-003,L01,2025-08-23 02:11:14,2025-08-23 02:30:35,IDLE,NO_DEMAND,OP-0034,WO-000333,SCADA
EVT-00002439,MCH-004,L01,2025-08-22 06:13:00,2025-08-22 06:55:24,SETUP,TOOL_CHANGE,OP-0032,WO-000334,SCADA
EVT-00002440,MCH-004,L01,2025-08-22 06:55:24,2025-08-22 09:42:49,RUNNING,NORMAL,OP-0032,WO-000334,SCADA
EVT-00002441,MCH-004,L01,2025-08-22 11:10:00,2025-08-22 11:30:58,DOWN,JAM,OP-0032,WO-000334,SCADA
EVT-00002442,MCH-004,L01,2025-08-22 09:42:49,2025-08-22 09:47:51,IDLE,NO_DEMAND,OP-0032,WO-000334,SCADA
EVT-00002443,MCH-003,L01,2025-08-22 06:13:00,2025-08-22 06:55:24,SETUP,TOOL_CHANGE,OP-0009,WO-000334,SCADA
EVT-00002444,MCH-003,L01,2025-08-22 06:55:24,2025-08-22 13:39:38,RUNNING,NORMAL,OP-0009,WO-000334,SCADA
EVT-00002445,MCH-003,L01,2025-08-22 07:51:00,2025-08-22 08:11:58,DOWN,,OP-0009,WO-000334,SCADA
EVT-00002446,MCH-003,L01,2025-08-22 13:39:38,2025-08-22 13:44:41,IDLE,NO_DEMAND,OP-0009,WO-000334,SCADA
EVT-00002447,MCH-009,L02,2025-08-22 09:51:00,2025-08-22 10:42:09,SETUP,TOOL_CHANGE,OP-0028,WO-000335,SCADA
EVT-00002448,MCH-009,L02,2025-08-22 10:42:09,2025-08-22 13:10:04,RUNNING,NORMAL,OP-0028,WO-000335,SCADA
EVT-00002449,MCH-009,L02,2025-08-22 11:36:00,2025-08-22 11:58:50,DOWN,JAM,OP-0028,WO-000335,SCADA
EVT-00002450,MCH-009,L02,2025-08-22 13:10:04,2025-08-22 13:23:25,IDLE,NO_DEMAND,OP-0028,WO-000335,SCADA
EVT-00002451,MCH-007,L02,2025-08-22 09:51:00,2025-08-22 10:42:09,SETUP,TOOL_CHANGE,,WO-000335,SCADA
EVT-00002452,MCH-007,L02,2025-08-22 10:42:09,2025-08-22 16:44:09,RUNNING,NORMAL,,WO-000335,SCADA
EVT-00002453,MCH-007,L02,2025-08-22 14:33:00,2025-08-22 14:55:50,DOWN,MICRO_STOP,,WO-000335,SCADA
EVT-00002454,MCH-007,L02,2025-08-22 16:44:09,2025-08-22 16:57:30,IDLE,NO_DEMAND,,WO-000335,SCADA
EVT-00002455,MCH-010,L02,2025-08-22 20:30:00,2025-08-22 21:24:41,SETUP,TOOL_CHANGE,OP-0020,WO-000336,SCADA
EVT-00002456,MCH-010,L02,2025-08-22 21:24:41,2025-08-22 23:58:29,RUNNING,NORMAL,OP-0020,WO-000336,SCADA
EVT-00002457,MCH-010,L02,2025-08-23 01:20:00,2025-08-23 01:46:09,DOWN,UNKNOWN,OP-0020,WO-000336,SCADA
EVT-00002458,MCH-007,L02,2025-08-22 20:30:00,2025-08-22 21:24:41,SETUP,TOOL_CHANGE,OP-0022,WO-000336,SCADA
EVT-00002459,MCH-007,L02,2025-08-22 21:24:41,2025-08-23 03:31:59,RUNNING,NORMAL,OP-0022,WO-000336,SCADA
EVT-00002460,MCH-007,L02,2025-08-22 21:53:00,2025-08-22 22:19:09,DOWN,,OP-0022,WO-000336,SCADA
EVT-00002461,MCH-012,L02,2025-08-22 01:44:00,2025-08-22 02:33:29,SETUP,TOOL_CHANGE,OP-0039,WO-000337,SCADA
EVT-00002462,MCH-012,L02,2025-08-22 02:33:29,2025-08-22 05:21:03,RUNNING,NORMAL,OP-0039,WO-000337,SCADA
EVT-00002463,MCH-012,L02,2025-08-22 04:15:00,2025-08-22 04:46:11,DOWN,SENSOR_FAULT,OP-0039,WO-000337,SCADA
EVT-00002464,MCH-009,L02,2025-08-22 01:44:00,2025-08-22 02:33:29,SETUP,TOOL_CHANGE,OP-0042,WO-000337,SCADA
EVT-00002465,MCH-009,L02,2025-08-22 02:33:29,2025-08-22 08:55:07,RUNNING,NORMAL,OP-0042,WO-000337,SCADA
EVT-00002466,MCH-009,L02,2025-08-22 06:35:00,2025-08-22 07:06:11,DOWN,MICRO_STOP,OP-0042,WO-000337,SCADA
EVT-00002467,MCH-018,L03,2025-08-22 13:43:00,2025-08-22 14:30:45,SETUP,TOOL_CHANGE,OP-0032,WO-000338,SCADA
EVT-00002468,MCH-018,L03,2025-08-22 14:30:45,2025-08-22 17:09:11,RUNNING,NORMAL,OP-0032,WO-000338,SCADA
EVT-00002469,MCH-018,L03,2025-08-22 18:10:00,2025-08-22 18:44:55,DOWN,,OP-0032,WO-000338,SCADA
EVT-00002470,MCH-018,L03,2025-08-22 17:09:11,2025-08-22 17:21:09,IDLE,NO_DEMAND,OP-0032,WO-000338,SCADA
EVT-00002471,MCH-017,L03,2025-08-22 13:43:00,2025-08-22 14:30:45,SETUP,TOOL_CHANGE,OP-0057,WO-000338,SCADA
EVT-00002472,MCH-017,L03,2025-08-22 14:30:45,2025-08-22 20:26:23,RUNNING,NORMAL,OP-0057,WO-000338,SCADA
EVT-00002473,MCH-017,L03,2025-08-22 17:50:00,2025-08-22 18:24:55,DOWN,,OP-0057,WO-000338,SCADA
EVT-00002474,MCH-017,L03,2025-08-22 20:26:23,2025-08-22 20:38:20,IDLE,NO_DEMAND,OP-0057,WO-000338,SCADA
EVT-00002475,MCH-015,L03,2025-08-22 16:58:00,2025-08-22 17:28:20,SETUP,TOOL_CHANGE,OP-0047,WO-000339,SCADA
EVT-00002476,MCH-015,L03,2025-08-22 17:28:20,2025-08-22 20:38:27,RUNNING,NORMAL,OP-0047,WO-000339,SCADA
EVT-00002477,MCH-015,L03,2025-08-22 19:43:00,2025-08-22 20:01:21,DOWN,QUALITY_HOLD,OP-0047,WO-000339,SCADA
EVT-00002478,MCH-013,L03,2025-08-22 16:58:00,2025-08-22 17:28:20,SETUP,TOOL_CHANGE,OP-0067,WO-000339,SCADA
EVT-00002479,MCH-013,L03,2025-08-22 17:28:20,2025-08-23 00:42:55,RUNNING,NORMAL,OP-0067,WO-000339,SCADA
EVT-00002480,MCH-013,L03,2025-08-22 18:45:00,2025-08-22 19:03:21,DOWN,JAM,OP-0067,WO-000339,SCADA
EVT-00002481,MCH-015,L03,2025-08-22 02:47:00,2025-08-22 03:20:16,SETUP,TOOL_CHANGE,OP-0051,WO-000340,SCADA
EVT-00002482,MCH-015,L03,2025-08-22 03:20:16,2025-08-22 06:21:27,RUNNING,NORMAL,OP-0051,WO-000340,SCADA
EVT-00002483,MCH-015,L03,2025-08-22 06:30:00,2025-08-22 06:45:54,DOWN,QUALITY_HOLD,OP-0051,WO-000340,SCADA
EVT-00002484,MCH-014,L03,2025-08-22 02:47:00,2025-08-22 03:20:16,SETUP,TOOL_CHANGE,OP-0028,WO-000340,SCADA
EVT-00002485,MCH-014,L03,2025-08-22 03:20:16,2025-08-22 10:02:54,RUNNING,NORMAL,OP-0028,WO-000340,SCADA
EVT-00002486,MCH-014,L03,2025-08-22 06:44:00,2025-08-22 06:59:54,DOWN,QUALITY_HOLD,OP-0028,WO-000340,SCADA
EVT-00002487,MCH-019,L04,2025-08-22 13:45:00,2025-08-22 14:25:11,SETUP,TOOL_CHANGE,OP-0037,WO-000341,SCADA
EVT-00002488,MCH-019,L04,2025-08-22 14:25:11,2025-08-22 17:29:26,RUNNING,NORMAL,OP-0037,WO-000341,SCADA
EVT-00002489,MCH-019,L04,2025-08-22 19:35:00,2025-08-22 20:14:58,DOWN,SENSOR_FAULT,OP-0037,WO-000341,SCADA
EVT-00002490,MCH-019,L04,2025-08-22 17:29:26,2025-08-22 17:43:36,IDLE,NO_DEMAND,OP-0037,WO-000341,SCADA
EVT-00002491,MCH-024,L04,2025-08-22 13:45:00,2025-08-22 14:25:11,SETUP,TOOL_CHANGE,OP-0017,WO-000341,SCADA
EVT-00002492,MCH-024,L04,2025-08-22 14:25:11,2025-08-22 20:50:52,RUNNING,NORMAL,OP-0017,WO-000341,SCADA
EVT-00002493,MCH-024,L04,2025-08-22 18:20:00,2025-08-22 18:59:58,DOWN,UNKNOWN,OP-0017,WO-000341,SCADA
EVT-00002494,MCH-024,L04,2025-08-22 20:50:52,2025-08-22 21:05:02,IDLE,NO_DEMAND,OP-0017,WO-000341,SCADA
EVT-00002495,MCH-023,L04,2025-08-22 19:16:00,2025-08-22 20:04:53,SETUP,TOOL_CHANGE,OP-0071,WO-000342,SCADA
EVT-00002496,MCH-023,L04,2025-08-22 20:04:53,2025-08-22 22:59:32,RUNNING,NORMAL,OP-0071,WO-000342,SCADA
EVT-00002497,MCH-023,L04,2025-08-23 00:04:00,2025-08-23 00:17:00,DOWN,MATERIAL_WAIT,OP-0071,WO-000342,SCADA
EVT-00002498,MCH-021,L04,2025-08-22 19:16:00,2025-08-22 20:04:53,SETUP,TOOL_CHANGE,OP-0047,WO-000342,SCADA
EVT-00002499,MCH-021,L04,2025-08-22 20:04:53,2025-08-23 02:38:05,RUNNING,NORMAL,OP-0047,WO-000342,SCADA
EVT-00002500,MCH-021,L04,2025-08-22 20:34:00,2025-08-22 20:47:00,DOWN,UNKNOWN,OP-0047,WO-000342,SCADA
EVT-00002501,MCH-019,L04,2025-08-22 23:29:00,2025-08-23 00:01:43,SETUP,TOOL_CHANGE,OP-0030,WO-000343,SCADA
EVT-00002502,MCH-019,L04,2025-08-23 00:01:43,2025-08-23 03:20:38,RUNNING,NORMAL,OP-0030,WO-000343,SCADA
EVT-00002503,MCH-019,L04,2025-08-23 04:22:00,2025-08-23 04:36:59,DOWN,JAM,OP-0030,WO-000343,SCADA
EVT-00002504,MCH-019,L04,2025-08-23 03:20:38,2025-08-23 03:34:00,IDLE,NO_DEMAND,OP-0030,WO-000343,SCADA
EVT-00002505,MCH-022,L04,2025-08-22 23:29:00,2025-08-23 00:01:43,SETUP,TOOL_CHANGE,OP-0025,WO-000343,SCADA
EVT-00002506,MCH-022,L04,2025-08-23 00:01:43,2025-08-23 07:31:17,RUNNING,NORMAL,OP-0025,WO-000343,SCADA
EVT-00002507,MCH-022,L04,2025-08-23 00:52:00,2025-08-23 01:06:59,DOWN,MICRO_STOP,OP-0025,WO-000343,SCADA
EVT-00002508,MCH-022,L04,2025-08-23 07:31:17,2025-08-23 07:44:39,IDLE,NO_DEMAND,OP-0025,WO-000343,SCADA
EVT-00002509,MCH-026,L05,2025-08-22 13:52:00,2025-08-22 14:42:38,SETUP,TOOL_CHANGE,OP-0017,WO-000344,SCADA
EVT-00002510,MCH-026,L05,2025-08-22 14:42:38,2025-08-22 17:39:59,RUNNING,NORMAL,OP-0017,WO-000344,SCADA
EVT-00002511,MCH-026,L05,2025-08-22 15:40:00,2025-08-22 16:04:41,DOWN,JAM,OP-0017,WO-000344,SCADA
EVT-00002512,MCH-029,L05,2025-08-22 13:52:00,2025-08-22 14:42:38,SETUP,TOOL_CHANGE,,WO-000344,SCADA
EVT-00002513,MCH-029,L05,2025-08-22 14:42:38,2025-08-22 21:16:58,RUNNING,NORMAL,,WO-000344,SCADA
EVT-00002514,MCH-029,L05,2025-08-22 17:14:00,2025-08-22 17:38:41,DOWN,,,WO-000344,SCADA
EVT-00002515,MCH-030,L05,2025-08-22 18:45:00,2025-08-22 19:43:56,SETUP,TOOL_CHANGE,OP-0004,WO-000345,SCADA
EVT-00002516,MCH-030,L05,2025-08-22 19:43:56,2025-08-22 22:21:24,RUNNING,NORMAL,OP-0004,WO-000345,SCADA
EVT-00002517,MCH-030,L05,2025-08-22 22:21:24,2025-08-22 22:32:13,IDLE,NO_DEMAND,OP-0004,WO-000345,SCADA
EVT-00002518,MCH-025,L05,2025-08-22 18:45:00,2025-08-22 19:43:56,SETUP,TOOL_CHANGE,OP-0003,WO-000345,SCADA
EVT-00002519,MCH-025,L05,2025-08-22 19:43:56,2025-08-23 01:48:48,RUNNING,NORMAL,OP-0003,WO-000345,SCADA
EVT-00002520,MCH-025,L05,2025-08-23 01:48:48,2025-08-23 01:59:38,IDLE,NO_DEMAND,OP-0003,WO-000345,SCADA
EVT-00002521,MCH-028,L05,2025-08-22 00:09:00,2025-08-22 01:29:49,SETUP,TOOL_CHANGE,OP-0067,WO-000346,SCADA
EVT-00002522,MCH-028,L05,2025-08-22 01:29:49,2025-08-22 03:16:10,RUNNING,NORMAL,OP-0067,WO-000346,SCADA
EVT-00002523,MCH-028,L05,2025-08-22 04:40:00,2025-08-22 04:52:24,DOWN,MICRO_STOP,OP-0067,WO-000346,SCADA
EVT-00002524,MCH-028,L05,2025-08-22 03:16:10,2025-08-22 03:26:11,IDLE,NO_DEMAND,OP-0067,WO-000346,SCADA
EVT-00002525,MCH-025,L05,2025-08-22 00:09:00,2025-08-22 01:29:49,SETUP,TOOL_CHANGE,,WO-000346,SCADA
EVT-00002526,MCH-025,L05,2025-08-22 01:29:49,2025-08-22 06:43:21,RUNNING,NORMAL,,WO-000346,SCADA
EVT-00002527,MCH-025,L05,2025-08-22 01:42:00,2025-08-22 01:54:24,DOWN,UNKNOWN,,WO-000346,SCADA
EVT-00002528,MCH-025,L05,2025-08-22 06:43:21,2025-08-22 06:53:22,IDLE,NO_DEMAND,,WO-000346,SCADA
EVT-00002529,MCH-033,L06,2025-08-22 13:35:00,2025-08-22 14:54:20,SETUP,TOOL_CHANGE,OP-0032,WO-000347,SCADA
EVT-00002530,MCH-033,L06,2025-08-22 14:54:20,2025-08-22 16:47:44,RUNNING,NORMAL,OP-0032,WO-000347,SCADA
EVT-00002531,MCH-033,L06,2025-08-22 14:59:00,2025-08-22 15:13:05,DOWN,QUALITY_HOLD,OP-0032,WO-000347,SCADA
EVT-00002532,MCH-033,L06,2025-08-22 16:47:44,2025-08-22 16:59:50,IDLE,NO_DEMAND,OP-0032,WO-000347,SCADA
EVT-00002533,MCH-036,L06,2025-08-22 13:35:00,2025-08-22 14:54:20,SETUP,TOOL_CHANGE,OP-0058,WO-000347,SCADA
EVT-00002534,MCH-036,L06,2025-08-22 14:54:20,2025-08-22 20:15:28,RUNNING,NORMAL,OP-0058,WO-000347,SCADA
EVT-00002535,MCH-036,L06,2025-08-22 18:21:00,2025-08-22 18:35:05,DOWN,,OP-0058,WO-000347,SCADA
EVT-00002536,MCH-036,L06,2025-08-22 20:15:28,2025-08-22 20:27:34,IDLE,NO_DEMAND,OP-0058,WO-000347,SCADA
EVT-00002537,MCH-032,L06,2025-08-22 20:17:00,2025-08-22 21:26:40,SETUP,TOOL_CHANGE,OP-0061,WO-000348,SCADA
EVT-00002538,MCH-032,L06,2025-08-22 21:26:40,2025-08-22 23:38:45,RUNNING,NORMAL,OP-0061,WO-000348,SCADA
EVT-00002539,MCH-032,L06,2025-08-23 01:52:00,2025-08-23 02:21:54,DOWN,JAM,OP-0061,WO-000348,SCADA
EVT-00002540,MCH-032,L06,2025-08-22 23:38:45,2025-08-22 23:58:04,IDLE,NO_DEMAND,OP-0061,WO-000348,SCADA
EVT-00002541,MCH-031,L06,2025-08-22 20:17:00,2025-08-22 21:26:40,SETUP,TOOL_CHANGE,OP-0062,WO-000348,SCADA
EVT-00002542,MCH-031,L06,2025-08-22 21:26:40,2025-08-23 02:44:30,RUNNING,NORMAL,OP-0062,WO-000348,SCADA
EVT-00002543,MCH-031,L06,2025-08-23 01:43:00,2025-08-23 02:12:54,DOWN,,OP-0062,WO-000348,SCADA
EVT-00002544,MCH-031,L06,2025-08-23 02:44:30,2025-08-23 03:03:49,IDLE,NO_DEMAND,OP-0062,WO-000348,SCADA
EVT-00002545,MCH-032,L06,2025-08-22 06:25:00,2025-08-22 07:03:54,SETUP,TOOL_CHANGE,OP-0026,WO-000349,SCADA
EVT-00002546,MCH-032,L06,2025-08-22 07:03:54,2025-08-22 10:17:28,RUNNING,NORMAL,OP-0026,WO-000349,SCADA
EVT-00002547,MCH-032,L06,2025-08-22 10:26:00,2025-08-22 10:51:33,DOWN,,OP-0026,WO-000349,SCADA
EVT-00002548,MCH-032,L06,2025-08-22 10:17:28,2025-08-22 10:25:42,IDLE,NO_DEMAND,OP-0026,WO-000349,SCADA
EVT-00002549,MCH-031,L06,2025-08-22 06:25:00,2025-08-22 07:03:54,SETUP,TOOL_CHANGE,OP-0002,WO-000349,SCADA
EVT-00002550,MCH-031,L06,2025-08-22 07:03:54,2025-08-22 13:49:57,RUNNING,NORMAL,OP-0002,WO-000349,SCADA
EVT-00002551,MCH-031,L06,2025-08-22 10:41:00,2025-08-22 11:06:33,DOWN,JAM,OP-0002,WO-000349,SCADA
EVT-00002552,MCH-031,L06,2025-08-22 13:49:57,2025-08-22 13:58:11,IDLE,NO_DEMAND,OP-0002,WO-000349,SCADA
EVT-00002553,MCH-010,L02,2025-08-23 08:04:00,2025-08-23 08:46:07,SETUP,TOOL_CHANGE,OP-0009,WO-000350,SCADA
EVT-00002554,MCH-010,L02,2025-08-23 08:46:07,2025-08-23 11:42:40,RUNNING,NORMAL,OP-0009,WO-000350,SCADA
EVT-00002555,MCH-010,L02,2025-08-23 12:14:00,2025-08-23 12:38:45,DOWN,MATERIAL_WAIT,OP-0009,WO-000350,SCADA
EVT-00002556,MCH-010,L02,2025-08-23 11:42:40,2025-08-23 12:12:16,IDLE,NO_DEMAND,OP-0009,WO-000350,SCADA
EVT-00002557,MCH-011,L02,2025-08-23 08:04:00,2025-08-23 08:46:07,SETUP,TOOL_CHANGE,OP-0009,WO-000350,SCADA
EVT-00002558,MCH-011,L02,2025-08-23 08:46:07,2025-08-23 15:12:21,RUNNING,NORMAL,OP-0009,WO-000350,SCADA
EVT-00002559,MCH-011,L02,2025-08-23 10:52:00,2025-08-23 11:16:45,DOWN,SENSOR_FAULT,OP-0009,WO-000350,SCADA
EVT-00002560,MCH-011,L02,2025-08-23 15:12:21,2025-08-23 15:41:57,IDLE,NO_DEMAND,OP-0009,WO-000350,SCADA
EVT-00002561,MCH-009,L02,2025-08-23 00:45:00,2025-08-23 01:23:58,SETUP,TOOL_CHANGE,OP-0060,WO-000351,SCADA
EVT-00002562,MCH-009,L02,2025-08-23 01:23:58,2025-08-23 04:21:00,RUNNING,NORMAL,OP-0060,WO-000351,SCADA
EVT-00002563,MCH-009,L02,2025-08-23 06:35:00,2025-08-23 06:50:29,DOWN,SENSOR_FAULT,OP-0060,WO-000351,SCADA
EVT-00002564,MCH-009,L02,2025-08-23 04:21:00,2025-08-23 04:33:17,IDLE,NO_DEMAND,OP-0060,WO-000351,SCADA
EVT-00002565,MCH-007,L02,2025-08-23 00:45:00,2025-08-23 01:23:58,SETUP,TOOL_CHANGE,OP-0011,WO-000351,SCADA
EVT-00002566,MCH-007,L02,2025-08-23 01:23:58,2025-08-23 07:58:01,RUNNING,NORMAL,OP-0011,WO-000351,SCADA
EVT-00002567,MCH-007,L02,2025-08-23 03:46:00,2025-08-23 04:01:29,DOWN,JAM,OP-0011,WO-000351,SCADA
EVT-00002568,MCH-007,L02,2025-08-23 07:58:01,2025-08-23 08:10:18,IDLE,NO_DEMAND,OP-0011,WO-000351,SCADA
EVT-00002569,MCH-013,L03,2025-08-23 22:54:00,2025-08-23 23:28:11,SETUP,TOOL_CHANGE,OP-0033,WO-000352,SCADA
EVT-00002570,MCH-013,L03,2025-08-23 23:28:11,2025-08-24 02:58:58,RUNNING,NORMAL,OP-0033,WO-000352,SCADA
EVT-00002571,MCH-013,L03,2025-08-24 02:58:58,2025-08-24 03:09:50,IDLE,NO_DEMAND,OP-0033,WO-000352,SCADA
EVT-00002572,MCH-018,L03,2025-08-23 22:54:00,2025-08-23 23:28:11,SETUP,TOOL_CHANGE,OP-0007,WO-000352,SCADA
EVT-00002573,MCH-018,L03,2025-08-23 23:28:11,2025-08-24 07:02:56,RUNNING,NORMAL,OP-0007,WO-000352,SCADA
EVT-00002574,MCH-018,L03,2025-08-24 07:02:56,2025-08-24 07:13:48,IDLE,NO_DEMAND,OP-0007,WO-000352,SCADA
EVT-00002575,MCH-022,L04,2025-08-23 14:45:00,2025-08-23 15:34:42,SETUP,TOOL_CHANGE,OP-0054,WO-000353,SCADA
EVT-00002576,MCH-022,L04,2025-08-23 15:34:42,2025-08-23 18:04:21,RUNNING,NORMAL,OP-0054,WO-000353,SCADA
EVT-00002577,MCH-022,L04,2025-08-23 20:11:00,2025-08-23 20:25:47,DOWN,QUALITY_HOLD,OP-0054,WO-000353,SCADA
EVT-00002578,MCH-022,L04,2025-08-23 18:04:21,2025-08-23 18:24:41,IDLE,NO_DEMAND,OP-0054,WO-000353,SCADA
EVT-00002579,MCH-021,L04,2025-08-23 14:45:00,2025-08-23 15:34:42,SETUP,TOOL_CHANGE,OP-0027,WO-000353,SCADA
EVT-00002580,MCH-021,L04,2025-08-23 15:34:42,2025-08-23 21:41:43,RUNNING,NORMAL,OP-0027,WO-000353,SCADA
EVT-00002581,MCH-021,L04,2025-08-23 17:24:00,2025-08-23 17:38:47,DOWN,MICRO_STOP,OP-0027,WO-000353,SCADA
EVT-00002582,MCH-021,L04,2025-08-23 21:41:43,2025-08-23 22:02:03,IDLE,NO_DEMAND,OP-0027,WO-000353,SCADA
EVT-00002583,MCH-020,L04,2025-08-23 03:36:00,2025-08-23 04:31:18,SETUP,TOOL_CHANGE,OP-0031,WO-000354,SCADA
EVT-00002584,MCH-020,L04,2025-08-23 04:31:18,2025-08-23 06:56:42,RUNNING,NORMAL,OP-0031,WO-000354,SCADA
EVT-00002585,MCH-020,L04,2025-08-23 05:57:00,2025-08-23 06:22:38,DOWN,MICRO_STOP,OP-0031,WO-000354,SCADA
EVT-00002586,MCH-020,L04,2025-08-23 06:56:42,2025-08-23 07:18:29,IDLE,NO_DEMAND,OP-0031,WO-000354,SCADA
EVT-00002587,MCH-024,L04,2025-08-23 03:36:00,2025-08-23 04:31:18,SETUP,TOOL_CHANGE,OP-0057,WO-000354,SCADA
EVT-00002588,MCH-024,L04,2025-08-23 04:31:18,2025-08-23 10:35:24,RUNNING,NORMAL,OP-0057,WO-000354,SCADA
EVT-00002589,MCH-024,L04,2025-08-23 06:49:00,2025-08-23 07:14:38,DOWN,JAM,OP-0057,WO-000354,SCADA
EVT-00002590,MCH-024,L04,2025-08-23 10:35:24,2025-08-23 10:57:11,IDLE,NO_DEMAND,OP-0057,WO-000354,SCADA
EVT-00002591,MCH-031,L06,2025-08-23 10:19:00,2025-08-23 11:16:12,SETUP,TOOL_CHANGE,OP-0043,WO-000355,SCADA
EVT-00002592,MCH-031,L06,2025-08-23 11:16:12,2025-08-23 13:41:59,RUNNING,NORMAL,OP-0043,WO-000355,SCADA
EVT-00002593,MCH-031,L06,2025-08-23 13:41:59,2025-08-23 13:49:41,IDLE,NO_DEMAND,OP-0043,WO-000355,SCADA
EVT-00002594,MCH-036,L06,2025-08-23 10:19:00,2025-08-23 11:16:12,SETUP,TOOL_CHANGE,OP-0069,WO-000355,SCADA
EVT-00002595,MCH-036,L06,2025-08-23 11:16:12,2025-08-23 17:19:59,RUNNING,NORMAL,OP-0069,WO-000355,SCADA
EVT-00002596,MCH-036,L06,2025-08-23 17:19:59,2025-08-23 17:27:41,IDLE,NO_DEMAND,OP-0069,WO-000355,SCADA
EVT-00002597,MCH-031,L06,2025-08-23 20:53:00,2025-08-23 21:35:58,SETUP,TOOL_CHANGE,OP-0058,WO-000356,SCADA
EVT-00002598,MCH-031,L06,2025-08-23 21:35:58,2025-08-24 00:23:41,RUNNING,NORMAL,OP-0058,WO-000356,SCADA
EVT-00002599,MCH-031,L06,2025-08-24 00:00:00,2025-08-24 00:33:49,DOWN,SENSOR_FAULT,OP-0058,WO-000356,SCADA
EVT-00002600,MCH-031,L06,2025-08-24 00:23:41,2025-08-24 00:46:59,IDLE,NO_DEMAND,OP-0058,WO-000356,SCADA
EVT-00002601,MCH-032,L06,2025-08-23 20:53:00,2025-08-23 21:35:58,SETUP,TOOL_CHANGE,OP-0008,WO-000356,SCADA
EVT-00002602,MCH-032,L06,2025-08-23 21:35:58,2025-08-24 03:50:23,RUNNING,NORMAL,OP-0008,WO-000356,SCADA
EVT-00002603,MCH-032,L06,2025-08-24 01:18:00,2025-08-24 01:51:49,DOWN,,OP-0008,WO-000356,SCADA
EVT-00002604,MCH-032,L06,2025-08-24 03:50:23,2025-08-24 04:13:41,IDLE,NO_DEMAND,OP-0008,WO-000356,SCADA
EVT-00002605,MCH-035,L06,2025-08-23 03:45:00,2025-08-23 04:23:15,SETUP,TOOL_CHANGE,OP-0035,WO-000357,SCADA
EVT-00002606,MCH-035,L06,2025-08-23 04:23:15,2025-08-23 07:49:35,RUNNING,NORMAL,OP-0035,WO-000357,SCADA
EVT-00002607,MCH-035,L06,2025-08-23 05:56:00,2025-08-23 06:07:46,DOWN,SENSOR_FAULT,OP-0035,WO-000357,SCADA
EVT-00002608,MCH-036,L06,2025-08-23 03:45:00,2025-08-23 04:23:15,SETUP,TOOL_CHANGE,OP-0009,WO-000357,SCADA
EVT-00002609,MCH-036,L06,2025-08-23 04:23:15,2025-08-23 11:40:11,RUNNING,NORMAL,OP-0009,WO-000357,SCADA
EVT-00002610,MCH-036,L06,2025-08-23 05:25:00,2025-08-23 05:36:46,DOWN,,OP-0009,WO-000357,SCADA
