table_name,business_key,issue_type,severity,description
production_run,RUN-003345,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012207,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012231,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012238,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012263,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012277,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012385,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012397,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012441,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012444,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012459,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012472,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012479,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012487,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003430,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012495,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012509,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012517,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012561,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003455,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-003456,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012597,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012605,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012651,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012667,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012675,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012683,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012707,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012721,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003514,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012811,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003518,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-003534,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012873,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012881,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012947,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003558,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00012965,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00012985,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003569,missing_operator_id,low,Operator login missing from MES run record.
work_order,WO-001787,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00013037,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013049,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003636,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00013289,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013297,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013301,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001827,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00013313,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001828,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-003659,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00013333,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013337,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013345,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003690,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00013467,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013471,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013493,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003706,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00013571,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013593,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013605,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003749,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00013663,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013711,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013714,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013729,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013803,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013811,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013823,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013849,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013921,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00013925,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014002,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003858,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014063,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001937,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00014120,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014135,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014149,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014182,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014189,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001952,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00014233,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014246,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014271,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014309,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014313,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014349,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014359,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003951,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014379,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014397,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001989,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00014473,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014521,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-003995,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004007,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014583,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002006,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00014599,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002009,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-004019,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014639,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014659,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014701,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014725,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004058,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014803,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004070,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014831,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014864,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014893,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014933,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00014937,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004103,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00014950,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015011,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015019,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015035,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015039,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004140,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00015073,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002075,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00015125,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015133,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015137,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015145,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015157,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015203,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015217,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015221,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015253,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015257,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015341,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015345,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004224,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00015409,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015421,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004251,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00015483,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004255,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00015499,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015531,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004272,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00015569,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015573,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015597,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015611,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015669,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015842,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015845,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015917,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015925,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015963,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00015990,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016005,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004400,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004401,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016037,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016053,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016063,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004423,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004424,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016131,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016135,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016142,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004436,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016179,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004456,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016261,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016293,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016319,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004487,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004489,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016341,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016369,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016373,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004512,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016487,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016495,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016503,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004537,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016544,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016551,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016569,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004555,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004558,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016588,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016591,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016631,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016653,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016661,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016691,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016727,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004599,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016796,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004616,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016815,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016827,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016883,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004645,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00016919,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002324,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00016926,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002327,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00016947,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016955,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00016973,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017014,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004676,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004679,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017099,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002349,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00017107,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017141,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017149,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004710,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004718,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017227,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017245,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017265,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004741,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017307,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017328,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017335,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017361,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004773,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017381,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017389,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017407,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004787,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017437,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017449,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004798,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017509,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017557,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017561,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017583,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017591,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002418,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-004840,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017681,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004858,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-004864,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00017747,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017751,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017759,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017778,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017789,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017821,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017828,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017847,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002453,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00017873,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017905,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017921,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017943,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00017949,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004940,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018001,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018009,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004966,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018077,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-004979,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018133,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018145,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018149,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018157,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018177,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018185,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005003,missing_operator_id,low,Operator login missing from MES run record.
work_order,WO-002504,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00018359,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018371,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018375,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005055,missing_operator_id,low,Operator login missing from MES run record.
work_order,WO-002530,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00018415,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005065,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005085,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005098,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005112,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018601,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018627,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005124,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018647,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018651,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018657,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005135,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005136,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005137,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018681,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018685,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018699,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018703,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018707,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005148,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018743,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018775,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018821,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018837,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018843,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018895,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00018899,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005205,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00018935,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002608,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00018991,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002612,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00019019,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019027,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019031,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005233,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00019043,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005238,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00019071,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019093,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019110,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005255,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00019169,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019173,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019177,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019205,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019239,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019269,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019285,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019335,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019387,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019413,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019445,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019459,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019489,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019561,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019577,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019605,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019611,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019692,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019699,missing_reason_code,medium,Downtime reason code missing from SCADA event.
