shipment_id,sales_order_id,order_line_id,customer_id,product_id,ship_date,promised_delivery_date,shipped_quantity,carrier,distance_km,late_delivery_flag,delay_days,root_cause,source_system
SHP-001337,SO-001337,SOL-001337-01,CUST-0062,PRD-068,2026-05-27,2026-05-25,4580,OceanForwarder,3613,1,2,logistics,TMS
SHP-001338,SO-001338,SOL-001338-01,CUST-0005,PRD-004,2025-12-08,2025-12-02,3885,DHL,2702,1,6,production_delay,TMS
SHP-001339,SO-001339,SOL-001339-01,CUST-0078,PRD-023,2026-04-09,2026-04-03,4029,FedEx,3266,1,6,production_delay,TMS
SHP-001340,SO-001340,SOL-001340-01,CUST-0120,PRD-041,2025-09-14,2025-09-14,2481,DHL,3208,0,0,on_time,TMS
SHP-001341,SO-001341,SOL-001341-01,CUST-0049,PRD-054,2026-03-31,2026-03-31,579,Kerry,4163,0,0,on_time,TMS
SHP-001342,SO-001342,SOL-001342-01,CUST-0081,PRD-043,2026-07-04,2026-07-03,1989,OceanForwarder,2624,1,1,production_delay,TMS
SHP-001343,SO-001343,SOL-001343-01,CUST-0074,PRD-002,2026-02-27,2026-02-19,2950,LocalTruck,4538,1,8,quality_hold,TMS
SHP-001344,SO-001344,SOL-001344-01,CUST-0116,PRD-023,2026-01-19,2026-01-12,1667,FedEx,5919,1,7,logistics,TMS
SHP-001345,SO-001345,SOL-001345-01,CUST-0106,PRD-038,2026-02-28,2026-02-26,1614,DHL,2889,1,2,production_delay,TMS
SHP-001346,SO-001346,SOL-001346-01,CUST-0041,PRD-079,2026-01-04,2025-12-30,1654,DHL,2945,1,5,logistics,TMS
SHP-001347,SO-001347,SOL-001347-01,CUST-0112,PRD-045,2026-01-03,2026-01-04,5238,DHL,3579,0,0,on_time,TMS
SHP-001348,SO-001348,SOL-001348-01,CUST-0096,PRD-069,2025-10-18,2025-10-12,1463,LocalTruck,5660,1,6,material_shortage,TMS
SHP-001349,SO-001349,SOL-001349-01,CUST-0077,PRD-028,2025-08-14,2025-08-15,3495,OceanForwarder,5751,0,0,on_time,TMS
SHP-001350,SO-001350,SOL-001350-01,CUST-0039,PRD-065,2026-04-16,2026-04-13,1817,OceanForwarder,8624,1,3,logistics,TMS
SHP-001351,SO-001351,SOL-001351-01,CUST-0050,PRD-078,2025-09-09,2025-09-01,2919,FedEx,3160,1,8,production_delay,TMS
SHP-001352,SO-001352,SOL-001352-01,CUST-0087,PRD-050,2026-05-01,2026-04-30,4619,OceanForwarder,7713,1,1,production_delay,TMS
SHP-001353,SO-001353,SOL-001353-01,CUST-0068,PRD-047,2026-05-29,2026-05-26,2093,Kerry,2472,1,3,quality_hold,TMS
SHP-001354,SO-001354,SOL-001354-01,CUST-0013,PRD-021,2026-02-17,2026-02-10,8326,Kerry,2020,1,7,production_delay,TMS
SHP-001355,SO-001355,SOL-001355-01,CUST-0052,PRD-080,2026-01-20,2026-01-19,12075,FedEx,2599,1,1,quality_hold,TMS
SHP-001356,SO-001356,SOL-001356-01,CUST-0036,PRD-015,2025-10-01,2025-09-24,11484,Kerry,7804,1,7,production_delay,TMS
SHP-001357,SO-001357,SOL-001357-01,CUST-0048,PRD-078,2026-02-27,2026-02-25,3581,Kerry,4553,1,2,production_delay,TMS
SHP-001359,SO-001359,SOL-001359-01,CUST-0035,PRD-002,2026-06-24,2026-06-15,8085,FedEx,8184,1,9,material_shortage,TMS
SHP-001360,SO-001360,SOL-001360-01,CUST-0106,PRD-064,2026-03-15,2026-03-10,7161,LocalTruck,5866,1,5,production_delay,TMS
SHP-001361,SO-001361,SOL-001361-01,CUST-0053,PRD-068,2026-05-30,2026-05-26,5178,DHL,7782,1,4,material_shortage,TMS
SHP-001362,SO-001362,SOL-001362-01,CUST-0031,PRD-001,2026-05-27,2026-05-24,2025,LocalTruck,6917,1,3,production_delay,TMS
SHP-001363,SO-001363,SOL-001363-01,CUST-0069,PRD-073,2026-05-29,2026-05-24,3380,LocalTruck,7878,1,5,logistics,TMS
SHP-001364,SO-001364,SOL-001364-01,CUST-0115,PRD-058,2025-11-23,2025-11-12,2922,OceanForwarder,8558,1,11,production_delay,TMS
SHP-001365,SO-001365,SOL-001365-01,CUST-0095,PRD-003,2026-07-07,2026-07-07,3532,Kerry,7840,0,0,on_time,TMS
SHP-001366,SO-001366,SOL-001366-01,CUST-0060,PRD-058,2026-01-13,2025-12-29,2403,OceanForwarder,1388,1,15,material_shortage,TMS
SHP-001367,SO-001367,SOL-001367-01,CUST-0005,PRD-003,2026-04-16,2026-04-14,1853,OceanForwarder,8773,1,2,production_delay,TMS
SHP-001368,SO-001368,SOL-001368-01,CUST-0050,PRD-032,2025-11-24,2025-11-19,13846,OceanForwarder,5644,1,5,production_delay,TMS
SHP-001369,SO-001369,SOL-001369-01,CUST-0067,PRD-033,2026-01-13,2026-01-11,9007,DHL,4003,1,2,material_shortage,TMS
SHP-001370,SO-001370,SOL-001370-01,CUST-0078,PRD-053,2025-12-13,2025-12-12,1660,FedEx,7990,1,1,production_delay,TMS
SHP-001371,SO-001371,SOL-001371-01,CUST-0111,PRD-058,2026-01-07,2025-12-31,5778,Kerry,5714,1,7,material_shortage,TMS
SHP-001372,SO-001372,SOL-001372-01,CUST-0069,PRD-046,2025-08-17,2025-08-17,9327,DHL,3574,0,0,on_time,TMS
SHP-001373,SO-001373,SOL-001373-01,CUST-0096,PRD-031,2026-03-25,2026-03-22,4320,FedEx,3261,1,3,logistics,TMS
SHP-001374,SO-001374,SOL-001374-01,CUST-0037,PRD-015,2025-11-21,2025-11-15,3308,Kerry,9169,1,6,logistics,TMS
SHP-001375,SO-001375,SOL-001375-01,CUST-0042,PRD-049,2026-02-05,2026-02-03,2361,OceanForwarder,8560,1,2,production_delay,TMS
SHP-001376,SO-001376,SOL-001376-01,CUST-0063,PRD-037,2026-07-05,2026-07-01,3622,LocalTruck,1911,1,4,production_delay,TMS
SHP-001377,SO-001377,SOL-001377-01,CUST-0030,PRD-068,2025-12-02,2025-11-29,2356,Kerry,191,1,3,production_delay,TMS
SHP-001378,SO-001378,SOL-001378-01,CUST-0018,PRD-008,2025-10-05,2025-09-28,4248,OceanForwarder,2589,1,7,production_delay,TMS
SHP-001379,SO-001379,SOL-001379-01,CUST-0014,PRD-017,2025-10-16,2025-10-07,1024,Kerry,2131,1,9,production_delay,TMS
SHP-001380,SO-001380,SOL-001380-01,CUST-0086,PRD-034,2025-10-03,2025-10-02,2673,Kerry,3097,1,1,logistics,TMS
SHP-001381,SO-001381,SOL-001381-01,CUST-0031,PRD-020,2026-01-12,2026-01-07,1833,DHL,1650,1,5,production_delay,TMS
SHP-001382,SO-001382,SOL-001382-01,CUST-0030,PRD-013,2026-01-07,2026-01-07,4759,FedEx,8760,0,0,on_time,TMS
SHP-001383,SO-001383,SOL-001383-01,CUST-0065,PRD-009,2025-11-17,2025-11-15,3443,OceanForwarder,2467,1,2,quality_hold,TMS
SHP-001384,SO-001384,SOL-001384-01,CUST-0015,PRD-038,2025-10-25,2025-10-26,4700,LocalTruck,8165,0,0,on_time,TMS
SHP-001385,SO-001385,SOL-001385-01,CUST-0086,PRD-015,2025-10-31,2025-10-27,1002,OceanForwarder,3875,1,4,production_delay,TMS
SHP-001386,SO-001386,SOL-001386-01,CUST-0011,PRD-080,2025-11-19,2025-11-13,2202,Kerry,7611,1,6,production_delay,TMS
SHP-001387,SO-001387,SOL-001387-01,CUST-0074,PRD-055,2026-03-13,2026-03-11,1846,FedEx,7042,1,2,production_delay,TMS
SHP-001388,SO-001388,SOL-001388-01,CUST-0087,PRD-080,2026-05-21,2026-05-14,2740,LocalTruck,4442,1,7,quality_hold,TMS
SHP-001389,SO-001389,SOL-001389-01,CUST-0102,PRD-013,2026-07-02,2026-06-24,4446,DHL,845,1,8,logistics,TMS
SHP-001390,SO-001390,SOL-001390-01,CUST-0119,PRD-013,2026-01-15,2026-01-17,2704,FedEx,2965,0,0,on_time,TMS
SHP-001391,SO-001391,SOL-001391-01,CUST-0053,PRD-037,2026-04-23,2026-04-22,5040,Kerry,4631,1,1,production_delay,TMS
SHP-001392,SO-001392,SOL-001392-01,CUST-0069,PRD-033,2025-08-30,2025-08-30,2258,Kerry,8299,0,0,on_time,TMS
SHP-001393,SO-001393,SOL-001393-01,CUST-0065,PRD-048,2026-02-25,2026-02-19,1965,DHL,8838,1,6,logistics,TMS
SHP-001394,SO-001394,SOL-001394-01,CUST-0105,PRD-058,2025-09-05,2025-08-31,6181,Kerry,7571,1,5,material_shortage,TMS
SHP-001395,SO-001395,SOL-001395-01,CUST-0026,PRD-041,2026-02-04,2026-01-29,4132,OceanForwarder,5032,1,6,production_delay,TMS
SHP-001396,SO-001396,SOL-001396-01,CUST-0059,PRD-026,2025-12-06,2025-12-04,774,OceanForwarder,7367,1,2,production_delay,TMS
SHP-001397,SO-001397,SOL-001397-01,CUST-0012,PRD-079,2026-05-21,2026-05-15,1796,LocalTruck,5950,1,6,logistics,TMS
SHP-001398,SO-001398,SOL-001398-01,CUST-0009,PRD-019,2026-04-01,2026-03-27,10264,OceanForwarder,7229,1,5,material_shortage,TMS
SHP-001399,SO-001399,SOL-001399-01,CUST-0005,PRD-074,2025-10-06,2025-10-02,1553,DHL,7952,1,4,logistics,TMS
SHP-001400,SO-001400,SOL-001400-01,CUST-0055,PRD-050,2026-04-20,2026-04-15,11775,FedEx,6938,1,5,quality_hold,TMS
SHP-001401,SO-001401,SOL-001401-01,CUST-0067,PRD-006,2026-06-03,2026-05-27,2655,LocalTruck,6222,1,7,production_delay,TMS
SHP-001402,SO-001402,SOL-001402-01,CUST-0081,PRD-072,2025-10-26,2025-10-24,1797,LocalTruck,3977,1,2,material_shortage,TMS
SHP-001403,SO-001403,SOL-001403-01,CUST-0064,PRD-008,2026-03-07,2026-03-04,2592,LocalTruck,1248,1,3,logistics,TMS
SHP-001404,SO-001404,SOL-001404-01,CUST-0005,PRD-071,2026-06-12,2026-06-07,1581,FedEx,8626,1,5,logistics,TMS
SHP-001405,SO-001405,SOL-001405-01,CUST-0058,PRD-031,2025-09-15,2025-09-04,5865,OceanForwarder,5218,1,11,quality_hold,TMS
SHP-001406,SO-001406,SOL-001406-01,CUST-0004,PRD-060,2026-06-18,2026-06-13,1321,LocalTruck,8667,1,5,production_delay,TMS
SHP-001407,SO-001407,SOL-001407-01,CUST-0079,PRD-004,2026-05-24,2026-05-20,2801,DHL,3633,1,4,production_delay,TMS
SHP-001409,SO-001409,SOL-001409-01,CUST-0039,PRD-023,2025-12-23,2025-12-21,10604,Kerry,9099,1,2,material_shortage,TMS
SHP-001410,SO-001410,SOL-001410-01,CUST-0118,PRD-067,2025-10-23,2025-10-15,2472,Kerry,3806,1,8,production_delay,TMS
SHP-001411,SO-001411,SOL-001411-01,CUST-0067,PRD-065,2026-03-12,2026-03-12,1413,FedEx,5434,0,0,on_time,TMS
SHP-001412,SO-001412,SOL-001412-01,CUST-0006,PRD-063,2025-09-01,2025-08-29,2789,OceanForwarder,7523,1,3,logistics,TMS
SHP-001413,SO-001413,SOL-001413-01,CUST-0014,PRD-053,2025-12-27,2025-12-24,5745,FedEx,4030,1,3,production_delay,TMS
SHP-001414,SO-001414,SOL-001414-01,CUST-0012,PRD-013,2025-11-12,2025-11-10,3618,OceanForwarder,4105,1,2,logistics,TMS
SHP-001415,SO-001415,SOL-001415-01,CUST-0080,PRD-022,2025-10-11,2025-10-06,3483,Kerry,4550,1,5,material_shortage,TMS
SHP-001416,SO-001416,SOL-001416-01,CUST-0054,PRD-074,2026-01-07,2025-12-29,8270,FedEx,6987,1,9,production_delay,TMS
SHP-001417,SO-001417,SOL-001417-01,CUST-0035,PRD-019,2025-11-10,2025-10-26,6306,DHL,1866,1,15,quality_hold,TMS
SHP-001418,SO-001418,SOL-001418-01,CUST-0021,PRD-047,2026-02-02,2026-02-03,3870,FedEx,1551,0,0,on_time,TMS
SHP-001419,SO-001419,SOL-001419-01,CUST-0103,PRD-075,2026-01-12,2026-01-10,13043,Kerry,3583,1,2,production_delay,TMS
SHP-001420,SO-001420,SOL-001420-01,CUST-0077,PRD-055,2025-11-11,2025-11-10,1980,DHL,7757,1,1,quality_hold,TMS
SHP-001421,SO-001421,SOL-001421-01,CUST-0063,PRD-046,2025-11-08,2025-11-10,1150,LocalTruck,1888,0,0,on_time,TMS
SHP-001422,SO-001422,SOL-001422-01,CUST-0118,PRD-077,2025-12-05,2025-12-03,2488,OceanForwarder,1538,1,2,logistics,TMS
SHP-001423,SO-001423,SOL-001423-01,CUST-0084,PRD-038,2025-10-28,2025-10-24,2575,OceanForwarder,7909,1,4,material_shortage,TMS
SHP-001424,SO-001424,SOL-001424-01,CUST-0096,PRD-029,2025-11-22,2025-11-16,4135,Kerry,2227,1,6,production_delay,TMS
SHP-001425,SO-001425,SOL-001425-01,CUST-0101,PRD-035,2025-09-21,2025-09-21,4303,FedEx,176,0,0,on_time,TMS
SHP-001426,SO-001426,SOL-001426-01,CUST-0054,PRD-075,2025-10-12,2025-10-13,13785,Kerry,1518,0,0,on_time,TMS
SHP-001427,SO-001427,SOL-001427-01,CUST-0002,PRD-006,2026-01-22,2026-01-11,1461,FedEx,5263,1,11,quality_hold,TMS
SHP-001428,SO-001428,SOL-001428-01,CUST-0009,PRD-042,2025-09-08,2025-09-05,2375,Kerry,678,1,3,production_delay,TMS
SHP-001429,SO-001429,SOL-001429-01,CUST-0044,PRD-078,2025-09-26,2025-09-20,1636,Kerry,4809,1,6,logistics,TMS
SHP-001430,SO-001430,SOL-001430-01,CUST-0037,PRD-073,2026-01-03,2025-12-27,1882,Kerry,856,1,7,material_shortage,TMS
SHP-001431,SO-001431,SOL-001431-01,CUST-0017,PRD-010,2026-02-21,2026-02-19,2810,FedEx,5032,1,2,quality_hold,TMS
SHP-001432,SO-001432,SOL-001432-01,CUST-0101,PRD-002,2025-12-09,2025-12-03,1317,Kerry,3730,1,6,quality_hold,TMS
SHP-001433,SO-001433,SOL-001433-01,CUST-0067,PRD-059,2025-11-17,2025-11-15,1735,DHL,8609,1,2,logistics,TMS
SHP-001434,SO-001434,SOL-001434-01,CUST-0112,PRD-064,2025-09-09,2025-09-04,6643,DHL,789,1,5,production_delay,TMS
SHP-001435,SO-001435,SOL-001435-01,CUST-0034,PRD-028,2025-12-26,2025-12-21,4086,FedEx,37,1,5,production_delay,TMS
SHP-001436,SO-001436,SOL-001436-01,CUST-0075,PRD-061,2026-05-14,2026-05-16,3721,DHL,1222,0,0,on_time,TMS
SHP-001437,SO-001437,SOL-001437-01,CUST-0095,PRD-001,2025-12-06,2025-11-30,4549,DHL,8651,1,6,logistics,TMS
SHP-001438,SO-001438,SOL-001438-01,CUST-0082,PRD-048,2025-10-12,2025-10-10,3188,DHL,2068,1,2,production_delay,TMS
SHP-001439,SO-001439,SOL-001439-01,CUST-0013,PRD-064,2026-06-25,2026-06-28,1553,Kerry,7696,0,0,on_time,TMS
SHP-001440,SO-001440,SOL-001440-01,CUST-0007,PRD-062,2026-05-26,2026-05-19,6343,OceanForwarder,8515,1,7,logistics,TMS
SHP-001441,SO-001441,SOL-001441-01,CUST-0033,PRD-001,2025-11-13,2025-11-09,3474,FedEx,4132,1,4,production_delay,TMS
SHP-001442,SO-001442,SOL-001442-01,CUST-0051,PRD-075,2026-05-04,2026-04-29,3335,OceanForwarder,4117,1,5,production_delay,TMS
SHP-001443,SO-001443,SOL-001443-01,CUST-0072,PRD-027,2025-12-23,2025-12-18,3458,DHL,5591,1,5,production_delay,TMS
SHP-001444,SO-001444,SOL-001444-01,CUST-0100,PRD-006,2026-03-03,2026-03-04,4332,Kerry,7484,0,0,on_time,TMS
SHP-001445,SO-001445,SOL-001445-01,CUST-0008,PRD-046,2025-11-10,2025-11-05,1313,DHL,2254,1,5,logistics,TMS
SHP-001446,SO-001446,SOL-001446-01,CUST-0066,PRD-016,2026-03-28,2026-03-23,734,DHL,4983,1,5,production_delay,TMS
SHP-001447,SO-001447,SOL-001447-01,CUST-0100,PRD-029,2026-07-04,2026-07-02,11434,Kerry,6477,1,2,logistics,TMS
SHP-001448,SO-001448,SOL-001448-01,CUST-0023,PRD-071,2025-11-03,2025-10-24,1005,DHL,503,1,10,production_delay,TMS
SHP-001449,SO-001449,SOL-001449-01,CUST-0027,PRD-039,2026-06-23,2026-06-20,12777,Kerry,524,1,3,production_delay,TMS
SHP-001450,SO-001450,SOL-001450-01,CUST-0076,PRD-006,2025-10-23,2025-10-17,1625,LocalTruck,5306,1,6,logistics,TMS
SHP-001451,SO-001451,SOL-001451-01,CUST-0013,PRD-001,2026-04-19,2026-04-10,2193,OceanForwarder,8393,1,9,logistics,TMS
SHP-001452,SO-001452,SOL-001452-01,CUST-0042,PRD-011,2026-04-16,2026-04-10,5329,FedEx,4794,1,6,production_delay,TMS
SHP-001453,SO-001453,SOL-001453-01,CUST-0067,PRD-043,2025-12-31,2025-12-26,1773,Kerry,907,1,5,production_delay,TMS
SHP-001454,SO-001454,SOL-001454-01,CUST-0109,PRD-051,2025-09-16,2025-09-17,1967,DHL,200,0,0,on_time,TMS
SHP-001455,SO-001455,SOL-001455-01,CUST-0068,PRD-066,2026-02-26,2026-02-25,4737,FedEx,8483,1,1,material_shortage,TMS
SHP-001456,SO-001456,SOL-001456-01,CUST-0028,PRD-060,2026-04-09,2026-04-05,2426,OceanForwarder,1098,1,4,logistics,TMS
SHP-001457,SO-001457,SOL-001457-01,CUST-0057,PRD-063,2026-07-23,2026-07-18,2682,OceanForwarder,2078,1,5,production_delay,TMS
SHP-001458,SO-001458,SOL-001458-01,CUST-0024,PRD-056,2026-07-09,2026-07-08,1665,DHL,3856,1,1,quality_hold,TMS
SHP-001459,SO-001459,SOL-001459-01,CUST-0056,PRD-009,2025-12-29,2025-12-29,4111,FedEx,5360,0,0,on_time,TMS
SHP-001460,SO-001460,SOL-001460-01,CUST-0062,PRD-079,2026-01-30,2026-01-25,3644,LocalTruck,241,1,5,quality_hold,TMS
SHP-001461,SO-001461,SOL-001461-01,CUST-0110,PRD-044,2026-04-19,2026-04-14,2084,OceanForwarder,7627,1,5,logistics,TMS
SHP-001462,SO-001462,SOL-001462-01,CUST-0081,PRD-046,2025-10-06,2025-10-01,2314,LocalTruck,5762,1,5,material_shortage,TMS
SHP-001463,SO-001463,SOL-001463-01,CUST-0096,PRD-023,2026-05-14,2026-05-09,4365,DHL,4887,1,5,material_shortage,TMS
SHP-001464,SO-001464,SOL-001464-01,CUST-0104,PRD-036,2026-03-18,2026-03-17,2881,Kerry,4987,1,1,production_delay,TMS
SHP-001465,SO-001465,SOL-001465-01,CUST-0031,PRD-075,2026-05-02,2026-05-01,4143,LocalTruck,1861,1,1,logistics,TMS
SHP-001466,SO-001466,SOL-001466-01,CUST-0069,PRD-014,2025-09-23,2025-09-18,8427,OceanForwarder,6830,1,5,quality_hold,TMS
SHP-001467,SO-001467,SOL-001467-01,CUST-0099,PRD-018,2025-09-15,2025-09-08,3339,OceanForwarder,459,1,7,material_shortage,TMS
SHP-001468,SO-001468,SOL-001468-01,CUST-0071,PRD-003,2025-12-16,2025-12-10,1562,LocalTruck,7127,1,6,quality_hold,TMS
SHP-001469,SO-001469,SOL-001469-01,CUST-0006,PRD-045,2025-09-08,2025-09-10,13548,OceanForwarder,5422,0,0,on_time,TMS
SHP-001470,SO-001470,SOL-001470-01,CUST-0077,PRD-025,2026-06-15,2026-06-13,3590,DHL,1011,1,2,production_delay,TMS
SHP-001471,SO-001471,SOL-001471-01,CUST-0084,PRD-054,2026-04-09,2026-04-09,2913,FedEx,5924,0,0,on_time,TMS
SHP-001472,SO-001472,SOL-001472-01,CUST-0068,PRD-010,2025-08-30,2025-08-26,3947,FedEx,6596,1,4,production_delay,TMS
SHP-001474,SO-001474,SOL-001474-01,CUST-0089,PRD-078,2025-10-25,2025-10-18,3257,DHL,856,1,7,logistics,TMS
SHP-001475,SO-001475,SOL-001475-01,CUST-0093,PRD-015,2026-05-25,2026-05-17,5053,FedEx,5888,1,8,material_shortage,TMS
SHP-001476,SO-001476,SOL-001476-01,CUST-0050,PRD-036,2025-09-04,2025-09-01,4926,Kerry,7651,1,3,material_shortage,TMS
SHP-001477,SO-001477,SOL-001477-01,CUST-0028,PRD-032,2026-02-26,2026-02-28,996,Kerry,224,0,0,on_time,TMS
SHP-001478,SO-001478,SOL-001478-01,CUST-0101,PRD-061,2026-01-02,2026-01-01,6023,FedEx,2947,1,1,quality_hold,TMS
SHP-001479,SO-001479,SOL-001479-01,CUST-0089,PRD-069,2026-03-09,2026-03-06,6193,LocalTruck,3025,1,3,logistics,TMS
SHP-001480,SO-001480,SOL-001480-01,CUST-0017,PRD-045,2026-01-12,2026-01-09,3458,Kerry,1051,1,3,production_delay,TMS
SHP-001481,SO-001481,SOL-001481-01,CUST-0063,PRD-016,2026-03-19,2026-03-16,4990,OceanForwarder,8003,1,3,production_delay,TMS
SHP-001482,SO-001482,SOL-001482-01,CUST-0081,PRD-063,2026-05-03,2026-04-25,1294,OceanForwarder,2288,1,8,material_shortage,TMS
SHP-001483,SO-001483,SOL-001483-01,CUST-0062,PRD-007,2026-06-30,2026-06-25,3484,Kerry,5261,1,5,material_shortage,TMS
SHP-001484,SO-001484,SOL-001484-01,CUST-0004,PRD-040,2025-09-21,2025-09-20,2303,OceanForwarder,2432,1,1,material_shortage,TMS
SHP-001485,SO-001485,SOL-001485-01,CUST-0090,PRD-010,2026-02-06,2026-02-02,2709,Kerry,490,1,4,logistics,TMS
SHP-001486,SO-001486,SOL-001486-01,CUST-0055,PRD-057,2026-05-04,2026-04-28,1910,FedEx,8797,1,6,production_delay,TMS
SHP-001487,SO-001487,SOL-001487-01,CUST-0028,PRD-044,2026-03-16,2026-03-15,8557,DHL,4611,1,1,quality_hold,TMS
SHP-001488,SO-001488,SOL-001488-01,CUST-0051,PRD-055,2026-04-09,2026-04-07,4292,FedEx,5916,1,2,logistics,TMS
SHP-001489,SO-001489,SOL-001489-01,CUST-0049,PRD-038,2026-01-03,2025-12-31,3113,Kerry,945,1,3,production_delay,TMS
SHP-001490,SO-001490,SOL-001490-01,CUST-0092,PRD-041,2025-08-21,2025-08-12,7277,LocalTruck,569,1,9,production_delay,TMS
SHP-001491,SO-001491,SOL-001491-01,CUST-0039,PRD-080,2025-11-12,2025-11-07,5926,DHL,5344,1,5,production_delay,TMS
SHP-001492,SO-001492,SOL-001492-01,CUST-0049,PRD-067,2025-10-08,2025-10-07,2640,FedEx,5202,1,1,quality_hold,TMS
SHP-001493,SO-001493,SOL-001493-01,CUST-0071,PRD-023,2026-06-17,2026-06-13,5106,Kerry,3391,1,4,production_delay,TMS
SHP-001494,SO-001494,SOL-001494-01,CUST-0005,PRD-018,2025-12-29,2025-12-27,2690,LocalTruck,3563,1,2,production_delay,TMS
SHP-001496,SO-001496,SOL-001496-01,CUST-0048,PRD-042,2026-07-20,2026-07-14,3129,DHL,8384,1,6,production_delay,TMS
SHP-001497,SO-001497,SOL-001497-01,CUST-0070,PRD-076,2026-06-17,2026-06-18,1666,LocalTruck,264,0,0,on_time,TMS
SHP-001498,SO-001498,SOL-001498-01,CUST-0003,PRD-020,2025-12-04,2025-11-29,1209,DHL,6561,1,5,quality_hold,TMS
SHP-001499,SO-001499,SOL-001499-01,CUST-0038,PRD-026,2025-12-21,2025-12-14,4229,DHL,7889,1,7,quality_hold,TMS
SHP-001500,SO-001500,SOL-001500-01,CUST-0101,PRD-063,2025-11-16,2025-11-14,6919,FedEx,5643,1,2,production_delay,TMS
SHP-001501,SO-001501,SOL-001501-01,CUST-0046,PRD-014,2025-12-24,2025-12-17,2967,FedEx,6883,1,7,production_delay,TMS
SHP-001502,SO-001502,SOL-001502-01,CUST-0044,PRD-059,2026-04-13,2026-04-09,11630,Kerry,820,1,4,production_delay,TMS
SHP-001503,SO-001503,SOL-001503-01,CUST-0030,PRD-072,2026-05-16,2026-05-16,918,DHL,1082,0,0,on_time,TMS
SHP-001504,SO-001504,SOL-001504-01,CUST-0020,PRD-050,2026-05-21,2026-05-14,3943,OceanForwarder,489,1,7,logistics,TMS
SHP-001506,SO-001506,SOL-001506-01,CUST-0104,PRD-033,2025-10-06,2025-10-06,7031,OceanForwarder,5384,0,0,on_time,TMS
SHP-001507,SO-001507,SOL-001507-01,CUST-0032,PRD-064,2025-10-15,2025-10-13,6112,Kerry,5383,1,2,logistics,TMS
SHP-001508,SO-001508,SOL-001508-01,CUST-0118,PRD-015,2025-09-16,2025-09-10,3620,DHL,5377,1,6,logistics,TMS
SHP-001509,SO-001509,SOL-001509-01,CUST-0062,PRD-048,2025-12-12,2025-12-13,2921,LocalTruck,7430,0,0,on_time,TMS
SHP-001510,SO-001510,SOL-001510-01,CUST-0045,PRD-066,2026-05-12,2026-05-01,2967,LocalTruck,3303,1,11,production_delay,TMS
SHP-001511,SO-001511,SOL-001511-01,CUST-0060,PRD-079,2025-12-20,2025-12-20,8142,FedEx,5671,0,0,on_time,TMS
SHP-001512,SO-001512,SOL-001512-01,CUST-0007,PRD-044,2026-06-04,2026-06-01,5821,FedEx,6082,1,3,production_delay,TMS
SHP-001513,SO-001513,SOL-001513-01,CUST-0048,PRD-061,2026-02-28,2026-02-26,1107,FedEx,5624,1,2,logistics,TMS
SHP-001514,SO-001514,SOL-001514-01,CUST-0058,PRD-028,2026-05-11,2026-05-10,1253,Kerry,2179,1,1,quality_hold,TMS
SHP-001515,SO-001515,SOL-001515-01,CUST-0082,PRD-005,2025-10-01,2025-09-22,2993,DHL,5031,1,9,logistics,TMS
SHP-001516,SO-001516,SOL-001516-01,CUST-0026,PRD-036,2026-06-06,2026-05-24,3296,FedEx,4893,1,13,production_delay,TMS
SHP-001517,SO-001517,SOL-001517-01,CUST-0042,PRD-012,2026-02-17,2026-02-13,2741,Kerry,790,1,4,production_delay,TMS
SHP-001518,SO-001518,SOL-001518-01,CUST-0086,PRD-012,2026-03-21,2026-03-16,2400,FedEx,4170,1,5,logistics,TMS
SHP-001519,SO-001519,SOL-001519-01,CUST-0031,PRD-032,2025-12-07,2025-11-29,1221,OceanForwarder,965,1,8,production_delay,TMS
SHP-001520,SO-001520,SOL-001520-01,CUST-0025,PRD-064,2026-02-07,2026-02-05,2263,OceanForwarder,2816,1,2,production_delay,TMS
SHP-001521,SO-001521,SOL-001521-01,CUST-0088,PRD-056,2026-06-12,2026-06-05,2996,OceanForwarder,8533,1,7,production_delay,TMS
SHP-001522,SO-001522,SOL-001522-01,CUST-0051,PRD-005,2025-12-05,2025-11-30,5032,OceanForwarder,6045,1,5,quality_hold,TMS
SHP-001523,SO-001523,SOL-001523-01,CUST-0099,PRD-021,2025-10-27,2025-10-25,9012,FedEx,7222,1,2,quality_hold,TMS
SHP-001524,SO-001524,SOL-001524-01,CUST-0113,PRD-060,2025-12-20,2025-12-19,1158,OceanForwarder,2684,1,1,production_delay,TMS
SHP-001525,SO-001525,SOL-001525-01,CUST-0057,PRD-041,2026-01-01,2025-12-31,2638,Kerry,1224,1,1,production_delay,TMS
SHP-001526,SO-001526,SOL-001526-01,CUST-0063,PRD-060,2026-07-23,2026-07-20,2636,FedEx,2684,1,3,production_delay,TMS
SHP-001527,SO-001527,SOL-001527-01,CUST-0089,PRD-046,2025-09-28,2025-09-22,11456,DHL,1898,1,6,logistics,TMS
SHP-001528,SO-001528,SOL-001528-01,CUST-0120,PRD-040,2026-01-21,2026-01-17,2911,LocalTruck,8261,1,4,logistics,TMS
SHP-001529,SO-001529,SOL-001529-01,CUST-0084,PRD-049,2026-02-09,2026-02-04,1078,DHL,5252,1,5,quality_hold,TMS
SHP-001530,SO-001530,SOL-001530-01,CUST-0102,PRD-046,2026-05-07,2026-05-07,3446,OceanForwarder,1404,0,0,on_time,TMS
