run_id,work_order_id,plant_id,line_id,machine_id,product_id,feature_date,setup_minutes,speed_ratio,operator_experience_years,operator_fairness_group,product_complexity_score,supplier_quality_score,avg_temperature_24h,max_vibration_24h,line_utilization_rate,previous_defect_rate_7d,defect_rate,high_defect_risk,dominant_defect_code,split,monitoring_window
RUN-007271,WO-003636,P03,L05,MCH-027,PRD-071,2026-08-26,31.05,0.9013,11.2,G1_senior,7.15,84.04,52.845,2.771,0.942,0.0112,0.035,0,DIMENSION,train,current_drifted
RUN-009783,WO-004892,P02,L04,MCH-021,PRD-048,2026-08-08,26.38,1.3175,1.0,G3_junior,4.65,91.56,50.111,3.042,0.822,0.0862,0.0375,0,MISSING_PART,test,current_drifted
RUN-008295,WO-004148,P02,L03,MCH-017,PRD-053,2026-09-10,17.95,1.2248,2.3,G3_junior,7.1,85.76,54.378,3.21,0.74,0.04,0.05,0,MISSING_PART,validation,current_drifted
RUN-007810,WO-003905,P01,L02,MCH-012,PRD-020,2026-08-02,35.72,0.9994,1.3,G3_junior,9.38,82.85,73.372,8.366,0.859,0.088,0.09,1,DIMENSION,validation,current_drifted
RUN-007960,WO-003980,P02,L04,MCH-024,PRD-037,2026-08-23,20.62,1.074,15.7,G1_senior,4.87,85.94,48.36,2.898,1.085,0,0.008,0,DIMENSION,validation,current_drifted
RUN-003946,WO-001973,P03,L06,MCH-035,PRD-058,2026-08-14,32.5,1.1833,7.1,G2_mid,9.79,70.62,53.148,3.027,1.039,0.1544,0.13,1,SURFACE_DENT,train,current_drifted
RUN-004058,WO-002029,P03,L06,MCH-033,PRD-073,2026-09-04,21.31,1.103,0,G0_unknown,4.78,86.54,55.386,3.505,0.842,0.0376,0.03,0,SURFACE_DENT,train,current_drifted
RUN-005105,WO-002553,P01,L02,MCH-007,PRD-029,2026-08-27,24.35,1.1726,11.8,G1_senior,7.79,83.72,48.838,3.16,1.01,0.0136,0.03,0,NONE,train,current_drifted
RUN-002552,WO-001276,P01,L01,MCH-002,PRD-027,2026-08-30,13.19,1.0448,0,G0_unknown,7.67,84.17,54.317,3.3,0.924,0.1001,0.06,1,DIMENSION,train,current_drifted
RUN-002997,WO-001499,P02,L04,MCH-023,PRD-046,2026-08-20,29.01,1.1802,0.5,G3_junior,4.97,70.74,51.406,2.885,0.889,0.0928,0.05,1,SCRATCH,train,current_drifted
RUN-001962,WO-000981,P01,L01,MCH-004,PRD-051,2026-08-06,20.62,0.9917,0.2,G3_junior,8.27,90.76,53.443,3.217,1.009,0.0912,0.06,1,SCRATCH,train,current_drifted
RUN-009168,WO-004584,P03,L06,MCH-033,PRD-067,2026-08-12,23.61,0.9867,0.6,G3_junior,4.79,69.69,51.784,3.529,1.096,0.0881,0.08,1,SOLDER_VOID,test,current_drifted
RUN-008378,WO-004189,P03,L05,MCH-030,PRD-050,2026-08-04,30.89,0.9269,4.8,G2_mid,5.62,85.88,54.296,3.304,1.054,0.0223,0.02,0,SURFACE_DENT,validation,current_drifted
RUN-008737,WO-004369,P03,L06,MCH-033,PRD-013,2026-09-13,31.67,0.939,1.0,G3_junior,5.06,95.1,56.38,3.573,0.649,0.0611,0.0375,0,MISSING_PART,validation,current_drifted
RUN-000556,WO-000278,P01,L01,MCH-003,PRD-008,2026-08-05,21.79,1.0918,4.7,G2_mid,3.56,80.51,52.617,3.353,0.646,0,0.01,0,NONE,train,current_drifted
RUN-002171,WO-001086,P03,L06,MCH-034,PRD-038,2026-08-31,25.1,1.0598,6.5,G2_mid,3.24,85.44,49.011,2.896,0.945,0.053,0.024,0,DIMENSION,train,current_drifted
RUN-002401,WO-001201,P01,L02,MCH-009,PRD-039,2026-08-11,26.24,0.9913,5.7,G2_mid,6.01,92.94,52.838,3.66,1.018,0.0224,0.02,0,SCRATCH,train,current_drifted
RUN-002520,WO-001260,P01,L01,MCH-001,PRD-025,2026-09-05,21.62,0.9492,8.9,G1_senior,4.38,84.82,56.329,3.435,1.002,0.1006,0.03,0,DIMENSION,train,current_drifted
RUN-001696,WO-000848,P03,L06,MCH-032,PRD-024,2026-08-14,23.4,1.0437,3.4,G2_mid,8.66,82.71,55.948,3.105,0.692,0.0977,0.0875,1,SOLDER_VOID,train,current_drifted
RUN-009776,WO-004888,P02,L03,MCH-016,PRD-012,2026-09-08,18.97,1.1718,2.6,G3_junior,3.3,87.96,52.699,3.274,0.638,0,0.02,0,SCRATCH,test,current_drifted
RUN-005727,WO-002864,P03,L06,MCH-034,PRD-061,2026-08-21,32.77,1.1823,7.2,G2_mid,5.76,74.21,50.426,2.946,1.032,0.0535,0.048,0,SURFACE_DENT,train,current_drifted
RUN-003125,WO-001563,P02,L03,MCH-013,PRD-023,2026-09-10,18.3,1.2399,1.3,G3_junior,5.77,81.5,46.451,5.452,0.82,0,0.032,0,SURFACE_DENT,train,current_drifted
RUN-003910,WO-001955,P03,L06,MCH-035,PRD-071,2026-08-23,21.12,1.1154,2.9,G3_junior,6.72,83.02,52.499,2.708,0.805,0.0475,0.05,0,SOLDER_VOID,train,current_drifted
RUN-011227,WO-005614,P03,L06,MCH-031,PRD-037,2026-08-06,35.06,0.9689,0.8,G3_junior,4.4,82.55,50.842,3.527,0.654,0.0181,0.02,0,SURFACE_DENT,test,current_drifted
RUN-008556,WO-004278,P03,L05,MCH-030,PRD-033,2026-08-21,23.41,0.8574,2.6,G3_junior,5.05,83.82,51.061,3.62,0.941,0.0656,0.03,0,CONTAMINATION,validation,current_drifted
RUN-003340,WO-001670,P01,L02,MCH-012,PRD-037,2026-09-05,18.78,1.0786,2.1,G3_junior,4.47,85.43,53.136,5.779,1.055,0.0314,0.02,0,SCRATCH,train,current_drifted
RUN-004102,WO-002051,P01,L01,MCH-002,PRD-034,2026-08-12,30.4,0.9558,2.1,G3_junior,2.75,91.98,54.719,3.422,0.676,0.0093,0.01,0,SURFACE_DENT,train,current_drifted
RUN-001777,WO-000889,P01,L02,MCH-009,PRD-007,2026-09-03,22.26,1.0492,0,G0_unknown,5.43,87.54,68.907,6.72,1.004,0.0472,0.04,0,DIMENSION,train,current_drifted
RUN-006055,WO-003028,P02,L03,MCH-014,PRD-015,2026-08-07,31.41,1.0832,2.3,G3_junior,10.16,89.84,53.814,3.167,0.839,0.0339,0.08,1,DIMENSION,train,current_drifted
RUN-006759,WO-003380,P03,L05,MCH-029,PRD-063,2026-08-29,15.87,1.2187,12.8,G1_senior,6.37,82.55,54.967,3.352,0.64,0.0378,0.02,0,SOLDER_VOID,train,current_drifted
RUN-004974,WO-002487,P01,L01,MCH-004,PRD-059,2026-08-28,15.54,1.2517,3.1,G2_mid,6.77,84.87,50.675,3.183,0.745,0.0518,0.04,0,SCRATCH,train,current_drifted
RUN-000755,WO-000378,P02,L04,MCH-022,PRD-010,2026-08-24,35.47,1.1669,15.7,G1_senior,8.37,95.0,49.869,3.156,0.895,0.0362,0.02,0,CONTAMINATION,train,current_drifted
RUN-010922,WO-005461,P01,L01,MCH-001,PRD-077,2026-08-14,19.52,0.8851,2.9,G3_junior,2.64,93.33,54.944,3.685,0.695,0.013,0.02,0,CONTAMINATION,test,current_drifted
RUN-008591,WO-004296,P03,L05,MCH-025,PRD-080,2026-08-30,25.93,1.0523,3.2,G2_mid,6.8,80.76,52.99,3.085,0.691,0,0.03,0,SURFACE_DENT,validation,current_drifted
RUN-003565,WO-001783,P02,L04,MCH-022,PRD-052,2026-09-06,37.87,1.1625,1.4,G3_junior,7.57,82.45,52.373,2.967,0.842,0.0872,0.085,1,DIMENSION,train,current_drifted
RUN-008186,WO-004093,P03,L06,MCH-034,PRD-054,2026-08-04,23.75,1.1719,7.6,G2_mid,7.2,70.18,45.864,2.762,0.925,0.0875,0.104,1,SURFACE_DENT,validation,current_drifted
RUN-002605,WO-001303,P02,L04,MCH-024,PRD-013,2026-08-13,29.23,0.9607,0.2,G3_junior,6.17,94.39,55.563,2.814,0.922,0.0639,0.0125,0,NONE,train,current_drifted
RUN-007265,WO-003633,P02,L04,MCH-023,PRD-077,2026-08-28,9.36,0.9343,7.6,G2_mid,1.74,91.01,54.778,3.138,0.653,0.0099,0.024,0,CONTAMINATION,train,current_drifted
RUN-004359,WO-002180,P02,L03,MCH-018,PRD-045,2026-08-18,23.72,1.2875,11.8,G1_senior,3.67,92.15,53.085,3.14,0.899,0.0313,0.01,0,SURFACE_DENT,train,current_drifted
RUN-002368,WO-001184,P01,L02,MCH-007,PRD-022,2026-08-23,22.68,1.2619,1.0,G3_junior,5.03,80.54,55.858,3.485,0.967,0.0311,0.025,0,SCRATCH,train,current_drifted
RUN-000901,WO-000451,P02,L04,MCH-023,PRD-024,2026-08-30,11.95,0.9438,2.2,G3_junior,9.08,80.37,50.128,2.919,1.058,0.0647,0.056,1,SURFACE_DENT,train,current_drifted
RUN-000293,WO-000147,P03,L06,MCH-036,PRD-035,2026-09-10,20.35,1.1722,2.1,G3_junior,5.06,81.67,50.379,3.213,0.956,0.0037,0.025,0,SOLDER_VOID,train,current_drifted
RUN-003245,WO-001623,P02,L04,MCH-024,PRD-021,2026-08-19,29.35,1.0778,2.0,G3_junior,3.84,90.99,50.639,3.17,0.717,0.0293,0.02,0,DIMENSION,train,current_drifted
RUN-001552,WO-000776,P01,L02,MCH-007,PRD-029,2026-08-21,23.2,1.0912,1.0,G3_junior,7.49,81.85,51.921,3.47,0.88,0.0398,0.055,1,SURFACE_DENT,train,current_drifted
RUN-010823,WO-005412,P02,L03,MCH-014,PRD-003,2026-08-25,25.32,1.3329,2.2,G3_junior,5.07,90.1,52.86,3.267,0.775,0.0219,0.02,0,CONTAMINATION,test,current_drifted
RUN-002865,WO-001433,P03,L05,MCH-025,PRD-033,2026-08-21,13.75,0.9932,0.7,G3_junior,5.63,84.8,55.165,3.535,0.811,0.0734,0.04,0,SURFACE_DENT,train,current_drifted
RUN-004917,WO-002459,P02,L04,MCH-021,PRD-046,2026-08-02,32.89,1.0884,11.2,G1_senior,5.13,70.54,50.97,2.574,0.697,0.0616,0.04,0,SCRATCH,train,current_drifted
RUN-000301,WO-000151,P01,L01,MCH-003,PRD-066,2026-09-06,32.05,0.8953,3.3,G2_mid,8.06,83.13,52.4,3.219,0.945,0.062,0.08,1,SCRATCH,train,current_drifted
RUN-009053,WO-004527,P02,L03,MCH-014,PRD-003,2026-08-19,34.68,1.1425,1.8,G3_junior,5.32,94.96,48.826,2.926,1.098,0,0.01,0,CONTAMINATION,validation,current_drifted
RUN-001329,WO-000665,P01,L01,MCH-005,PRD-020,2026-08-14,25.05,0.954,1.0,G3_junior,8.16,81.9,49.239,2.538,0.688,0.036,0.06,1,SOLDER_VOID,train,current_drifted
RUN-004893,WO-002447,P03,L05,MCH-026,PRD-008,2026-08-08,12.98,1.1384,0.4,G3_junior,4.82,79.71,49.144,3.374,1.035,0.0522,0.05,0,SOLDER_VOID,train,current_drifted
RUN-001671,WO-000836,P01,L02,MCH-011,PRD-001,2026-08-02,23.9,1.1252,15.7,G1_senior,9.59,87.02,53.703,2.969,0.9,0.0326,0.04,0,SCRATCH,train,current_drifted
RUN-006093,WO-003047,P02,L04,MCH-021,PRD-002,2026-08-28,20.91,1.2503,0,G0_unknown,6.6,86.7,52.339,3.143,0.637,0.0619,0.06,1,DIMENSION,train,current_drifted
RUN-004157,WO-002079,P03,L05,MCH-025,PRD-033,2026-09-09,35.71,0.9686,2.2,G3_junior,6.25,86.12,54.592,3.314,0.737,0.0171,0.035,0,SURFACE_DENT,train,current_drifted
RUN-010910,WO-005455,P03,L05,MCH-030,PRD-043,2026-08-10,21.5,1.1357,3.0,G3_junior,4.72,81.17,52.707,3.204,0.924,0.0226,0.0,0,NONE,test,current_drifted
RUN-004751,WO-002376,P03,L06,MCH-033,PRD-043,2026-08-28,29.84,0.9623,11.8,G1_senior,4.95,79.4,51.956,3.16,0.819,0.0457,0.015,0,SCRATCH,train,current_drifted
RUN-005161,WO-002581,P01,L01,MCH-004,PRD-066,2026-08-03,31.48,1.0355,0.7,G3_junior,7.61,83.49,51.74,3.074,0.824,0.0522,0.112,1,CONTAMINATION,train,current_drifted
RUN-001374,WO-000687,P02,L03,MCH-013,PRD-057,2026-08-12,18.74,1.1422,0.8,G3_junior,5.8,87.79,44.411,3.084,1.034,0.0893,0.056,1,MISSING_PART,train,current_drifted
RUN-001753,WO-000877,P02,L04,MCH-019,PRD-039,2026-08-21,19.82,1.2292,2.9,G3_junior,6.95,94.21,52.489,3.142,0.761,0.004,0.01,0,SURFACE_DENT,train,current_drifted
RUN-002391,WO-001196,P03,L06,MCH-034,PRD-010,2026-09-12,25.02,1.2352,15.7,G1_senior,7.03,94.69,48.781,2.782,0.774,0.0152,0.016,0,DIMENSION,train,current_drifted
RUN-002585,WO-001293,P03,L06,MCH-035,PRD-034,2026-08-12,19.91,1.0224,2.3,G3_junior,4.12,93.13,52.334,3.302,0.65,0,0.0,0,NONE,train,current_drifted
RUN-006501,WO-003251,P03,L05,MCH-030,PRD-021,2026-08-09,26.04,0.9157,11.2,G1_senior,3.19,93.86,58.095,3.465,0.834,0.0072,0.0,0,NONE,train,current_drifted
RUN-004133,WO-002067,P01,L01,MCH-002,PRD-050,2026-09-14,22.35,1.0586,7.2,G2_mid,6.87,86.33,54.337,2.946,0.878,0.0211,0.03,0,SURFACE_DENT,train,current_drifted
RUN-006565,WO-003283,P02,L03,MCH-017,PRD-015,2026-08-28,33.64,1.089,1.0,G3_junior,8.92,88.57,48.82,3.615,0.7,0.0924,0.065,1,DIMENSION,train,current_drifted
RUN-010552,WO-005276,P03,L06,MCH-034,PRD-061,2026-09-06,23.56,1.0346,11.2,G1_senior,5.09,73.16,48.078,2.719,0.974,0,0.05,0,CONTAMINATION,test,current_drifted
RUN-010197,WO-005099,P02,L03,MCH-014,PRD-048,2026-09-01,25.93,1.0364,1.7,G3_junior,5.06,92.79,52.337,3.303,0.851,0.0353,0.03,0,DIMENSION,test,current_drifted
RUN-010718,WO-005359,P02,L03,MCH-014,PRD-063,2026-08-27,15.04,1.2379,2.1,G3_junior,5.91,79.92,52.809,3.357,0.803,0.0283,0.06,1,NONE,test,current_drifted
RUN-007946,WO-003973,P03,L06,MCH-032,PRD-006,2026-08-15,23.41,1.0603,7.6,G2_mid,7.85,91.3,52.702,3.015,0.826,0.0747,0.048,0,DIMENSION,validation,current_drifted
RUN-000568,WO-000284,P02,L03,MCH-018,PRD-037,2026-09-10,31.71,1.1088,0.5,G3_junior,5.52,82.11,54.301,3.104,0.83,0.0412,0.056,1,DIMENSION,train,current_drifted
RUN-006040,WO-003020,P01,L01,MCH-002,PRD-025,2026-08-27,25.95,1.0437,2.8,G3_junior,4.65,83.7,51.436,3.258,0.904,0,0.0375,0,SURFACE_DENT,train,current_drifted
RUN-000259,WO-000130,P01,L02,MCH-008,PRD-012,2026-09-01,22.99,1.132,1.0,G3_junior,2.29,89.31,46.69,2.634,0.996,0,0.03,0,SOLDER_VOID,train,current_drifted
RUN-001909,WO-000955,P02,L04,MCH-024,PRD-079,2026-09-10,19.09,1.0585,0.4,G3_junior,4.36,69.16,50.758,2.759,1.043,0.04,0.045,0,SURFACE_DENT,train,current_drifted
RUN-010450,WO-005225,P01,L01,MCH-001,PRD-066,2026-08-15,24.91,0.9637,18,G1_senior,8.64,83.92,54.238,9.347,0.94,0.0392,0.04,0,SURFACE_DENT,test,current_drifted
RUN-000433,WO-000217,P03,L05,MCH-025,PRD-007,2026-08-11,29.28,1.0387,1.3,G3_junior,4.79,87.54,56.039,3.203,0.953,0.05,0.0125,0,DIMENSION,train,current_drifted
RUN-005834,WO-002917,P02,L03,MCH-017,PRD-057,2026-08-26,34.51,1.036,1.0,G3_junior,6.3,83.3,51.161,3.24,0.637,0.059,0.06,1,SCRATCH,train,current_drifted
RUN-006164,WO-003082,P02,L03,MCH-018,PRD-023,2026-08-24,32.76,0.9917,2.3,G3_junior,6.15,84.2,51.26,3.538,1.013,0.0285,0.04,0,MISSING_PART,train,current_drifted
RUN-002778,WO-001389,P01,L02,MCH-007,PRD-029,2026-08-15,32.42,1.2897,2.8,G3_junior,7.5,81.48,55.283,3.585,1.074,0.1403,0.08,1,NONE,train,current_drifted
RUN-010953,WO-005477,P01,L01,MCH-004,PRD-007,2026-08-24,19.44,1.1087,1.3,G3_junior,5.3,86.94,48.849,2.859,0.703,0,0.04,0,MISSING_PART,test,current_drifted
RUN-001673,WO-000837,P01,L02,MCH-010,PRD-001,2026-08-11,22.19,1.0891,3.3,G2_mid,8.55,89.06,51.683,3.544,0.844,0.1545,0.12,1,CONTAMINATION,train,current_drifted
RUN-008091,WO-004046,P03,L06,MCH-032,PRD-080,2026-08-21,18.78,1.0968,15.7,G1_senior,5.28,83.6,52.465,2.974,0.902,0.0042,0.0125,0,DIMENSION,validation,current_drifted
RUN-010243,WO-005122,P03,L05,MCH-029,PRD-020,2026-08-25,23.03,1.1223,0.7,G3_junior,7.8,80.06,50.969,3.708,0.872,0.1073,0.08,1,MISSING_PART,test,current_drifted
RUN-000319,WO-000160,P02,L04,MCH-023,PRD-040,2026-09-11,36.9,0.9859,11.2,G1_senior,9.67,79.39,49.417,3.088,1.031,0.0876,0.1,1,SCRATCH,train,current_drifted
RUN-000053,WO-000027,P03,L06,MCH-032,PRD-070,2026-09-01,27.41,1.2443,7.1,G2_mid,4.46,83.32,48.161,3.808,0.815,0.0505,0.03,0,SCRATCH,train,current_drifted
RUN-006278,WO-003139,P02,L03,MCH-017,PRD-019,2026-08-12,34.51,1.2088,8.2,G1_senior,8.31,70.17,53.269,3.032,1.035,0.1194,0.1,1,DIMENSION,train,current_drifted
RUN-000603,WO-000302,P02,L03,MCH-018,PRD-070,2026-09-03,15.11,1.0236,0.6,G3_junior,4.36,83.83,53.083,3.088,0.646,0.006,0.032,0,DIMENSION,train,current_drifted
RUN-007909,WO-003955,P03,L06,MCH-033,PRD-062,2026-09-05,19.82,1.1586,0.2,G3_junior,7.61,67.29,55.218,3.38,0.856,0.0994,0.1,1,DIMENSION,validation,current_drifted
RUN-001091,WO-000546,P03,L05,MCH-027,PRD-077,2026-09-09,18.36,0.875,3.1,G2_mid,1.8,95.99,51.742,2.974,0.801,0.013,0.01,0,SCRATCH,train,current_drifted
RUN-003682,WO-001841,P03,L06,MCH-034,PRD-051,2026-08-13,24.85,1.1089,0.2,G3_junior,7.0,93.57,55.981,4.926,0.856,0.0439,0.04,0,SOLDER_VOID,train,current_drifted
RUN-008027,WO-004014,P01,L02,MCH-009,PRD-035,2026-09-10,26.95,1.1411,0.2,G3_junior,4.4,83.77,52.665,3.522,0.751,0.0571,0.048,1,MISSING_PART,validation,current_drifted
RUN-005397,WO-002699,P03,L05,MCH-026,PRD-075,2026-08-25,21.24,0.9464,0.2,G3_junior,8.04,93.66,54.419,3.839,0.833,0.0527,0.06,1,SCRATCH,train,current_drifted
RUN-003484,WO-001742,P01,L02,MCH-007,PRD-051,2026-09-05,18.39,1.0345,1.0,G3_junior,7.6,94.38,53.973,3.384,0.914,0.0681,0.06,1,SOLDER_VOID,train,current_drifted
RUN-008094,WO-004047,P01,L01,MCH-001,PRD-074,2026-08-13,17.17,1.0638,14.6,G1_senior,7.93,92.33,51.861,3.582,0.63,0.0244,0.02,0,SOLDER_VOID,validation,current_drifted
RUN-005784,WO-002892,P01,L01,MCH-006,PRD-060,2026-08-07,24.51,1.2219,0,G0_unknown,6.9,79.52,50.624,3.071,0.755,0.0727,0.06,1,NONE,train,current_drifted
RUN-010385,WO-005193,P01,L02,MCH-011,PRD-060,2026-08-19,17.32,0.9109,2.8,G3_junior,8.16,83.17,54.149,2.838,0.822,0.0842,0.08,1,SCRATCH,test,current_drifted
RUN-010357,WO-005179,P02,L03,MCH-016,PRD-022,2026-08-25,9.3,1.0595,8.9,G1_senior,5.19,81.77,49.468,3.519,0.825,0.0552,0.02,0,SURFACE_DENT,test,current_drifted
RUN-007382,WO-003691,P02,L03,MCH-015,PRD-015,2026-09-03,35.92,1.0002,10.6,G1_senior,9.52,89.27,50.86,3.024,0.892,0.0692,0.055,1,SOLDER_VOID,train,current_drifted
RUN-000895,WO-000448,P02,L03,MCH-015,PRD-071,2026-08-06,34.34,1.0122,0.6,G3_junior,7.41,79.61,53.273,3.144,0.931,0.0719,0.04,0,SURFACE_DENT,train,current_drifted
RUN-005058,WO-002529,P02,L03,MCH-018,PRD-066,2026-09-02,31.04,0.9529,2.7,G3_junior,9.02,84.96,51.574,3.266,0.654,0.0563,0.08,1,DIMENSION,train,current_drifted
RUN-006430,WO-003215,P02,L03,MCH-013,PRD-042,2026-08-02,12.82,1.0854,2.8,G3_junior,2.69,85.02,46.292,3.453,0.805,0,0.01,0,DIMENSION,train,current_drifted
RUN-002684,WO-001342,P03,L05,MCH-025,PRD-064,2026-09-10,20.99,0.9312,7.2,G2_mid,5.36,85.82,55.555,3.455,0.912,0.0318,0.024,0,NONE,train,current_drifted
RUN-004443,WO-002222,P01,L02,MCH-010,PRD-011,2026-08-15,18.95,1.1179,0.5,G3_junior,1.68,66.62,48.405,3.084,0.676,0.0571,0.075,1,MISSING_PART,train,current_drifted
RUN-004813,WO-002407,P02,L04,MCH-021,PRD-041,2026-08-29,22.62,1.1841,0.6,G3_junior,7.51,83.21,50.558,2.603,0.773,0.0547,0.05,0,SOLDER_VOID,train,current_drifted
RUN-008958,WO-004479,P01,L01,MCH-005,PRD-046,2026-08-03,30.03,1.0102,2.1,G3_junior,6.2,67.28,49.318,3.496,0.92,0.0187,0.0875,1,CONTAMINATION,validation,current_drifted
RUN-002908,WO-001454,P03,L06,MCH-034,PRD-045,2026-09-09,24.98,1.0474,1.2,G3_junior,3.14,94.02,52.762,2.973,0.733,0.0206,0.02,0,MISSING_PART,train,current_drifted
RUN-004289,WO-002145,P02,L03,MCH-015,PRD-073,2026-08-19,24.46,1.2343,4.8,G2_mid,3.42,83.24,50.58,2.899,1.074,0.0257,0.0,0,NONE,train,current_drifted
RUN-004845,WO-002423,P02,L03,MCH-014,PRD-063,2026-09-08,30.0,1.2212,3.0,G3_junior,6.35,80.25,53.014,3.508,1.092,0.0619,0.0625,1,SURFACE_DENT,train,current_drifted
RUN-006751,WO-003376,P02,L04,MCH-019,PRD-006,2026-08-06,25.07,1.0883,8.2,G1_senior,8.6,89.18,52.853,3.548,1.02,0.0346,0.04,0,SCRATCH,train,current_drifted
RUN-008868,WO-004434,P02,L04,MCH-022,PRD-062,2026-08-07,27.74,1.1178,4.7,G2_mid,8.35,68.59,48.565,2.832,0.869,0.0725,0.09,1,CONTAMINATION,validation,current_drifted
RUN-007071,WO-003536,P03,L05,MCH-029,PRD-043,2026-09-13,28.21,1.1801,2.3,G3_junior,5.74,80.87,47.2,2.892,0.659,0.0585,0.025,0,SCRATCH,train,current_drifted
RUN-007762,WO-003881,P03,L06,MCH-036,PRD-010,2026-08-26,31.0,1.0261,1.0,G3_junior,7.16,94.87,47.542,3.046,1.042,0.0086,0.04,0,SURFACE_DENT,validation,current_drifted
RUN-010073,WO-005037,P03,L06,MCH-035,PRD-006,2026-08-22,26.1,1.113,0.8,G3_junior,8.6,91.09,51.26,2.869,1.047,0.0417,0.05,0,SOLDER_VOID,test,current_drifted
RUN-009241,WO-004621,P03,L06,MCH-031,PRD-064,2026-09-14,30.66,1.2048,3.1,G2_mid,5.66,86.62,73.412,8.226,0.735,0.0184,0.06,1,SCRATCH,test,current_drifted
RUN-009874,WO-004937,P01,L01,MCH-004,PRD-027,2026-08-11,26.1,1.0803,0.7,G3_junior,7.24,85.64,66.953,24.404,0.969,0.0839,0.06,1,MISSING_PART,test,current_drifted
RUN-007260,WO-003630,P02,L03,MCH-018,PRD-057,2026-08-25,27.38,1.1083,2.9,G3_junior,6.82,83.37,53.904,3.432,0.703,0.0002,0.0375,0,DIMENSION,train,current_drifted
RUN-010209,WO-005105,P03,L05,MCH-025,PRD-025,2026-09-01,25.86,1.2358,14.6,G1_senior,3.57,84.43,54.128,3.522,0.68,0.009,0.0,0,NONE,test,current_drifted
RUN-002645,WO-001323,P02,L04,MCH-023,PRD-046,2026-09-06,13.23,0.9916,11.5,G1_senior,5.25,69.96,47.764,3.495,0.868,0.0567,0.0625,1,SURFACE_DENT,train,current_drifted
RUN-003843,WO-001922,P01,L01,MCH-001,PRD-077,2026-09-14,25.14,1.2808,4.7,G2_mid,2.96,94.77,52.47,3.469,0.797,0.0143,0.01,0,DIMENSION,train,current_drifted
RUN-006174,WO-003087,P03,L05,MCH-025,PRD-054,2026-09-12,25.2,1.0611,1.7,G3_junior,7.2,70.59,53.861,3.132,0.837,0.1243,0.12,1,MISSING_PART,train,current_drifted
RUN-006506,WO-003253,P03,L05,MCH-025,PRD-079,2026-08-13,34.77,1.255,0.2,G3_junior,4.47,69.2,62.908,10.014,1.029,0.0544,0.08,1,DIMENSION,train,current_drifted
RUN-000706,WO-000353,P02,L04,MCH-021,PRD-067,2026-09-12,25.09,0.9181,0.2,G3_junior,5.7,66.65,48.684,2.718,0.96,0.0637,0.08,1,DIMENSION,train,current_drifted
RUN-000282,WO-000141,P02,L03,MCH-013,PRD-045,2026-09-12,5.54,0.9458,1.0,G3_junior,3.19,92.3,48.384,3.25,0.72,0.0116,0.0125,0,SURFACE_DENT,train,current_drifted
RUN-000041,WO-000021,P02,L03,MCH-014,PRD-040,2026-08-16,25.11,1.1542,2.7,G3_junior,9.88,82.63,51.309,3.446,0.95,0.1615,0.12,1,CONTAMINATION,train,current_drifted
RUN-001138,WO-000569,P03,L06,MCH-034,PRD-006,2026-08-27,30.57,1.2686,1.0,G3_junior,8.68,91.14,48.987,3.075,0.854,0.0385,0.0625,1,DIMENSION,train,current_drifted
RUN-009655,WO-004828,P02,L03,MCH-017,PRD-073,2026-08-21,16.02,1.0491,0.2,G3_junior,4.61,84.05,51.649,3.307,0.788,0.0286,0.025,0,DIMENSION,test,current_drifted
RUN-009772,WO-004886,P01,L02,MCH-011,PRD-053,2026-08-13,27.69,1.1374,1.4,G3_junior,6.62,86.45,50.283,2.701,0.928,0.0823,0.05,0,SOLDER_VOID,test,current_drifted
RUN-008787,WO-004394,P02,L03,MCH-013,PRD-048,2026-09-09,20.58,1.1569,2.8,G3_junior,4.61,92.67,52.069,3.396,0.918,0.067,0.025,0,SCRATCH,validation,current_drifted
RUN-001686,WO-000843,P02,L04,MCH-022,PRD-032,2026-09-09,21.56,1.0025,5.8,G2_mid,6.51,91.79,54.71,3.899,0.762,0.0696,0.04,0,SURFACE_DENT,train,current_drifted
RUN-000966,WO-000483,P01,L02,MCH-011,PRD-029,2026-08-13,29.73,1.0155,15.7,G1_senior,7.15,81.79,50.734,3.869,0.689,0.0523,0.04,0,DIMENSION,train,current_drifted
RUN-009360,WO-004680,P01,L02,MCH-010,PRD-024,2026-08-10,35.22,1.3183,2.6,G3_junior,7.63,85.25,53.283,3.608,0.949,0.0728,0.075,1,SOLDER_VOID,test,current_drifted
RUN-007018,WO-003509,P03,L06,MCH-032,PRD-056,2026-08-25,20.36,1.056,18,G1_senior,4.92,96.71,53.316,2.893,0.966,0,0.025,0,SURFACE_DENT,train,current_drifted
RUN-011016,WO-005508,P03,L06,MCH-034,PRD-034,2026-08-24,29.32,1.2388,2.2,G3_junior,2.66,91.62,43.726,2.511,0.934,0,0.0,0,NONE,test,current_drifted
RUN-009146,WO-004573,P01,L02,MCH-007,PRD-045,2026-08-08,20.76,1.1275,4.8,G2_mid,2.72,96.55,55.334,3.367,1.035,0.0599,0.0,0,NONE,test,current_drifted
RUN-000318,WO-000159,P02,L04,MCH-022,PRD-046,2026-09-14,17.28,0.8706,5.8,G2_mid,4.61,67.59,53.383,3.351,1.011,0.0593,0.05,0,SURFACE_DENT,train,current_drifted
